state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_march,part_time_hours_march_coefficient_of_variation_as_percent,year
AZ,education - higher education other,7048,0,16933544,0,4622,0,5747,0,13704255,0,3229289,0,423883,0,2001
AZ,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
AZ,libraries,1821,5.55,4820664,2.42,1264,4.13,1119,9.03,3826071,2.38,994593,3.14,93208,5.66,2001
AZ,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
AZ,other and unallocable,3366,23.04,9837855,14.8,3171,24.31,457,25.36,9422602,15.45,415253,26.14,38306,33.21,2001
AR,total,99839,1.67,217164801,1.24,91267,1.53,32327,10.13,204584181,1.2,12580620,8.01,1484174,7.88,2001
AR,financial administration,1883,8.12,4078448,5.68,1814,8.37,513,51.88,3868869,6.09,209579,27.53,22250,29.32,2001
AR,other government administration,2444,9.1,5081239,6.65,2100,9.44,4565,19.21,4042605,6.72,1038634,18.05,72803,21.54,2001
AR,judicial and legal,1492,11.4,2988024,9.64,1212,13.12,624,34.11,2658183,10.72,329841,33.3,39430,20.58,2001
AR,police protection - officers,5370,4.81,13627096,4.4,5139,4.31,517,50.85,13304192,4.29,322904,34.86,41489,35.54,2001
AR,police protection - other,1352,5.85,2387579,4.78,1271,6.07,340,5.72,2264350,5.02,123229,5.74,14073,6.91,2001
AR,fire protection - firefighters,2258,1.95,6666702,0.86,2148,0.52,3911,44.11,6459773,0.42,206929,25.52,24128,35.27,2001
AR,fire protection - other,90,4.23,175087,6.47,66,5.77,394,76.14,138324,3.82,36763,27.2,5724,26.21,2001
AR,corrections,1616,7.16,2980923,5.19,1546,7.6,181,26.99,2882058,5.52,98865,29.37,12508,36.83,2001
AR,streets and highways,3642,5.17,6721636,5.44,3483,4.88,139,121.41,6589428,5.44,132208,70.6,16790,85.4,2001
AR,air transportation,223,0.67,453639,0.62,212,0.06,29,1.29,440463,0.3,13176,11.4,1781,12.34,2001
AR,water transport and terminals,2,0,6963,0,2,0,0,0,6963,0,0,0,0,0,2001
AR,public welfare,127,31.63,156445,35.39,86,35.95,46,68.27,113803,36.06,42642,41.61,5433,41.13,2001
AR,health,291,18.12,542607,13.53,267,19.38,110,31.47,514837,13.96,27770,21.95,3629,27.49,2001
AR,hospitals,3562,0.61,7256702,0.82,3023,1.15,1065,0.17,6255954,0.77,1000748,1.08,94335,2.51,2001
AR,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
AR,solid waste management,1614,7.57,2857360,5.76,1511,8.12,293,25.3,2701226,5.92,156134,23.11,22807,23.65,2001
AR,sewerage,1095,9.78,2669449,6.56,1090,9.88,112,133.74,2626712,6.9,42737,132.31,6223,128.23,2001
AR,parks and recreation,872,1.37,1705340,2.43,669,1.31,517,17.37,1395114,1.16,310226,11.87,37013,3.83,2001
AR,housing and community development,1391,24.48,2620838,24.83,1224,26.65,319,45.82,2435470,27.23,185368,33.99,18473,46.94,2001
AR,natural resources,349,19.99,522497,25.05,291,35.37,352,74.4,453541,36.52,68956,81.1,6510,103.5,2001
AR,water transport and terminals,2023,10.43,4492351,6.94,1804,8.97,594,72.07,4157055,7.08,335296,47.19,47924,42.44,2001
AR,electric power,387,0,1234423,0,382,0,7,0,1229132,0,5291,0,696,0,2001
AR,gas supply,3,0,4866,0,2,0,1,0,4228,0,638,0,85,0,2001
AR,transit,238,13.56,564866,8.41,195,3.31,57,59.43,501802,2.76,63064,53.41,7598,58.85,2001
AR,education - elementary and secondary instructional,44403,2.26,111491107,1.42,42276,2.09,7033,15.57,108335013,1.43,3156094,15.92,359044,16.88,2001
AR,education - elementary and secondary total,20254,4.77,30925088,5.23,17289,5.36,7915,17.1,27096104,5.59,3828984,18.25,498202,16.72,2001
AR,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
AR,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
AR,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
AR,libraries,765,7.53,1256897,6.75,627,7.63,490,12.57,1061508,6.93,195389,11.7,27336,13.9,2001
AR,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
AR,other and unallocable,2093,23.11,3696629,18.57,1538,29.1,2203,56.68,3047474,20.49,649155,33.35,97890,31.08,2001
CA,total,1362464,1.07,5491253362,1.1,1170648,1.06,491517,1.82,4978924193,1.03,512329169,2.11,33121550,2.35,2001
CA,financial administration,23188,2.31,94620709,2.34,22214,2.21,1775,7.57,91841194,2.2,2779515,9.87,173024,8.45,2001
CA,other government administration,25245,3.65,109963677,3.34,23301,3.49,5894,13.84,104434928,3.25,5528749,10.21,334740,14.2,2001
CA,judicial and legal,49443,1.12,229937327,0.84,47511,1.16,3136,1.93,224494750,0.86,5442577,1.96,337013,1.55,2001
CA,police protection - officers,59480,1.28,347892300,0.94,58975,1.29,1670,2.2,345921533,0.95,1970767,1.43,90922,2.11,2001
CA,police protection - other,27641,1.64,105127909,1.02,24971,1.3,5967,9.63,99502613,1.04,5625296,7.72,472095,10.29,2001
CA,fire protection - firefighters,27250,2.27,180077258,1.71,26428,2.07,4530,22.51,178375200,1.67,1702058,20.07,153223,21.75,2001
CA,fire protection - other,2648,3.05,11379361,2.84,2543,3.15,538,56.1,11051718,2.89,327643,12.1,21798,11.01,2001
CA,corrections,31439,1.04,133587081,0.98,29940,1.11,2669,1.13,129137948,1.02,4449133,0.63,264246,1.13,2001
CA,streets and highways,22813,3.32,94554996,2.77,22080,3.41,1249,13.67,92845534,2.81,1709462,6.52,123884,6.82,2001
CA,air transportation,6180,0.62,28048201,0.49,5973,0.65,386,0,27477544,0.5,570657,0,37011,0,2001
CA,water transport and terminals,2096,2.39,10291946,1.12,1976,0,236,42.37,9998392,0,293554,39.41,23619,48.27,2001
CA,public welfare,63309,0.86,212438324,0.7,61341,0.89,3654,3.35,207157083,0.71,5281241,2.75,347707,3.38,2001
CA,health,40096,1.55,159184472,1.18,36904,1.66,6264,7.07,148140001,1.3,11044471,4.77,559798,5.66,2001
CA,hospitals,66711,0.41,263622959,0.29,56828,0.49,16666,0.04,229969109,0.31,33653850,0.22,1727532,0.19,2001
CA,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
CA,solid waste management,6650,1.94,26599147,2.2,6328,1.91,721,29.45,25749208,2.23,849939,16.28,54637,11.55,2001
CA,sewerage,12629,2.39,59342118,1.94,12299,2.19,945,14,58299304,1.8,1042814,16.18,68539,19.63,2001
CA,parks and recreation,34648,1.71,95872349,1.6,24448,1.61,26299,3.73,76613149,1.63,19259200,4.13,1809178,4.11,2001
CA,housing and community development,10995,3.1,42530916,2.53,10343,3.28,1842,11.11,40596886,2.63,1934030,6.19,113777,4.75,2001
CA,natural resources,8000,4.17,30097390,4.28,7381,2.97,968,24.41,28999549,4.02,1097841,24.23,106827,33.35,2001
CA,water transport and terminals,20826,1.57,98556267,1.45,20334,1.58,1367,8.3,97137814,1.45,1418453,5.18,100422,3.68,2001
CA,electric power,10241,0,56141938,0,10014,0,382,0,55486985,0,654953,0,39928,0,2001
CA,gas supply,244,0,1023316,0,244,0,0,0,1023316,0,0,0,0,0,2001
CA,transit,32802,1.65,125321163,2.03,30264,1.62,2307,3.95,119043957,2,6277206,4.64,458510,3.17,2001
CA,education - elementary and secondary instructional,430271,2.16,1875630911,2.46,361607,2.1,184169,3.97,1671975158,2.31,203655753,4.14,11679152,4.4,2001
CA,education - elementary and secondary total,214739,2.68,584211795,2.58,168559,3.21,106550,2.9,490331591,2.84,93880204,4.08,7838462,4.44,2001
CA,education - higher education instructional,36218,0,178074030,0,23800,0,45787,0,121210560,0,56863470,0,2192613,0,2001
CA,education - higher education other,40717,0,124159702,0,26171,0,47938,0,97345809,0,26813893,0,2563442,0,2001
CA,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
CA,libraries,12610,4.46,37775316,3.02,8497,3.55,9504,3.14,29181986,2.8,8593330,4.78,727452,7.21,2001
CA,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
CA,other and unallocable,43335,4.51,175190484,3.96,39374,3.98,8104,20.41,165581374,3.75,9609110,12.5,701999,14.44,2001
CO,total,166767,1.18,510204605,0.64,145821,1.28,63692,2.81,465513913,0.69,44690692,2.16,3759808,2.7,2001
CO,financial administration,3693,2.57,12917189,2.21,3583,2.54,328,26.17,12552399,2.26,364790,15.17,24703,17.03,2001
CO,other government administration,4369,4.6,14767970,4.28,4093,4.4,8037,6.33,13968044,4.32,799926,12.6,59001,19.14,2001
CO,judicial and legal,2045,0.9,8350902,0.92,1942,0.87,360,13.8,7826618,0.76,524284,6.32,21810,10.04,2001
CO,police protection - officers,8188,1.33,38094792,1.37,8041,1.17,439,27.48,37776812,1.4,317980,20.73,24377,22.49,2001
CO,police protection - other,3037,6.81,8710073,4.25,2901,6.93,345,24.02,8356667,4.21,353406,6.7,24998,9.44,2001
CO,fire protection - firefighters,4122,2.64,17961546,0.86,3900,1.4,724,28.95,17755233,0.82,206313,15.38,41228,42.26,2001
CO,fire protection - other,447,11.18,1613444,8.63,444,11.26,266,77.42,1573423,8.8,40021,56,2029,48.66,2001
CO,corrections,3204,3.63,11521506,1.92,3173,3.67,102,40.15,11362642,1.82,158864,38.12,7089,15.92,2001
CO,streets and highways,5623,2.83,18503883,3,5396,2.93,379,24.21,18146226,3,357657,15.81,29701,17.05,2001
CO,air transportation,1229,0.95,4504496,1.12,1172,1,193,25.9,4374107,0.76,130389,13.42,12799,19.92,2001
CO,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
CO,public welfare,5277,2.22,15186342,2.07,4978,2.13,833,20.23,14434904,1.71,751438,10.55,58838,11.04,2001
CO,health,3662,4.67,12256388,2.54,2893,5.32,1609,20.66,9990450,2.96,2265938,3.41,144436,6.33,2001
CO,hospitals,9072,0,28535602,0,7385,0,3043,0,23500937,0,5034665,0,302706,0,2001
CO,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
CO,solid waste management,631,1.63,1971331,1.9,565,6.31,109,31.96,1885789,2.73,85542,33.48,9172,35.99,2001
CO,sewerage,2390,12.7,8824243,9.57,2324,12.66,539,33.09,8522845,9.15,301398,56.49,18484,54.66,2001
CO,parks and recreation,6291,3.08,15994149,2.3,3660,2.46,8053,11.51,11520885,1.81,4473264,3.64,465164,4.12,2001
CO,housing and community development,1969,17.73,5983804,13.15,1862,18.75,296,21.52,5706442,13.74,277362,8.2,24031,14.34,2001
CO,natural resources,641,3,2014088,1.41,591,3.25,231,14.08,1863529,1.33,150559,16.74,14079,16.29,2001
CO,water transport and terminals,3785,7.24,12579989,6.89,3720,6.76,844,27.45,12157039,6.48,422950,25.41,27893,22.75,2001
CO,electric power,1536,7.34,7437103,3.65,1519,7.42,33,0,7374841,3.68,62262,0,2896,0,2001
CO,gas supply,273,0,1162972,0,273,0,0,0,1162972,0,0,0,0,0,2001
CO,transit,2976,0,9711853,0,2706,0,449,0,9059942,0,651911,0,47437,0,2001
CO,education - elementary and secondary instructional,60754,2.54,177777143,1.12,53981,2.89,16313,3.4,164703247,1.21,13073896,2.36,1185509,1.09,2001
CO,education - elementary and secondary total,24140,2.85,52701790,2.02,18747,4.67,15591,7.72,41917345,3.43,10784445,7.41,948692,10.05,2001
CO,education - higher education instructional,547,0,1895544,0,343,0,995,0,1267291,0,628253,0,36222,0,2001
CO,education - higher education other,959,0,2512133,0,693,0,856,0,2129886,0,382247,0,46988,0,2001
CO,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
CO,libraries,2428,5.12,6372276,5.09,1680,5.98,1979,7.11,4779463,7.1,1592813,8.38,135656,12.52,2001
CO,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
CO,other and unallocable,3479,4.43,10342054,3.48,3256,4.51,746,34.28,9843935,3.55,498119,14.09,43870,18.79,2001
CT,total,116154,1.86,422918963,1.48,103621,2.01,33425,8.3,396699505,1.6,26219458,7.25,2017794,6.59,2001
CT,financial administration,2583,5.35,9371229,7.78,2538,10,756,33.47,8947122,8.05,424107,63.45,4557,419.42,2001
