state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_equivalent_employees_response_rate_as_percent,total_march_pay_response_rate_as_percent,year
US,water transport and terminals,7922,0.46,42855311,0.41,866,0.16,1027001,0.33,61016,0.16,8281,0.45,8788,0.41,43882312,0.4,0,0,2011
US,public welfare,246392,0.38,989557231,0.3,36652,0.74,53510540,0.73,3451519,0.83,266425,0.41,283044,0.34,1043067771,0.28,0,0,2011
US,health,224984,0.31,963778184,0.25,52967,0.47,82454879,0.36,4221658,0.52,249242,0.33,277951,0.27,1046233063,0.23,0,0,2011
US,hospitals,495252,0.21,2393988150,0.18,128551,0.42,303327151,0.43,12293018,0.51,566212,0.22,623803,0.19,2697315301,0.17,0,0,2011
US,social insurance administration,311,0.01,1785221,0.01,0,0.01,0,0.01,0,0.01,311,0.01,311,0,1785221,0,0,0,2011
US,solid waste management,97004,0.26,376584759,0.21,13052,0.51,12323055,0.41,1049867,0.51,102913,0.28,110056,0.24,388907814,0.2,0,0,2011
US,sewerage,122001,0.24,554385468,0.24,5901,0.42,5364242,0.31,309701,0.27,123743,0.24,127902,0.23,559749710,0.24,0,0,2011
US,parks and recreation,152327,0.26,592997872,0.27,199380,0.38,152214071,0.37,11909867,0.38,220570,0.29,351707,0.25,745211943,0.23,0,0,2011
US,housing and community development,103287,0.41,452235999,0.38,10964,0.41,13154501,0.44,838963,0.53,107984,0.43,114251,0.38,465390500,0.37,0,0,2011
US,natural resources,34696,0.34,148191226,0.37,6731,0.34,6029060,0.41,421785,0.36,37087,0.36,41427,0.29,154220286,0.36,0,0,2011
US,water transport and terminals,166714,0.26,762649399,0.27,12255,0.24,12021925,0.3,734126,0.24,170664,0.26,178969,0.25,774671324,0.27,0,0,2011
US,electric power,73690,0.4,485632658,0.4,2375,0.48,4928492,0.77,227916,0.54,74997,0.4,76065,0.39,490561150,0.39,0,0,2011
US,gas supply,10547,0.41,45673909,0.34,335,0.18,624166,0.1,33384,0.11,10733,0.4,10882,0.39,46298075,0.34,0,0,2011
US,transit,189677,0.22,985804092,0.18,16649,0.98,29119112,0.83,1677494,1.08,199605,0.25,206326,0.21,1014923204,0.18,0,0,2011
US,education total,6220080,0.2,25280856499,0.2,2138152,0.24,2357298565,0.25,135044308,0.26,7020861,0.19,8358232,0.16,27638155064,0.18,0,0,2011
US,education - elementary and secondary total,5973875,0.19,24054864427,0.19,1765383,0.21,1942925007,0.21,117907964,0.23,6674873,0.19,7739258,0.16,25997789434,0.18,0,0,2011
US,education - elementary and secondary instructional,4309209,0.19,19462778887,0.19,956532,0.2,1113181232,0.2,61750866,0.21,4672948,0.19,5265741,0.16,20575960119,0.18,0,0,2011
US,education - elementary and secondary other,1664666,0.2,4592085540,0.19,808851,0.22,829743775,0.24,56157098,0.25,2001925,0.19,2473517,0.15,5421829315,0.17,0,0,2011
US,education - higher education total,246205,0.35,1225992072,0.31,372769,0.42,414373558,0.41,17136344,0.46,345988,0.33,618974,0.29,1640365630,0.25,0,0,2011
US,education - higher education instructional,90494,0.34,583834277,0.31,210077,0.45,294332284,0.4,8038500,0.49,137107,0.35,300571,0.33,878166561,0.24,0,0,2011
US,education - higher education other,155711,0.35,642157795,0.31,162692,0.38,120041274,0.43,9097844,0.43,208881,0.32,318403,0.26,762199069,0.27,0,0,2011
US,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
US,libraries,88388,0.29,329002505,0.29,95251,0.37,90454656,0.39,6681275,0.38,126857,0.31,183639,0.24,419457161,0.24,0,0,2011
US,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
US,other and unallocable,222814,0.21,987193800,0.18,64067,0.36,59719255,0.26,3868871,0.33,245137,0.22,286881,0.18,1046913055,0.17,0,0,2011
AL,total,185087,0.69,604723681,0.68,25068,0.68,25715050,0.38,1686957,0.5,194830,0.66,210155,0.61,630438731,0.65,0,0,2011
AL,financial administration,3704,3.1,12771040,2.44,212,1.11,190354,1.67,15080,1.74,3790,3.02,3916,2.94,12961394,2.4,0,0,2011
AL,other government administration,2357,1.92,8331413,1.75,1394,2.14,1116182,2.2,42166,1.9,2596,2.01,3751,1.44,9447595,1.57,0,0,2011
AL,judicial and legal,1402,1.33,4711099,1.18,360,1.78,421879,1.84,18707,1.88,1529,1.4,1762,1.12,5132978,1.1,0,0,2011
AL,police protection total,11753,1.7,44205771,1.45,1089,2.6,1135889,2.24,93757,2.16,12280,1.66,12842,1.57,45341660,1.41,0,0,2011
AL,police protection - officers,9559,1.69,37988499,1.43,404,5.26,492716,3.16,41414,3.47,9791,1.65,9963,1.64,38481215,1.41,0,0,2011
AL,police protection - other,2194,1.72,6217272,1.55,685,1.03,643173,1.54,52343,1.12,2489,1.71,2879,1.33,6860445,1.41,0,0,2011
AL,fire protection total,5721,1.82,23226950,1.57,936,2.66,546382,2.68,38250,2.6,5940,1.87,6657,1.6,23773332,1.53,0,0,2011
AL,fire protection - firefighters,5441,1.77,22255646,1.56,893,2.39,512770,2.7,36550,2.52,5649,1.79,6334,1.56,22768416,1.52,0,0,2011
AL,fire protection - other,280,2.62,971304,1.82,43,8.17,33612,2.39,1700,4.34,291,3.3,323,2.51,1004916,1.76,0,0,2011
AL,corrections,3292,2.85,9950758,2.17,256,3.56,284922,3.55,22166,4.3,3441,2.9,3548,2.66,10235680,2.11,0,0,2011
AL,highways,6109,2.14,18318853,1.95,216,2.77,256878,2.93,26628,3.2,6259,2.19,6325,2.07,18575731,1.92,0,0,2011
AL,air transportation,488,12.35,1488087,16.61,53,3.68,43754,3.61,4478,3.52,513,11.75,541,11.15,1531841,16.13,0,0,2011
AL,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
AL,public welfare,1032,1.34,2268515,1.08,382,1.78,533626,1.87,61360,1.42,1382,1.6,1414,1.09,2802141,0.94,0,0,2011
AL,health,5124,1.27,14146617,1.12,1411,0.92,1291843,0.96,109034,0.81,5740,1.51,6535,1.02,15438460,1.03,0,0,2011
AL,hospitals,21858,0.03,86621940,0.06,5928,0.03,11338488,0.05,547923,0.07,25022,0.02,27786,0.03,97960428,0.05,0,0,2011
AL,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
AL,solid waste management,3314,2.91,8704775,2.66,86,1.01,99057,0.85,8232,1.1,3361,2.92,3400,2.83,8803832,2.63,0,0,2011
AL,sewerage,1380,1.94,5179112,2.41,20,0.01,28289,0.01,1421,0.01,1388,1.93,1400,1.91,5207401,2.39,0,0,2011
AL,parks and recreation,2723,1.61,8081711,1.54,1887,1.85,1307353,1.47,142123,1.69,3526,1.77,4610,1.22,9389064,1.34,0,0,2011
AL,housing and community development,1878,2.47,6737092,2.43,94,3.02,94367,3.32,7930,3.26,1924,2.53,1972,2.36,6831459,2.39,0,0,2011
AL,natural resources,418,0.08,1144448,0.09,4,0.49,8163,0.46,674,0.48,422,0.07,422,0.08,1152611,0.09,0,0,2011
AL,water transport and terminals,4523,1.14,15834103,1.17,146,0.64,187200,0.54,14122,0.69,4603,1.14,4669,1.11,16021303,1.15,0,0,2011
AL,electric power,1120,5.92,5202454,6.3,37,0.69,64341,0.23,3886,0.43,1141,5.83,1157,5.73,5266795,6.22,0,0,2011
AL,gas supply,913,1.39,3634903,2.45,26,0.52,29492,0.94,2374,0.41,926,1.36,939,1.35,3664395,2.43,0,0,2011
AL,transit,488,0.94,1436647,0.52,82,1.43,102397,1.06,8340,1.32,535,0.73,570,0.83,1539044,0.49,0,0,2011
AL,education total,99929,1.65,304429254,1.55,9226,2.34,5322495,2.25,414891,2.46,102416,1.62,109155,1.52,309751749,1.52,0,0,2011
AL,education - elementary and secondary total,99929,1.65,304429254,1.55,9226,2.34,5322495,2.25,414891,2.46,102416,1.62,109155,1.52,309751749,1.52,0,0,2011
AL,education - elementary and secondary instructional,67858,1.63,247418573,1.56,7157,1.99,4012044,1.67,296705,2.28,69629,1.59,75015,1.48,251430617,1.54,0,0,2011
AL,education - elementary and secondary other,32071,1.7,57010681,1.48,2069,3.57,1310451,4,118186,2.9,32787,1.69,34140,1.61,58321132,1.44,0,0,2011
AL,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
AL,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
AL,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
AL,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
AL,libraries,856,1.54,2560180,1.2,526,1.96,608330,1.42,44799,1.89,1109,1.34,1382,1.21,3168510,1.01,0,0,2011
AL,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
AL,other and unallocable,4705,2.31,15737959,1.69,697,1.13,703369,1.02,58616,0.9,4987,2.31,5402,2.02,16441328,1.62,0,0,2011
AK,total,25090,0.25,125595596,0.28,7760,0.71,9309526,0.64,467724,0.71,27771,0.28,32850,0.25,134905122,0.26,0,0,2011
AK,financial administration,874,0.5,4784926,0.51,120,1.17,142254,1.77,6926,2,914,0.4,994,0.46,4927180,0.5,0,0,2011
AK,other government administration,1027,1.03,4480848,0.33,547,2.67,441110,4.19,19936,3.89,1141,1.21,1574,1.15,4921958,0.48,0,0,2011
AK,judicial and legal,105,0.01,655180,0.01,5,0.01,18211,0.01,474,0.01,108,0.01,110,0,673391,0,0,0,2011
AK,police protection total,1170,0.66,7348067,0.26,8,0.01,11876,0.01,545,0.01,1173,0.66,1178,0.66,7359943,0.26,0,0,2011
AK,police protection - officers,785,0.45,5470001,0.3,3,0.01,5392,0.01,140,0.01,786,0.45,788,0.45,5475393,0.3,0,0,2011
AK,police protection - other,385,1.1,1878066,0.16,5,0.01,6484,0.01,405,0.01,387,1.1,390,1.09,1884550,0.16,0,0,2011
AK,fire protection total,681,0.01,5179855,0.01,326,0.28,166894,0.95,11387,0.34,746,0.03,1007,0.09,5346749,0.03,0,0,2011
AK,fire protection - firefighters,590,0.01,4635750,0.01,313,0.29,146901,1.08,10382,0.37,649,0.03,903,0.1,4782651,0.03,0,0,2011
AK,fire protection - other,91,0.01,544105,0.01,13,0.01,19993,0.01,1005,0.01,97,0.01,104,0,564098,0,0,0,2011
AK,corrections,68,0.01,307539,0.01,3,0.01,7338,0.01,260,0.01,70,0.01,71,0,314877,0,0,0,2011
AK,highways,617,0.42,3562852,0.37,84,1.55,103705,2.19,6340,2.56,653,0.59,701,0.41,3666557,0.36,0,0,2011
AK,air transportation,69,0.01,382959,0.01,7,0.01,10938,0.01,491,0.01,72,0.01,76,0,393897,0,0,0,2011
AK,water transport and terminals,156,0.01,787260,0.01,6,0.01,5926,0.01,337,0.01,158,0.01,162,0,793186,0,0,0,2011
AK,public welfare,133,0.01,540951,0.01,28,0.01,64146,0.01,3043,0.01,151,0.01,161,0,605097,0,0,0,2011
AK,health,246,0.01,1215617,0.01,242,0.01,236869,0.01,13693,0.01,324,0.01,488,0,1452486,0,0,0,2011
AK,hospitals,641,0.01,3650596,0.01,253,0.01,610253,0.01,20595,0.01,762,0.01,894,0,4260849,0,0,0,2011
AK,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
AK,solid waste management,300,0.33,1370468,0.26,57,2.28,86681,2.44,4858,3.26,326,0.23,357,0.46,1457149,0.28,0,0,2011
AK,sewerage,330,1.31,1980759,1.62,16,2.38,2169,0.27,159,0.84,331,1.49,346,1.25,1982928,1.62,0,0,2011
AK,parks and recreation,362,0.91,1464425,0.81,560,0.34,560956,0.51,36652,0.61,574,0.97,922,0.41,2025381,0.6,0,0,2011
AK,housing and community development,636,4.95,2333294,9.44,136,6.34,339093,4.77,15515,4.65,725,4.46,772,4.23,2672387,8.27,0,0,2011
AK,natural resources,15,0.01,100398,0.01,52,0.01,177080,0.01,6071,0.01,52,0.01,67,0,277478,0,0,0,2011
AK,water transport and terminals,285,0.3,1610217,0.2,21,2.75,15447,2.16,1000,2.32,291,0.28,306,0.34,1625664,0.2,0,0,2011
AK,electric power,447,0.12,3206292,0.12,17,1.61,36098,0.66,1392,1.14,455,0.16,464,0.13,3242390,0.12,0,0,2011
AK,gas supply,6,0.01,27547,0.01,1,0.01,769,0.01,41,0.01,6,0.01,7,0,28316,0,0,0,2011
AK,transit,227,0.01,1192307,0.01,48,0.01,155846,0.01,5775,0.01,260,0.01,275,0,1348153,0,0,0,2011
AK,education total,15755,0.41,74607245,0.44,4863,1.51,5649326,1.3,286740,1.5,17394,0.52,20618,0.48,80256571,0.42,0,0,2011
AK,education - elementary and secondary total,15680,0.42,74190360,0.44,4798,1.53,5580788,1.32,283979,1.51,17302,0.52,20478,0.48,79771148,0.42,0,0,2011
AK,education - elementary and secondary instructional,10136,0.49,52985853,0.49,2618,1.46,3501730,1.29,161776,1.62,11059,0.57,12754,0.49,56487583,0.47,0,0,2011
AK,education - elementary and secondary other,5544,0.29,21204507,0.33,2180,1.6,2079058,1.36,122203,1.37,6243,0.43,7724,0.5,23283565,0.33,0,0,2011
AK,education - higher education total,75,0.01,416885,0.01,65,0.01,68538,0.01,2761,0.01,92,0.01,140,0,485423,0,0,0,2011
AK,education - higher education instructional,12,0.01,75670,0.01,23,0.01,28454,0.01,644,0.01,16,0.01,35,0,104124,0,0,0,2011
AK,education - higher education other,63,0.01,341215,0.01,42,0.01,40084,0.01,2117,0.01,76,0.01,105,0,381299,0,0,0,2011
AK,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
AK,libraries,192,0.32,843950,0.34,161,0.66,206060,0.46,11785,0.39,259,0.94,353,0.35,1050010,0.29,0,0,2011
AK,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
AK,other and unallocable,748,0.49,3962044,0.38,199,2.15,260481,1.79,13709,1.88,826,0.56,947,0.59,4222525,0.37,0,0,2011
AZ,total,188407,0.72,783552823,0.54,55361,0.78,63882680,0.81,3852240,0.71,210471,0.69,243768,0.59,847435503,0.51,0,0,2011
AZ,financial administration,4715,1.16,22758541,0.8,183,0.53,311780,0.57,18136,0.66,4818,1.17,4898,1.12,23070321,0.79,0,0,2011
AZ,other government administration,3767,0.98,19417549,0.93,279,3.04,367071,2.08,18834,1.86,3875,0.97,4046,0.94,19784620,0.91,0,0,2011
AZ,judicial and legal,8365,0.72,37271779,0.66,486,0.81,1010892,0.65,41365,0.71,8599,0.73,8851,0.69,38282671,0.64,0,0,2011
AZ,police protection total,18021,0.39,96956519,0.45,235,1.35,395469,1.27,19747,1.34,18133,0.4,18256,0.38,97351988,0.44,0,0,2011
AZ,police protection - officers,13837,0.32,78679265,0.42,31,0.3,47337,0.28,2491,0.24,13851,0.32,13868,0.32,78726602,0.42,0,0,2011
AZ,police protection - other,4184,0.62,18277254,0.54,204,1.51,348132,1.41,17256,1.49,4282,0.65,4388,0.6,18625386,0.53,0,0,2011
AZ,fire protection total,7869,1.73,46724701,1.7,638,3.76,466553,4.56,40694,4.61,8100,1.79,8507,1.62,47191254,1.68,0,0,2011
AZ,fire protection - firefighters,6852,1.54,41651610,1.55,475,3.31,312448,3.13,26620,2.89,7004,1.58,7327,1.46,41964058,1.54,0,0,2011
AZ,fire protection - other,1017,2.99,5073091,2.91,163,5.07,154105,7.46,14074,7.86,1096,3.13,1180,2.67,5227196,2.83,0,0,2011
AZ,corrections,5718,0.63,20633358,0.43,217,1.38,321174,0.78,18992,1.19,5826,0.64,5935,0.61,20954532,0.43,0,0,2011
AZ,highways,3968,0.83,17165599,0.77,60,1.14,118909,0.79,6210,1.1,4003,0.84,4028,0.81,17284508,0.76,0,0,2011
AZ,air transportation,1103,0.23,5274751,0.18,30,5.61,37322,7.32,2917,6.89,1119,0.31,1133,0.26,5312073,0.19,0,0,2011
AZ,water transport and terminals,51,0.01,122991,0.01,0,0.01,0,0.01,0,0.01,51,0.01,51,0,122991,0,0,0,2011
AZ,public welfare,1230,0.09,4600233,0.05,397,0.09,627101,0.08,42174,0.07,1469,0.12,1627,0.07,5227334,0.04,0,0,2011
AZ,health,3616,0.7,13808344,0.71,624,0.4,1078643,0.39,74801,0.32,4039,0.68,4240,0.6,14886987,0.66,0,0,2011
AZ,hospitals,2148,0.01,12621268,0.01,825,0.01,1780257,0.01,83527,0.01,2622,0.01,2973,0,14401525,0,0,0,2011
AZ,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
AZ,solid waste management,2323,0.56,9635016,0.47,69,2.27,102843,2.1,8083,2.22,2369,0.64,2392,0.55,9737859,0.47,0,0,2011
AZ,sewerage,1641,0.75,7172810,0.72,24,0.47,48494,0.21,2318,0.33,1654,0.75,1665,0.74,7221304,0.71,0,0,2011
AZ,parks and recreation,3334,0.86,12630493,0.85,3721,1.55,3006057,1.71,252393,1.43,4765,1.04,7055,0.91,15636550,0.76,0,0,2011
AZ,housing and community development,1586,1.01,7155961,0.84,231,0.41,212113,0.53,17917,0.51,1688,1.03,1817,0.88,7368074,0.82,0,0,2011
AZ,natural resources,953,3.58,4187030,3.22,39,1.67,41062,1.72,2867,1.39,969,3.55,992,3.44,4228092,3.19,0,0,2011
AZ,water transport and terminals,3365,0.4,16367137,0.29,96,0.43,139497,0.21,6935,0.29,3405,0.39,3461,0.38,16506634,0.29,0,0,2011
AZ,electric power,5138,0.09,38938865,0.12,178,0.17,552113,0.11,25927,0.17,5285,0.08,5316,0.09,39490978,0.11,0,0,2011
AZ,gas supply,98,0.01,533650,0.01,1,0.01,2210,0.01,143,0.01,99,0.01,99,0,535860,0,0,0,2011
AZ,transit,353,0.27,1407042,0.18,101,4.26,142042,2.76,10602,2.7,413,0.62,454,0.97,1549084,0.3,0,0,2011
AZ,education total,104546,1.87,369371087,1.6,45331,1.77,51252882,1.83,3031613,1.64,121954,1.72,149877,1.41,420623969,1.42,0,0,2011
AZ,education - elementary and secondary total,95586,1.9,318604033,1.69,31178,1.64,36546210,1.42,2259441,1.51,108617,1.8,126764,1.49,355150243,1.53,0,0,2011
AZ,education - elementary and secondary instructional,63522,1.89,233262908,1.65,16343,1.22,21867390,1.15,1072304,1.24,69662,1.8,79865,1.52,255130298,1.51,0,0,2011
AZ,education - elementary and secondary other,32064,1.93,85341125,1.81,14835,2.1,14678820,1.81,1187137,1.75,38955,1.81,46899,1.48,100019945,1.57,0,0,2011
AZ,education - higher education total,8960,1.55,50767054,1,14153,2.04,14706672,2.85,772172,2.04,13337,1.04,23113,1.39,65473726,1,0,0,2011
AZ,education - higher education instructional,2383,2.57,19328744,2.28,6579,2.74,9432505,3.72,298939,2.32,4078,2.73,8962,2.13,28761249,1.96,0,0,2011
AZ,education - higher education other,6577,1.18,31438310,0.21,7574,1.44,5274167,1.3,473233,1.86,9259,0.3,14151,0.94,36712477,0.26,0,0,2011
AZ,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
AZ,libraries,1289,0.9,5088035,0.92,1105,0.6,1301708,0.74,93633,0.76,1821,0.79,2394,0.56,6389743,0.75,0,0,2011
AZ,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
AZ,other and unallocable,3210,1.17,13710064,1.23,491,1.18,566488,0.94,32412,1.54,3395,1.34,3701,1.03,14276552,1.18,0,0,2011
AR,total,107523,1.21,331232201,1.56,21011,1.68,13291016,2.22,1145988,2.24,113201,1.23,128534,1.05,344523217,1.5,0,0,2011
AR,financial administration,2476,1.69,6529072,1.3,250,3.21,199293,3.46,13379,1.33,2556,1.7,2726,1.56,6728365,1.26,0,0,2011
AR,other government administration,2166,1.55,5373079,1.45,1721,2.24,996654,2.6,64019,2.93,2491,1.59,3887,1.31,6369733,1.29,0,0,2011
AR,judicial and legal,1730,1.71,4152277,1.56,332,1.57,363330,2.59,17238,2.73,1862,1.78,2062,1.45,4515607,1.45,0,0,2011
AR,police protection total,7822,1.58,22809385,1.45,579,2.82,451035,4.17,32855,4.52,8001,1.7,8401,1.49,23260420,1.43,0,0,2011
AR,police protection - officers,6207,1.4,19182259,1.31,347,2.09,288363,2.96,17820,2.21,6301,1.41,6554,1.33,19470622,1.29,0,0,2011
AR,police protection - other,1615,2.28,3627126,2.21,232,3.91,162672,6.3,15035,7.25,1700,2.76,1847,2.05,3789798,2.14,0,0,2011
AR,fire protection total,2969,0.61,10934989,0.5,1364,3.44,465673,5.14,38245,5.92,3187,1.3,4333,1.16,11400662,0.52,0,0,2011
AR,fire protection - firefighters,2904,0.61,10710202,0.5,1352,3.31,461706,5.07,37910,5.87,3120,1.32,4256,1.13,11171908,0.52,0,0,2011
AR,fire protection - other,65,0.54,224787,0.36,12,17.68,3967,14.22,335,11.71,67,0.39,77,2.79,228754,0.43,0,0,2011
AR,corrections,2446,2.61,5666559,1.97,124,7.32,115126,7.42,17386,5.32,2545,2.56,2570,2.51,5781685,1.94,0,0,2011
AR,highways,3433,2.32,8773286,1.99,138,1.74,127471,1.7,13094,1.93,3508,2.44,3571,2.23,8900757,1.97,0,0,2011
AR,air transportation,332,0.83,996924,1.21,43,4.04,35284,5.02,4459,4.68,350,1.25,375,0.87,1032208,1.18,0,0,2011
AR,water transport and terminals,7,0.01,21892,0.01,1,0.01,993,0.01,43,0.01,7,0.01,8,0,22885,0,0,0,2011
AR,public welfare,73,1.93,175979,2.34,57,2.28,36343,3.18,3900,2.88,95,3.81,130,1.47,212322,2.02,0,0,2011
AR,health,596,2.37,1900294,2.63,131,4.36,103349,5.13,8318,1.34,643,2.67,727,2.1,2003643,2.5,0,0,2011
AR,hospitals,1397,0.01,3989925,0.01,249,0.01,308864,0.01,18679,0.01,1502,0.01,1646,0,4298789,0,0,0,2011
AR,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
AR,solid waste management,1736,1.76,3960259,1.7,108,2.33,143981,3.3,10686,1.6,1802,1.79,1844,1.67,4104240,1.64,0,0,2011
AR,sewerage,1478,1.15,4290339,1.09,30,0.39,30257,0.18,3055,0.17,1495,1.15,1508,1.13,4320596,1.08,0,0,2011
AR,parks and recreation,1106,1.43,2707302,1.49,738,3.76,548588,4.32,61613,4.18,1454,2.38,1844,1.73,3255890,1.44,0,0,2011
AR,housing and community development,1072,3,2923225,3.1,198,1.06,192434,1.24,20577,1.03,1099,3.1,1270,2.54,3115659,2.91,0,0,2011
AR,natural resources,263,0.26,670549,0.33,95,0.28,70521,0.34,4940,0.25,290,0.29,358,0.2,741070,0.3,0,0,2011
AR,water transport and terminals,2173,2,7348693,1.6,339,0.9,282956,0.94,21614,1.17,2285,2.02,2512,1.73,7631649,1.54,0,0,2011
AR,electric power,546,1.85,2120161,1.8,4,0.01,4681,0.01,320,0.01,548,1.84,550,1.83,2124842,1.79,0,0,2011
AR,gas supply,7,0.01,17937,0.01,0,0.01,0,0.01,0,0.01,7,0.01,7,0,17937,0,0,0,2011
AR,transit,335,0.01,943551,0.01,24,0.01,21319,0.01,2095,0.01,347,0.01,359,0,964870,0,0,0,2011
AR,education total,71213,2.27,229143837,2.71,13544,3.56,8130563,4.95,717386,4.76,74572,2.34,84757,1.99,237274400,2.62,0,0,2011
AR,education - elementary and secondary total,71076,2.28,228757414,2.72,13484,3.58,8050816,5,713073,4.79,74411,2.34,84560,2,236808230,2.63,0,0,2011
AR,education - elementary and secondary instructional,44146,2.8,182313709,2.75,8227,3.37,3998690,3.97,328910,3.62,45584,2.87,52373,2.42,186312399,2.69,0,0,2011
AR,education - elementary and secondary other,26930,1.43,46443705,2.59,5257,3.9,4052126,6.02,384163,5.79,28827,1.51,32187,1.35,50495831,2.43,0,0,2011
AR,education - higher education total,137,0.01,386423,0.01,60,0.01,79747,0.01,4313,0.01,161,0.01,197,0,466170,0,0,0,2011
AR,education - higher education instructional,51,0.01,176133,0.01,36,0.01,56797,0.01,2561,0.01,65,0.01,87,0,232930,0,0,0,2011
AR,education - higher education other,86,0.01,210290,0.01,24,0.01,22950,0.01,1752,0.01,96,0.01,110,0,233240,0,0,0,2011
AR,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2011
AR,libraries,754,3.03,1907213,2.9,629,3.17,385495,2.44,44537,2.18,1006,2.84,1383,2.19,2292708,2.45,0,0,2011
