state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_march,part_time_hours_march_coefficient_of_variation_as_percent,year
AL,health ,3504,0.23,6435198,0.24,3159,0.25,843,0.15,5980414,0.26,454784,0.12,61771,0.18,1998
AL,hospitals ,23437,0.26,54388549,0.71,19816,0.3,6106,0.55,46531844,0.83,7856705,0.52,632381,0.6,1998
AL,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AL,solid waste management ,3451,1.15,6157559,1.31,3371,1.19,162,4.03,6021442,1.34,136117,2.31,16050,3.65,1998
AL,sewerage ,1443,3.17,3485636,3.03,1435,3.17,22,63.36,3461682,3.01,23954,68.6,2337,54.79,1998
AL,parks and recreation ,3415,3.2,5860662,1.49,2850,3.72,1452,3.33,5148232,1.57,712430,4.65,100132,3.72,1998
AL,housing and comm dev ,2444,0.67,5449742,0.68,2338,0.55,212,12.36,5291281,0.63,158461,10.39,18512,9.05,1998
AL,natural resources,317,0.92,597424,0.39,287,1.02,44,0,568270,0.41,29154,0,4383,0,1998
AL,water supply ,3156,3.15,6578355,3.54,3075,3.22,204,63.03,6505262,3.57,73093,25.76,8212,32.58,1998
AL,electric power ,1029,1.31,3077205,1.51,1009,1.31,33,0,3046952,1.52,30253,0,3724,0,1998
AL,gas supply ,826,3.25,2093573,3.24,807,3.35,32,0,2069290,3.28,24283,0,3403,0,1998
AL,transit,187,2.85,333955,2.13,147,3.63,67,0,280021,2.54,53934,0,7103,0,1998
AL,education - elementary and secondary instructional,63748,0.97,157895964,0.63,62167,1.03,5979,6.61,155921783,0.63,1974181,5.14,262867,5.42,1998
AL,elemandsec other - tot ,27317,0.89,35979460,1.31,25714,1.17,5596,6.94,33880141,1.27,2099319,9.17,267020,7.67,1998
AL,higher ed instruct ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AL,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AL,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AL,libraries,975,0.72,1818778,0.96,765,1.37,496,2.43,1519961,0.93,298817,3.5,37695,3.98,1998
AL,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AL,other and unallocable,4608,3.81,9565634,1.21,4251,2.11,978,9.46,9023778,1.22,541856,6.32,72566,8.3,1998
AK,total,22069,4.04,81284714,3.13,20118,4.09,7033,39.98,76458719,3.3,4825995,6.44,349652,5.78,1998
AK,financial administration,769,3.14,2930972,3.06,749,3.23,39,0,2882271,3.12,48701,0,3620,0,1998
AK,other government administration,707,13.06,2764142,11.18,674,13.83,693,78.89,2593740,11.44,170402,50.81,9198,38.84,1998
AK,judicial and legal ,98,0,437801,0,98,0,0,0,437801,0,0,0,0,0,1998
AK,police protection - officers,828,14.23,3975848,7.39,828,14.23,0,0,3975848,7.39,0,0,0,0,1998
AK,police - other ,499,8.02,1952393,6.89,464,7.53,122,77.84,1864867,6.38,87526,71.73,7731,73.7,1998
AK,firefighters ,544,3.95,2736949,2.72,529,4.06,147,12.68,2708091,2.75,28858,11.79,2922,5.9,1998
AK,fire - other ,32,24.93,114252,22.02,31,25.74,6,0,110600,22.75,3652,0,370,0,1998
AK,correction ,41,6.25,138034,4.14,37,6.92,8,16.01,124394,4.54,13640,6.91,917,6.42,1998
AK,streets and highways ,618,8.23,2593807,7.52,611,8.33,23,11.56,2569015,7.6,24792,5.36,1311,4.06,1998
AK,air transportation ,63,0,254476,0,62,0,5,0,251175,0,3301,0,271,0,1998
AK,water transport and terminals,158,22.05,552927,17.55,145,19.23,18,38.85,525562,18.28,27365,49.91,1719,40.68,1998
AK,public welfare ,133,0,458566,0,129,0,11,0,452654,0,5912,0,726,0,1998
AK,health ,470,0,1600567,0,436,0,77,0,1504336,0,96231,0,6027,0,1998
AK,hospitals ,383,0,1273615,0,317,0,110,0,1092430,0,181185,0,11631,0,1998
AK,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AK,solid waste management ,418,3.53,1591764,3.15,409,3.61,32,0,1575898,3.18,15866,0,1770,0,1998
AK,sewerage ,304,4.3,1278061,3.75,299,4.35,9,54.79,1266917,3.73,11144,66.56,921,69.33,1998
AK,parks and recreation ,343,4.23,859874,2.93,201,3.39,422,5.02,611573,3.44,248301,5.61,24638,6.56,1998
AK,housing and comm dev ,317,8.37,1195733,7.85,270,9.26,85,9.07,1021587,9.12,174146,6.58,8151,4.16,1998
AK,natural resources,31,0,129851,0,30,0,2,0,128020,0,1831,0,114,0,1998
AK,water supply ,387,12.07,1194888,8.02,385,12.13,6,55.56,1187739,8.07,7149,37.3,472,42.37,1998
AK,electric power ,592,4.45,2749621,2.54,579,3.74,21,33.3,2716985,2.47,32636,57.06,1822,54.88,1998
AK,gas supply ,1,0,3093,0,1,0,1,0,1769,0,1324,0,53,0,1998
AK,transit,242,0,832035,0,216,0,45,0,754359,0,77676,0,4738,0,1998
AK,education - elementary and secondary instructional,8843,1.48,35268876,1.18,8018,1.59,2017,0.76,33181102,1.25,2087774,1.1,143370,0.97,1998
AK,elemandsec other - tot ,3764,1.26,10023666,1.33,3309,1.23,1314,2.9,9055067,1.46,968599,2.2,78957,2.03,1998
AK,higher ed instruct ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AK,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AK,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AK,libraries,285,4.51,803827,3.23,193,4.73,218,3.69,599060,4.23,204767,2.8,16502,3.7,1998
AK,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AK,other and unallocable,1199,18.73,3569076,13.39,1098,19.68,1602,85.85,3265859,14.31,303217,32.93,21701,32.82,1998
AZ,total,165033,0.55,438742201,0.65,142174,0.72,49853,2.03,401090897,0.69,37651304,1.71,4014658,2.38,1998
AZ,financial administration,3422,1.2,9713632,1.1,3308,1.13,215,7.86,9505742,1.1,207890,9.21,19558,10.01,1998
AZ,other government administration,4013,1.98,13663545,1.22,3756,2.19,679,19.42,13086617,1.22,576928,8.17,45698,8.35,1998
AZ,judicial and legal ,7618,0.48,22186589,0.25,7285,0.41,735,2.62,21321942,0.24,864647,2.75,61440,1.79,1998
AZ,police protection - officers,8525,0.79,30753324,0.38,8470,0.7,98,48.14,30658958,0.35,94366,47.74,10759,54.89,1998
AZ,police - other ,2929,1.23,8229417,0.73,2771,0.89,285,6.03,7901101,0.75,328316,2.92,27739,4.24,1998
AZ,firefighters ,3821,0.58,14910364,0.15,3688,0.28,1153,2.5,14671340,0.12,239024,6.09,24768,6.95,1998
AZ,fire - other ,663,4.71,2424281,2.66,640,4.77,97,6.56,2320937,2.77,103344,6.36,9658,6.07,1998
AZ,correction ,3499,1.36,8775695,1.38,3366,1.39,284,0.04,8497599,1.42,278096,3.38,23630,4.69,1998
AZ,streets and highways ,4083,1.14,11527094,1.07,4012,1.17,119,3.05,11387545,1.08,139549,2.08,12680,2.11,1998
AZ,air transportation ,963,1.21,2792158,0.95,945,2.61,40,17.77,2757954,0.95,34204,12.16,3348,14.9,1998
AZ,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AZ,public welfare ,1940,1.32,4493259,0.76,1598,1.26,585,0.54,3927148,0.86,566111,0.6,60438,0.7,1998
AZ,health ,2665,1.15,5968189,0.79,2430,0.73,433,5.49,5530552,0.59,437637,7.8,41815,9.27,1998
AZ,hospitals ,823,0,2126362,0,583,0,390,0,1489650,0,636712,0,42502,0,1998
AZ,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AZ,solid waste management ,1887,1.26,5593366,0.83,1858,1.23,43,16.11,5533939,0.84,59427,7.67,4925,12.44,1998
AZ,sewerage ,1231,3.62,3470873,2.81,1206,3.42,51,11.8,3439246,2.83,31627,17.32,3556,22.98,1998
AZ,parks and recreation ,3805,1.25,8816825,1.08,2840,1.73,2792,0.8,7456738,1.21,1360087,2.19,171292,1.85,1998
AZ,housing and comm dev ,975,1.98,2855762,2.01,926,2.08,67,0,2791241,2.05,64521,0,8867,0,1998
AZ,natural resources,1004,0.6,2869491,0.67,997,0.62,11,19.19,2850422,0.67,19069,4.47,1287,8.52,1998
AZ,water supply ,2901,1.17,9281295,0.74,2856,1.19,88,2.39,9190415,0.74,90880,1.63,9140,1.84,1998
AZ,electric power ,4196,0,19641240,0,3915,0,311,0,18805196,0,836044,0,49877,0,1998
AZ,gas supply ,18,0,42316,0,18,0,0,0,42316,0,0,0,0,0,1998
AZ,transit,122,0,366853,0,105,0,33,0,335848,0,31005,0,2875,0,1998
AZ,education - elementary and secondary instructional,59354,0.77,157826388,0.79,52526,0.76,12370,1.99,146806015,0.84,11020373,1.51,1206331,2.32,1998
AZ,elemandsec other - tot ,29366,0.45,50861175,0.8,22316,0.79,14592,2.69,41186651,0.81,9674524,2.41,1232722,2.86,1998
AZ,higher ed instruct ,3936,0,13091719,0,2026,0,7178,0,7371524,0,5720195,0,328469,0,1998
AZ,education - higher education other,6783,0,14191223,0,3849,0,5990,0,10993362,0,3197861,0,503873,0,1998
AZ,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AZ,libraries,1506,0.29,3548613,1.21,1044,1.52,950,1.68,2788040,1.4,760573,2.37,83661,3.42,1998
AZ,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AZ,other and unallocable,2985,3.48,8721153,2.72,2840,3.48,264,9.63,8442859,2.81,278294,5.38,23750,8.14,1998
AR,total,93653,1.2,185171679,1.3,86818,1.25,23166,5.76,175584761,1.34,9586918,5.22,1199327,4.85,1998
AR,financial administration,1953,3.71,3712360,4.28,1897,3.61,236,11.74,3601358,4.4,111002,10.84,12267,11.57,1998
AR,other government administration,1938,5.96,3714054,4.52,1704,6.3,2471,9.78,3178925,4.83,535129,12.62,44737,12.68,1998
AR,judicial and legal ,1575,3.59,3205760,4.28,1351,4.76,603,15.22,2783953,4.53,421807,12.88,37239,14.27,1998
AR,police protection - officers,4655,1.55,10450551,1.79,4597,1.57,252,12.29,10345214,1.8,105337,17.57,13813,15.71,1998
AR,police - other ,1221,5.03,1949162,4.02,1147,4.73,192,10.77,1857623,4.18,91539,11.29,13888,11.79,1998
AR,firefighters ,2205,1.61,5668655,1.74,2101,0.18,1665,7.62,5524027,1.69,144628,22.19,18611,26.98,1998
AR,fire - other ,81,10.72,152258,3.74,76,0,22,53.92,143537,0.07,8721,65.31,1231,65.07,1998
AR,correction ,1473,2.42,2544946,2.41,1407,2.25,134,13.83,2471390,2.44,73556,14.26,10413,13.36,1998
AR,streets and highways ,3447,2.1,5845461,2.71,3354,1.17,208,48.8,5727898,2.74,117563,17.66,16436,17.65,1998
AR,air transportation ,217,0.52,426181,0.5,207,0.54,38,0,413363,0.52,12818,0,2275,0,1998
AR,water transport and terminals,2,0,5927,0,2,0,0,0,5927,0,0,0,0,0,1998
AR,public welfare ,199,6.22,336550,5.74,183,6.66,37,11.02,315891,6.08,20659,9.86,3038,9.99,1998
AR,health ,220,1.2,417881,0.57,209,0,35,23.78,402305,0.35,15576,12.32,2054,21.4,1998
AR,hospitals ,4312,6.73,8254868,7.59,3700,7.16,1107,8.58,7133333,8.7,1121535,7.54,105003,8.46,1998
AR,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AR,solid waste management ,1329,1.6,2228132,3,1276,1.77,192,18.2,2129567,2.97,98565,21.88,12037,27.48,1998
AR,sewerage ,872,3.95,1851643,2.79,868,3.94,73,44.21,1814438,2.74,37205,37.25,4552,43.62,1998
AR,parks and recreation ,943,2.85,1480475,1.98,701,3.72,460,5.4,1244758,2.25,235717,3.68,43464,4.88,1998
AR,housing and comm dev ,976,2.22,1739295,1.52,893,2.95,190,11.6,1627524,1.42,111771,11.57,15395,8.15,1998
AR,natural resources,316,12.74,384207,14.21,261,15.33,190,2.84,301251,18.07,82956,4.72,10226,5.2,1998
AR,water supply ,1818,1.55,3535485,3.42,1754,1.48,167,43.46,3445318,3.45,90167,24.44,9851,34.19,1998
AR,electric power ,321,0,919702,0.33,317,0,7,45.93,914422,0,5280,57.18,511,56,1998
AR,gas supply ,3,0,4002,0,2,0,1,0,3418,0,584,0,97,0,1998
AR,transit,197,0,456796,0,184,0,17,0,435374,0,21422,0,2340,0,1998
AR,education - elementary and secondary instructional,41830,0.59,96222013,0.58,40188,0.64,5562,4.57,94069385,0.59,2152628,3.54,278656,3.62,1998
AR,elemandsec other - tot ,18386,1.11,24460807,1.33,15908,1.55,7623,4.65,21244867,1.37,3215940,4.44,429775,4.08,1998
AR,higher ed instruct ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AR,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AR,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AR,libraries,784,2.38,1277165,2.6,600,2.66,434,4.24,1052734,2.9,224431,5.81,32698,5.45,1998
AR,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
AR,other and unallocable,2380,2.42,3927343,1.57,1931,1.75,1250,4.3,3396961,1.33,530382,7.92,78720,4.62,1998
CA,total,1214108,0.86,4259728360,0.63,1032029,0.97,430589,3.37,3862277089,0.63,397451271,2.77,31857884,2.77,1998
CA,financial administration,20324,0.96,72592989,1.18,19538,0.95,1515,8.5,70709705,1.21,1883284,5.36,141865,6.78,1998
CA,other government administration,23344,1.43,91552084,1.47,21798,1.54,5087,14.83,87411951,1.52,4140133,4.59,270999,3.89,1998
CA,judicial and legal ,38792,0.2,159286756,0.26,37235,0.2,2541,2.35,155120254,0.27,4166502,1.38,274212,1.98,1998
CA,police protection - officers,58528,0.17,304067380,0.29,57652,0.17,2389,4.12,301668946,0.29,2398434,6.16,163737,10.77,1998
CA,police - other ,22730,0.43,71565295,0.66,20276,0.7,5249,4.55,67054554,0.59,4510741,5.71,434263,4.98,1998
CA,firefighters ,27352,1.43,158563000,0.69,26552,1.12,5945,35.95,157274665,0.68,1288335,16.01,129606,13.33,1998
CA,fire - other ,2448,3.05,9108106,2.73,2316,3.43,349,13.84,8866072,2.79,242034,7.49,22431,7.81,1998
CA,correction ,30341,0.2,107145318,0.32,28878,0.27,2530,2.61,103585435,0.33,3559883,1.28,257684,1.69,1998
CA,streets and highways ,21174,1.03,77220147,0.86,20107,0.74,1901,23.78,75103555,0.76,2116592,16.13,186536,14.72,1998
CA,air transportation ,5111,0.3,20361657,0.31,4912,0.34,379,2.35,19943839,0.32,417818,1.76,35595,2.26,1998
CA,water transport and terminals,1905,3.93,8512332,2.75,1811,1.53,174,46.13,8151748,2.34,360584,37.66,16381,36.45,1998
CA,public welfare ,49858,1.61,146242329,1.12,48159,1.38,2958,8.23,143008434,1.13,3233895,6.99,302024,7.63,1998
CA,health ,35122,0.81,123264913,0.58,32145,0.81,5274,1.09,114688933,0.62,8575980,0.99,523639,1.76,1998
CA,hospitals ,63108,0.66,218161554,1.15,53772,0.56,14232,1.26,188580318,1.27,29581236,2.63,1648499,2.63,1998
CA,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
CA,solid waste management ,6585,1.47,23053478,0.87,6265,1.55,490,3.07,22430182,0.89,623296,2.52,56356,1.72,1998
CA,sewerage ,12580,1.21,52571305,3.78,12201,1.06,1195,15.28,51526678,3.85,1044627,6.36,71943,12.2,1998
CA,parks and recreation ,32841,1.06,80821464,1,21842,0.92,25973,3.07,62772698,0.98,18048766,2.9,1938109,2.65,1998
CA,housing and comm dev ,11073,1.91,38368735,2.36,10398,1.86,1004,8.57,36662301,2.47,1706434,2.84,116736,4.44,1998
CA,natural resources,8113,0.19,29172516,0.55,7743,0.26,859,2.8,28472636,0.56,699880,2.08,62811,2.51,1998
CA,water supply ,24115,1.76,102082683,2.3,23340,1.7,1764,7.28,99945484,2.35,2137199,5.26,145027,6.5,1998
CA,electric power ,11687,0,55463170,0,11435,0,488,0,54721239,0,741931,0,45028,0,1998
CA,gas supply ,252,0,956972,0,252,0,0,0,956972,0,0,0,0,0,1998
CA,transit,28673,0.23,111794942,0.1,27563,0.15,1844,3.93,109194601,0.06,2600341,3.46,196339,4.79,1998
CA,education - elementary and secondary instructional,384483,1.02,1386978334,0.72,316030,1.28,147716,2.47,1235259874,0.76,151718460,2.16,11941608,2.29,1998
CA,elemandsec other - tot ,175582,1.6,413823200,1.66,133080,1.45,97454,3.67,337955222,1.88,75867978,3.45,7378125,3.26,1998
CA,higher ed instruct ,32280,0.47,139846770,0.12,20881,0.02,41719,0.62,97573547,0.04,42273223,0.38,2007268,1.3,1998
CA,education - higher education other,35726,0.04,87386258,0.03,23660,0.04,43510,0.05,69045461,0.03,18340797,0.09,2123353,0.06,1998
CA,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
CA,libraries,11661,1.24,31375696,1.18,7646,0.67,9264,3.69,23717450,0.57,7658246,4.49,712916,3.46,1998
CA,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
CA,other and unallocable,38320,4.65,138388977,3.19,34542,5.01,6786,4.19,130874335,3.37,7514642,2.79,654794,3.29,1998
CO,total,159434,0.62,439313878,0.53,138847,0.63,52804,3.47,400613407,0.54,38700471,2.13,3662611,1.85,1998
CO,financial administration,3318,1.5,9477720,1.55,3231,1.59,227,13.01,9285376,1.57,192344,10.58,17203,13.78,1998
CO,other government administration,4474,2.08,12562516,1.13,4233,1.09,1301,32.73,12015584,1.1,546932,9.38,39487,10.33,1998
CO,judicial and legal ,2149,0.5,7402304,0.56,2052,0.55,360,5.29,7101232,0.49,301072,7.39,19225,6.58,1998
CO,police protection - officers,7724,0.38,28981057,0.28,7704,0.38,71,44.12,28932905,0.28,48152,25.98,4177,21.51,1998
CO,police - other ,2835,1.4,7439384,0.92,2683,1.46,412,5.45,7152780,0.94,286604,4.24,28616,3.69,1998
CO,firefighters ,3929,4.26,15534981,3.11,3892,4.22,495,18.25,15465979,3.13,69002,21.55,7698,25.69,1998
CO,fire - other ,403,2.29,1157566,1.81,362,2.1,172,20.06,1074989,1.93,82577,3.41,11127,4.84,1998
CO,correction ,3233,0.86,9745607,0.53,3185,0.86,93,11.46,9644080,0.53,101527,7.49,7330,9.14,1998
CO,streets and highways ,5094,0.79,14611996,0.9,4941,0.85,428,14.8,14272216,0.85,339780,15.11,29978,12.61,1998
CO,air transportation ,1140,0.43,3998533,0.25,1075,0.45,136,2.59,3854709,0.25,143824,1.46,12407,2.4,1998
CO,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
CO,public welfare ,5001,1.73,12097308,1.48,4687,1.69,573,5.4,11598508,1.53,498800,4.66,50042,4.57,1998
CO,health ,2324,2.23,6018314,1.16,1972,0.8,914,9.17,5105261,1.09,913053,4.55,64107,6.77,1998
CO,hospitals ,8189,2.24,20250517,2.78,7196,1.53,2041,4.61,17769656,2.82,2480861,10.39,175132,8.71,1998
CO,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
CO,solid waste management ,671,8.34,1764103,5.13,619,8.91,118,7.24,1673794,5.4,90309,5.25,10358,6.36,1998
CO,sewerage ,2323,2.73,6896540,3.64,2265,2.75,366,14.71,6794608,3.69,101932,15.83,10052,15.51,1998
CO,parks and recreation ,5720,1.58,12883364,1.02,3458,0.62,6114,4,9553265,0.75,3330099,3.33,407191,2.95,1998
CO,housing and comm dev ,1534,0.94,4311476,0.87,1416,0.87,326,5.71,4072013,0.76,239463,8.95,21172,9.87,1998
CO,natural resources,539,1.6,1288050,1.66,466,1.81,229,2.54,1162823,1.79,125227,3.94,16009,4.86,1998
CO,water supply ,3958,1.46,12693913,1.3,3870,1.45,512,10.08,12511539,1.31,182374,9.39,17133,10.02,1998
CO,electric power ,1439,0.91,5501715,0.78,1416,0.92,31,0,5460278,0.79,41437,2.59,4038,1.18,1998
CO,gas supply ,344,0,1177940,0.36,341,0,3,100.55,1173685,0,4255,100,534,99.99,1998
CO,transit,2689,0.65,7719383,0.53,2409,0.42,424,5.78,7142324,0.17,577059,6.83,49607,6.11,1998
CO,education - elementary and secondary instructional,56663,0.48,165889158,0.41,49666,0.58,18691,1.24,151095284,0.44,14793874,1.24,1222253,1.53,1998
CO,elemandsec other - tot ,26135,0.62,50359341,0.52,19315,0.66,14519,1.53,39679515,0.53,10679826,1.46,1198936,1.51,1998
CO,higher ed instruct ,470,0,1508338,0,338,0,885,0,1088852,0,419486,0,23416,0,1998
CO,education - higher education other,869,0,1876702,0,659,0,663,0,1613498,0,263204,0,37109,0,1998
CO,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
CO,libraries,1848,1.73,4600019,0.22,1466,0.16,1486,0.63,3627351,0.08,972668,1,91927,0.94,1998
CO,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
CO,other and unallocable,4419,2.08,11566033,1.5,3930,1.93,1214,6.55,10691303,1.49,874730,7.85,86347,8.76,1998
CT,total,103204,0.65,360226957,0.76,92080,0.66,26874,1.76,339040862,0.79,21186095,2.55,1867450,2.65,1998
CT,financial administration,2259,1.4,7185840,1.22,2074,1.36,456,6.17,6758880,1.25,426960,5.26,35874,5.56,1998
CT,other government administration,1970,1.67,6400006,1.52,1738,1.5,822,6.48,5815517,1.55,584489,6.34,42022,6.05,1998
