state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_october_pay,total_october_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_october,part_time_hours_october_coefficient_of_variation_as_percent,year
AL,water transport and terminals,2698,7.85,5403984,4.63,2459,4.65,2104,15.98,5151929,3.94,252055,57.94,48632,61.54,1994
AL,electric power,1161,0.96,3109077,0.54,1136,1,38,11.32,3077509,0.54,31568,6.28,4414,8.63,1994
AL,gas supply,919,4.78,2061730,4.15,905,4.85,34,1.77,2044066,4.19,17664,5.45,2454,3.05,1994
AL,transit,450,0,789208,0,390,0,97,0,718091,0,71117,0,10590,0,1994
AL,education - elementary and secondary instructional,58801,0.95,132036937,0.82,57604,1.01,6962,4.63,130430697,0.83,1606240,5.18,200852,5.86,1994
AL,education - elementary and secondary other,25660,0.95,30745568,2.48,23902,2.07,5055,8.97,28753646,2.56,1991922,10.43,298360,10.57,1994
AL,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
AL,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
AL,libraries,888,3.91,1460681,2.06,681,4.26,405,6.78,1212372,1.94,248309,7.54,35406,8.15,1994
AL,other and unallocable,5125,12.2,10161641,7.46,4774,11.7,1384,17.65,9264163,7.87,897478,23.28,63463,24.76,1994
AK,total,24665,1.62,94487062,1.07,21814,1.76,9431,20.14,87296820,1.11,7190242,3.76,502507,5.49,1994
AK,financial administration,792,3.77,2936440,2.7,766,3.69,77,63.27,2869578,2.68,66862,29.12,4122,50.5,1994
AK,other government administration,1034,7.33,3622659,4.08,933,7.31,343,43.25,3352651,3.15,270008,38.32,18877,54.84,1994
AK,judicial and legal,88,0,455754,0,86,0,2,0,451943,0,3811,0,255,0,1994
AK,police protection - officers,889,10.36,5117181,7.38,878,10.64,23,76.76,5098212,7.4,18969,70.17,1859,76.55,1994
AK,police protection - other,466,25.45,1512615,16.12,429,22.42,130,72.83,1443273,16.79,69342,37.45,8327,64.5,1994
AK,fire protection - firefighters,595,3.24,3042677,2.1,582,3.28,117,11.36,3026463,2.11,16214,20.98,1840,14.45,1994
AK,fire protection - other,50,0,253612,0,47,0,3,0,249434,0,4178,0,421,0,1994
AK,corrections,36,0,116747,0,33,0,6,0,111498,0,5249,0,511,0,1994
AK,streets and highways,864,6.39,3473286,5.12,819,6.77,59,2.17,3372890,5.28,100396,1.29,7966,1.61,1994
AK,air transportation,58,2.21,172124,0.41,52,2.46,5,25.6,163240,0.43,8884,0.81,1012,0.76,1994
AK,water transport and terminals,162,21.48,553984,13.96,145,19.2,30,46.39,498968,14.24,55016,55.66,3273,46.78,1994
AK,public welfare,135,6.56,510229,3,115,0,38,46.62,474874,0,35355,43.28,3669,44.66,1994
AK,health,562,4.56,2125327,4.4,519,4.94,112,0,2015531,4.64,109796,0,7471,0,1994
AK,hospitals,113,20.97,247590,12.05,87,27.24,38,0,191428,15.59,56162,0,4531,0,1994
AK,solid waste management,263,5.66,1073051,3.49,252,5.91,29,34.97,1045582,3.58,27469,0.57,2018,1.13,1994
AK,sewerage,437,5.47,2003203,2.36,420,5.69,19,0,1961324,2.41,41879,0,3151,0,1994
AK,parks and recreation,548,1.93,1483006,1.68,365,2.51,454,1.54,1170525,2.11,312481,0.96,31768,1.12,1994
AK,housing and community development,696,3.97,2270300,3.08,509,4.23,230,4.38,1722681,3.95,547619,2.96,31349,3.62,1994
AK,natural resources,17,0,56608,0,17,0,0,0,56608,0,0,0,0,0,1994
AK,water transport and terminals,350,9.17,1238621,7.88,332,8.88,31,57.14,1174216,8.29,64405,12.95,3297,27,1994
AK,electric power,648,4.49,3369928,3.5,612,3.85,84,57.83,3259769,3.49,110159,27.77,6311,44.16,1994
AK,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
AK,transit,285,0,912049,0,253,0,40,0,811668,0,100381,0,5433,0,1994
AK,education - elementary and secondary instructional,9647,0.69,37602714,0.67,8530,0.75,2582,0.62,34425982,0.73,3176732,0.4,195980,0.47,1994
AK,education - elementary and secondary other,3269,0.92,9381142,0.74,2744,0.84,1621,1.16,8181949,0.83,1199193,1.14,91803,1.26,1994
AK,education - higher education instructional,14,0,40149,0,13,0,2,0,38778,0,1371,0,185,0,1994
AK,education - higher education other,35,0,102784,0,31,0,11,0,97299,0,5485,0,751,0,1994
AK,libraries,323,3.59,852531,1.81,226,2.46,186,7.32,666654,1.83,185877,5.1,16251,6.51,1994
AK,other and unallocable,2289,8.75,9960751,2.34,2019,7.47,3159,59.76,9363802,1.66,596949,29.09,50076,34.6,1994
AZ,total,156216,0.66,389620150,0.65,136815,1.03,40787,1.72,361427523,0.7,28192627,1.33,3407435,1.52,1994
AZ,financial administration,3273,2.28,7919519,1.98,3188,2.27,162,3.23,7794448,2.01,125071,7.65,15099,7.05,1994
AZ,other government administration,3460,2.76,10107955,2.42,3238,2.7,574,25.06,9697953,2.51,410002,5.7,38608,4.83,1994
AZ,judicial and legal,5862,1.91,16022236,1.78,5617,2.01,684,3.96,15534176,1.84,488060,3.28,43770,4.03,1994
AZ,police protection - officers,7334,1.73,23979847,1.26,7304,1.74,77,37.49,23929777,1.26,50070,46.64,5265,46.63,1994
AZ,police protection - other,3225,2.11,7559294,1.64,3109,1.93,255,17.26,7356678,1.66,202616,10.23,21928,10.9,1994
AZ,fire protection - firefighters,3353,0.49,11864353,1.2,3296,0.47,640,4.91,11782841,1.21,81512,16.25,10049,17.45,1994
AZ,fire protection - other,504,6.2,1497942,1.77,433,2.32,102,21.48,1388098,1.31,109844,17.56,11433,28.06,1994
AZ,corrections,4591,0.95,10860998,1.25,4466,0.82,384,3.05,10644129,1.28,216869,1.43,22179,1.48,1994
AZ,streets and highways,3788,1.55,9493921,1.36,3689,1.58,200,4.22,9314509,1.38,179412,3.52,16807,5.75,1994
AZ,air transportation,908,3.72,2442241,2.34,868,2.92,59,14.31,2377226,2.38,65015,11.61,6401,13.72,1994
AZ,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
AZ,public welfare,4070,1.29,6259931,0.91,3642,0.65,852,3.46,5662128,0.87,597803,4.86,77119,6.94,1994
AZ,health,2588,1.35,4958638,1.03,2482,1.36,265,3.14,4753978,1.07,204660,2.6,19274,3.46,1994
AZ,hospitals,4455,0,9037762,0,4324,0,235,0,8719374,0,318388,0,23283,0,1994
AZ,solid waste management,1525,1.64,4027046,0.83,1457,1.74,126,2.47,3923544,0.85,103502,1.39,12098,4.13,1994
AZ,sewerage,1133,3.26,2865841,2.74,1116,3.28,14,19.46,2845032,2.76,20809,5.59,2562,7.69,1994
AZ,parks and recreation,3664,3.01,7489998,1.37,2461,1.73,2777,7,5883971,1.15,1606027,4.79,213933,5.86,1994
AZ,housing and community development,889,0.18,2391703,0.21,857,0.19,48,0,2334410,0.21,57293,0,5547,0,1994
AZ,natural resources,953,2.83,2936022,1.35,944,2.83,20,6.25,2923671,1.35,12351,11.98,1479,11.74,1994
AZ,water transport and terminals,2770,1.96,7733268,1.47,2724,1.97,78,0,7661722,1.49,71546,0,8059,0,1994
AZ,electric power,4138,0,17313113,0,4126,0,15,0,17291737,0,21376,0,2137,0,1994
AZ,gas supply,67,0,224736,0,67,0,0,0,224736,0,0,0,0,0,1994
AZ,transit,99,0,240147,0,85,0,20,0,213851,0,26296,0,2359,0,1994
AZ,education - elementary and secondary instructional,56266,1.34,145322693,0.89,49119,1.67,13272,3.41,134187933,0.93,11134760,2.57,1261014,3.04,1994
AZ,education - elementary and secondary other,25239,2.55,43848005,3.08,18843,4.89,13303,2.64,35897846,3.71,7950159,2.97,1128203,2.93,1994
AZ,education - higher education instructional,2445,0,10658184,0,1785,0,2540,0,8770529,0,1887655,0,111212,0,1994
AZ,education - higher education other,4424,0,9380465,0,3090,0,2720,0,8208959,0,1171506,0,222398,0,1994
AZ,libraries,1333,6,2900040,4.09,990,5.41,739,7.56,2411092,4.68,488948,7.38,60547,7.91,1994
AZ,other and unallocable,3860,3.39,10284252,2.64,3495,3.69,626,1.57,9693175,2.8,591077,0.86,64672,1.18,1994
AR,total,86548,0.87,151242078,1.05,79637,0.99,21561,4.68,143207581,1.1,8034497,2.34,1212583,2.45,1994
AR,financial administration,1674,3.24,2521132,3.26,1615,4.1,219,20.3,2420554,3.32,100578,16.53,14792,12.68,1994
AR,other government administration,2165,6.81,3490238,5.77,1983,7.41,2522,16.71,2995348,6.45,494890,11.49,44669,13.9,1994
AR,judicial and legal,1502,2.98,2555991,3.45,1350,3.36,483,18.95,2330751,3.57,225240,13.1,26760,13.27,1994
AR,police protection - officers,3883,2.32,7695946,1.83,3829,2.45,166,25.03,7631058,1.83,64888,23.12,8750,27.62,1994
AR,police protection - other,1020,5.34,1483078,3.57,963,4.88,186,14.38,1410917,3.68,72161,14.09,11935,13.77,1994
AR,fire protection - firefighters,1954,4.64,4120906,1.24,1889,1.95,1248,48.13,4058695,1.14,62211,34.97,11675,33.32,1994
AR,fire protection - other,109,3.43,241529,2.3,106,3.24,35,68.22,235156,1.73,6373,59.28,666,41.9,1994
AR,corrections,1050,5.4,1489425,4.93,999,5.5,103,19.11,1440621,5.06,48804,18.69,9071,19.26,1994
AR,streets and highways,3313,2.5,4702102,3.22,3207,2.58,217,32.93,4592147,3.28,109955,12.23,19752,11.85,1994
AR,air transportation,152,0,242644,0,151,0,8,0,240678,0,1966,0,318,0,1994
AR,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
AR,public welfare,200,79.99,242901,61.89,179,90.14,56,27.9,215363,69.73,27538,24.61,3958,24.4,1994
AR,health,239,23.87,364174,16.19,218,21.89,86,31.05,340313,17.18,23861,31.51,3965,36.45,1994
AR,hospitals,3627,10.29,6754835,7.45,3122,11.57,864,8.98,5895558,8.41,859277,10.11,87290,8.67,1994
AR,solid waste management,1189,3.78,1644174,3.66,1139,3.75,161,40.76,1577974,3.7,66200,22.18,11505,23.38,1994
AR,sewerage,925,9.44,1600690,6.51,890,8.97,73,69.43,1562426,6.48,38264,65.69,5934,63.69,1994
AR,parks and recreation,665,1.93,974802,1.81,520,1.64,289,9.22,842980,1.92,131822,5.25,25201,4.07,1994
AR,housing and community development,886,5.01,1426520,3.47,829,5.92,214,9.53,1351213,3.49,75307,19.79,11106,16.79,1994
AR,natural resources,230,4.66,209537,5.57,129,9.62,176,11.83,126971,6.02,82566,10.7,11911,11.23,1994
AR,water transport and terminals,1834,5.77,3360705,3.3,1747,5.19,202,40.4,3255863,3.25,104842,32.08,16720,36.77,1994
AR,electric power,359,3.75,846519,3.43,359,3.75,3,0,845981,3.43,538,0,72,0,1994
AR,gas supply,24,0,32692,4.13,24,0,4,84.43,30691,0,2001,67.51,329,67.75,1994
AR,transit,173,0,315634,0.03,161,0,19,6.13,300250,0,15384,0.53,2203,0.85,1994
AR,education - elementary and secondary instructional,39359,1.04,81311668,1.61,37916,1.08,5105,5.22,79790739,1.64,1520929,4.78,245787,5.39,1994
AR,education - elementary and secondary other,17211,1.65,19822523,1.95,13791,2.7,8361,3.27,16195328,2.28,3627195,3.05,586663,3.29,1994
AR,education - higher education instructional,41,0,89334,0,41,0,0,0,89334,0,0,0,0,0,1994
AR,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
AR,libraries,428,3.74,549045,4.04,323,4.28,252,10.43,450500,4.14,98545,12.24,18419,11.98,1994
AR,other and unallocable,2336,8.04,3153334,7.04,2157,7.35,509,21.95,2980172,7.39,173162,16.14,33132,15.37,1994
CA,total,1119998,0.43,3631858802,0.37,958206,0.45,378443,1.99,3302343218,0.38,329515584,1.36,28015708,1.51,1994
CA,financial administration,22310,0.87,71963837,0.7,21539,0.88,1464,4.73,70336785,0.72,1627052,3.06,130367,5.02,1994
CA,other government administration,22258,1.51,78323277,1.18,20803,1.57,4452,8.56,74573477,1.22,3749800,4.21,264541,3.61,1994
CA,judicial and legal,34788,0.5,133883670,0.3,33788,0.51,1924,2.12,130974360,0.3,2909310,1.42,176553,3,1994
CA,police protection - officers,54864,1.41,260702543,0.74,54428,1.42,1844,6.74,259721543,0.74,981000,6.22,77340,8.39,1994
CA,police protection - other,21976,1.67,60665573,0.93,19147,1.33,6140,7.97,56014476,0.96,4651097,3.89,510374,5.55,1994
CA,fire protection - firefighters,29030,2.14,148118880,0.65,27867,1.63,7135,31.08,146228619,0.62,1890261,18.48,204861,26.22,1994
CA,fire protection - other,2780,4.19,9100690,2.78,2439,3.55,631,10.74,8509989,2.61,590701,20.56,56093,13.31,1994
CA,corrections,27832,0.63,91145838,0.43,26674,0.66,2120,2.02,88179507,0.44,2966331,1.67,204215,1.67,1994
CA,streets and highways,21561,1.45,71721321,1.63,20704,1.5,1393,6.9,70054272,1.66,1667049,6.27,153150,7.98,1994
CA,air transportation,4413,0.27,15237014,0.2,4316,0.23,165,3.2,15027779,0.19,209235,4.02,17339,10.74,1994
CA,water transport and terminals,1778,6.36,6866431,2.67,1752,2.21,43,153.72,6791720,2.36,74711,118.92,3988,470.56,1994
CA,public welfare,50995,0.38,133074566,0.26,49608,0.36,2948,5.69,130331565,0.25,2743001,3.01,243457,7.24,1994
CA,health,32829,0.46,103158106,0.39,30199,0.54,4988,2.4,96052474,0.41,7105632,1.21,464314,2.04,1994
CA,hospitals,77339,1.67,245424940,1.77,66119,1.95,18213,6.13,210047553,1.72,35377387,6.77,1967208,5.7,1994
CA,solid waste management,7434,2.2,23120876,1.5,7034,2.2,557,9.16,22394761,1.54,726115,6.16,71099,8.84,1994
CA,sewerage,12660,2.99,47573012,1.98,12390,3.03,659,5.31,46946146,2,626866,4.05,46724,6.64,1994
CA,parks and recreation,31809,2.61,73502229,1.5,22012,1.72,26088,14.75,58725132,1.51,14777097,4.45,1727776,5.52,1994
CA,housing and community development,13793,5.76,46042429,4.25,12983,5.32,1712,18.73,44677683,4.36,1364746,12.22,141856,14.8,1994
CA,natural resources,7630,1.81,23994345,1.32,7326,1.74,1347,9.86,23363548,1.31,630797,12.78,53752,16.37,1994
CA,water transport and terminals,22737,2.83,83820053,2.21,22002,2.81,1646,7.78,82436076,2.24,1383977,7.61,129339,10.48,1994
CA,electric power,13830,0.01,62592526,0,13601,0.01,458,0,62007960,0,584566,0,40564,0,1994
CA,gas supply,246,0,903905,0,245,0,2,0,898929,0,4976,0,199,0,1994
CA,transit,28875,0.72,102196590,0.46,27574,0.59,2022,4.72,99340284,0.46,2856306,3.53,229037,3.69,1994
CA,education - elementary and secondary instructional,336717,0.69,1129548708,0.55,269746,0.68,143781,2.62,995945629,0.58,133603079,1.75,11486091,2.04,1994
CA,education - elementary and secondary other,133524,0.93,274953062,2.49,100681,2.78,68902,4.27,223436077,2.93,51516985,3.9,5611833,3.56,1994
CA,education - higher education instructional,26838,0,119087006,0,19677,0,31931,0,88072500,0,31014506,0,1258457,0,1994
CA,education - higher education other,32761,0,72354823,0,22883,0,33120,0,58843668,0,13511155,0,1736727,0,1994
CA,libraries,10652,3.43,25630827,1.9,7637,2.55,7115,7.04,20231084,2.06,5399743,4.67,532082,6.01,1994
CA,other and unallocable,35739,4.97,117151725,5.01,33032,4.26,5643,14.77,112179622,5.18,4972103,16.51,476372,14.8,1994
CO,total,140783,0.43,338318864,0.34,121925,0.44,50699,1.46,309528429,0.35,28790435,1.3,3300815,1.39,1994
CO,financial administration,3064,2.34,7200877,1.49,2901,1.73,301,20.57,6975136,1.46,225741,14.48,28661,16.37,1994
CO,other government administration,4188,3.29,10060241,1.93,3831,3.06,1552,30.15,9501673,1.9,558568,12.69,54569,16.18,1994
CO,judicial and legal,1887,1.89,5623805,1.15,1787,1.91,267,14.6,5377303,1.08,246502,11.33,18989,8.52,1994
CO,police protection - officers,6955,1.78,22402262,1.37,6932,1.79,121,49.62,22343250,1.37,59012,23.24,6328,26.62,1994
CO,police protection - other,2121,1.13,4610547,1.07,1962,1.15,374,3.04,4377197,1.09,233350,5.02,28273,6.51,1994
CO,fire protection - firefighters,3303,4.3,11039593,2.51,3281,4.01,273,60.43,11012662,2.51,26931,29.48,4324,34.76,1994
CO,fire protection - other,212,6.96,553321,7.17,201,7.11,31,26.49,530502,7.38,22819,27.92,1989,32.34,1994
CO,corrections,2749,0.93,7399687,0.55,2723,0.94,73,0,7359293,0.55,40394,0.58,5314,2.34,1994
CO,streets and highways,5029,2.01,11775664,1.99,4786,2.11,412,8.24,11449112,2.03,326552,7.62,42829,11.77,1994
CO,air transportation,947,0.6,2613955,0.07,909,0,78,0,2552999,0.06,60956,1.71,6771,2.99,1994
CO,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
CO,public welfare,4378,0.8,9107927,0.9,4120,0.66,535,8.4,8755618,0.9,352309,6.32,42884,4.88,1994
CO,health,2328,6.8,5112282,4.27,1916,5.79,992,11.06,4371129,4.8,741153,8.17,70766,9.86,1994
CO,hospitals,8436,0.8,19598339,0.81,7114,1.26,2481,3.15,16897049,0.84,2701290,2.61,233092,3.47,1994
CO,solid waste management,719,7.74,1543969,5.1,651,9.57,115,17.37,1421183,5.39,122786,14.55,11930,17.21,1994
CO,sewerage,2083,5.22,5681656,2.53,1972,5.36,270,14.01,5481087,2.56,200569,15.84,20046,12.92,1994
CO,parks and recreation,5611,2.51,10979860,1.26,3227,1.62,7386,2.82,7592135,1.25,3387725,2.96,425396,4.64,1994
CO,housing and community development,1425,11.46,3518898,9.39,1309,11.35,259,7.75,3340907,9.88,177991,10.34,10896,27.77,1994
CO,natural resources,514,2.9,986076,3.56,447,1.77,167,20.64,889888,3.81,96188,9.44,16483,2.39,1994
CO,water transport and terminals,3576,3.85,9821724,2.48,3486,3.9,337,17.8,9691860,2.51,129864,12.88,17276,13.71,1994
CO,electric power,1389,4.45,4453335,3.82,1356,4.56,47,11.71,4399452,3.86,53883,1.03,5917,1.97,1994
CO,gas supply,284,0,907511,0,284,0,0,0,907511,0,0,0,0,0,1994
CO,transit,2376,0.36,5822987,0.06,2161,0.04,338,1.82,5560759,0.01,262228,1.19,38379,3.2,1994
CO,education - elementary and secondary instructional,49490,0.41,125189429,0.41,43673,0.5,15694,1.54,115306083,0.42,9883346,1.91,1009062,1.58,1994
CO,education - elementary and secondary other,21382,1.41,37649999,1.43,15634,1.93,14931,2.86,30533871,1.6,7116128,3.2,1007119,2.98,1994
CO,education - higher education instructional,556,0,1529747,0,380,0,908,0,1095450,0,434297,0,30838,0,1994
CO,education - higher education other,810,0,1715107,0,623,0,693,0,1502422,0,212685,0,32163,0,1994
CO,libraries,1109,0.66,2370701,1.16,760,0.5,850,5.96,1813035,0.32,557666,4.8,66305,6.85,1994
CO,other and unallocable,3862,10.95,9049365,7.06,3499,10.54,1214,28.05,8489863,7.41,559502,19.54,64216,23.51,1994
CT,total,107844,0.2,360471455,0.17,97788,0.22,25740,0.98,341472823,0.17,18998632,1.08,1681495,0.96,1994
CT,financial administration,2180,2.4,6241925,1.26,2029,2.25,376,8.2,5934476,1.22,307449,9.74,23545,10.36,1994
CT,other government administration,2079,2.39,5882660,1.73,1879,2.39,727,4.53,5427632,1.81,455028,5.92,32404,5.97,1994
CT,judicial and legal,183,0,685892,0.07,163,0,34,0,630126,0,55766,0.88,3243,0.74,1994
CT,police protection - officers,6284,0.26,26200047,0.17,6168,0.13,332,5.84,25977297,0.17,222750,5.35,19759,4.68,1994
CT,police protection - other,1548,1.06,3549894,1,1079,1.13,1254,1.56,2730228,1.21,819666,1.6,80752,1.95,1994
CT,fire protection - firefighters,3827,0.31,16253604,0.17,3756,0.21,323,6.2,16098098,0.14,155506,9.74,12132,8.33,1994
CT,fire protection - other,310,35.48,716053,33.55,222,33.03,210,52.29,542520,42.28,173533,41.15,13424,37.43,1994
CT,corrections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
CT,streets and highways,3647,0.86,10295986,0.9,3554,0.85,161,10.18,10150045,0.91,145941,6.54,15098,6.19,1994
CT,air transportation,40,0,109134,0,40,0,0,0,109134,0,0,0,0,0,1994
CT,water transport and terminals,1,0,3787,0,0,0,3,0,0,0,3787,0,252,0,1994
CT,public welfare,1833,0.88,4937280,0.45,1484,0.69,731,3.48,4338934,0.33,598346,2.85,57286,2.48,1994
CT,health,1375,1.15,3999425,0.83,1195,0.93,403,3.69,3556209,0.82,443216,3.47,30603,3.75,1994
CT,hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
CT,solid waste management,1009,1.18,3090413,0.59,968,1.26,104,11.26,3020641,0.57,69772,9.34,7074,10.88,1994
CT,sewerage,1088,0.46,3483082,0.5,1072,0.52,38,5.34,3453535,0.5,29547,9.68,2966,7.51,1994
CT,parks and recreation,2210,0.62,5501332,0.46,1667,0.79,1859,0.92,4565287,0.5,936045,1.15,91651,0.77,1994
CT,housing and community development,1451,3.24,4061558,1.2,1315,1.05,269,4.2,3876635,1.24,184923,4.43,18931,13.56,1994
