state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_march,part_time_hours_march_coefficient_of_variation_as_percent,year
AL,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AL,public welfare,1319,2.13,2511039,0.94,1068,1.04,459,16.52,2208190,0.75,302849,5.57,42649,6.22,2005
AL,health,4567,3.27,11502040,1.83,4247,3.96,1025,6.54,10792666,2.17,709374,7.7,56428,8.5,2005
AL,hospitals,24150,0.53,77679447,0.56,20094,0.54,6660,0,65304283,0.61,12375164,0.28,694908,0.48,2005
AL,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AL,solid waste management,3762,3.33,9014185,2.16,3626,2.86,256,61.63,8775797,1.6,238388,56.28,22126,53.46,2005
AL,sewerage,1419,1.67,4260222,1.51,1400,1.46,20,75.41,4234776,1.46,25446,71.99,2907,81.46,2005
AL,parks and recreation,3449,4.93,8230758,4.83,2523,4.6,2006,12.02,7049273,4.71,1181485,12.04,151416,12.55,2005
AL,housing and community development,2448,4.93,7483128,3.29,2337,5.08,281,41.85,7253417,3.37,229711,28.46,20378,36.8,2005
AL,natural resources,269,16.72,681333,12.93,235,19.14,56,0,628427,14.01,52906,0,5219,0,2005
AL,water transport and terminals,4047,5.77,10985046,5.43,3782,6.06,512,37.95,10713880,5.73,271166,45.68,28963,35.58,2005
AL,electric power,1151,0,4204146,0,1121,0,55,0,4140772,0,63374,0,5430,0,2005
AL,gas supply,1000,4.93,3026662,2.57,985,5,27,0,3004033,2.59,22629,0,2903,0,2005
AL,transit,236,2.3,512627,3.86,206,2.64,40,82.27,474330,1.77,38297,46.83,4017,45.08,2005
AL,education - elementary and secondary instructional,69237,1.81,203295601,2.11,66831,1.97,6205,12.48,198840518,2.17,4455083,7.61,401969,10.25,2005
AL,education - elementary and secondary other,30660,2.24,46435677,3.09,28888,2.43,4293,9.16,43875065,3.21,2560612,6.97,301808,5.5,2005
AL,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AL,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AL,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AL,libraries,1119,6.73,2483570,3.93,853,6.75,599,13.77,2034567,3.54,449003,16.14,47918,16.4,2005
AL,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AL,other and unallocable,3965,4.31,10697356,2.39,3567,4.19,894,23.42,10085101,2.53,612255,23.97,71436,28.48,2005
AK,total,27167,1.2,108556113,0.82,23769,1.02,10240,9.56,98434798,0.8,10121315,8.06,556654,5.71,2005
AK,financial administration,867,11.2,4113125,6.35,787,11.04,117,21.96,3834357,5.72,278768,44.93,9436,35.95,2005
AK,other government administration,928,17.96,3690831,10.65,680,22.05,1243,35.63,2991535,13.83,699296,24.22,31830,22.12,2005
AK,judicial and legal,98,0,557743,0,97,0,6,0,552791,0,4952,0,195,0,2005
AK,police protection - officers,851,7.35,4627841,4.05,817,7.91,21,229.58,4525060,3.99,102781,78.76,4085,62.01,2005
AK,police protection - other,389,0.53,1580486,0.73,374,0,64,61.11,1535775,0,44711,25.91,3016,24.45,2005
AK,fire protection - firefighters,671,0,4031901,0.41,609,0,1019,49.03,3884080,0,147821,11.28,13580,16.93,2005
AK,fire protection - other,94,0,510337,0,87,0,27,0,494934,0,15403,0,1143,0,2005
AK,corrections,68,0,272419,0,66,0,9,0,259562,0,12857,0,408,0,2005
AK,highways,647,6.6,3028415,2.56,618,7.96,64,99.23,2928439,2.77,99976,57.49,3452,79.65,2005
AK,air transportation,70,0,260282,0,60,0,16,0,239202,0,21080,0,1595,0,2005
AK,water transport and terminals,142,0,612973,0,138,0,13,0,601002,0,11971,0,720,0,2005
AK,public welfare,206,0.56,743944,3.36,181,0.63,36,0,697542,0.01,46402,53.82,2821,57.15,2005
AK,health,391,25.58,1351579,14.72,288,17.36,403,27.46,1104917,13.11,246662,35.28,16744,31.69,2005
AK,hospitals,645,0,2851885,0,520,0,255,0,2366594,0,485291,0,21363,0,2005
AK,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AK,solid waste management,238,27.98,1052120,15.04,195,31.94,51,92.63,936028,15.7,116092,37.45,5989,34.27,2005
AK,sewerage,427,9.7,2007420,7.17,367,6.87,48,103.99,1821202,3.91,186218,69.11,6827,56.23,2005
AK,parks and recreation,514,0.3,1604624,1.48,331,0.46,635,11.55,1189800,0.11,414824,5.72,32451,5.84,2005
AK,housing and community development,608,4.7,2647047,6.89,518,4.22,201,12.34,2281960,6.53,365087,19.79,15874,24.9,2005
AK,natural resources,6,0,25727,0,6,0,0,0,25727,0,0,0,0,0,2005
AK,water transport and terminals,204,15.28,1172366,9.41,155,22.37,176,46.03,934830,12.48,237536,44.66,9986,43.5,2005
AK,electric power,548,7.92,2919087,5.57,473,9.81,114,63.84,2533989,5.34,385098,45.92,12044,46.56,2005
AK,gas supply,0,0,1356,0,0,0,4,0,0,0,1356,0,70,0,2005
AK,transit,239,0,1086599,0,213,0,40,0,999233,0,87366,0,4293,0,2005
AK,education - elementary and secondary instructional,10974,0.98,44185615,1.17,9904,0.8,2504,3.96,41061227,1.09,3124388,6.49,180288,5.06,2005
AK,education - elementary and secondary other,6134,0.65,18573246,0.45,5414,0.93,2487,4.81,16711217,0.99,1862029,10.25,125380,9.1,2005
AK,education - higher education instructional,16,0,88232,0,12,0,10,0,74525,0,13707,0,629,0,2005
AK,education - higher education other,63,0,309953,0,57,0,31,0,281147,0,28806,0,939,0,2005
AK,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AK,libraries,256,5.84,967081,1.95,202,0,136,46.21,748495,0,218586,8.61,15057,9.53,2005
AK,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AK,other and unallocable,873,16.32,3681879,10.53,600,16.05,510,44.8,2819628,8.64,862251,33.39,36439,31.25,2005
AZ,total,212570,2.29,750639951,2.17,190218,2.35,55742,4.28,700733190,2.22,49906761,2.64,3916957,3,2005
AZ,financial administration,4989,14.37,19024271,13.21,4799,12.91,380,52.65,18569443,12.45,454828,44.94,37433,57.19,2005
AZ,other government administration,7140,22.84,28644155,16.47,6752,24.34,1021,39.67,27710446,17.09,933709,19.9,61069,20.98,2005
AZ,judicial and legal,8258,3.38,30569130,2.88,8074,3.48,427,11.99,29869784,2.97,699346,7.55,32579,13.26,2005
AZ,police protection - officers,13524,6.53,64102332,5.85,13460,6.59,134,38.4,63936437,5.87,165895,49.72,10144,58.25,2005
AZ,police protection - other,4192,3.21,15840643,2.01,4047,3.4,250,17.89,15415762,2.06,424881,6.28,25324,13,2005
AZ,fire protection - firefighters,6036,8.42,28623858,4.71,5813,8.66,780,227.73,28240869,5.37,382989,126.92,39941,105.55,2005
AZ,fire protection - other,995,0,4514407,1.99,963,0,153,45.6,4489718,0,24689,364.09,10436,37.66,2005
AZ,corrections,5021,0.5,15603053,1.8,4942,0.44,191,6.14,15380981,1.8,222072,1.27,14325,3.1,2005
AZ,highways,5717,16.18,21238605,18.03,5576,15.85,148,54.78,21015271,17.88,223334,45.79,20629,49.78,2005
AZ,air transportation,1155,0,4634653,0,1127,0,74,0,4573032,0,61621,0,4830,0,2005
AZ,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AZ,public welfare,2280,1.65,6863066,1.33,1763,2.13,868,0,5782126,1.58,1080940,0,91329,0,2005
AZ,health,2994,0.7,9793965,0.38,2809,0.87,334,4.25,9377500,0.39,416465,5.76,36237,8.9,2005
AZ,hospitals,3330,0,9337539,0,3330,0,1,0,9337328,0,211,0,11,0,2005
AZ,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AZ,solid waste management,2202,2.05,7733448,0.98,2122,0.29,101,49.49,7598277,0.96,135171,43.81,11269,51.01,2005
AZ,sewerage,1275,9.3,4986908,6.49,1260,9.41,124,73.11,4922743,6.55,64165,37.46,3248,19.28,2005
AZ,parks and recreation,6505,18.18,18405894,16.39,4568,16.78,5384,26.92,14988316,15.04,3417578,22.43,340626,20.98,2005
AZ,housing and community development,1158,0,4257549,0,1072,0,185,0,4090810,0,166739,0,15416,0,2005
AZ,natural resources,877,16.81,4046274,4.32,852,17.31,108,86.67,3873768,2.23,172506,81.19,7653,59.43,2005
AZ,water transport and terminals,3542,2.03,15042989,0.66,3495,2.06,72,0,14952589,0.64,90400,29.8,6159,36.39,2005
AZ,electric power,4569,0,28642513,0,4352,0,335,0,27266870,0,1375643,0,38204,0,2005
AZ,gas supply,104,0,461059,0,98,0,16,0,450476,0,10583,0,1045,0,2005
AZ,transit,298,11.75,1093733,1.48,250,14.01,43,62.55,994979,3.28,98754,16.56,7170,20.58,2005
AZ,education - elementary and secondary instructional,70503,1.77,248096165,0.89,64106,2.22,14278,3.06,234068402,1.01,14027763,4.47,1119964,3.96,2005
AZ,education - elementary and secondary other,36966,3.71,87779089,2.35,31336,4.73,15791,2.81,76283554,2.74,11495535,2.85,1003917,3.97,2005
AZ,education - higher education instructional,4702,0,22526793,0,2431,0,7044,0,15119085,0,7407708,0,391685,0,2005
AZ,education - higher education other,7800,0,28140033,0,5403,0,5841,0,23787048,0,4352985,0,415409,0,2005
AZ,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AZ,libraries,2056,5.35,6122409,2.65,1237,0.61,1444,9.05,4539207,1.23,1583202,11.74,139433,12.03,2005
AZ,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AZ,other and unallocable,4382,24.06,14515418,21.43,4181,24.45,215,106.8,14098369,22.05,417049,59.49,31472,73.93,2005
AR,total,105930,2.25,268056745,1.56,99871,2.53,24704,10.35,256694289,1.63,11362456,6.41,1042324,7.78,2005
AR,financial administration,2291,7.08,5479164,5.53,2139,7.24,429,35.18,5277612,5.7,201552,23.63,19981,29.66,2005
AR,other government administration,2187,8.91,5674193,11.01,1862,9.72,4409,15.55,4514374,12.24,1159819,27.3,72903,25.01,2005
AR,judicial and legal,1821,6.72,4309937,9.2,1591,4.82,577,20.79,3651333,5.26,658604,35.41,29142,22.04,2005
AR,police protection - officers,5435,2.15,15865378,2.04,5311,2.26,558,20.79,15576771,2.15,288607,24.48,26208,17.88,2005
AR,police protection - other,1569,5.55,3174232,4.47,1495,5.78,236,12.8,3041559,4.74,132673,11.96,13877,9.15,2005
AR,fire protection - firefighters,2726,5.12,8927750,3.12,2406,2.52,3915,44.17,8353873,2.16,573877,34.66,56884,36.6,2005
AR,fire protection - other,102,19.58,229546,19.78,76,25.92,52,9.36,188428,24.03,41118,9.15,4303,8.22,2005
AR,corrections,1848,2.4,3693711,2.47,1800,2.39,150,12.11,3612923,2.4,80788,21.99,8859,21.88,2005
AR,highways,3736,4.19,8390645,3.61,3642,4.31,349,22.2,8076696,3.84,313949,23.43,26939,19.2,2005
AR,air transportation,275,5.57,709356,2.16,263,6.66,30,36.94,690136,2.66,19220,15.68,2027,15.04,2005
AR,water transport and terminals,4,0,22761,0,4,0,0,0,22761,0,0,0,0,0,2005
AR,public welfare,114,5.64,266556,5.89,86,1.47,85,12.32,200971,1.11,65585,23.73,5671,13.79,2005
AR,health,384,9.57,859526,7.22,334,9.32,119,31.14,784572,7.33,74954,37.35,8515,45.9,2005
AR,hospitals,1629,0,4014055,0,1446,0,367,0,3501546,0,512509,0,32522,0,2005
AR,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AR,solid waste management,1339,9.12,3162188,5.92,1318,9.02,109,54.75,3042723,6.09,119465,35.23,4510,131.28,2005
AR,sewerage,1144,4.85,3444176,3.3,1139,4.87,20,373.68,3353757,3.54,90419,62.63,5123,57.67,2005
AR,parks and recreation,1050,3.01,2278070,2.47,814,3.47,465,5.07,1922849,2.61,355221,4,41024,3.3,2005
AR,housing and community development,1085,3.9,2550611,2.93,1041,5.44,98,104.6,2429672,4.32,120939,43.55,7639,75.03,2005
AR,natural resources,214,33.21,496624,27.91,144,45.5,114,190.48,430374,35.77,66250,100.56,4450,143.65,2005
AR,water transport and terminals,2327,12.47,6248957,8.96,2212,11.9,303,52.41,5899248,8.92,349709,47.76,11040,108.28,2005
AR,electric power,367,0,1313751,0,365,0,3,0,1310895,0,2856,0,344,0,2005
AR,gas supply,4,0,5657,0,4,0,0,0,5657,0,0,0,0,0,2005
AR,transit,248,0,702630,0,229,0,32,0,669511,0,33119,0,3410,0,2005
AR,education - elementary and secondary instructional,46526,4.78,143034077,2.82,44965,5.35,6714,14.41,140158428,2.91,2875649,13,264832,18.07,2005
AR,education - elementary and secondary other,24508,6.13,36490714,4.86,22632,7.16,4363,14.02,33945650,5.52,2545064,12.76,310747,14.15,2005
AR,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AR,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AR,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AR,libraries,1450,42.26,2999261,41.16,1138,44.94,847,33.88,2551540,43.51,447721,28.02,57951,36.25,2005
AR,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
AR,other and unallocable,1547,6.98,3713219,7.01,1415,7.33,360,14.21,3480430,7.33,232789,10.16,23423,16.38,2005
CA,total,1384276,0.83,6529423798,0.68,1201229,0.96,497769,1.39,5918691648,0.76,610732150,1.06,31548433,1.62,2005
CA,financial administration,24391,1.25,120947091,1.24,23533,1.26,1615,6.83,118009227,1.25,2937864,9.01,152057,10.83,2005
CA,other government administration,27292,2.07,143557292,2.18,25395,2.14,5356,9.87,136848444,2.19,6708848,9.3,335644,7.17,2005
CA,judicial and legal,46120,1.3,260643879,0.57,44706,1.28,2711,3.5,254007509,0.56,6636370,2.59,250898,3.26,2005
CA,police protection - officers,59046,0.82,412335257,0.83,58475,0.91,1375,17.38,409926154,0.85,2409103,15.84,102506,20.12,2005
CA,police protection - other,27820,1.79,129473337,1.51,25413,1.79,5296,7.03,122812285,1.55,6661052,4.82,424197,7.53,2005
CA,fire protection - firefighters,29936,1.95,236885040,1.3,29069,1.53,3537,31.55,235120493,1.24,1764547,30.98,139766,36.77,2005
CA,fire protection - other,3459,4.38,18897354,3.91,3203,2.61,1105,37.27,18097359,3.12,799995,26.36,44480,32.43,2005
CA,corrections,30643,0.34,148388303,0.33,29399,0.15,2425,5.77,144434906,0.23,3953397,4.07,218127,5.12,2005
CA,highways,21374,2.82,105270882,3.36,20608,2.96,1414,10.99,102785913,3.47,2484969,7.03,137901,8.84,2005
CA,air transportation,6724,0.18,36501432,0.19,6603,0.18,582,0,36099473,0.19,401959,0,25624,0,2005
CA,water transport and terminals,2118,0,12276961,0,2054,0,179,0,12067974,0,208987,0,11357,0,2005
CA,public welfare,63864,0.33,255913939,0.3,62305,0.27,2640,5.34,250904885,0.26,5009054,3.44,274253,4.32,2005
CA,health,41594,0.78,198000232,0.3,38627,0.95,5715,2.42,185764537,0.33,12235695,1.76,518575,2.35,2005
CA,hospitals,61614,0,297367129,0,53781,0,13102,0,259956427,0,37410702,0,1350500,0,2005
CA,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
CA,solid waste management,8256,2.74,37163056,1.64,7914,2.37,621,16.62,36067370,1.39,1095686,16.98,62312,18.1,2005
CA,sewerage,13172,2.79,71311638,2.37,12918,2.54,656,30.7,70446160,2.32,865478,19.58,48430,25.77,2005
CA,parks and recreation,35882,1.68,118671687,1.15,23927,1.6,26288,6.43,92594894,1.09,26076793,3.66,2081981,4.73,2005
CA,housing and community development,13416,3.52,65672481,4.49,12821,3.66,970,8.85,64105695,4.45,1566786,9.22,96013,4.99,2005
CA,natural resources,8253,2.67,37315136,2.49,7969,2.74,744,11.42,36306631,2.24,1008505,16.17,56351,10.17,2005
CA,water transport and terminals,23128,2,133359478,2.18,22534,1.93,1303,23.04,131471054,2.19,1888424,17.81,104434,17.3,2005
CA,electric power,11156,0.77,73306923,0.67,10900,0.86,354,2.96,72175998,0.7,1130925,1.92,44288,2.11,2005
CA,gas supply,244,0,1244146,0,240,0,5,0,1225663,0,18483,0,742,0,2005
CA,transit,33172,1.51,143143639,1.13,31661,1.6,2179,4.81,139126676,1.18,4016963,3.26,266371,3.69,2005
CA,education - elementary and secondary instructional,431980,1.38,2204210915,1.24,367130,1.59,168645,2.82,1960557999,1.45,243652916,1.94,11144998,3.41,2005
CA,education - elementary and secondary other,235731,2.59,688311162,2.45,183483,3.46,139841,2.19,555059035,3.12,133252127,2.33,8863672,2.23,2005
CA,education - higher education instructional,31668,0,197915300,0,22749,0,47559,0,137624622,0,60290678,0,1565935,0,2005
CA,education - higher education other,37765,0,133549475,0,27174,0,40797,0,110081462,0,23468013,0,1855255,0,2005
CA,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
CA,libraries,12315,2.44,46025115,1.71,8146,1.3,10788,4.8,34992039,0.74,11033076,5.7,734496,6.9,2005
CA,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
CA,other and unallocable,42143,3.11,201765519,3.11,38492,3.18,9967,24.63,190020764,3.01,11744755,14.84,637270,15.71,2005
CO,total,184033,0.83,662692750,0.45,162194,1,56728,3.05,604576500,0.46,58116250,1.37,3847837,1.62,2005
CO,financial administration,4389,3.98,16918421,2.71,4228,4.12,293,16.35,16543738,2.74,374683,8.17,22995,13.87,2005
CO,other government administration,4725,3.67,18639862,3.03,4483,3.49,1610,16.41,17439120,3.1,1200742,17.61,54225,16.89,2005
CO,judicial and legal,2400,3.1,10478627,2.16,2311,2.03,446,40.29,9934181,1.36,544446,28.47,15568,43.27,2005
CO,police protection - officers,8685,2.54,44677588,1.86,8670,2.54,51,30.36,44612125,1.86,65463,11.41,3455,13.09,2005
CO,police protection - other,3257,4.89,11684292,2.57,3082,3.67,471,25.09,11227350,2.15,456942,19.23,31206,22.36,2005
CO,fire protection - firefighters,4648,2.81,25483996,1.47,4581,2.85,1524,51.05,25276790,1.53,207206,28.2,17211,24.48,2005
CO,fire protection - other,522,13.46,2128853,10.88,486,14.46,648,64.59,2042245,11.56,86608,31.59,6780,30.21,2005
CO,corrections,3732,2.31,14723948,1.24,3680,2.34,99,0,14539568,1.26,184380,0,10872,0,2005
CO,highways,6163,3.87,22664717,3.43,5988,3.83,431,26.86,22176607,3.26,488110,26.34,31603,26.46,2005
CO,air transportation,1171,1.74,5287407,1.07,1117,1.65,119,6.37,5100281,1.03,187126,2.67,9831,3.35,2005
CO,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
CO,public welfare,5958,4.4,19929646,4.29,5628,4.67,757,2.53,18944358,4.49,985288,2.71,61152,3.31,2005
CO,health,3411,2.01,13072785,1.5,2857,1.05,1386,8.17,10941597,1.83,2131188,2.2,99878,14.03,2005
CO,hospitals,9019,0,35320826,0,7613,0,2431,0,29366405,0,5954421,0,243872,0,2005
CO,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
CO,solid waste management,743,3.6,2298221,2.64,733,3.65,81,11.39,2195043,2.84,103178,11.63,7034,13.67,2005
CO,sewerage,2340,4.87,9219901,3.99,2266,4.51,236,34.24,8953540,3.94,266361,47.63,16121,51.98,2005
CO,parks and recreation,6005,2.04,18111813,1.45,4107,1.92,7862,2.99,14518994,1.43,3592819,3.42,340654,3.23,2005
CO,housing and community development,1815,0.35,6950146,0.29,1603,0.4,1009,0,6310730,0.32,639416,0,36645,0,2005
CO,natural resources,843,10.15,2742688,4.23,701,10.04,348,25.33,2469776,4.84,272912,15.44,19870,20.29,2005
CO,water transport and terminals,4258,3.69,18542177,2.72,4200,3.64,325,56.54,18300106,2.74,242071,13.18,12989,30.02,2005
CO,electric power,1479,0,7998812,0,1457,0,58,0,7930336,0,68476,0,4107,0,2005
CO,gas supply,308,0,1402703,0,308,0,2,0,1402309,0,394,0,27,0,2005
CO,transit,2912,0,10131004,0,2695,0,345,0,9577597,0,553407,0,38124,0,2005
CO,education - elementary and secondary instructional,65305,1.32,237170116,0.77,58278,1.55,13886,5.04,220355275,0.78,16814841,2.56,1221892,2.46,2005
CO,education - elementary and secondary other,31859,2.37,79729242,2.12,24953,3.42,17418,5.07,62351025,2.87,17378217,1.53,1201737,2,2005
CO,education - higher education instructional,537,0,2228693,0,234,0,1132,0,1139451,0,1089242,0,53325,0,2005
CO,education - higher education other,742,0,2540301,0,410,0,637,0,1962208,0,578093,0,58380,0,2005
CO,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
CO,libraries,2905,3.62,8991294,2.07,1802,3.05,2606,4.14,5812402,1.37,3178892,5.41,197039,7.05,2005
CO,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
CO,other and unallocable,3902,4.32,13624671,3,3723,4.44,517,15.72,13153343,3.07,471328,4.23,31245,3.65,2005
CT,total,125392,0.61,538673785,0.81,111195,0.73,39627,3.93,500786094,0.83,37887691,4.56,2354277,3.54,2005
CT,financial administration,2497,6.98,9539898,3.78,2189,4.83,354,40.7,9182628,3.75,357270,75.78,41166,43.38,2005
CT,other government administration,2179,8.3,8693644,4.99,1970,8.99,673,67.25,7878790,6.13,814854,35.93,24481,82.58,2005
CT,judicial and legal,189,1.07,949742,0.4,172,0,34,5.92,889936,0,59806,6.37,2375,8.48,2005
CT,police protection - officers,7174,2.7,40914601,2.49,6955,2.77,734,48.68,40317299,2.68,597302,48.43,34036,48.21,2005
CT,police protection - other,1687,3.97,5791093,3.62,1294,4.62,1259,3.01,4667742,4.02,1123351,4.37,67436,3.29,2005
