state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_march,part_time_hours_march_coefficient_of_variation_as_percent,year
US,hospitals,513326,0.07,1843166989,0.07,441287,0.07,122548,0.27,1613576477,0.06,229590512,0.26,12392473,0.27,2004
US,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
US,solid waste management,107076,1.08,344497249,0.71,99846,1.04,15950,5.58,331285642,0.7,13211607,4.61,1275166,5.21,2004
US,sewerage,124380,1.03,461542252,0.92,120553,0.98,13409,8.34,452032556,0.88,9509696,7.88,656260,7.84,2004
US,parks and recreation,227341,1.02,629478395,0.82,161501,0.72,181547,2.42,507359514,0.8,122118881,1.44,11423350,2.07,2004
US,housing and community development,114281,0.48,408909584,0.66,108373,0.46,11953,3.52,395959625,0.66,12949959,3.31,975971,3.63,2004
US,natural resources,39207,1.9,129567505,1.37,35647,1.95,11122,6.89,122256333,1.43,7311172,6.78,571900,7.63,2004
US,water transport and terminals,161587,0.95,585176194,0.86,156236,0.95,18464,6.19,572181037,0.87,12995157,6.05,959257,6.42,2004
US,electric power,74750,0.67,368961818,0.42,73239,0.68,3134,6.18,363077632,0.41,5884186,2.83,273956,3.95,2004
US,gas supply,10781,0.85,36920241,0.41,10658,0.86,427,13.82,36497243,0.39,422998,7.21,23629,4.6,2004
US,transit,198939,0.11,836689693,0.09,189189,0.12,15094,1.23,812761702,0.1,23927991,0.38,1669693,0.51,2004
US,education - elementary and secondary instructional,4450228,0.32,16710570156,0.29,4084747,0.32,953897,1,15719698805,0.3,990871351,0.92,62203161,1.11,2004
US,education - elementary and secondary other,1972626,0.46,4554326234,0.52,1616425,0.58,822270,1.02,3813388883,0.61,740937351,1.17,60271553,1.28,2004
US,education - higher education instructional,130908,0,641466947,0,85697,0,183531,0,440093513,0,201373434,0,7796515,0,2004
US,education - higher education other,185462,0,552043946,0,137061,0,150442,0,457211044,0,94832902,0,8364019,0,2004
US,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
US,libraries,125628,0.8,345075259,0.67,86126,0.89,95192,1.37,266484878,0.71,78590381,1.35,6775819,1.42,2004
US,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
US,other and unallocable,251218,0.9,857084910,0.9,227858,0.92,74031,4.03,803031425,0.92,54053485,2.91,4208405,2.71,2004
AL,total,184985,0.8,500141038,0.79,171131,0.84,35310,4.06,470825828,0.84,29315210,2.04,2313791,2.36,2004
AL,financial administration,3903,1.73,10639938,0.98,3731,1.18,341,17.27,10385069,0.94,254869,14.19,23156,13.41,2004
AL,other government administration,2583,6.33,7384965,6.08,2152,6.49,3704,16.75,6102756,6.47,1282209,18.73,70724,20.81,2004
AL,judicial and legal,1647,4.58,4759980,2.47,1449,1.83,644,19.64,4192650,1.78,567330,14.26,34134,27.15,2004
AL,police protection - officers,9038,2.17,28723593,1.03,8771,1.88,607,13.72,28354848,1.04,368745,16.97,36350,18.3,2004
AL,police protection - other,2437,4.43,5746045,3.1,2175,5.81,718,13.92,5309984,3.79,436061,12.03,47385,16,2004
AL,fire protection - firefighters,4610,3.27,16710159,1.78,4351,3.09,1707,36.66,16292465,2.13,417694,50.05,45339,51.2,2004
AL,fire protection - other,183,0,550290,0.39,179,0,5,0,544871,0.39,5419,0,559,0,2004
AL,corrections,3152,1.85,7740924,1.36,2993,1.79,272,10.11,7488325,1.29,252599,7.34,26646,8.46,2004
AL,highways,7244,2.45,17255217,1.66,7146,2.64,194,54.61,17121538,1.69,133679,21.84,14308,30.96,2004
AL,air transportation,608,14.41,1448310,27,497,17.62,194,12.89,1287133,30.37,161177,7.17,15827,10.42,2004
AL,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AL,public welfare,1289,2.11,2392608,0.71,1059,0.92,458,16.22,2097503,0.5,295105,5.02,38122,6.59,2004
AL,health,4767,1.34,12294982,0.57,4477,1.6,1047,7.73,11452039,0.47,842943,7.31,51143,5.24,2004
AL,hospitals,23544,0.33,73902124,0.43,19449,0.33,6517,0.33,61669629,0.49,12232495,0.14,700786,0.31,2004
AL,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AL,solid waste management,3871,3.52,8815096,1.79,3752,3.13,216,19.23,8654874,1.57,160222,25.6,19060,30.88,2004
AL,sewerage,1531,0.39,4355591,0.66,1509,1.05,27,55.86,4327531,0.84,28060,64.45,3470,67.37,2004
AL,parks and recreation,3478,3.71,8033416,4.42,2734,3.87,1838,4.85,7040273,4.45,993143,4.51,130878,3.65,2004
AL,housing and community development,2500,4.43,7370819,2.53,2288,2.64,438,43.24,6981961,2.07,388858,34.59,33495,38.97,2004
AL,natural resources,244,18.43,520667,16.42,213,21.11,49,0,477517,17.91,43150,0,4503,0,2004
AL,water transport and terminals,4148,4.63,10447505,4.08,3844,4.59,428,48.5,10151545,4.21,295960,33.67,30763,31.78,2004
AL,electric power,1125,0,4072431,0,1095,0,53,0,4012157,0,60274,0,5374,0,2004
AL,gas supply,952,5.17,2862508,2.64,942,5.23,20,0,2841659,2.66,20849,0,2153,0,2004
AL,transit,281,11.19,488246,0.76,199,0.59,100,25.31,418367,0.4,69879,4.78,7623,9.01,2004
AL,education - elementary and secondary instructional,66463,1.93,202651358,1.85,63342,2,8892,8.28,197056621,1.96,5594737,5.13,521406,6.36,2004
AL,education - elementary and secondary other,30206,2.64,47614951,4.05,28174,2.94,5458,13.62,44225281,4.35,3389670,13.39,347510,8.42,2004
AL,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AL,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AL,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AL,libraries,1011,6.54,2546945,3.87,767,7.43,631,13.14,2049958,3.88,496987,20.07,46786,13.8,2004
AL,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AL,other and unallocable,4170,2.55,10812370,1.79,3843,2.17,752,13.93,10289274,1.73,523096,11.69,56291,14.6,2004
AK,total,26184,1.01,104039699,0.87,23072,1.04,9344,3.06,94787640,0.85,9252059,6.2,528151,4.85,2004
AK,financial administration,817,11.62,3744948,6.41,732,11.61,130,19.86,3463367,5.83,281581,38.33,10424,29.3,2004
AK,other government administration,878,16.85,3697664,10.9,590,20.46,1165,19.13,2732687,13.25,964977,17.94,48420,23.57,2004
AK,judicial and legal,98,0,534859,0,96,0,6,0,528370,0,6489,0,299,0,2004
AK,police protection - officers,803,4.45,4385582,2.63,771,4.94,21,231.92,4310330,2.32,75252,100.58,4637,66.04,2004
AK,police protection - other,381,0.69,1502748,0.47,373,0,36,91.1,1475648,0,27100,26.19,1640,36.04,2004
AK,fire protection - firefighters,637,0,3766871,0,602,0,388,0,3689138,0,77733,0,6513,0,2004
AK,fire protection - other,81,0,433131,0,75,0,23,0,419240,0,13891,0,1016,0,2004
AK,corrections,65,0,257137,0,63,0,9,0,248508,0,8629,0,480,0,2004
AK,highways,632,6.25,2745027,2.32,588,7.79,127,27.98,2622661,2.01,122366,40.98,5956,39.22,2004
AK,air transportation,65,0,242550,0,63,0,6,0,239269,0,3281,0,218,0,2004
AK,water transport and terminals,149,0,637770,0,145,0,12,0,620896,0,16874,0,840,0,2004
AK,public welfare,220,0.58,808148,2.01,194,0.66,37,15.12,714991,0.22,93157,17.3,6617,29.64,2004
AK,health,385,12.99,1394719,7.55,270,0,397,25.16,1084765,0,309954,33.97,20986,35.11,2004
AK,hospitals,679,0,2824659,0,556,0,279,0,2341865,0,482794,0,21187,0,2004
AK,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AK,solid waste management,276,9.02,1088737,6.6,212,11.62,81,72.76,944732,8.6,144005,31.11,8342,32.46,2004
AK,sewerage,436,10.1,1945890,7.29,373,8.5,55,91.67,1765717,5.28,180173,61.51,7995,47.08,2004
AK,parks and recreation,516,1.99,1548430,1.9,308,3.33,585,9.61,1130597,2.12,417833,4.42,34897,4.49,2004
AK,housing and community development,552,2.27,2325155,2.78,393,4.3,287,2.25,1732254,3.29,592901,5,27167,7.38,2004
AK,natural resources,19,0,107187,0,19,0,0,0,107187,0,0,0,0,0,2004
AK,water transport and terminals,224,13.33,1038452,9.35,159,18.44,189,47.58,863028,9.84,175424,50.99,9723,55.64,2004
AK,electric power,514,7.4,2643713,4.59,421,3.28,116,32.66,2293846,1.66,349867,34.36,13759,32.16,2004
AK,gas supply,0,0,1708,0,0,0,4,0,0,0,1708,0,86,0,2004
AK,transit,241,0,1047418,0,214,0,34,0,946620,0,100798,0,4687,0,2004
AK,education - elementary and secondary instructional,10570,0.83,42415439,0.97,9664,0.89,2298,3.39,39771944,1.15,2643495,3.47,152477,5.61,2004
AK,education - elementary and secondary other,5946,0.37,18547411,0.34,5354,0.67,2647,3.89,17055209,0.49,1492202,5.56,104955,3.01,2004
AK,education - higher education instructional,14,0,88742,0,13,0,7,0,82877,0,5865,0,235,0,2004
AK,education - higher education other,78,0,340936,0,69,0,30,0,315473,0,25463,0,1490,0,2004
AK,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AK,libraries,245,7.79,929992,1.22,190,0,117,54.93,717000,0,212992,5.31,14796,8.86,2004
AK,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AK,other and unallocable,663,17.14,2994676,10.28,565,17.49,258,69.37,2569421,9.73,425255,34.82,18309,33.71,2004
AZ,total,204693,1.84,687506817,1.73,182055,1.85,55142,3.08,639978988,1.79,47527829,2.02,3960954,2.84,2004
AZ,financial administration,4728,14.04,17224017,12.71,4541,12.46,344,44.45,16849904,12.07,374113,42.77,32277,52.04,2004
AZ,other government administration,6629,22.47,26011512,15.9,6415,23.21,514,24.18,25482515,16.21,528997,6.78,37237,3.19,2004
AZ,judicial and legal,7796,2.3,27956229,2.1,7625,2.41,341,18.83,27301715,2.23,654514,11.69,30221,18.64,2004
AZ,police protection - officers,12398,4,56127944,3.18,12285,4.02,167,43.47,55952082,3.19,175862,46.92,12750,56.27,2004
AZ,police protection - other,4028,3.35,14611299,1.97,3861,2.86,240,32.01,14233995,1.9,377304,16.14,25840,26.9,2004
AZ,fire protection - firefighters,6101,12.74,27681347,7.22,5601,8.46,129,731.75,27261058,7.25,420289,149.96,74407,104.12,2004
AZ,fire protection - other,942,5.6,3947328,2.5,861,0,331,46.28,3866504,0,80824,122.14,5761,158.3,2004
AZ,corrections,4760,0.44,14395430,1.68,4680,0.35,209,7.09,14175219,1.68,220211,1.85,14633,3.97,2004
AZ,highways,5284,15.74,19170926,17.05,5195,15.16,151,57.36,19011524,16.9,159402,51.04,15369,45.85,2004
AZ,air transportation,1118,0,4219661,0,1088,0,72,0,4155498,0,64163,0,5461,0,2004
AZ,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AZ,public welfare,2053,1.83,5920488,1.44,1549,2.42,853,0,4896986,1.74,1023502,0,89100,0,2004
AZ,health,2533,0.82,7828616,0.36,2358,1.07,350,1.83,7407721,0.51,420895,2.29,31814,1.44,2004
AZ,hospitals,3714,0,10488734,0,3568,0,209,0,9994405,0,494329,0,25787,0,2004
AZ,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AZ,solid waste management,2138,2.19,7151776,0.89,2067,0.2,99,50.5,7046354,0.94,105422,43.49,8629,51.58,2004
AZ,sewerage,1246,8.37,4589388,5.57,1221,8.54,106,58.39,4533834,5.64,55554,7.25,3932,5.39,2004
AZ,parks and recreation,5834,16.51,16511089,14.56,4297,16.43,4272,22.61,13729430,14.3,2781659,16.14,272933,15.34,2004
AZ,housing and community development,1148,0,3863654,0,1052,0,174,0,3694214,0,169440,0,16898,0,2004
AZ,natural resources,930,5.6,3885121,2.55,865,10.73,99,42.78,3758597,1.94,126524,37.21,8501,44.29,2004
AZ,water transport and terminals,3330,0.06,13671249,0.42,3289,0.06,55,0,13610722,0.32,60527,64.36,4560,64.27,2004
AZ,electric power,4430,0,27345947,0,4206,0,320,0,25978557,0,1367390,0,39473,0,2004
AZ,gas supply,98,0,413963,0,90,0,19,0,399681,0,14282,0,1305,0,2004
AZ,transit,287,12.42,996781,1.27,245,14.55,34,99.93,919704,3.95,77077,30.68,5873,32.86,2004
AZ,education - elementary and secondary instructional,70274,0.51,232600823,0.84,63810,0.68,13880,3.84,218918471,1.02,13682352,2.76,1149624,4.08,2004
AZ,education - elementary and secondary other,35496,1.35,81923244,1.49,28578,1.61,17947,2.98,68733211,1.45,13190033,2.4,1232838,1.77,2004
AZ,education - higher education instructional,4344,0,18392020,0,2431,0,6806,0,12421346,0,5970674,0,332760,0,2004
AZ,education - higher education other,7365,0,22976602,0,5254,0,5987,0,19202120,0,3774482,0,367179,0,2004
AZ,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AZ,libraries,1877,5.34,5405666,2.79,1298,2.46,1184,10.16,4282239,1.25,1123427,13.83,96577,14.99,2004
AZ,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AZ,other and unallocable,3812,18.99,12195963,18.69,3725,19.5,250,24.27,12161382,17.92,34581,459.91,19215,26.06,2004
AR,total,97933,1.13,239902608,1.03,92188,1.11,23170,7.39,228989431,1.05,10913177,5.91,1010933,5.62,2004
AR,financial administration,2242,4.96,5169421,4,2128,5.38,566,29.06,4910955,4.15,258466,30.74,24504,23.23,2004
AR,other government administration,1825,6.43,4618178,6.83,1581,6.14,4006,13.83,3652353,6.16,965825,27.04,62320,24.47,2004
AR,judicial and legal,1752,4.5,3891745,2.99,1477,4.04,827,18.06,3315244,3.42,576501,12.77,33560,18.29,2004
AR,police protection - officers,5205,2.25,14709596,1.33,5066,1.94,594,17.83,14453535,1.53,256061,23.92,30077,23.03,2004
AR,police protection - other,1291,2.87,2491144,2.91,1220,3.13,217,8.06,2375287,3.12,115857,10.63,12669,5.58,2004
AR,fire protection - firefighters,2431,2.12,7852433,1.28,2263,1.49,1419,52.41,7582608,0.99,269825,17.53,26642,22.25,2004
AR,fire protection - other,72,4.8,167023,2.34,59,0.25,44,9.09,144544,0.89,22479,16.35,2436,14.32,2004
AR,corrections,1845,2.14,3699942,1.93,1804,2.12,133,14.93,3644463,1.82,55479,34.63,7189,26.84,2004
AR,highways,3803,3.19,7974017,2.72,3705,3.28,312,19.17,7700554,2.76,273463,21.46,25036,19.67,2004
AR,air transportation,251,3.58,632121,0.84,239,4.63,27,17.48,612865,1.23,19256,14.36,1899,15.35,2004
AR,water transport and terminals,4,0,19511,0,4,0,0,0,19511,0,0,0,0,0,2004
AR,public welfare,111,2.68,229010,3.12,96,1.31,59,16.99,193052,1.37,35958,18.53,4034,18.26,2004
AR,health,309,8.13,678707,4.41,266,5.25,126,28.03,610844,3.38,67863,38.25,7769,51.28,2004
AR,hospitals,1537,0,3821784,0,1362,0,303,0,3386611,0,435173,0,30442,0,2004
AR,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AR,solid waste management,1358,8.92,2969482,5.49,1273,7.94,241,33.75,2810683,5.38,158799,37.73,12630,55.55,2004
AR,sewerage,1075,9.2,3056400,5.69,1073,6.55,178,75.9,2943226,4.01,113174,112.6,1711,419.91,2004
AR,parks and recreation,954,2.67,2010061,2.26,748,3.25,444,4.6,1717466,2.5,292595,3.96,36939,4.33,2004
AR,housing and community development,1011,4.73,2410796,4.03,1005,6.33,87,123.29,2333823,5.99,76973,63.31,6743,65.92,2004
AR,natural resources,196,29.9,414239,25.02,192,37,242,79.07,395746,31.73,18493,359.25,3161,170.46,2004
AR,water transport and terminals,2395,12.28,6091950,9.4,2131,13.66,553,37.04,5501790,10.13,590160,35,34407,44.72,2004
AR,electric power,360,0,1265221,0,359,0,2,0,1264145,0,1076,0,150,0,2004
AR,gas supply,4,0,4963,0,4,0,0,0,4963,0,0,0,0,0,2004
AR,transit,231,0,631361,0,218,0,30,0,600865,0,30496,0,2456,0,2004
AR,education - elementary and secondary instructional,44365,1.9,127021913,1.11,42977,2.13,6514,10.17,124534503,1.16,2487410,10.41,238450,12.92,2004
AR,education - elementary and secondary other,20538,4.21,32178885,5.34,18602,4.91,5081,11.18,29008688,6.32,3170197,7.07,328548,9.32,2004
AR,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AR,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AR,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AR,libraries,1416,43.44,2772620,43.09,1124,47.42,779,31.56,2380885,46.23,391735,24.36,52427,29.7,2004
AR,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AR,other and unallocable,1352,6.93,3120085,6.7,1212,7.25,386,14.14,2890222,6.96,229863,11.87,24734,17.01,2004
CA,total,1383075,0.34,6318048725,0.3,1192084,0.33,487708,1.29,5726171246,0.35,591877479,1,33106876,1.44,2004
CA,financial administration,24548,0.91,118450848,0.91,23636,0.89,1663,6.14,115513011,0.94,2937837,5.76,160180,7.09,2004
CA,other government administration,27303,1.76,136954727,2.17,25213,1.84,4898,7.46,130143823,2.05,6810904,7.24,363997,5.27,2004
CA,judicial and legal,48242,0.18,261021705,0.24,46487,0.15,2571,3.39,254792589,0.22,6229116,3.77,311710,3.55,2004
CA,police protection - officers,57970,3.44,389425608,2.26,57545,3.46,1112,7.77,387595698,2.26,1829910,5.7,74771,7.53,2004
CA,police protection - other,27751,0.84,122369300,0.92,25261,0.81,5330,7.06,115919842,0.99,6449458,4.3,439631,6.43,2004
CA,fire protection - firefighters,29456,1.64,220501522,1.22,28716,1.37,3536,25.52,219009112,1.2,1492410,34.37,118826,40.23,2004
CA,fire protection - other,3403,3.93,17981087,4.1,3098,2.61,1126,36.24,17143687,3.74,837400,34.2,51756,36.71,2004
CA,corrections,31739,0.22,144755243,0.17,30386,0.01,2692,5.7,140705069,0.07,4050174,3.55,236753,4.79,2004
CA,highways,21820,2.15,101800042,2.17,21071,2.11,1242,6.87,99557909,2.18,2242133,5.1,128290,7.16,2004
CA,air transportation,6379,0.22,34124940,0.21,6237,0.23,513,0,33685980,0.21,438960,0,31501,0,2004
CA,water transport and terminals,2072,0,11658180,0,2011,0,172,0,11461330,0,196850,0,10762,0,2004
CA,public welfare,64250,0.53,246054935,0.49,62702,0.53,2916,7.39,241403594,0.47,4651341,6.25,273067,6.75,2004
CA,health,42736,0.71,195289100,0.52,39820,0.92,5549,3.83,183981305,0.6,11307795,3.34,514343,3.74,2004
CA,hospitals,61966,0,280139563,0,53093,0,13463,0,244829190,0,35310373,0,1528733,0,2004
CA,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
CA,solid waste management,8196,3.07,36699801,1.2,7866,2.95,632,16.68,35687026,1.2,1012775,11.51,60829,13.35,2004
CA,sewerage,12880,3.62,67061195,3.25,12670,3.46,851,33.99,66271989,3.2,789206,22.98,43613,27.58,2004
CA,parks and recreation,35239,1.84,113703583,1.92,24100,1.41,25311,5.88,90049050,1.86,23654533,2.69,1943201,3.9,2004
CA,housing and community development,13277,3.25,60825212,4.04,12568,3.26,991,9.5,58958398,4.06,1866814,7.19,107817,7.08,2004
CA,natural resources,8452,2.02,37395860,1.3,8130,2.1,798,10.24,36394867,1.37,1000993,7.85,60907,6.61,2004
CA,water transport and terminals,22851,1.78,118360336,1.91,22139,1.7,1449,21.35,116447135,1.9,1913201,11.83,114940,15.88,2004
CA,electric power,11164,0.55,70544224,0.61,10902,0.49,371,3.88,69445879,0.6,1098345,3.6,44278,2.88,2004
CA,gas supply,253,0,1244410,0,249,0,4,0,1229030,0,15380,0,667,0,2004
CA,transit,33582,0.55,141108912,0.51,31923,0.63,2408,4,136939461,0.57,4169451,1.92,292119,2.09,2004
CA,education - elementary and secondary instructional,427324,0.69,2151837517,0.48,362426,0.7,162406,2.65,1925912833,0.63,225924684,1.95,11333959,2.86,2004
CA,education - elementary and secondary other,236457,0.82,680464316,1.17,177933,1.1,139226,2.34,541571087,1.57,138893229,2.09,9976922,2.49,2004
CA,education - higher education instructional,31450,0,191179367,0,22411,0,46195,0,129562134,0,61617233,0,1581731,0,2004
CA,education - higher education other,38260,0,129424315,0,26840,0,42975,0,104362637,0,25061678,0,1999386,0,2004
CA,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
CA,libraries,12710,2.44,44942811,2.17,8425,1.6,10811,4.62,34418011,1.28,10524800,5.37,754474,4.86,2004
CA,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
CA,other and unallocable,41345,2.31,192730066,2.32,38226,2.31,6497,6.73,183179570,2.35,9550496,8.48,547713,9.78,2004
CO,total,182752,0.47,636732609,0.4,160580,0.55,57651,2.29,582774018,0.38,53958591,1.12,3882233,1.27,2004
CO,financial administration,4355,3.1,16788259,2.01,4222,3.19,275,12.86,16438932,2.05,349327,3.7,20267,4.79,2004
CO,other government administration,4647,3.19,18210314,2.71,4398,3.85,1778,29.83,17047982,3.2,1162332,16.56,54017,14.12,2004
CO,judicial and legal,2342,2.89,10074726,2.13,2234,1.56,632,31.67,9421837,1.18,652889,24.82,20477,27.53,2004
CO,police protection - officers,8889,1.64,43678964,1.27,8823,1.42,90,45.9,43590596,1.27,88368,22.26,6044,51.41,2004
CO,police protection - other,3303,5.16,11174935,2.87,3112,4.13,458,25.9,10730807,2.6,444128,18.15,32116,20.49,2004
CO,fire protection - firefighters,4664,2.47,24009707,1.16,4597,2.51,1484,48.27,23806999,1.23,202708,28.15,18119,23.05,2004
CO,fire protection - other,507,9.86,2051065,6.04,471,10.61,147,136.49,1990769,6.33,60296,32.49,4172,37.04,2004
CO,corrections,3666,1.77,13925396,0.97,3621,1.8,102,4.09,13786061,0.95,139335,2.57,8292,2.46,2004
CO,highways,6051,2.33,21857504,1.78,5810,1.74,460,21.86,21355949,1.74,501555,23.25,36321,23.86,2004
CO,air transportation,1219,1.6,5365928,1.03,1165,1.58,119,7.3,5193728,1,172200,2.44,9215,3.14,2004
CO,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
CO,public welfare,5752,4.33,18912714,4.52,5531,4.5,504,2.63,18231435,4.67,681279,1.76,39511,2.33,2004
CO,health,3416,2.55,13112658,1.79,2801,2.14,1686,7.57,10576380,2.36,2536278,2.92,107747,10.32,2004
CO,hospitals,8857,0,32777248,0,7480,0,2188,0,28185362,0,4591886,0,239310,0,2004
CO,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
CO,solid waste management,823,6.88,2413931,6.77,783,7.24,136,37.24,2271767,7.14,142164,18.17,10275,13.38,2004
CO,sewerage,2254,3.96,8403051,4.24,2231,4,197,32.66,8285009,4.21,118042,29.39,8049,37.57,2004
CO,parks and recreation,6305,2.17,18378579,1.52,4095,2.48,8551,2.98,14479638,1.7,3898941,3.6,390817,3.23,2004
CO,housing and community development,1752,0.24,6465090,0.26,1616,0.26,300,0,6096672,0.27,368418,0,20791,0,2004
CO,natural resources,835,13.36,2578870,5.77,650,7.81,309,35.8,2260996,3.08,317874,44.41,25084,53.69,2004
CO,water transport and terminals,4190,3.92,17692154,2.72,4130,3.88,376,48.71,17424755,2.76,267399,3.44,16905,5.19,2004
CO,electric power,1470,0,7920003,0,1454,0,41,0,7867734,0,52269,0,3376,0,2004
CO,gas supply,308,0,1369682,0,308,0,2,0,1369288,0,394,0,27,0,2004
CO,transit,3241,0,11132644,0,2931,0,480,0,10362952,0,769692,0,54392,0,2004
CO,education - elementary and secondary instructional,64161,0.51,226047334,1.24,57602,0.59,15277,2.06,211476071,1.34,14571263,1.43,1141183,1.22,2004
CO,education - elementary and secondary other,31405,1.2,74756552,2.4,24156,2.27,17071,3.27,58213232,3.51,16543320,2.28,1262676,2.96,2004
CO,education - higher education instructional,522,0,1979136,0,234,0,1062,0,974537,0,1004599,0,50486,0,2004
CO,education - higher education other,734,0,2447240,0,404,0,516,0,1880416,0,566824,0,58009,0,2004
CO,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
CO,libraries,2825,2.73,8424989,1.5,1656,1.54,2680,3.59,5333355,0.76,3091634,4.37,205071,5.57,2004
CO,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
CO,other and unallocable,4259,5.1,14783936,3.11,4065,5.2,730,12.16,14120759,3.04,663177,10.51,39484,10.47,2004
CT,total,122969,0.49,496527771,0.6,108675,0.71,35421,2.77,464708349,0.65,31819422,3.68,2369566,4.06,2004
CT,financial administration,2679,5.59,9396219,3.2,2312,5.48,638,25.95,8740863,4.31,655356,38.35,45025,39,2004
CT,other government administration,2413,9.2,8371094,5.4,2077,8.44,870,31.29,7557357,6.4,813737,23.59,58220,50.42,2004
CT,judicial and legal,195,1.03,898422,0.41,179,0,31,6.5,849776,0,48646,7.6,2196,9.17,2004
CT,police protection - officers,7139,2.82,37136811,2.53,6919,2.72,740,44.85,37121479,2.65,15332,1452.54,40962,61.33,2004
CT,police protection - other,1781,2.82,5611772,3.06,1454,3.42,1038,3.22,4776562,3.39,835210,4.66,54333,3.68,2004
