state,year,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_full_time_and_part_time_employees,total_march_full_time_and_part_time_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent
AL,2013,police protection - officers,10000,1.58,39929888,1.39,529,2.58,540895,3.02,44646,2.77,10275,1.59,10529,1.51,40470783,1.37
AL,2013,police protection - other,2154,2.08,6142398,1.8,669,0.84,551451,0.93,51476,0.91,2452,2.04,2823,1.6,6693849,1.66
AL,2013,fire protection total,5803,1.23,24409367,1.08,799,3.05,545947,2.92,47180,2.25,6080,1.27,6602,1.15,24955314,1.06
AL,2013,fire protection - firefighters,5478,1.31,23133765,1.14,764,3.19,529169,3.02,45943,2.31,5747,1.34,6242,1.21,23662934,1.12
AL,2013,fire protection - other,325,0.43,1275602,0.49,35,0.34,16778,0.64,1237,0.87,333,0.52,360,0.39,1292380,0.49
AL,2013,corrections,3283,3.13,9696464,2.36,229,3.09,270803,3.17,25124,3.22,3426,3.18,3512,2.93,9967267,2.29
AL,2013,highways,6190,2.39,18484837,2.17,281,1.97,336825,2.26,29632,2.69,6372,2.46,6471,2.29,18821662,2.13
AL,2013,air transportation,492,3.54,1793258,3.59,33,3.43,35434,2.13,3191,2.59,512,3.54,525,3.32,1828692,3.52
AL,2013,water transport and terminals,7,0.01,17821,0.01,4,0.01,2742,0.01,369,0.01,11,0.01,11,0.01,20563,0.01
AL,2013,public welfare,966,1.48,2279336,1.15,481,2.11,482578,2.05,44782,2.87,1224,2.05,1447,1.21,2761914,1.02
AL,2013,health,5701,1.05,15898961,0.92,1379,0.84,1346122,0.95,111250,0.88,6335,1.06,7080,0.86,17245083,0.85
AL,2013,hospitals,20925,0.01,85424147,0.01,6390,0.02,13442404,0.01,708181,0.02,25026,0.01,27315,0.01,98866551,0.01
AL,2013,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2013,solid waste management,3267,2.39,8888326,2.06,168,1.07,206907,0.94,17590,1.15,3373,2.52,3435,2.27,9095233,2.02
AL,2013,sewerage,1424,2.01,5386634,2.03,51,0.5,54152,0.13,4179,0.15,1449,1.98,1475,1.94,5440786,2.01
AL,2013,parks and recreation,2870,1.13,8559308,1.03,2057,1.76,1634054,1.85,164483,1.61,3812,1.38,4927,0.99,10193362,0.91
AL,2013,housing and community development,2082,1.04,7397645,1.05,287,0.53,302166,0.87,23895,0.68,2220,1.03,2369,0.92,7699811,1.01
AL,2013,natural resources,448,0.26,1172294,0.29,82,0.3,95623,0.77,7399,0.59,494,0.49,530,0.22,1267917,0.28
AL,2013,water transport and terminals,3882,1.34,14918390,1.22,290,0.47,272977,0.45,20706,0.53,3996,1.32,4172,1.24,15191367,1.19
AL,2013,electric power,1108,2.83,5330725,3.01,24,0.58,30276,0.3,2334,0.39,1121,2.8,1132,2.77,5361001,2.99
AL,2013,gas supply,838,0.87,3471909,1.01,37,0.13,32210,0.31,3221,0.1,856,0.86,875,0.84,3504119,1
AL,2013,transit,539,0.12,1594328,0.11,144,0.2,162234,0.17,15505,0.18,630,0.13,683,0.11,1756562,0.1
AL,2013,education total,95495,1.3,307394249,1.47,11175,1.53,7455476,1.33,731929,1.34,99724,1.26,106670,1.17,314849725,1.44
AL,2013,education - elementary and secondary total,95495,1.3,307394249,1.47,11175,1.53,7455476,1.33,731929,1.34,99724,1.26,106670,1.17,314849725,1.44
AL,2013,education - elementary and secondary instructional,65636,1.75,251527652,1.78,7499,1.81,5684353,1.42,523594,1.29,68667,1.68,73135,1.58,257212005,1.74
AL,2013,education - elementary and secondary other,29859,1.55,55866597,1.36,3676,2.8,1771123,3.28,208335,3.43,31057,1.57,33535,1.42,57637720,1.32
AL,2013,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
AL,2013,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
AL,2013,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
AL,2013,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2013,libraries,893,1.01,2748344,0.78,683,0.92,736997,0.66,66266,0.87,1277,0.94,1576,0.7,3485341,0.63
AL,2013,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2013,other and unallocable,4439,1.04,15267536,0.95,602,0.61,588289,0.75,63966,0.67,4819,1.05,5041,0.92,15855825,0.92
AK,2013,total,25367,0.26,129551580,0.25,7501,0.72,8452954,0.69,455927,0.67,27963,0.29,32868,0.26,138004534,0.24
AK,2013,financial administration,878,0.45,4878267,0.28,77,4.14,131169,4.62,7160,5.04,912,0.7,955,0.53,5009436,0.3
AK,2013,other government administration,945,0.48,4977791,0.4,652,2.53,467972,2.19,21587,1.87,1039,0.48,1597,1.07,5445763,0.41
AK,2013,judicial and legal,105,0.01,685470,0.01,2,0.01,5664,0.01,294,0.01,107,0.01,107,0.01,691134,0.01
AK,2013,police protection total,1154,0.18,7674996,0.14,90,0.17,93722,0.26,5975,0.31,1193,0.17,1244,0.16,7768718,0.14
AK,2013,police protection - officers,795,0.25,5922950,0.19,54,0.01,51498,0.01,3508,0.01,816,0.25,849,0.24,5974448,0.19
AK,2013,police protection - other,359,0.08,1752046,0.05,36,0.43,42224,0.57,2467,0.75,377,0.11,395,0.08,1794270,0.05
AK,2013,fire protection total,762,0.01,5842471,0.01,501,0.09,219827,0.18,15272,0.18,850,0.01,1263,0.03,6062298,0.01
AK,2013,fire protection - firefighters,663,0.01,5197620,0.01,492,0.08,203937,0.18,14320,0.18,745,0.01,1155,0.04,5401557,0.01
AK,2013,fire protection - other,99,0.01,644851,0.01,9,1.03,15890,0.81,952,0.96,105,0.09,108,0.09,660741,0.02
AK,2013,corrections,77,0.01,362567,0.01,5,0.01,12041,0.01,479,0.01,80,0.01,82,0.01,374608,0.01
AK,2013,highways,617,0.49,3538032,0.36,121,1.72,104147,2.64,5903,3.02,651,0.77,738,0.5,3642179,0.36
AK,2013,air transportation,66,0.01,378088,0.01,8,0.01,14380,0.01,655,0.01,70,0.01,74,0.01,392468,0.01
AK,2013,water transport and terminals,158,0.03,787795,0.02,9,0.01,10050,0.01,611,0.01,161,0.03,167,0.03,797845,0.02
AK,2013,public welfare,115,0.01,616174,0.01,23,0.01,42601,0.01,2120,0.01,128,0.01,138,0.01,658775,0.01
AK,2013,health,217,0.01,1164160,0.01,278,0.07,267921,0.12,14496,0.1,299,0.03,495,0.04,1432081,0.02
AK,2013,hospitals,547,0.01,3377466,0.01,258,0.01,843518,0.01,29554,0.01,718,0.01,805,0.01,4220984,0.01
AK,2013,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2013,solid waste management,325,0.24,1662253,0.19,93,2.25,125826,2.39,6779,3.14,362,0.35,418,0.54,1788079,0.24
AK,2013,sewerage,290,0.41,1699003,0.29,68,0.86,59645,1.13,4334,0.47,320,0.39,358,0.37,1758648,0.28
AK,2013,parks and recreation,361,0.07,1534021,0.08,584,0.16,598439,0.17,40428,0.17,599,0.11,945,0.1,2132460,0.07
AK,2013,housing and community development,709,4.38,3638086,4.38,291,1.18,513513,1.54,16708,1.67,849,3.92,1000,3.13,4151599,3.84
AK,2013,natural resources,36,0.01,215586,0.01,1,0.01,2896,0.01,120,0.01,37,0.01,37,0.01,218482,0.01
AK,2013,water transport and terminals,292,0.37,1633790,0.27,81,2.01,100409,1.51,6022,1.45,324,0.46,373,0.52,1734199,0.27
AK,2013,electric power,447,0.13,3382591,0.1,74,0.27,94615,0.21,4726,0.28,469,0.19,521,0.12,3477206,0.1
AK,2013,gas supply,6,0.01,30304,0.01,8,0.01,13401,0.01,892,0.01,11,0.01,14,0.01,43705,0.01
AK,2013,transit,226,0.01,1228679,0.01,54,0.01,180821,0.01,6909,0.01,265,0.01,280,0.01,1409500,0.01
AK,2013,education total,16141,0.35,75627486,0.37,3670,1.38,3894546,1.44,225607,1.31,17446,0.41,19811,0.38,79522032,0.36
AK,2013,education - elementary and secondary total,16048,0.35,75115349,0.37,3618,1.4,3823680,1.46,223428,1.32,17340,0.41,19666,0.39,78939029,0.36
AK,2013,education - elementary and secondary instructional,10164,0.52,55621542,0.49,1906,1.77,2564939,1.67,133272,1.62,10931,0.59,12070,0.52,58186481,0.48
AK,2013,education - elementary and secondary other,5884,0.33,19493807,0.34,1712,2.21,1258741,2.86,90156,2.24,6409,0.48,7596,0.56,20752548,0.37
AK,2013,education - higher education total,93,0.01,512137,0.01,52,0.01,70866,0.01,2179,0.01,106,0.01,145,0.01,583003,0.01
AK,2013,education - higher education instructional,11,0.01,63346,0.01,23,0.01,43267,0.01,744,0.01,15,0.01,34,0.01,106613,0.01
AK,2013,education - higher education other,82,0.01,448791,0.01,29,0.01,27599,0.01,1435,0.01,91,0.01,111,0.01,476390,0.01
AK,2013,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2013,libraries,178,0.03,845549,0.03,228,0.73,276691,0.36,16236,0.37,268,0.03,406,0.41,1122240,0.09
AK,2013,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2013,other and unallocable,715,0.95,3770955,0.46,325,2.14,379140,2.02,23060,1.47,805,1.52,1040,0.94,4150095,0.46
AZ,2013,total,185394,0.72,769314386,0.56,56560,0.85,68889129,0.73,4158392,0.81,209416,0.7,241954,0.59,838203515,0.52
AZ,2013,financial administration,4406,1.27,21429601,0.81,168,3.2,310404,1.77,16209,1.1,4500,1.28,4574,1.23,21740005,0.8
AZ,2013,other government administration,3736,0.77,18501219,0.9,401,1.81,477747,0.67,24422,0.64,3890,0.77,4137,0.72,18978966,0.88
AZ,2013,judicial and legal,8205,0.61,36493097,0.52,553,1.52,1071703,1.04,46698,1.37,8465,0.63,8758,0.58,37564800,0.51
AZ,2013,police protection total,17642,0.33,94232248,0.35,260,0.72,442952,0.69,23442,0.67,17771,0.33,17902,0.33,94675200,0.35
AZ,2013,police protection - officers,12911,0.41,73597911,0.43,40,0.33,65724,0.06,3229,0.09,12926,0.41,12951,0.41,73663635,0.43
AZ,2013,police protection - other,4731,0.54,20634337,0.45,220,0.85,377228,0.81,20213,0.77,4845,0.55,4951,0.52,21011565,0.44
AZ,2013,fire protection total,8483,1.32,47967288,1.38,1472,0.84,1178658,1.06,82956,1.19,9024,1.18,9955,1.13,49145946,1.35
AZ,2013,fire protection - firefighters,7324,1.45,42104776,1.51,1240,0.96,976486,1.17,70153,1.33,7777,1.27,8564,1.25,43081262,1.48
AZ,2013,fire protection - other,1159,3.07,5862512,3.1,232,1.39,202172,2.62,12803,2.38,1247,3.13,1391,2.57,6064684,3
AZ,2013,corrections,5178,0.92,18691748,0.86,200,1.85,336947,2.32,18502,2.45,5281,0.97,5378,0.89,19028695,0.84
AZ,2013,highways,4062,0.99,16999057,0.86,115,0.47,179486,0.45,10100,0.66,4120,1,4177,0.96,17178543,0.85
AZ,2013,air transportation,1152,0.15,5367579,0.13,48,1.98,39605,3.28,3309,3.54,1173,0.24,1200,0.17,5407184,0.13
AZ,2013,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
AZ,2013,public welfare,989,0.35,3884095,0.27,379,0.37,452052,0.18,31462,0.16,1169,0.32,1368,0.27,4336147,0.24
AZ,2013,health,3565,0.42,13384935,0.36,651,0.4,1075527,0.17,75153,0.15,3999,0.39,4216,0.36,14460462,0.33
AZ,2013,hospitals,2173,0.01,12116803,0.01,991,0.01,2521499,0.01,101297,0.01,2745,0.01,3164,0.01,14638302,0.01
AZ,2013,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,2013,solid waste management,2235,0.68,9062808,0.53,51,2.37,76054,2.58,5945,2.48,2269,0.78,2286,0.66,9138862,0.52
AZ,2013,sewerage,1512,0.56,6362456,0.53,73,0.48,101569,0.28,5424,0.47,1544,0.55,1585,0.53,6464025,0.52
AZ,2013,parks and recreation,3023,0.87,11636015,0.74,3549,0.83,2987505,0.64,242079,0.83,4415,0.81,6572,0.6,14623520,0.6
AZ,2013,housing and community development,1408,0.92,6373375,0.74,238,0.08,193895,0.12,15740,0.1,1493,0.87,1646,0.79,6567270,0.72
AZ,2013,natural resources,774,2.39,3177783,2.1,58,3.69,92806,3.94,3267,5.28,792,2.29,832,2.23,3270589,2.04
AZ,2013,water transport and terminals,3537,0.35,17404708,0.27,89,0.08,106183,0.25,6079,0.15,3571,0.35,3626,0.34,17510891,0.27
AZ,2013,electric power,5185,0.28,40923457,0.25,183,0.09,650650,0.03,28089,0.05,5343,0.27,5368,0.27,41574107,0.24
AZ,2013,gas supply,116,0.01,614915,0.01,0,0.01,0,0.01,0,0.01,116,0.01,116,0.01,614915,0.01
AZ,2013,transit,565,1.19,2477900,0.7,93,1.65,148339,1.66,10353,1.82,627,1.22,658,1.05,2626239,0.66
AZ,2013,education total,102977,1.29,363943089,1.16,45426,1.05,54661866,0.92,3284270,1.02,121941,1.19,148403,0.95,418604955,1.01
AZ,2013,education - elementary and secondary total,94530,1.4,316695058,1.32,34340,1.26,42317471,1.13,2625710,1.24,109633,1.32,128870,1.08,359012529,1.17
AZ,2013,education - elementary and secondary instructional,63611,1.68,234410576,1.63,19289,1.36,26654275,1.4,1335582,1.45,71312,1.6,82900,1.33,261064851,1.47
AZ,2013,education - elementary and secondary other,30919,2.5,82284482,2.05,15051,2.29,15663196,1.89,1290128,2.03,38321,2.32,45970,1.84,97947678,1.74
AZ,2013,education - higher education total,8447,1.43,47248031,1.2,11086,1.83,12344395,1.29,658560,1.12,12308,1.32,19533,1.21,59592426,0.98
AZ,2013,education - higher education instructional,2017,3.13,16126703,2.39,5069,3.54,6588121,2.05,243940,1.53,3470,2.73,7086,2.68,22714824,1.8
AZ,2013,education - higher education other,6430,1.61,31121328,1.33,6017,1.57,5756274,1.47,414620,1.54,8838,1.49,12447,1.12,36877602,1.14
AZ,2013,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,2013,libraries,1286,0.77,4914663,0.74,1189,0.56,1377462,0.56,95583,0.64,1829,0.68,2475,0.48,6292125,0.59
AZ,2013,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,2013,other and unallocable,3185,1.05,13355547,1.27,373,1.37,406220,1.37,28013,1.75,3339,1.04,3558,0.95,13761767,1.24
AR,2013,total,97664,1.31,321911987,1.48,23642,1.63,14208073,2.06,1340298,1.99,105427,1.33,121306,1.1,336120060,1.42
AR,2013,financial administration,2137,1.82,6219153,1.55,324,1.31,238483,0.85,19620,1.38,2240,1.73,2461,1.59,6457636,1.5
AR,2013,other government administration,1879,1.75,5328358,1.35,2792,0.67,1047596,1.71,65569,2.39,2247,1.91,4671,0.81,6375954,1.16
AR,2013,judicial and legal,1541,1.75,4226274,1.4,474,1.03,362323,1.65,24095,1.39,1673,1.8,2015,1.36,4588597,1.3
AR,2013,police protection total,6883,1.29,23357405,1.06,658,0.88,435820,1.08,38519,1.12,7102,1.29,7541,1.18,23793225,1.04
AR,2013,police protection - officers,5558,1.52,19870539,1.21,449,1.12,288579,1.4,25573,1.45,5701,1.53,6007,1.41,20159118,1.19
AR,2013,police protection - other,1325,1.95,3486866,1.64,209,1.39,147241,1.63,12946,1.69,1401,1.98,1534,1.69,3634107,1.58
AR,2013,fire protection total,2689,0.5,11170507,0.38,1403,2.75,337691,3.79,37991,4.66,2906,0.92,4092,1,11508198,0.38
AR,2013,fire protection - firefighters,2608,0.52,10888942,0.39,1339,2.88,330104,3.88,37292,4.75,2821,0.95,3947,1.04,11219046,0.39
AR,2013,fire protection - other,81,0.41,281565,0.23,64,0.24,7587,0.51,699,0.48,85,0.39,145,0.25,289152,0.22
AR,2013,corrections,2402,2.13,5777257,1.73,183,3.52,148345,3.59,15271,3.96,2491,2.21,2585,2,5925602,1.68
AR,2013,highways,3438,3.09,9014183,2.64,227,1.01,231666,1.06,21758,1.18,3561,3.07,3665,2.9,9245849,2.57
AR,2013,air transportation,298,0.18,1050546,0.18,41,0.28,33184,0.37,3051,0.26,317,0.18,339,0.16,1083730,0.18
AR,2013,water transport and terminals,10,0.4,68175,0.09,2,0.01,591,0.01,36,0.01,10,0.4,12,0.33,68766,0.09
AR,2013,public welfare,52,0.33,123800,0.31,62,4.92,43539,2.25,4605,2.1,77,0.79,114,2.68,167339,0.63
AR,2013,health,570,0.36,2030821,0.24,118,4.42,148604,3.09,9849,1.08,623,0.44,688,0.81,2179425,0.31
AR,2013,hospitals,1215,0.07,4168715,0.08,304,0.08,386691,0.07,20857,0.08,1335,0.07,1519,0.06,4555406,0.08
AR,2013,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2013,solid waste management,1455,1.72,3557910,1.46,156,1.34,120288,4.18,12255,1.34,1524,1.8,1611,1.56,3678198,1.42
AR,2013,sewerage,1230,0.56,4102654,0.53,97,0.03,84059,0.02,7362,0.02,1268,0.54,1327,0.52,4186713,0.52
AR,2013,parks and recreation,939,1.05,2742679,0.91,777,2.67,524061,1.93,58387,1.96,1264,1.44,1716,1.34,3266740,0.83
AR,2013,housing and community development,994,1.32,2990788,1.31,230,0.79,210751,0.85,19728,0.68,1109,1.28,1224,1.09,3201539,1.22
AR,2013,natural resources,175,0.48,404795,0.48,123,0.51,104170,0.76,7319,0.76,213,0.47,298,0.35,508965,0.41
AR,2013,water transport and terminals,2308,1.61,7749287,1.4,247,0.64,264046,0.72,17942,1.06,2411,1.58,2555,1.45,8013333,1.35
AR,2013,electric power,430,0.61,1996849,0.48,10,0.32,12498,0.25,945,0.3,437,0.61,440,0.59,2009347,0.47
AR,2013,gas supply,8,0.81,21471,1.02,0,0.01,0,0.01,0,0.01,8,0.81,8,0.81,21471,1.02
AR,2013,transit,317,0.01,1028713,0.01,32,0.01,33010,0.01,3433,0.01,338,0.01,349,0.01,1061723,0.01
AR,2013,education total,64520,1.97,218564827,2.17,14321,2.68,8646244,3.37,852219,3.09,69535,2,78841,1.68,227211071,2.09
AR,2013,education - elementary and secondary total,64424,1.97,218211446,2.17,14254,2.69,8586926,3.4,847043,3.11,69403,2,78678,1.69,226798372,2.1
AR,2013,education - elementary and secondary instructional,44878,2.57,175447983,2.62,8064,3.68,3231278,4.84,382697,3.71,47156,2.62,52942,2.25,178679261,2.57
AR,2013,education - elementary and secondary other,19546,2.73,42763463,2.72,6190,3.91,5355648,4.59,464346,4.77,22247,2.83,25736,2.28,48119111,2.47
AR,2013,education - higher education total,96,0.01,353381,0.01,67,0.01,59318,0.01,5176,0.01,132,0.01,163,0.01,412699,0.01
AR,2013,education - higher education instructional,37,0.01,177024,0.01,40,0.01,39275,0.01,2908,0.01,58,0.01,77,0.01,216299,0.01
AR,2013,education - higher education other,59,0.01,176357,0.01,27,0.01,20043,0.01,2268,0.01,74,0.01,86,0.01,196400,0.01
AR,2013,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2013,libraries,661,2.4,1853058,2.32,631,1.88,475981,1.42,46765,1.56,931,2.17,1292,1.53,2329039,1.87
AR,2013,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2013,other and unallocable,1513,1.49,4363762,1.17,430,1.5,318432,1.62,52722,7.12,1807,2.48,1943,1.21,4682194,1.1
CA,2013,total,1119318,0.13,6801629053,0.13,489578,0.21,739776331,0.2,33012125,0.22,1316172,0.13,1608896,0.11,7541405384,0.12
CA,2013,financial administration,25015,0.29,154187936,0.29,1751,0.49,4199615,0.86,171073,0.67,25959,0.26,26766,0.27,158387551,0.29
CA,2013,other government administration,23387,0.34,150431404,0.34,5250,0.27,8664373,0.22,332703,0.34,25331,0.33,28637,0.28,159095777,0.32
CA,2013,judicial and legal,34757,0.16,260077211,0.13,1644,0.09,6246596,0.06,163714,0.08,35689,0.16,36401,0.15,266323807,0.13
CA,2013,police protection total,84938,0.19,661819961,0.22,6769,0.55,12235048,0.31,544865,0.47,88148,0.19,91707,0.18,674055009,0.22
CA,2013,police protection - officers,61602,0.2,525761997,0.25,2127,0.3,5052025,0.19,168263,0.32,62557,0.19,63729,0.19,530814022,0.25
CA,2013,police protection - other,23336,0.43,136057964,0.43,4642,0.79,7183023,0.52,376602,0.67,25591,0.45,27978,0.38,143240987,0.41
CA,2013,fire protection total,32061,0.66,313553430,0.61,4206,0.19,4050235,0.13,196779,0.16,33241,0.64,36267,0.58,317603665,0.6
CA,2013,fire protection - firefighters,28378,0.74,290914294,0.65,3086,0.16,2646167,0.05,133542,0.09,29214,0.73,31464,0.67,293560461,0.65
CA,2013,fire protection - other,3683,0.5,22639136,0.56,1120,0.57,1404068,0.38,63237,0.47,4027,0.52,4803,0.4,24043204,0.53
