GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,YEAR.id,GOVEMPFUNCT.id,GOVEMPFUNCT.display-label,EMPFT,PAYANNFT,EMPPT,PAYANNPT,HRSPT,EMPFTE,EMP,PAYANN
0400000US01,01,Alabama,,2012,1360,Housing and Community Development,1896,6815468,237,242037,17918,2002,2133,7057505
0400000US01,01,Alabama,,2012,1380,Natural Resources,2379,8665513,183,222962,16085,2474,2562,8888475
0400000US01,01,Alabama,,2012,1400,Water Supply,3764,14497499,265,262871,18573,3868,4029,14760370
0400000US01,01,Alabama,,2012,1420,Electric Power,1102,5410530,29,62043,3273,1121,1131,5472573
0400000US01,01,Alabama,,2012,1440,Gas Supply,862,3481495,33,25952,2639,877,895,3507447
0400000US01,01,Alabama,,2012,1460,Transit,504,1455635,129,154372,14456,587,633,1610007
0400000US01,01,Alabama,,2012,1480,Education Total ,129521,464803967,37128,31655025,2102570,141759,166649,496458992
0400000US01,01,Alabama,,2012,1481,Education - Elementary and Secondary Total ,94610,303507834,10315,7627176,707313,98756,104925,311135010
0400000US01,01,Alabama,,2012,14811,Education - Elementary and Secondary Instructional             ,64050,244371346,6802,5293872,464637,66746,70852,249665218
0400000US01,01,Alabama,,2012,14812,Education - Elementary and Secondary Other ,30560,59136488,3513,2333304,242676,32010,34073,61469792
0400000US01,01,Alabama,,2012,1482,Education - Higher Education Total ,32017,150233877,26657,23872837,1389139,40075,58674,174106714
0400000US01,01,Alabama,,2012,14821,Education - Higher Education Instructional,9805,61917328,9860,11797015,495490,12676,19665,73714343
0400000US01,01,Alabama,,2012,14822,Education - Higher Education Other ,22212,88316549,16797,12075822,893649,27399,39009,100392371
0400000US01,01,Alabama,,2012,1483,Education - Other,2894,11062256,156,155012,6118,2928,3050,11217268
0400000US01,01,Alabama,,2012,1500,Libraries                          ,913,2758103,668,730389,67618,1301,1581,3488492
0400000US01,01,Alabama,,2012,1560,State liquor stores,734,1948940,10,14782,872,739,744,1963722
0400000US01,01,Alabama,,2012,1580,All other and unallocable,6587,23889585,1305,1447215,152512,7449,7892,25336800
0400000US02,02,Alaska,,2012,1000,Total - All Government Employment Functions,50121,263900443,14216,17000199,888648,55258,64337,280900642
0400000US02,02,Alaska,,2012,1020,Financial Administration,2013,11323009,114,176771,8962,2067,2127,11499780
0400000US02,02,Alaska,,2012,1040,Other Government Administration,1706,9161777,872,696294,29183,1874,2578,9858071
0400000US02,02,Alaska,,2012,1060,Judicial and Legal,1561,9457479,58,158437,4751,1590,1619,9615916
0400000US02,02,Alaska,,2012,1100,Police Protection Total,1914,12317052,129,99633,6224,1950,2043,12416685
0400000US02,02,Alaska,,2012,1101,Police Protection - Persons with Power of Arrest       ,1193,8934880,50,46418,3128,1211,1243,8981298
0400000US02,02,Alaska,,2012,1102,Police Protection - Other ,721,3382172,79,53215,3096,739,800,3435387
0400000US02,02,Alaska,,2012,1120,Fire Protection Total ,753,5708140,548,192350,14067,833,1301,5900490
0400000US02,02,Alaska,,2012,1121,Fire Protection - Firefighters,649,5054123,534,178891,13226,724,1183,5233014
0400000US02,02,Alaska,,2012,1122,Fire Protection - Other ,104,654017,14,13459,841,109,118,667476
0400000US02,02,Alaska,,2012,1140,Corrections,1972,10220089,58,135630,6291,2010,2030,10355719
0400000US02,02,Alaska,,2012,1160,Highways,3845,22221450,167,194524,11020,3910,4012,22415974
0400000US02,02,Alaska,,2012,1180,Air Transportation,70,381210,9,15832,808,74,79,397042
0400000US02,02,Alaska,,2012,1200,Water Transport and Terminals       ,153,735137,16,23898,1419,161,169,759035
0400000US02,02,Alaska,,2012,1220,Public Welfare,1909,8720890,156,275342,22913,2047,2065,8996232
0400000US02,02,Alaska,,2012,1240,Health,949,5194878,263,229732,12827,1023,1212,5424610
0400000US02,02,Alaska,,2012,1260,Hospitals,845,4779446,319,921717,29788,1018,1164,5701163
0400000US02,02,Alaska,,2012,1280,Social Insurance Administration,408,1875456,7,15128,644,412,415,1890584
0400000US02,02,Alaska,,2012,1300,Solid Waste Management,298,1453877,72,84786,4876,322,370,1538663
0400000US02,02,Alaska,,2012,1320,Sewerage,294,1690410,55,49206,3409,314,349,1739616
0400000US02,02,Alaska,,2012,1340,Parks and Recreation,479,2103937,564,538077,35926,687,1043,2642014
0400000US02,02,Alaska,,2012,1360,Housing and Community Development,642,3245947,183,377183,16898,742,825,3623130
0400000US02,02,Alaska,,2012,1380,Natural Resources,2406,12891598,118,245671,8893,2458,2524,13137269
0400000US02,02,Alaska,,2012,1400,Water Supply,293,1644920,73,85004,4745,323,366,1729924
0400000US02,02,Alaska,,2012,1420,Electric Power,460,3397942,64,73668,3280,479,524,3471610
0400000US02,02,Alaska,,2012,1440,Gas Supply,6,30119,1,994,64,6,7,31113
0400000US02,02,Alaska,,2012,1460,Transit,217,1157329,57,176722,6813,255,274,1334051
0400000US02,02,Alaska,,2012,1480,Education Total ,23205,113149916,9661,11454576,611034,26721,32866,124604492
0400000US02,02,Alaska,,2012,1481,Education - Elementary and Secondary Total ,18413,85118224,5542,6215429,347578,20438,23955,91333653
0400000US02,02,Alaska,,2012,14811,Education - Elementary and Secondary Instructional             ,12103,64889057,2972,3952578,206418,13302,15075,68841635
0400000US02,02,Alaska,,2012,14812,Education - Elementary and Secondary Other ,6310,20229167,2570,2262851,141160,7136,8880,22492018
0400000US02,02,Alaska,,2012,1482,Education - Higher Education Total ,4538,26644060,4074,5195911,261000,6014,8612,31839971
0400000US02,02,Alaska,,2012,14821,Education - Higher Education Instructional,1499,11679981,1146,1412770,57609,1825,2645,13092751
0400000US02,02,Alaska,,2012,14822,Education - Higher Education Other ,3039,14964079,2928,3783141,203391,4189,5967,18747220
0400000US02,02,Alaska,,2012,1483,Education - Other,254,1387632,45,43236,2456,269,299,1430868
0400000US02,02,Alaska,,2012,1500,Libraries                          ,192,829719,207,254244,14556,274,399,1083963
0400000US02,02,Alaska,,2012,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US02,02,Alaska,,2012,1580,All other and unallocable,3531,20208716,445,524780,29257,3708,3976,20733496
0400000US04,04,Arizona,,2012,1000,Total - All Government Employment Functions,251586,1061848493,85672,95759076,6058943,286080,337258,1157607569
0400000US04,04,Arizona,,2012,1020,Financial Administration,7448,33283442,210,403157,20661,7565,7658,33686599
0400000US04,04,Arizona,,2012,1040,Other Government Administration,4476,21337588,444,586086,27339,4633,4920,21923674
0400000US04,04,Arizona,,2012,1060,Judicial and Legal,10173,45398998,559,1212628,45570,10431,10732,46611626
0400000US04,04,Arizona,,2012,1100,Police Protection Total,19405,102088355,314,526349,26779,19556,19719,102614704
0400000US04,04,Arizona,,2012,1101,Police Protection - Persons with Power of Arrest       ,13979,78824472,51,93892,4110,14001,14030,78918364
0400000US04,04,Arizona,,2012,1102,Police Protection - Other ,5426,23263883,263,432457,22669,5555,5689,23696340
0400000US04,04,Arizona,,2012,1120,Fire Protection Total ,8213,47722470,1419,1133437,84281,8692,9632,48855907
0400000US04,04,Arizona,,2012,1121,Fire Protection - Firefighters,7105,42314810,1191,908551,70266,7503,8296,43223361
0400000US04,04,Arizona,,2012,1122,Fire Protection - Other ,1108,5407660,228,224886,14015,1189,1336,5632546
0400000US04,04,Arizona,,2012,1140,Corrections,15825,56930519,218,385602,18862,15934,16043,57316121
0400000US04,04,Arizona,,2012,1160,Highways,6846,28649386,120,228120,11818,6913,6966,28877506
0400000US04,04,Arizona,,2012,1180,Air Transportation,1150,5366014,43,37062,2878,1168,1193,5403076
0400000US04,04,Arizona,,2012,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2012,1220,Public Welfare,6505,22141659,416,690210,36441,6713,6921,22831869
0400000US04,04,Arizona,,2012,1240,Health,5938,22916396,533,927521,56447,6256,6471,23843917
0400000US04,04,Arizona,,2012,1260,Hospitals,8635,43445823,1492,4524832,161591,9548,10127,47970655
0400000US04,04,Arizona,,2012,1280,Social Insurance Administration,1911,5578605,63,91213,6512,1948,1974,5669818
0400000US04,04,Arizona,,2012,1300,Solid Waste Management,2213,8597479,69,90571,8285,2260,2282,8688050
0400000US04,04,Arizona,,2012,1320,Sewerage,1574,6657900,72,106393,5733,1606,1646,6764293
0400000US04,04,Arizona,,2012,1340,Parks and Recreation,3335,12301020,3402,2860286,231248,4641,6737,15161306
0400000US04,04,Arizona,,2012,1360,Housing and Community Development,1419,6386330,228,189517,16041,1509,1647,6575847
0400000US04,04,Arizona,,2012,1380,Natural Resources,2083,8357520,254,360063,22550,2207,2337,8717583
0400000US04,04,Arizona,,2012,1400,Water Supply,3449,17702599,87,102714,5605,3482,3536,17805313
0400000US04,04,Arizona,,2012,1420,Electric Power,4920,38112140,187,599931,27314,5074,5107,38712071
0400000US04,04,Arizona,,2012,1440,Gas Supply,114,599663,0,0,0,114,114,599663
0400000US04,04,Arizona,,2012,1460,Transit,689,3125153,95,151396,10718,751,784,3276549
0400000US04,04,Arizona,,2012,1480,Education Total ,127573,493697294,73754,78546702,5105453,156673,201327,572243996
0400000US04,04,Arizona,,2012,1481,Education - Elementary and Secondary Total ,95472,318149074,35221,40325230,2603132,110415,130693,358474304
0400000US04,04,Arizona,,2012,14811,Education - Elementary and Secondary Instructional             ,63518,234674153,19148,24759021,1333401,71195,82666,259433174
0400000US04,04,Arizona,,2012,14812,Education - Elementary and Secondary Other ,31954,83474921,16073,15566209,1269731,39220,48027,99041130
0400000US04,04,Arizona,,2012,1482,Education - Higher Education Total ,28896,164492949,38241,37807335,2477350,42912,67137,202300284
0400000US04,04,Arizona,,2012,14821,Education - Higher Education Instructional,8766,67013584,15014,18093127,912407,13935,23780,85106711
0400000US04,04,Arizona,,2012,14822,Education - Higher Education Other ,20130,97479365,23227,19714208,1564943,28977,43357,117193573
0400000US04,04,Arizona,,2012,1483,Education - Other,3205,11055271,292,414137,24971,3346,3497,11469408
0400000US04,04,Arizona,,2012,1500,Libraries                          ,1312,4996319,1153,1295166,88442,1808,2465,6291485
0400000US04,04,Arizona,,2012,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US04,04,Arizona,,2012,1580,All other and unallocable,6380,26455821,540,710120,38375,6598,6920,27165941
0400000US05,05,Arkansas,,2012,1000,Total - All Government Employment Functions,158939,544856745,37929,29312276,2210847,171533,196868,574169021
0400000US05,05,Arkansas,,2012,1020,Financial Administration,4222,13676348,437,318923,26957,4365,4659,13995271
0400000US05,05,Arkansas,,2012,1040,Other Government Administration,2579,8440791,2848,1209619,78663,3010,5427,9650410
0400000US05,05,Arkansas,,2012,1060,Judicial and Legal,2802,9004870,615,785093,37924,3012,3417,9789963
0400000US05,05,Arkansas,,2012,1100,Police Protection Total,8160,27642748,699,477704,45830,8407,8859,28120452
0400000US05,05,Arkansas,,2012,1101,Police Protection - Persons with Power of Arrest       ,6184,22059816,452,285917,26996,6329,6636,22345733
0400000US05,05,Arkansas,,2012,1102,Police Protection - Other ,1976,5582932,247,191787,18834,2078,2223,5774719
0400000US05,05,Arkansas,,2012,1120,Fire Protection Total ,2654,10749521,1579,369049,39508,2872,4233,11118570
0400000US05,05,Arkansas,,2012,1121,Fire Protection - Firefighters,2579,10498601,1509,363138,38920,2793,4088,10861739
0400000US05,05,Arkansas,,2012,1122,Fire Protection - Other ,75,250920,70,5911,588,79,145,256831
0400000US05,05,Arkansas,,2012,1140,Corrections,7672,23897090,231,162849,16420,7766,7903,24059939
0400000US05,05,Arkansas,,2012,1160,Highways,6873,21641287,262,312340,28106,7025,7135,21953627
0400000US05,05,Arkansas,,2012,1180,Air Transportation,299,1018455,43,37090,3508,321,342,1055545
0400000US05,05,Arkansas,,2012,1200,Water Transport and Terminals       ,10,67925,1,426,28,10,11,68351
0400000US05,05,Arkansas,,2012,1220,Public Welfare,3998,12598818,110,102716,8929,4047,4108,12701534
0400000US05,05,Arkansas,,2012,1240,Health,4523,16886846,233,418113,21003,4639,4756,17304959
0400000US05,05,Arkansas,,2012,1260,Hospitals,7702,27929800,773,1303072,79897,8153,8475,29232872
0400000US05,05,Arkansas,,2012,1280,Social Insurance Administration,1628,5487795,0,0,0,1628,1628,5487795
0400000US05,05,Arkansas,,2012,1300,Solid Waste Management,1463,3507591,137,94188,10175,1520,1600,3601779
0400000US05,05,Arkansas,,2012,1320,Sewerage,1245,4049262,83,65930,6227,1274,1328,4115192
0400000US05,05,Arkansas,,2012,1340,Parks and Recreation,2019,5142062,699,488244,55225,2326,2718,5630306
0400000US05,05,Arkansas,,2012,1360,Housing and Community Development,995,2973809,212,198530,18581,1098,1207,3172339
0400000US05,05,Arkansas,,2012,1380,Natural Resources,2049,6981515,490,390940,32393,2229,2539,7372455
0400000US05,05,Arkansas,,2012,1400,Water Supply,2328,7724759,223,239337,17393,2423,2551,7964096
0400000US05,05,Arkansas,,2012,1420,Electric Power,433,1948412,7,10856,777,438,440,1959268
0400000US05,05,Arkansas,,2012,1440,Gas Supply,7,20606,0,0,0,7,7,20606
0400000US05,05,Arkansas,,2012,1460,Transit,306,991807,40,43055,4432,332,346,1034862
0400000US05,05,Arkansas,,2012,1480,Education Total ,90296,316992650,27077,21405940,1575574,99373,117373,338398590
0400000US05,05,Arkansas,,2012,1481,Education - Elementary and Secondary Total ,67496,212262857,11974,7789555,676355,71489,79470,220052412
0400000US05,05,Arkansas,,2012,14811,Education - Elementary and Secondary Instructional             ,44979,167269514,6701,3821949,324719,46895,51680,171091463
0400000US05,05,Arkansas,,2012,14812,Education - Elementary and Secondary Other ,22517,44993343,5273,3967606,351636,24594,27790,48960949
0400000US05,05,Arkansas,,2012,1482,Education - Higher Education Total ,21412,99485551,15083,13578752,897549,26486,36495,113064303
0400000US05,05,Arkansas,,2012,14821,Education - Higher Education Instructional,6869,46617347,5403,7142426,313403,8641,12272,53759773
0400000US05,05,Arkansas,,2012,14822,Education - Higher Education Other ,14543,52868204,9680,6436326,584146,17845,24223,59304530
0400000US05,05,Arkansas,,2012,1483,Education - Other,1388,5244242,20,37633,1670,1398,1408,5281875
0400000US05,05,Arkansas,,2012,1500,Libraries                          ,673,1818177,594,452749,44628,928,1267,2270926
0400000US05,05,Arkansas,,2012,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US05,05,Arkansas,,2012,1580,All other and unallocable,4003,13663801,536,425513,58669,4330,4539,14089314
0400000US06,06,California,,2012,1000,Total - All Government Employment Functions,1466087,8893530020,649410,1076903592,45575223,1733966,2115497,9970433612
0400000US06,06,California,,2012,1020,Financial Administration,48667,265978585,4107,8252845,416136,51024,52774,274231430
0400000US06,06,California,,2012,1040,Other Government Administration,27494,170785355,4571,8501612,328342,29390,32065,179286967
0400000US06,06,California,,2012,1060,Judicial and Legal,41139,301481623,2180,7526636,203827,42295,43319,309008259
0400000US06,06,California,,2012,1100,Police Protection Total,96549,733352682,6172,10192602,494335,99357,102721,743545284
0400000US06,06,California,,2012,1101,Police Protection - Persons with Power of Arrest       ,69792,585219150,1475,2947110,102941,70370,71267,588166260
0400000US06,06,California,,2012,1102,Police Protection - Other ,26757,148133532,4697,7245492,391394,28987,31454,155379024
0400000US06,06,California,,2012,1120,Fire Protection Total ,31962,313570235,3839,3802741,210167,33129,35801,317372976
0400000US06,06,California,,2012,1121,Fire Protection - Firefighters,28127,291783857,2927,2710001,162368,29036,31054,294493858
0400000US06,06,California,,2012,1122,Fire Protection - Other ,3835,21786378,912,1092740,47799,4093,4747,22879118
0400000US06,06,California,,2012,1140,Corrections,83152,533132961,3813,12242066,414155,85496,86965,545375027
0400000US06,06,California,,2012,1160,Highways,40393,273922090,2977,7325333,326066,42248,43370,281247423
0400000US06,06,California,,2012,1180,Air Transportation,6835,43424726,452,842341,44151,7087,7287,44267067
0400000US06,06,California,,2012,1200,Water Transport and Terminals       ,2214,15980310,195,322421,16470,2307,2409,16302731
0400000US06,06,California,,2012,1220,Public Welfare,69687,325168882,3441,6081347,303265,71414,73128,331250229
0400000US06,06,California,,2012,1240,Health,53159,315602721,5967,17380465,528665,56153,59126,332983186
0400000US06,06,California,,2012,1260,Hospitals,86779,582192577,33989,174256390,3981913,109432,120768,756448967
0400000US06,06,California,,2012,1280,Social Insurance Administration,14767,71617118,1751,4385511,192598,15855,16518,76002629
0400000US06,06,California,,2012,1300,Solid Waste Management,9011,49741879,723,1453832,82535,9479,9734,51195711
0400000US06,06,California,,2012,1320,Sewerage,11600,76054166,572,970785,37842,11808,12172,77024951
0400000US06,06,California,,2012,1340,Parks and Recreation,19929,102487561,32217,33640786,2343608,33250,52146,136128347
0400000US06,06,California,,2012,1360,Housing and Community Development,11670,70385076,1047,1855991,92206,12193,12717,72241067
0400000US06,06,California,,2012,1380,Natural Resources,20591,114516305,3911,6822829,442875,23087,24502,121339134
0400000US06,06,California,,2012,1400,Water Supply,23664,170194804,1477,2409829,101818,24241,25141,172604633
0400000US06,06,California,,2012,1420,Electric Power,11828,105336704,352,1039789,41391,12062,12180,106376493
0400000US06,06,California,,2012,1440,Gas Supply,230,1387035,7,13148,813,235,237,1400183
0400000US06,06,California,,2012,1460,Transit,30990,170573978,2599,6109668,325133,32824,33589,176683646
0400000US06,06,California,,2012,1480,Education Total ,666143,3757502960,515847,736280663,33329410,864492,1181990,4493783623
0400000US06,06,California,,2012,1481,Education - Elementary and Secondary Total ,502463,2695282688,311873,432827608,21848241,635820,814336,3128110296
0400000US06,06,California,,2012,14811,Education - Elementary and Secondary Instructional             ,345068,2121859059,156160,246766300,10366722,407142,501228,2368625359
0400000US06,06,California,,2012,14812,Education - Elementary and Secondary Other ,157395,573423629,155713,186061308,11481519,228678,313108,759484937
0400000US06,06,California,,2012,1482,Education - Higher Education Total ,159730,1042289427,203351,302273823,11427576,224420,363081,1344563250
0400000US06,06,California,,2012,14821,Education - Higher Education Instructional,43894,384296783,75461,142135974,3480722,63614,119355,526432757
0400000US06,06,California,,2012,14822,Education - Higher Education Other ,115836,657992644,127890,160137849,7946854,160806,243726,818130493
0400000US06,06,California,,2012,1483,Education - Other,3950,19930845,623,1179232,53593,4252,4573,21110077
0400000US06,06,California,,2012,1500,Libraries                          ,7413,37562491,8598,11078504,669111,11215,16011,48640995
0400000US06,06,California,,2012,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US06,06,California,,2012,1580,All other and unallocable,50221,291577196,8606,14115458,648391,53893,58827,305692654
0400000US08,08,Colorado,,2012,1000,Total - All Government Employment Functions,228652,1021887620,108369,156704186,7707139,272477,337021,1178591806
0400000US08,08,Colorado,,2012,1020,Financial Administration,6229,31048828,411,824683,37823,6445,6640,31873511
0400000US08,08,Colorado,,2012,1040,Other Government Administration,4494,20843457,1586,1638694,83280,4958,6080,22482151
0400000US08,08,Colorado,,2012,1060,Judicial and Legal,6560,34072009,939,2230828,82975,7020,7499,36302837
0400000US08,08,Colorado,,2012,1100,Police Protection Total,14571,81648454,663,922397,48747,14841,15234,82570851
0400000US08,08,Colorado,,2012,1101,Police Protection - Persons with Power of Arrest       ,10423,63537405,132,182651,8785,10468,10555,63720056
0400000US08,08,Colorado,,2012,1102,Police Protection - Other ,4148,18111049,531,739746,39962,4373,4679,18850795
0400000US08,08,Colorado,,2012,1120,Fire Protection Total ,6193,38697108,1265,857908,60397,6529,7458,39555016
0400000US08,08,Colorado,,2012,1121,Fire Protection - Firefighters,5566,35237394,1020,630812,46859,5828,6586,35868206
0400000US08,08,Colorado,,2012,1122,Fire Protection - Other ,627,3459714,245,227096,13538,701,872,3686810
0400000US08,08,Colorado,,2012,1140,Corrections,10815,46904518,203,445632,20197,10930,11018,47350150
0400000US08,08,Colorado,,2012,1160,Highways,7836,33975813,359,787370,40626,8063,8195,34763183
0400000US08,08,Colorado,,2012,1180,Air Transportation,1363,6605178,97,129521,8306,1409,1460,6734699
0400000US08,08,Colorado,,2012,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US08,08,Colorado,,2012,1220,Public Welfare,8013,31329836,1022,2033821,103736,8602,9035,33363657
0400000US08,08,Colorado,,2012,1240,Health,4780,23013922,1785,4653392,168935,5742,6565,27667314
0400000US08,08,Colorado,,2012,1260,Hospitals,12631,57844562,3924,14152456,449730,15185,16555,71997018
0400000US08,08,Colorado,,2012,1280,Social Insurance Administration,869,4103060,210,548844,22546,996,1079,4651904
0400000US08,08,Colorado,,2012,1300,Solid Waste Management,608,2306182,103,144327,9543,663,711,2450509
0400000US08,08,Colorado,,2012,1320,Sewerage,2339,11392353,316,250872,12193,2393,2655,11643225
0400000US08,08,Colorado,,2012,1340,Parks and Recreation,5370,22764413,8941,6470950,531937,8382,14311,29235363
0400000US08,08,Colorado,,2012,1360,Housing and Community Development,1994,9169319,355,558961,29712,2161,2349,9728280
0400000US08,08,Colorado,,2012,1380,Natural Resources,1607,8005572,503,779918,37957,1819,2110,8785490
