GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,YEAR.id,GOVEMPFUNCT.id,GOVEMPFUNCT.display-label,EMPFT,EMPFT_CV,PAYANNFT,PAYANNFT_CV,EMPPT,EMPPT_CV,PAYANNPT,PAYANNPT_CV,HRSPT,HRSPT_CV,EMPFTE,EMPFTE_CV,EMP,EMP_CV,PAYANN,PAYANN_CV
0100000US,,United States,,2014,14811,Education - Elementary and Secondary Instructional             ,4228053,0.27,19757413339,0.28,997486,0.36,1203105513,0.45,67495535,0.40,4628147,0.27,5225539,0.23,20960518852,0.27
0100000US,,United States,,2014,14812,Education - Elementary and Secondary Other ,1643886,0.30,4803582061,0.29,792972,0.41,868955782,0.45,58295588,0.43,1994897,0.30,2436858,0.24,5672537843,0.25
0100000US,,United States,,2014,1482,Education - Higher Education Total ,1529912,0.07,8589190631,0.07,1687814,0.11,2012889186,0.11,95771869,0.09,2080583,0.07,3217726,0.07,10602079817,0.06
0100000US,,United States,,2014,14821,Education - Higher Education Instructional,501453,0.11,3826060188,0.10,631559,0.21,1068133713,0.18,34693700,0.16,701196,0.12,1133012,0.13,4894193901,0.09
0100000US,,United States,,2014,14822,Education - Higher Education Other ,1028459,0.10,4763130443,0.09,1056255,0.12,944755473,0.12,61078169,0.11,1379387,0.09,2084714,0.07,5707885916,0.07
0100000US,,United States,,2014,1483,Education - Other,79144,0.00,367631884,0.00,12851,0.00,22220569,0.00,1011434,0.00,84939,0.00,91995,0.00,389852453,0.00
0100000US,,United States,,2014,1500,Libraries                          ,87186,0.20,339569030,0.21,97897,0.29,100157041,0.30,7300332,0.30,129387,0.22,185083,0.18,439726071,0.18
0100000US,,United States,,2014,1560,State liquor stores,6048,0.00,20887169,0.00,5935,0.00,8301647,0.00,508742,0.00,9029,0.00,11983,0.00,29188816,0.00
0100000US,,United States,,2014,1580,All other and unallocable,401350,0.15,1905000382,0.13,89400,0.24,94465902,0.27,5715477,0.29,433657,0.16,490750,0.13,1999466284,0.12
0400000US01,01,Alabama,,2014,1000,Total - All Government Employment Functions,260013,0.58,962784640,0.57,59138,0.29,62117338,0.17,3932395,0.26,283046,0.55,319151,0.48,1024901978,0.53
0400000US01,01,Alabama,,2014,1020,Financial Administration,6213,1.17,24191472,0.84,292,1.10,313107,3.68,24015,2.69,6348,1.04,6505,1.11,24504579,0.83
0400000US01,01,Alabama,,2014,1040,Other Government Administration,3121,1.85,11560185,1.41,2288,1.01,2013674,0.82,86919,0.80,3605,1.78,5409,1.15,13573859,1.21
0400000US01,01,Alabama,,2014,1060,Judicial and Legal,4574,0.27,19837244,0.18,670,0.65,836622,0.47,53317,0.51,4868,0.32,5244,0.25,20673866,0.18
0400000US01,01,Alabama,,2014,1100,Police Protection Total,13430,1.65,51323847,1.45,1293,1.08,1255826,1.08,113447,1.31,14079,1.54,14723,1.50,52579673,1.42
0400000US01,01,Alabama,,2014,1101,Police Protection - Persons with Power of Arrest       ,10717,2.04,43324042,1.71,556,1.37,586195,1.38,49790,1.66,11007,1.92,11273,1.94,43910237,1.68
0400000US01,01,Alabama,,2014,1102,Police Protection - Other ,2713,1.32,7999805,1.10,737,1.60,669631,1.62,63657,1.93,3072,1.51,3450,1.10,8669436,1.02
0400000US01,01,Alabama,,2014,1120,Fire Protection Total ,5790,1.21,24483786,1.06,909,0.80,644227,1.51,54823,1.89,6100,1.29,6699,1.05,25128013,1.03
0400000US01,01,Alabama,,2014,1121,Fire Protection - Firefighters,5495,1.27,23274980,1.11,851,0.85,619524,1.57,53041,1.95,5794,1.36,6346,1.11,23894504,1.08
0400000US01,01,Alabama,,2014,1122,Fire Protection - Other ,295,0.43,1208806,0.49,58,2.03,24703,3.35,1782,1.16,306,0.56,353,0.49,1233509,0.48
0400000US01,01,Alabama,,2014,1140,Corrections,8116,0.60,25472716,0.38,374,1.56,519086,0.58,35051,0.85,8312,0.64,8490,0.58,25991802,0.37
0400000US01,01,Alabama,,2014,1160,Highways,10163,1.46,32504899,1.14,355,0.51,392629,0.72,38463,0.65,10381,1.46,10518,1.41,32897528,1.13
0400000US01,01,Alabama,,2014,1180,Air Transportation,476,1.98,1804214,1.43,44,1.02,46124,1.00,4198,0.99,501,1.99,520,1.82,1850338,1.40
0400000US01,01,Alabama,,2014,1200,Water Transport and Terminals       ,590,0.01,2848429,0.01,4,0.01,4391,0.01,400,0.01,593,0.01,594,0.01,2852820,0.01
0400000US01,01,Alabama,,2014,1220,Public Welfare,4765,0.33,15549033,0.26,579,2.63,615534,2.22,52547,3.02,5064,0.60,5344,0.41,16164567,0.26
0400000US01,01,Alabama,,2014,1240,Health,10135,0.85,34440589,0.71,1700,0.47,1692176,0.40,121943,0.48,10829,0.85,11835,0.73,36132765,0.68
0400000US01,01,Alabama,,2014,1260,Hospitals,32630,0.00,135277418,0.00,8083,0.01,17154435,0.00,759293,0.00,37303,0.00,40713,0.00,152431853,0.00
0400000US01,01,Alabama,,2014,1280,Social Insurance Administration,903,0.00,3339512,0.00,79,0.00,103532,0.00,10216,0.00,961,0.00,982,0.00,3443044,0.00
0400000US01,01,Alabama,,2014,1300,Solid Waste Management,3424,1.82,9195822,1.48,179,0.92,216856,0.91,20160,1.23,3540,1.65,3603,1.73,9412678,1.45
0400000US01,01,Alabama,,2014,1320,Sewerage,1361,1.51,5287758,1.17,54,2.89,61246,2.39,4529,1.48,1384,1.52,1415,1.46,5349004,1.16
0400000US01,01,Alabama,,2014,1340,Parks and Recreation,3380,1.21,10240050,1.05,2635,1.14,2038831,0.99,203625,1.18,4531,1.28,6015,0.84,12278881,0.89
0400000US01,01,Alabama,,2014,1360,Housing and Community Development,1957,1.06,7100249,0.96,267,0.39,265833,0.30,20394,0.40,2077,1.01,2224,0.93,7366082,0.93
0400000US01,01,Alabama,,2014,1380,Natural Resources,2460,0.03,8525501,0.02,216,0.50,242153,0.41,17646,0.56,2563,0.08,2676,0.05,8767654,0.03
0400000US01,01,Alabama,,2014,1400,Water Supply,3832,1.65,14989691,1.55,283,0.04,251729,0.05,19020,0.06,3938,1.61,4115,1.53,15241420,1.52
0400000US01,01,Alabama,,2014,1420,Electric Power,1093,0.96,5317754,0.80,32,0.10,39971,0.08,3225,0.08,1112,0.95,1125,0.93,5357725,0.79
0400000US01,01,Alabama,,2014,1440,Gas Supply,872,1.71,3652514,1.85,53,0.65,46969,0.76,4712,0.75,898,1.77,925,1.62,3699483,1.83
0400000US01,01,Alabama,,2014,1460,Transit,441,0.14,1356299,0.08,136,0.37,170449,0.27,15433,0.35,529,0.18,577,0.14,1526748,0.08
0400000US01,01,Alabama,,2014,1480,Education Total ,132323,1.12,486079397,1.10,36529,0.46,30937402,0.33,2053223,0.46,144345,1.05,168852,0.88,517016799,1.04
0400000US01,01,Alabama,,2014,1481,Education - Elementary and Secondary Total ,96170,1.54,307342707,1.74,9825,1.69,6167830,1.64,582372,1.63,99675,1.52,105995,1.40,313510537,1.71
0400000US01,01,Alabama,,2014,14811,Education - Elementary and Secondary Instructional             ,66784,1.98,249617594,2.08,6422,2.21,4168470,1.95,367286,2.01,68960,1.96,73206,1.82,253786064,2.05
0400000US01,01,Alabama,,2014,14812,Education - Elementary and Secondary Other ,29386,2.24,57725113,2.24,3403,2.56,1999360,2.98,215086,2.77,30715,2.23,32789,2.03,59724473,2.17
0400000US01,01,Alabama,,2014,1482,Education - Higher Education Total ,33281,0.01,167542191,0.01,26522,0.01,24545901,0.01,1461691,0.01,41747,0.01,59803,0.01,192088092,0.01
0400000US01,01,Alabama,,2014,14821,Education - Higher Education Instructional,9893,0.01,75359961,0.01,8837,0.01,11265721,0.01,462071,0.01,12561,0.01,18730,0.01,86625682,0.01
0400000US01,01,Alabama,,2014,14822,Education - Higher Education Other ,23388,0.01,92182230,0.01,17685,0.01,13280180,0.01,999620,0.01,29186,0.01,41073,0.01,105462410,0.01
0400000US01,01,Alabama,,2014,1483,Education - Other,2872,0.00,11194499,0.00,182,0.00,223671,0.00,9160,0.00,2923,0.00,3054,0.00,11418170,0.00
0400000US01,01,Alabama,,2014,1500,Libraries                          ,900,1.27,2780284,1.05,704,0.72,772637,0.63,71368,0.75,1303,1.18,1604,0.78,3552921,0.84
0400000US01,01,Alabama,,2014,1560,State liquor stores,741,0.00,2000236,0.00,13,0.00,24438,0.00,1452,0.00,749,0.00,754,0.00,2024674,0.00
0400000US01,01,Alabama,,2014,1580,All other and unallocable,6323,1.10,23625741,0.79,1367,0.74,1457461,0.68,142976,0.71,7133,1.09,7690,0.91,25083202,0.74
0400000US02,02,Alaska,,2014,1000,Total - All Government Employment Functions,49926,0.11,271406737,0.12,12381,0.33,13745875,0.48,729190,0.41,54163,0.13,62307,0.11,285152612,0.11
0400000US02,02,Alaska,,2014,1020,Financial Administration,1977,0.66,11500667,0.45,112,4.22,160699,2.59,8146,2.75,2023,0.72,2089,0.66,11661366,0.44
0400000US02,02,Alaska,,2014,1040,Other Government Administration,1717,0.42,9049569,0.40,780,1.00,485184,2.86,21721,3.20,1841,0.64,2497,0.43,9534753,0.41
0400000US02,02,Alaska,,2014,1060,Judicial and Legal,1589,0.01,10152586,0.01,43,0.01,99030,0.01,3014,0.01,1607,0.01,1632,0.01,10251616,0.01
0400000US02,02,Alaska,,2014,1100,Police Protection Total,1829,0.74,12568013,0.58,127,0.56,142019,0.54,7918,0.67,1876,0.73,1956,0.70,12710032,0.57
0400000US02,02,Alaska,,2014,1101,Police Protection - Persons with Power of Arrest       ,1123,1.21,8873046,0.82,47,0.48,42394,0.79,2786,0.66,1139,1.19,1170,1.16,8915440,0.81
0400000US02,02,Alaska,,2014,1102,Police Protection - Other ,706,0.11,3694967,0.06,80,0.84,99625,0.69,5132,0.97,737,0.17,786,0.13,3794592,0.06
0400000US02,02,Alaska,,2014,1120,Fire Protection Total ,771,0.54,6367479,0.43,451,0.06,205064,0.08,13669,0.09,847,0.52,1222,0.34,6572543,0.42
0400000US02,02,Alaska,,2014,1121,Fire Protection - Firefighters,675,0.58,5640607,0.47,443,0.06,194074,0.08,12887,0.10,747,0.56,1118,0.35,5834681,0.46
0400000US02,02,Alaska,,2014,1122,Fire Protection - Other ,96,1.48,726872,0.81,8,0.01,10990,0.01,782,0.01,100,1.42,104,1.37,737862,0.80
0400000US02,02,Alaska,,2014,1140,Corrections,2270,0.01,12921005,0.01,59,0.01,123620,0.01,7444,0.01,2315,0.01,2329,0.01,13044625,0.01
0400000US02,02,Alaska,,2014,1160,Highways,3796,0.07,22396491,0.06,155,0.44,229786,0.24,11205,0.16,3863,0.08,3951,0.07,22626277,0.06
0400000US02,02,Alaska,,2014,1180,Air Transportation,59,0.01,339624,0.01,5,0.01,8789,0.01,375,0.01,62,0.01,64,0.01,348413,0.01
0400000US02,02,Alaska,,2014,1200,Water Transport and Terminals       ,163,0.83,814574,0.75,17,2.21,22950,3.20,1218,3.52,171,0.91,180,0.78,837524,0.73
0400000US02,02,Alaska,,2014,1220,Public Welfare,1956,0.04,9609115,0.02,143,0.01,244794,0.01,19546,0.01,2074,0.04,2099,0.04,9853909,0.02
0400000US02,02,Alaska,,2014,1240,Health,945,0.10,5352618,0.11,292,0.01,258065,0.01,14448,0.01,1027,0.09,1237,0.08,5610683,0.10
0400000US02,02,Alaska,,2014,1260,Hospitals,880,0.01,5276826,0.01,309,0.01,932065,0.01,31874,0.01,1066,0.01,1189,0.01,6208891,0.01
0400000US02,02,Alaska,,2014,1280,Social Insurance Administration,323,0.00,1590378,0.00,2,0.00,6136,0.00,174,0.00,324,0.00,325,0.00,1596514,0.00
0400000US02,02,Alaska,,2014,1300,Solid Waste Management,312,0.48,1508367,0.47,74,0.78,105427,0.49,5881,0.83,344,0.45,386,0.42,1613794,0.44
0400000US02,02,Alaska,,2014,1320,Sewerage,274,0.64,1672841,0.49,52,1.74,53649,2.34,3298,1.14,296,0.77,326,0.60,1726490,0.48
0400000US02,02,Alaska,,2014,1340,Parks and Recreation,508,0.85,2223733,0.43,559,0.31,586628,0.27,38169,0.29,729,0.64,1067,0.44,2810361,0.34
0400000US02,02,Alaska,,2014,1360,Housing and Community Development,659,5.91,3551068,5.52,188,13.62,412698,14.27,18343,14.43,771,6.67,847,5.50,3963766,5.16
0400000US02,02,Alaska,,2014,1380,Natural Resources,2430,0.01,13860052,0.01,82,0.01,150090,0.01,6059,0.01,2467,0.01,2512,0.01,14010142,0.01
0400000US02,02,Alaska,,2014,1400,Water Supply,279,0.98,1619860,0.58,69,0.87,84778,0.29,4503,0.23,309,0.98,348,0.80,1704638,0.55
0400000US02,02,Alaska,,2014,1420,Electric Power,451,0.33,3589381,0.22,61,0.89,67196,0.54,3410,0.48,469,0.32,512,0.31,3656577,0.21
0400000US02,02,Alaska,,2014,1440,Gas Supply,6,0.01,30458,0.01,8,0.01,6441,0.01,426,0.01,8,0.01,14,0.01,36899,0.01
0400000US02,02,Alaska,,2014,1460,Transit,230,0.01,1269689,0.01,49,0.01,187716,0.01,7085,0.01,271,0.01,279,0.01,1457405,0.01
0400000US02,02,Alaska,,2014,1480,Education Total ,22736,0.15,112387877,0.20,8110,0.36,8465994,0.28,461597,0.22,25402,0.15,30846,0.15,120853871,0.19
0400000US02,02,Alaska,,2014,1481,Education - Elementary and Secondary Total ,17940,0.19,84577345,0.27,5023,0.58,4689880,0.51,251855,0.40,19420,0.20,22963,0.20,89267225,0.26
0400000US02,02,Alaska,,2014,14811,Education - Elementary and Secondary Instructional             ,11670,0.27,63515047,0.35,2648,0.79,2997371,0.49,154803,0.45,12575,0.27,14318,0.27,66512418,0.34
0400000US02,02,Alaska,,2014,14812,Education - Elementary and Secondary Other ,6270,0.21,21062298,0.25,2375,0.86,1692509,1.12,97052,0.73,6845,0.26,8645,0.28,22754807,0.25
0400000US02,02,Alaska,,2014,1482,Education - Higher Education Total ,4534,0.01,26282588,0.01,3054,0.01,3737310,0.01,207608,0.01,5707,0.01,7588,0.01,30019898,0.01
0400000US02,02,Alaska,,2014,14821,Education - Higher Education Instructional,1248,0.01,10668280,0.01,1083,0.01,1545452,0.01,63006,0.01,1604,0.01,2331,0.01,12213732,0.01
0400000US02,02,Alaska,,2014,14822,Education - Higher Education Other ,3286,0.01,15614308,0.01,1971,0.01,2191858,0.01,144602,0.01,4103,0.01,5257,0.01,17806166,0.01
0400000US02,02,Alaska,,2014,1483,Education - Other,262,0.00,1527944,0.00,33,0.00,38804,0.00,2134,0.00,275,0.00,295,0.00,1566748,0.00
0400000US02,02,Alaska,,2014,1500,Libraries                          ,185,0.42,858924,0.50,228,1.69,307284,1.70,16775,2.01,279,0.67,413,0.95,1166208,0.58
0400000US02,02,Alaska,,2014,1560,State liquor stores,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
0400000US02,02,Alaska,,2014,1580,All other and unallocable,3581,0.11,20895542,0.07,406,1.60,399773,2.15,22892,1.59,3722,0.20,3987,0.19,21295315,0.08
0400000US04,04,Arizona,,2014,1000,Total - All Government Employment Functions,247805,0.75,1085071439,0.61,89039,0.82,111413058,0.78,6791134,0.97,286650,0.76,336844,0.59,1196484497,0.56
0400000US04,04,Arizona,,2014,1020,Financial Administration,6907,0.77,31627755,0.82,184,1.28,365833,1.18,17687,1.44,7008,0.78,7091,0.75,31993588,0.81
0400000US04,04,Arizona,,2014,1040,Other Government Administration,4487,1.28,22710815,1.36,483,2.31,667984,0.96,31668,1.89,4673,1.32,4970,1.17,23378799,1.32
0400000US04,04,Arizona,,2014,1060,Judicial and Legal,10461,0.60,48705656,0.55,605,0.77,1320483,0.50,53504,0.67,10770,0.63,11066,0.57,50026139,0.53
0400000US04,04,Arizona,,2014,1100,Police Protection Total,19263,0.89,105580027,0.89,323,1.29,554357,0.98,28263,1.14,19418,0.89,19586,0.88,106134384,0.89
0400000US04,04,Arizona,,2014,1101,Police Protection - Persons with Power of Arrest       ,14056,1.15,82154073,1.11,58,0.01,94246,0.01,4336,0.01,14078,1.15,14114,1.15,82248319,1.11
0400000US04,04,Arizona,,2014,1102,Police Protection - Other ,5207,1.08,23425954,0.97,265,1.57,460111,1.18,23927,1.34,5340,1.10,5472,1.03,23886065,0.95
0400000US04,04,Arizona,,2014,1120,Fire Protection Total ,8475,0.53,51596231,0.48,1698,0.36,1383434,0.06,95692,0.11,8978,0.51,10173,0.44,52979665,0.47
0400000US04,04,Arizona,,2014,1121,Fire Protection - Firefighters,7302,0.60,45680807,0.54,1404,0.16,1127826,0.06,78096,0.13,7705,0.59,8706,0.51,46808633,0.52
0400000US04,04,Arizona,,2014,1122,Fire Protection - Other ,1173,0.60,5915424,0.57,294,1.96,255608,0.19,17596,0.21,1273,0.60,1467,0.62,6171032,0.55
0400000US04,04,Arizona,,2014,1140,Corrections,14878,0.42,54696707,0.33,214,2.36,370218,2.47,18990,3.32,14984,0.43,15092,0.41,55066925,0.33
0400000US04,04,Arizona,,2014,1160,Highways,6716,1.04,29008366,0.86,142,3.22,230476,1.22,12250,2.29,6783,1.06,6858,1.02,29238842,0.86
0400000US04,04,Arizona,,2014,1180,Air Transportation,1150,0.26,5430305,0.25,48,3.18,47559,3.70,4204,3.89,1175,0.35,1198,0.28,5477864,0.25
0400000US04,04,Arizona,,2014,1200,Water Transport and Terminals       ,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
0400000US04,04,Arizona,,2014,1220,Public Welfare,6643,0.09,22976110,0.10,397,0.06,587827,0.10,36583,0.10,6851,0.09,7040,0.08,23563937,0.10
0400000US04,04,Arizona,,2014,1240,Health,5879,0.24,24011386,0.16,627,0.46,1107459,0.26,65580,0.27,6250,0.24,6506,0.22,25118845,0.15
0400000US04,04,Arizona,,2014,1260,Hospitals,8710,0.01,43783871,0.01,1969,0.01,5583621,0.01,184241,0.01,9750,0.01,10679,0.01,49367492,0.01
0400000US04,04,Arizona,,2014,1280,Social Insurance Administration,1920,0.00,5671076,0.00,51,0.00,71621,0.00,4666,0.00,1946,0.00,1971,0.00,5742697,0.00
0400000US04,04,Arizona,,2014,1300,Solid Waste Management,2178,1.42,8724027,0.98,40,6.29,67712,7.03,4576,7.94,2206,1.60,2218,1.40,8791739,0.97
0400000US04,04,Arizona,,2014,1320,Sewerage,1589,2.15,6627812,2.33,92,0.83,145004,0.62,7590,0.79,1633,2.11,1681,2.03,6772816,2.28
0400000US04,04,Arizona,,2014,1340,Parks and Recreation,3250,1.69,12286914,1.76,3786,2.48,3232604,1.95,275842,2.29,4814,2.01,7036,1.54,15519518,1.45
0400000US04,04,Arizona,,2014,1360,Housing and Community Development,1322,0.83,5911552,0.68,255,0.02,234679,0.07,17699,0.04,1421,0.77,1577,0.69,6146231,0.66
0400000US04,04,Arizona,,2014,1380,Natural Resources,2102,1.96,8867760,1.76,265,0.06,424434,0.09,24838,0.09,2238,1.87,2367,1.74,9292194,1.68
0400000US04,04,Arizona,,2014,1400,Water Supply,3540,1.40,17757613,1.30,101,1.07,131217,0.99,7654,1.26,3585,1.42,3641,1.36,17888830,1.29
0400000US04,04,Arizona,,2014,1420,Electric Power,4937,0.06,40052595,0.04,129,0.26,400237,0.21,16071,0.16,5027,0.06,5066,0.06,40452832,0.04
0400000US04,04,Arizona,,2014,1440,Gas Supply,98,0.65,561875,0.30,0,0.01,0,0.01,0,0.01,98,0.65,98,0.65,561875,0.30
0400000US04,04,Arizona,,2014,1460,Transit,671,12.47,3144219,13.49,111,9.39,148102,7.87,10717,8.32,730,11.48,782,10.78,3292321,12.89
0400000US04,04,Arizona,,2014,1480,Education Total ,124984,1.46,502565441,1.29,75841,0.96,92341880,0.94,5746071,1.15,157954,1.36,200825,0.98,594907321,1.10
0400000US04,04,Arizona,,2014,1481,Education - Elementary and Secondary Total ,91718,1.99,310802762,2.07,36386,1.94,49172194,1.74,2929835,2.19,108744,1.97,128104,1.53,359974956,1.80
0400000US04,04,Arizona,,2014,14811,Education - Elementary and Secondary Instructional             ,61160,2.59,228813844,2.62,21544,2.51,32808334,2.23,1644810,3.13,70645,2.60,82704,2.02,261622178,2.31
0400000US04,04,Arizona,,2014,14812,Education - Elementary and Secondary Other ,30558,2.97,81988918,2.84,14842,3.05,16363860,2.70,1285025,2.99,38099,2.89,45400,2.24,98352778,2.41
0400000US04,04,Arizona,,2014,1482,Education - Higher Education Total ,30466,0.41,181455057,0.33,39167,0.46,42701963,0.32,2787653,0.52,46248,0.40,69633,0.31,224157020,0.27
0400000US04,04,Arizona,,2014,14821,Education - Higher Education Instructional,9455,0.65,72861703,0.47,15182,0.83,19839077,0.61,997771,1.19,15115,0.76,24637,0.57,92700780,0.40
0400000US04,04,Arizona,,2014,14822,Education - Higher Education Other ,21011,0.51,108593354,0.45,23985,0.54,22862886,0.29,1789882,0.46,31133,0.47,44996,0.37,131456240,0.38
0400000US04,04,Arizona,,2014,1483,Education - Other,2800,0.00,10307622,0.00,288,0.00,467723,0.00,28583,0.00,2962,0.00,3088,0.00,10775345,0.00
0400000US04,04,Arizona,,2014,1500,Libraries                          ,1255,1.44,4891859,1.46,1138,0.43,1280767,0.38,89831,0.42,1757,1.08,2393,0.78,6172626,1.16
0400000US04,04,Arizona,,2014,1560,State liquor stores,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
0400000US04,04,Arizona,,2014,1580,All other and unallocable,6390,0.45,27881467,0.53,540,0.60,715550,0.71,36917,0.96,6601,0.47,6930,0.42,28597017,0.52
0400000US05,05,Arkansas,,2014,1000,Total - All Government Employment Functions,156824,0.46,547285092,0.48,36367,0.42,28155839,0.35,1950509,0.52,167973,0.45,193191,0.38,575440931,0.45
0400000US05,05,Arkansas,,2014,1020,Financial Administration,4434,1.07,15376759,0.64,401,0.28,264630,0.31,21087,0.37,4549,1.08,4835,0.98,15641389,0.63
