GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,YEAR.id,GOVEMPFUNCT.id,GOVEMPFUNCT.display-label,EMPFT,EMPFT_CV,PAYANNFT,PAYANNFT_CV,EMPPT,EMPPT_CV,PAYANNPT,PAYANNPT_CV,HRSPT,HRSPT_CV,EMPFTE,EMPFTE_CV,EMP,EMP_CV,PAYANN,PAYANN_CV
0400000US01,01,Alabama,,2015,1200,Water Transport and Terminals       ,593,0.01,2872082,0.01,6,0.01,5008,0.01,449,0.01,596,0.01,599,0.01,2877090,0.01
0400000US01,01,Alabama,,2015,1220,Public Welfare,4765,0.26,15685659,0.21,560,0.54,606482,0.44,51113,0.52,5057,0.24,5325,0.24,16292141,0.20
0400000US01,01,Alabama,,2015,1240,Health,10211,0.48,33473163,0.34,1641,0.64,1695865,0.66,128377,0.75,10948,0.45,11852,0.43,35169028,0.33
0400000US01,01,Alabama,,2015,1260,Hospitals,32417,0.14,138486103,0.10,8021,0.19,16800264,0.20,733531,0.15,36992,0.13,40438,0.12,155286367,0.09
0400000US01,01,Alabama,,2015,1280,Social Insurance Administration,915,0.00,3311954,0.00,36,0.00,39770,0.00,3920,0.00,937,0.00,951,0.00,3351724,0.00
0400000US01,01,Alabama,,2015,1300,Solid Waste Management,3323,0.24,9192906,0.23,158,0.64,162917,0.64,16541,0.70,3417,0.24,3481,0.23,9355823,0.23
0400000US01,01,Alabama,,2015,1320,Sewerage,1446,0.40,5802448,0.42,54,1.77,54519,1.82,4054,1.97,1466,0.39,1500,0.39,5856967,0.41
0400000US01,01,Alabama,,2015,1340,Parks and Recreation,3292,0.21,10303175,0.21,2519,0.38,1957612,0.34,204923,0.35,4472,0.19,5811,0.20,12260787,0.18
0400000US01,01,Alabama,,2015,1360,Housing and Community Development,1927,0.59,7294135,0.61,237,1.05,241978,1.09,19132,1.09,2045,0.56,2164,0.54,7536113,0.59
0400000US01,01,Alabama,,2015,1380,Natural Resources,2367,0.08,8167698,0.06,193,0.46,218199,0.52,15375,0.59,2459,0.08,2560,0.08,8385897,0.06
0400000US01,01,Alabama,,2015,1400,Water Supply,3895,0.22,15742191,0.22,276,0.43,271305,0.44,23242,0.48,4028,0.21,4171,0.20,16013496,0.22
0400000US01,01,Alabama,,2015,1420,Electric Power,1047,1.51,5292850,1.59,31,2.65,41748,2.19,3200,2.15,1065,1.49,1078,1.47,5334598,1.58
0400000US01,01,Alabama,,2015,1440,Gas Supply,889,1.50,3784047,1.74,53,6.46,47903,6.57,4565,6.87,915,1.48,942,1.47,3831950,1.72
0400000US01,01,Alabama,,2015,1460,Transit,452,1.56,1444633,1.13,151,1.64,180377,0.87,16102,0.97,544,1.30,603,1.24,1625010,1.01
0400000US01,01,Alabama,,2015,1480,Education Total ,129356,1.09,494704581,1.10,36793,0.40,31656787,0.34,2114721,0.37,141704,1.01,166149,0.85,526361368,1.03
0400000US01,01,Alabama,,2015,1481,Education - Elementary and Secondary Total ,92749,1.51,311451160,1.74,9684,1.50,6358433,1.71,585358,1.34,96258,1.48,102433,1.38,317809593,1.71
0400000US01,01,Alabama,,2015,14811,Education - Elementary and Secondary Instructional             ,63130,1.95,252653960,2.08,6248,2.25,4011663,2.01,371216,2.00,65346,1.93,69378,1.79,256665623,2.05
0400000US01,01,Alabama,,2015,14812,Education - Elementary and Secondary Other ,29619,2.28,58797200,2.25,3436,1.09,2346770,3.13,214142,1.17,30912,2.18,33055,2.05,61143970,2.17
0400000US01,01,Alabama,,2015,1482,Education - Higher Education Total ,33702,0.01,171753575,0.01,26940,0.01,25095882,0.01,1514684,0.01,42460,0.01,60642,0.01,196849457,0.01
0400000US01,01,Alabama,,2015,14821,Education - Higher Education Instructional,10036,0.01,76453720,0.01,8729,0.01,11177708,0.01,464649,0.01,12716,0.01,18765,0.01,87631428,0.01
0400000US01,01,Alabama,,2015,14822,Education - Higher Education Other ,23666,0.01,95299855,0.01,18211,0.01,13918174,0.01,1050035,0.01,29744,0.01,41877,0.01,109218029,0.01
0400000US01,01,Alabama,,2015,1483,Education - Other,2905,0.00,11499846,0.00,169,0.00,202472,0.00,14679,0.00,2986,0.00,3074,0.00,11702318,0.00
0400000US01,01,Alabama,,2015,1500,Libraries                          ,909,0.31,2851710,0.31,681,0.29,751371,0.23,69581,0.27,1305,0.23,1590,0.21,3603081,0.25
0400000US01,01,Alabama,,2015,1560,State liquor stores,755,0.00,2058456,0.00,15,0.00,27408,0.00,1482,0.00,763,0.00,770,0.00,2085864,0.00
0400000US01,01,Alabama,,2015,1580,All other and unallocable,6540,0.13,24601380,0.12,1198,0.20,1294651,0.19,113485,0.57,7200,0.14,7738,0.12,25896031,0.11
0400000US02,02,Alaska,,2015,1000,Total - All Government Employment Functions,49091,0.06,271386972,0.08,13283,0.38,16003208,0.50,790294,0.35,53746,0.06,62374,0.09,287390180,0.08
0400000US02,02,Alaska,,2015,1020,Financial Administration,1969,0.08,11731646,0.05,108,1.57,161045,1.16,7941,1.31,2020,0.09,2077,0.11,11892691,0.05
0400000US02,02,Alaska,,2015,1040,Other Government Administration,1620,0.09,8921467,0.09,831,0.62,572212,0.96,24171,0.98,1764,0.13,2451,0.22,9493679,0.10
0400000US02,02,Alaska,,2015,1060,Judicial and Legal,1580,0.03,10192541,0.02,53,1.47,115495,0.67,3792,3.09,1604,0.07,1633,0.06,10308036,0.02
0400000US02,02,Alaska,,2015,1100,Police Protection Total,1888,0.20,12996811,0.11,118,2.10,90788,2.71,5512,3.46,1927,0.22,2006,0.23,13087599,0.11
0400000US02,02,Alaska,,2015,1101,Police Protection - Persons with Power of Arrest       ,1156,0.21,9199416,0.14,52,4.30,43646,5.27,3012,6.12,1178,0.25,1208,0.27,9243062,0.14
0400000US02,02,Alaska,,2015,1102,Police Protection - Other ,732,0.40,3797395,0.18,66,1.63,47142,1.85,2500,1.95,749,0.41,798,0.39,3844537,0.18
0400000US02,02,Alaska,,2015,1120,Fire Protection Total ,769,0.69,6299042,0.42,558,1.61,204410,0.98,12850,1.32,842,0.65,1327,0.79,6503452,0.41
0400000US02,02,Alaska,,2015,1121,Fire Protection - Firefighters,667,0.69,5591256,0.40,553,1.62,197318,1.01,12407,1.35,737,0.65,1220,0.83,5788574,0.39
0400000US02,02,Alaska,,2015,1122,Fire Protection - Other ,102,2.57,707786,2.02,5,12.50,7092,4.50,443,6.18,105,2.50,107,2.52,714878,2.00
0400000US02,02,Alaska,,2015,1140,Corrections,2297,0.14,12165130,0.08,57,0.01,128850,0.01,14658,0.01,2385,0.14,2354,0.14,12293980,0.08
0400000US02,02,Alaska,,2015,1160,Highways,3869,0.11,22827744,0.07,150,0.92,217150,0.89,10391,0.98,3933,0.11,4019,0.11,23044894,0.07
0400000US02,02,Alaska,,2015,1180,Air Transportation,65,0.01,373009,0.01,6,0.01,9052,0.01,342,0.01,67,0.01,71,0.01,382061,0.01
0400000US02,02,Alaska,,2015,1200,Water Transport and Terminals       ,162,1.47,794629,1.09,15,13.04,16521,3.50,910,3.53,169,1.32,177,1.74,811150,1.07
0400000US02,02,Alaska,,2015,1220,Public Welfare,1984,0.16,9686781,0.05,137,1.76,241518,1.47,19215,1.06,2100,0.16,2121,0.18,9928299,0.06
0400000US02,02,Alaska,,2015,1240,Health,936,0.44,5453247,0.33,273,1.65,272816,0.57,13436,0.54,1014,0.41,1209,0.50,5726063,0.31
0400000US02,02,Alaska,,2015,1260,Hospitals,896,0.01,5582300,0.01,305,0.01,1103570,0.01,34908,0.01,1100,0.01,1201,0.01,6685870,0.01
0400000US02,02,Alaska,,2015,1280,Social Insurance Administration,285,0.00,1475740,0.00,0,0.00,0,0.00,0,0.00,285,0.00,285,0.00,1475740,0.00
0400000US02,02,Alaska,,2015,1300,Solid Waste Management,322,0.33,1685951,0.32,78,1.43,92144,1.74,5473,1.84,354,0.40,400,0.39,1778095,0.32
0400000US02,02,Alaska,,2015,1320,Sewerage,281,0.22,1754980,0.18,62,3.07,55094,4.43,3429,4.17,308,0.45,343,0.58,1810074,0.22
0400000US02,02,Alaska,,2015,1340,Parks and Recreation,509,0.47,2213592,0.13,558,0.66,546091,0.49,33770,0.56,704,0.39,1067,0.41,2759683,0.15
0400000US02,02,Alaska,,2015,1360,Housing and Community Development,561,3.56,2679525,7.53,230,11.64,533645,13.62,19899,11.21,684,3.52,791,4.22,3213170,6.67
0400000US02,02,Alaska,,2015,1380,Natural Resources,2347,0.01,13730237,0.01,100,0.01,199921,0.01,6569,0.01,2385,0.01,2447,0.01,13930158,0.01
0400000US02,02,Alaska,,2015,1400,Water Supply,311,0.35,1811341,0.24,82,1.83,86535,2.21,4616,2.02,347,0.41,393,0.47,1897876,0.25
0400000US02,02,Alaska,,2015,1420,Electric Power,462,0.30,3616172,0.20,69,2.01,65715,1.97,3421,1.99,483,0.31,531,0.37,3681887,0.20
0400000US02,02,Alaska,,2015,1440,Gas Supply,12,0.01,73560,0.01,1,0.01,1091,0.01,76,0.01,12,0.01,13,0.01,74651,0.01
0400000US02,02,Alaska,,2015,1460,Transit,219,0.01,1263203,0.01,53,0.01,196118,0.01,7008,0.01,260,0.01,272,0.01,1459321,0.01
0400000US02,02,Alaska,,2015,1480,Education Total ,22088,0.09,112475675,0.08,8779,0.45,10340056,0.29,515341,0.28,25078,0.08,30867,0.14,122815731,0.07
0400000US02,02,Alaska,,2015,1481,Education - Elementary and Secondary Total ,17896,0.11,86640282,0.10,5474,0.73,6148571,0.48,315792,0.46,19757,0.10,23370,0.19,92788853,0.10
0400000US02,02,Alaska,,2015,14811,Education - Elementary and Secondary Instructional             ,11886,0.14,65520529,0.12,3129,1.21,4242069,0.66,207169,0.65,13099,0.14,15015,0.28,69762598,0.12
0400000US02,02,Alaska,,2015,14812,Education - Elementary and Secondary Other ,6010,0.16,21119753,0.17,2345,0.53,1906502,0.55,108623,0.48,6658,0.15,8355,0.19,23026255,0.16
0400000US02,02,Alaska,,2015,1482,Education - Higher Education Total ,3931,0.01,24292237,0.01,3278,0.01,4169677,0.01,198305,0.01,5053,0.01,7209,0.01,28461914,0.01
0400000US02,02,Alaska,,2015,14821,Education - Higher Education Instructional,1128,0.01,9656721,0.01,942,0.01,1249515,0.01,58539,0.01,1459,0.01,2070,0.01,10906236,0.01
0400000US02,02,Alaska,,2015,14822,Education - Higher Education Other ,2803,0.01,14635516,0.01,2336,0.01,2920162,0.01,139766,0.01,3594,0.01,5139,0.01,17555678,0.01
0400000US02,02,Alaska,,2015,1483,Education - Other,261,0.00,1543156,0.00,27,0.00,21808,0.00,1244,0.00,268,0.00,288,0.00,1564964,0.00
0400000US02,02,Alaska,,2015,1500,Libraries                          ,194,0.37,900987,0.38,232,0.68,290811,0.84,16252,0.88,286,0.47,426,0.41,1191798,0.35
0400000US02,02,Alaska,,2015,1560,State liquor stores,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
0400000US02,02,Alaska,,2015,1580,All other and unallocable,3465,0.16,20681662,0.10,428,1.30,462560,1.25,26314,1.42,3635,0.17,3893,0.20,21144222,0.10
0400000US04,04,Arizona,,2015,1000,Total - All Government Employment Functions,243542,0.13,1090339135,0.11,89614,0.21,107732096,0.18,6254645,0.25,279165,0.12,333156,0.11,1198071231,0.10
0400000US04,04,Arizona,,2015,1020,Financial Administration,6854,0.19,32294651,0.18,146,0.61,300512,0.47,14248,0.62,6934,0.19,7000,0.18,32595163,0.18
0400000US04,04,Arizona,,2015,1040,Other Government Administration,4441,1.29,23268182,0.32,455,0.80,648820,0.57,32712,0.74,4630,1.24,4896,1.18,23917002,0.31
0400000US04,04,Arizona,,2015,1060,Judicial and Legal,10547,0.25,49862641,0.22,506,0.52,1102565,0.40,45659,0.46,10801,0.25,11053,0.24,50965206,0.21
0400000US04,04,Arizona,,2015,1100,Police Protection Total,19414,0.18,109922544,0.18,288,1.09,492388,0.85,24489,1.18,19548,0.18,19702,0.18,110414932,0.18
0400000US04,04,Arizona,,2015,1101,Police Protection - Persons with Power of Arrest       ,14107,0.23,85079792,0.22,44,2.57,57629,2.73,2992,2.68,14122,0.23,14151,0.23,85137421,0.22
0400000US04,04,Arizona,,2015,1102,Police Protection - Other ,5307,0.26,24842752,0.24,244,1.20,434759,0.89,21497,1.29,5426,0.26,5551,0.26,25277511,0.23
0400000US04,04,Arizona,,2015,1120,Fire Protection Total ,8593,0.38,52184327,0.44,1407,0.72,956947,1.00,73184,1.03,9055,0.37,10000,0.34,53141274,0.43
0400000US04,04,Arizona,,2015,1121,Fire Protection - Firefighters,7400,0.42,46048174,0.48,1124,0.78,698205,1.16,55315,1.17,7753,0.41,8524,0.38,46746379,0.48
0400000US04,04,Arizona,,2015,1122,Fire Protection - Other ,1193,0.75,6136153,0.78,283,1.81,258742,1.93,17869,2.15,1302,0.72,1476,0.70,6394895,0.76
0400000US04,04,Arizona,,2015,1140,Corrections,15005,0.33,55859044,0.27,172,2.30,274042,2.23,14889,2.41,15090,0.33,15177,0.33,56133086,0.27
0400000US04,04,Arizona,,2015,1160,Highways,6638,0.24,29638495,0.20,79,2.27,152868,1.90,8251,2.88,6683,0.24,6717,0.24,29791363,0.20
0400000US04,04,Arizona,,2015,1180,Air Transportation,1155,2.28,5605919,2.05,49,7.34,32393,6.11,2803,5.00,1172,2.25,1204,2.21,5638312,2.03
0400000US04,04,Arizona,,2015,1200,Water Transport and Terminals       ,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
0400000US04,04,Arizona,,2015,1220,Public Welfare,7049,0.10,24779926,0.10,392,0.48,569825,0.32,34531,0.41,7243,0.10,7441,0.10,25349751,0.09
0400000US04,04,Arizona,,2015,1240,Health,5938,0.19,24797344,0.15,616,0.61,1080563,0.37,60365,0.46,6281,0.18,6554,0.18,25877907,0.15
0400000US04,04,Arizona,,2015,1260,Hospitals,3039,0.01,17626874,0.01,844,0.01,1946437,0.01,61166,0.01,3384,0.01,3883,0.01,19573311,0.01
0400000US04,04,Arizona,,2015,1280,Social Insurance Administration,1902,0.00,5728866,0.00,35,0.00,50309,0.00,3228,0.00,1920,0.00,1937,0.00,5779175,0.00
0400000US04,04,Arizona,,2015,1300,Solid Waste Management,2215,0.44,9221824,0.42,48,3.21,70502,3.01,5080,3.31,2243,0.43,2263,0.43,9292326,0.42
0400000US04,04,Arizona,,2015,1320,Sewerage,1607,0.63,6927266,0.57,74,3.73,108635,3.87,6160,4.02,1641,0.62,1681,0.62,7035901,0.56
0400000US04,04,Arizona,,2015,1340,Parks and Recreation,3297,0.47,12744394,0.42,3707,0.89,3039938,0.62,263563,0.74,4781,0.40,7004,0.52,15784332,0.36
0400000US04,04,Arizona,,2015,1360,Housing and Community Development,1378,0.73,6312701,0.85,232,1.01,234987,1.21,17526,1.39,1475,0.69,1610,0.64,6547688,0.82
0400000US04,04,Arizona,,2015,1380,Natural Resources,2170,0.87,9302543,0.76,282,0.54,392933,0.80,23429,0.73,2297,0.82,2452,0.77,9695476,0.73
0400000US04,04,Arizona,,2015,1400,Water Supply,3556,0.36,18242555,0.30,113,2.86,129461,2.38,7796,2.80,3602,0.36,3669,0.36,18372016,0.30
0400000US04,04,Arizona,,2015,1420,Electric Power,5104,0.24,44034893,0.18,128,0.33,435308,0.31,18008,0.31,5206,0.24,5232,0.24,44470201,0.18
0400000US04,04,Arizona,,2015,1440,Gas Supply,94,4.05,546969,3.01,0,0.01,0,0.01,0,0.01,94,4.05,94,4.05,546969,3.01
0400000US04,04,Arizona,,2015,1460,Transit,689,10.38,3287641,11.24,102,6.45,129040,5.82,9068,6.10,742,9.64,791,9.08,3416681,10.82
0400000US04,04,Arizona,,2015,1480,Education Total ,125157,0.22,514665984,0.20,78289,0.24,93697841,0.21,5400685,0.28,155934,0.19,203446,0.17,608363825,0.18
0400000US04,04,Arizona,,2015,1481,Education - Elementary and Secondary Total ,91973,0.28,310443597,0.30,35754,0.39,45466736,0.38,2692936,0.48,107394,0.25,127727,0.23,355910333,0.26
0400000US04,04,Arizona,,2015,14811,Education - Elementary and Secondary Instructional             ,61019,0.38,226591844,0.38,21587,0.49,30597379,0.45,1523550,0.62,69693,0.34,82606,0.30,257189223,0.34
0400000US04,04,Arizona,,2015,14812,Education - Elementary and Secondary Other ,30954,0.40,83851753,0.39,14167,0.65,14869357,0.69,1169386,0.74,37701,0.36,45121,0.34,98721110,0.34
0400000US04,04,Arizona,,2015,1482,Education - Higher Education Total ,30377,0.33,193757336,0.25,42235,0.30,47746681,0.18,2676851,0.32,45558,0.25,72612,0.22,241504017,0.21
0400000US04,04,Arizona,,2015,14821,Education - Higher Education Instructional,9879,0.41,80711993,0.31,17112,0.46,21778981,0.35,961348,0.73,15352,0.42,26991,0.33,102490974,0.26
0400000US04,04,Arizona,,2015,14822,Education - Higher Education Other ,20498,0.45,113045343,0.37,25123,0.39,25967700,0.16,1715503,0.28,30206,0.32,45621,0.30,139013043,0.30
0400000US04,04,Arizona,,2015,1483,Education - Other,2807,0.00,10465051,0.00,300,0.00,484424,0.00,30898,0.00,2982,0.00,3107,0.00,10949475,0.00
0400000US04,04,Arizona,,2015,1500,Libraries                          ,1257,0.46,4891801,0.44,1111,0.74,1234917,0.62,91757,0.71,1769,0.40,2368,0.42,6126718,0.37
0400000US04,04,Arizona,,2015,1560,State liquor stores,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
0400000US04,04,Arizona,,2015,1580,All other and unallocable,6443,0.21,28591751,0.21,539,1.26,650865,0.81,36048,1.65,6640,0.21,6982,0.22,29242616,0.21
0400000US05,05,Arkansas,,2015,1000,Total - All Government Employment Functions,159686,0.25,551363995,0.46,37582,0.37,27045743,0.44,1980504,0.37,170901,0.25,197268,0.21,578409738,0.44
0400000US05,05,Arkansas,,2015,1020,Financial Administration,4619,0.14,15956832,0.09,365,0.83,258831,0.34,21355,0.35,4740,0.13,4984,0.14,16215663,0.09
