state,year,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_full_time_and_part_time_employees,total_march_pay
AL,2012,education total,129521,464803967,37128,31655025,2102570,141759,166649,496458992
AL,2012,education - elementary and secondary total,94610,303507834,10315,7627176,707313,98756,104925,311135010
AL,2012,education - elementary and secondary instructional,64050,244371346,6802,5293872,464637,66746,70852,249665218
AL,2012,education - elementary and secondary other,30560,59136488,3513,2333304,242676,32010,34073,61469792
AL,2012,education - higher education total,32017,150233877,26657,23872837,1389139,40075,58674,174106714
AL,2012,education - higher education instructional,9805,61917328,9860,11797015,495490,12676,19665,73714343
AL,2012,education - higher education other,22212,88316549,16797,12075822,893649,27399,39009,100392371
AL,2012,education - other,2894,11062256,156,155012,6118,2928,3050,11217268
AL,2012,libraries,913,2758103,668,730389,67618,1301,1581,3488492
AL,2012,liquor stores,734,1948940,10,14782,872,739,744,1963722
AL,2012,other and unallocable,6587,23889585,1305,1447215,152512,7449,7892,25336800
AK,2012,total,50121,263900443,14216,17000199,888648,55258,64337,280900642
AK,2012,financial administration,2013,11323009,114,176771,8962,2067,2127,11499780
AK,2012,other government administration,1706,9161777,872,696294,29183,1874,2578,9858071
AK,2012,judicial and legal,1561,9457479,58,158437,4751,1590,1619,9615916
AK,2012,police protection total,1914,12317052,129,99633,6224,1950,2043,12416685
AK,2012,police protection - officers,1193,8934880,50,46418,3128,1211,1243,8981298
AK,2012,police protection - other,721,3382172,79,53215,3096,739,800,3435387
AK,2012,fire protection total,753,5708140,548,192350,14067,833,1301,5900490
AK,2012,fire protection - firefighters,649,5054123,534,178891,13226,724,1183,5233014
AK,2012,fire protection - other,104,654017,14,13459,841,109,118,667476
AK,2012,corrections,1972,10220089,58,135630,6291,2010,2030,10355719
AK,2012,highways,3845,22221450,167,194524,11020,3910,4012,22415974
AK,2012,air transportation,70,381210,9,15832,808,74,79,397042
AK,2012,water transport and terminals,153,735137,16,23898,1419,161,169,759035
AK,2012,public welfare,1909,8720890,156,275342,22913,2047,2065,8996232
AK,2012,health,949,5194878,263,229732,12827,1023,1212,5424610
AK,2012,hospitals,845,4779446,319,921717,29788,1018,1164,5701163
AK,2012,social insurance administration,408,1875456,7,15128,644,412,415,1890584
AK,2012,solid waste management,298,1453877,72,84786,4876,322,370,1538663
AK,2012,sewerage,294,1690410,55,49206,3409,314,349,1739616
AK,2012,parks and recreation,479,2103937,564,538077,35926,687,1043,2642014
AK,2012,housing and community development,642,3245947,183,377183,16898,742,825,3623130
AK,2012,natural resources,2406,12891598,118,245671,8893,2458,2524,13137269
AK,2012,water transport and terminals,293,1644920,73,85004,4745,323,366,1729924
AK,2012,electric power,460,3397942,64,73668,3280,479,524,3471610
AK,2012,gas supply,6,30119,1,994,64,6,7,31113
AK,2012,transit,217,1157329,57,176722,6813,255,274,1334051
AK,2012,education total,23205,113149916,9661,11454576,611034,26721,32866,124604492
AK,2012,education - elementary and secondary total,18413,85118224,5542,6215429,347578,20438,23955,91333653
AK,2012,education - elementary and secondary instructional,12103,64889057,2972,3952578,206418,13302,15075,68841635
AK,2012,education - elementary and secondary other,6310,20229167,2570,2262851,141160,7136,8880,22492018
AK,2012,education - higher education total,4538,26644060,4074,5195911,261000,6014,8612,31839971
AK,2012,education - higher education instructional,1499,11679981,1146,1412770,57609,1825,2645,13092751
AK,2012,education - higher education other,3039,14964079,2928,3783141,203391,4189,5967,18747220
AK,2012,education - other,254,1387632,45,43236,2456,269,299,1430868
AK,2012,libraries,192,829719,207,254244,14556,274,399,1083963
AK,2012,liquor stores,0,0,0,0,0,0,0,0
AK,2012,other and unallocable,3531,20208716,445,524780,29257,3708,3976,20733496
AZ,2012,total,251586,1061848493,85672,95759076,6058943,286080,337258,1157607569
AZ,2012,financial administration,7448,33283442,210,403157,20661,7565,7658,33686599
AZ,2012,other government administration,4476,21337588,444,586086,27339,4633,4920,21923674
AZ,2012,judicial and legal,10173,45398998,559,1212628,45570,10431,10732,46611626
AZ,2012,police protection total,19405,102088355,314,526349,26779,19556,19719,102614704
AZ,2012,police protection - officers,13979,78824472,51,93892,4110,14001,14030,78918364
AZ,2012,police protection - other,5426,23263883,263,432457,22669,5555,5689,23696340
AZ,2012,fire protection total,8213,47722470,1419,1133437,84281,8692,9632,48855907
AZ,2012,fire protection - firefighters,7105,42314810,1191,908551,70266,7503,8296,43223361
AZ,2012,fire protection - other,1108,5407660,228,224886,14015,1189,1336,5632546
AZ,2012,corrections,15825,56930519,218,385602,18862,15934,16043,57316121
AZ,2012,highways,6846,28649386,120,228120,11818,6913,6966,28877506
AZ,2012,air transportation,1150,5366014,43,37062,2878,1168,1193,5403076
AZ,2012,water transport and terminals,0,0,0,0,0,0,0,0
AZ,2012,public welfare,6505,22141659,416,690210,36441,6713,6921,22831869
AZ,2012,health,5938,22916396,533,927521,56447,6256,6471,23843917
AZ,2012,hospitals,8635,43445823,1492,4524832,161591,9548,10127,47970655
AZ,2012,social insurance administration,1911,5578605,63,91213,6512,1948,1974,5669818
AZ,2012,solid waste management,2213,8597479,69,90571,8285,2260,2282,8688050
AZ,2012,sewerage,1574,6657900,72,106393,5733,1606,1646,6764293
AZ,2012,parks and recreation,3335,12301020,3402,2860286,231248,4641,6737,15161306
AZ,2012,housing and community development,1419,6386330,228,189517,16041,1509,1647,6575847
AZ,2012,natural resources,2083,8357520,254,360063,22550,2207,2337,8717583
AZ,2012,water transport and terminals,3449,17702599,87,102714,5605,3482,3536,17805313
AZ,2012,electric power,4920,38112140,187,599931,27314,5074,5107,38712071
AZ,2012,gas supply,114,599663,0,0,0,114,114,599663
AZ,2012,transit,689,3125153,95,151396,10718,751,784,3276549
AZ,2012,education total,127573,493697294,73754,78546702,5105453,156673,201327,572243996
AZ,2012,education - elementary and secondary total,95472,318149074,35221,40325230,2603132,110415,130693,358474304
AZ,2012,education - elementary and secondary instructional,63518,234674153,19148,24759021,1333401,71195,82666,259433174
AZ,2012,education - elementary and secondary other,31954,83474921,16073,15566209,1269731,39220,48027,99041130
AZ,2012,education - higher education total,28896,164492949,38241,37807335,2477350,42912,67137,202300284
AZ,2012,education - higher education instructional,8766,67013584,15014,18093127,912407,13935,23780,85106711
AZ,2012,education - higher education other,20130,97479365,23227,19714208,1564943,28977,43357,117193573
AZ,2012,education - other,3205,11055271,292,414137,24971,3346,3497,11469408
AZ,2012,libraries,1312,4996319,1153,1295166,88442,1808,2465,6291485
AZ,2012,liquor stores,0,0,0,0,0,0,0,0
AZ,2012,other and unallocable,6380,26455821,540,710120,38375,6598,6920,27165941
AR,2012,total,158939,544856745,37929,29312276,2210847,171533,196868,574169021
AR,2012,financial administration,4222,13676348,437,318923,26957,4365,4659,13995271
AR,2012,other government administration,2579,8440791,2848,1209619,78663,3010,5427,9650410
AR,2012,judicial and legal,2802,9004870,615,785093,37924,3012,3417,9789963
AR,2012,police protection total,8160,27642748,699,477704,45830,8407,8859,28120452
AR,2012,police protection - officers,6184,22059816,452,285917,26996,6329,6636,22345733
AR,2012,police protection - other,1976,5582932,247,191787,18834,2078,2223,5774719
AR,2012,fire protection total,2654,10749521,1579,369049,39508,2872,4233,11118570
AR,2012,fire protection - firefighters,2579,10498601,1509,363138,38920,2793,4088,10861739
AR,2012,fire protection - other,75,250920,70,5911,588,79,145,256831
AR,2012,corrections,7672,23897090,231,162849,16420,7766,7903,24059939
AR,2012,highways,6873,21641287,262,312340,28106,7025,7135,21953627
AR,2012,air transportation,299,1018455,43,37090,3508,321,342,1055545
AR,2012,water transport and terminals,10,67925,1,426,28,10,11,68351
AR,2012,public welfare,3998,12598818,110,102716,8929,4047,4108,12701534
AR,2012,health,4523,16886846,233,418113,21003,4639,4756,17304959
AR,2012,hospitals,7702,27929800,773,1303072,79897,8153,8475,29232872
AR,2012,social insurance administration,1628,5487795,0,0,0,1628,1628,5487795
AR,2012,solid waste management,1463,3507591,137,94188,10175,1520,1600,3601779
AR,2012,sewerage,1245,4049262,83,65930,6227,1274,1328,4115192
AR,2012,parks and recreation,2019,5142062,699,488244,55225,2326,2718,5630306
AR,2012,housing and community development,995,2973809,212,198530,18581,1098,1207,3172339
AR,2012,natural resources,2049,6981515,490,390940,32393,2229,2539,7372455
AR,2012,water transport and terminals,2328,7724759,223,239337,17393,2423,2551,7964096
AR,2012,electric power,433,1948412,7,10856,777,438,440,1959268
AR,2012,gas supply,7,20606,0,0,0,7,7,20606
AR,2012,transit,306,991807,40,43055,4432,332,346,1034862
AR,2012,education total,90296,316992650,27077,21405940,1575574,99373,117373,338398590
AR,2012,education - elementary and secondary total,67496,212262857,11974,7789555,676355,71489,79470,220052412
AR,2012,education - elementary and secondary instructional,44979,167269514,6701,3821949,324719,46895,51680,171091463
AR,2012,education - elementary and secondary other,22517,44993343,5273,3967606,351636,24594,27790,48960949
AR,2012,education - higher education total,21412,99485551,15083,13578752,897549,26486,36495,113064303
AR,2012,education - higher education instructional,6869,46617347,5403,7142426,313403,8641,12272,53759773
AR,2012,education - higher education other,14543,52868204,9680,6436326,584146,17845,24223,59304530
AR,2012,education - other,1388,5244242,20,37633,1670,1398,1408,5281875
AR,2012,libraries,673,1818177,594,452749,44628,928,1267,2270926
AR,2012,liquor stores,0,0,0,0,0,0,0,0
AR,2012,other and unallocable,4003,13663801,536,425513,58669,4330,4539,14089314
CA,2012,total,1466087,8893530020,649410,1076903592,45575223,1733966,2115497,9970433612
CA,2012,financial administration,48667,265978585,4107,8252845,416136,51024,52774,274231430
CA,2012,other government administration,27494,170785355,4571,8501612,328342,29390,32065,179286967
CA,2012,judicial and legal,41139,301481623,2180,7526636,203827,42295,43319,309008259
CA,2012,police protection total,96549,733352682,6172,10192602,494335,99357,102721,743545284
CA,2012,police protection - officers,69792,585219150,1475,2947110,102941,70370,71267,588166260
CA,2012,police protection - other,26757,148133532,4697,7245492,391394,28987,31454,155379024
CA,2012,fire protection total,31962,313570235,3839,3802741,210167,33129,35801,317372976
CA,2012,fire protection - firefighters,28127,291783857,2927,2710001,162368,29036,31054,294493858
CA,2012,fire protection - other,3835,21786378,912,1092740,47799,4093,4747,22879118
CA,2012,corrections,83152,533132961,3813,12242066,414155,85496,86965,545375027
CA,2012,highways,40393,273922090,2977,7325333,326066,42248,43370,281247423
CA,2012,air transportation,6835,43424726,452,842341,44151,7087,7287,44267067
CA,2012,water transport and terminals,2214,15980310,195,322421,16470,2307,2409,16302731
CA,2012,public welfare,69687,325168882,3441,6081347,303265,71414,73128,331250229
CA,2012,health,53159,315602721,5967,17380465,528665,56153,59126,332983186
CA,2012,hospitals,86779,582192577,33989,174256390,3981913,109432,120768,756448967
CA,2012,social insurance administration,14767,71617118,1751,4385511,192598,15855,16518,76002629
CA,2012,solid waste management,9011,49741879,723,1453832,82535,9479,9734,51195711
CA,2012,sewerage,11600,76054166,572,970785,37842,11808,12172,77024951
CA,2012,parks and recreation,19929,102487561,32217,33640786,2343608,33250,52146,136128347
CA,2012,housing and community development,11670,70385076,1047,1855991,92206,12193,12717,72241067
CA,2012,natural resources,20591,114516305,3911,6822829,442875,23087,24502,121339134
CA,2012,water transport and terminals,23664,170194804,1477,2409829,101818,24241,25141,172604633
CA,2012,electric power,11828,105336704,352,1039789,41391,12062,12180,106376493
CA,2012,gas supply,230,1387035,7,13148,813,235,237,1400183
CA,2012,transit,30990,170573978,2599,6109668,325133,32824,33589,176683646
CA,2012,education total,666143,3757502960,515847,736280663,33329410,864492,1181990,4493783623
CA,2012,education - elementary and secondary total,502463,2695282688,311873,432827608,21848241,635820,814336,3128110296
CA,2012,education - elementary and secondary instructional,345068,2121859059,156160,246766300,10366722,407142,501228,2368625359
CA,2012,education - elementary and secondary other,157395,573423629,155713,186061308,11481519,228678,313108,759484937
CA,2012,education - higher education total,159730,1042289427,203351,302273823,11427576,224420,363081,1344563250
CA,2012,education - higher education instructional,43894,384296783,75461,142135974,3480722,63614,119355,526432757
CA,2012,education - higher education other,115836,657992644,127890,160137849,7946854,160806,243726,818130493
CA,2012,education - other,3950,19930845,623,1179232,53593,4252,4573,21110077
CA,2012,libraries,7413,37562491,8598,11078504,669111,11215,16011,48640995
CA,2012,liquor stores,0,0,0,0,0,0,0,0
CA,2012,other and unallocable,50221,291577196,8606,14115458,648391,53893,58827,305692654
CO,2012,total,228652,1021887620,108369,156704186,7707139,272477,337021,1178591806
CO,2012,financial administration,6229,31048828,411,824683,37823,6445,6640,31873511
CO,2012,other government administration,4494,20843457,1586,1638694,83280,4958,6080,22482151
CO,2012,judicial and legal,6560,34072009,939,2230828,82975,7020,7499,36302837
CO,2012,police protection total,14571,81648454,663,922397,48747,14841,15234,82570851
CO,2012,police protection - officers,10423,63537405,132,182651,8785,10468,10555,63720056
CO,2012,police protection - other,4148,18111049,531,739746,39962,4373,4679,18850795
CO,2012,fire protection total,6193,38697108,1265,857908,60397,6529,7458,39555016
CO,2012,fire protection - firefighters,5566,35237394,1020,630812,46859,5828,6586,35868206
CO,2012,fire protection - other,627,3459714,245,227096,13538,701,872,3686810
CO,2012,corrections,10815,46904518,203,445632,20197,10930,11018,47350150
CO,2012,highways,7836,33975813,359,787370,40626,8063,8195,34763183
CO,2012,air transportation,1363,6605178,97,129521,8306,1409,1460,6734699
CO,2012,water transport and terminals,0,0,0,0,0,0,0,0
CO,2012,public welfare,8013,31329836,1022,2033821,103736,8602,9035,33363657
CO,2012,health,4780,23013922,1785,4653392,168935,5742,6565,27667314
CO,2012,hospitals,12631,57844562,3924,14152456,449730,15185,16555,71997018
CO,2012,social insurance administration,869,4103060,210,548844,22546,996,1079,4651904
CO,2012,solid waste management,608,2306182,103,144327,9543,663,711,2450509
CO,2012,sewerage,2339,11392353,316,250872,12193,2393,2655,11643225
CO,2012,parks and recreation,5370,22764413,8941,6470950,531937,8382,14311,29235363
CO,2012,housing and community development,1994,9169319,355,558961,29712,2161,2349,9728280
CO,2012,natural resources,1607,8005572,503,779918,37957,1819,2110,8785490
CO,2012,water transport and terminals,4298,22322312,567,538485,25080,4431,4865,22860797
CO,2012,electric power,1486,10884061,42,127532,5752,1519,1528,11011593
CO,2012,gas supply,269,1627759,0,0,0,269,269,1627759
CO,2012,transit,3070,15303084,546,992642,60691,3412,3616,16295726
CO,2012,education total,114352,469861035,81068,113636051,5604264,146318,195420,583497086
CO,2012,education - elementary and secondary total,88933,325032029,36891,43703242,2641334,104156,125824,368735271
CO,2012,education - elementary and secondary instructional,62352,249700074,21102,28281451,1592599,71530,83454,277981525
CO,2012,education - elementary and secondary other,26581,75331955,15789,15421791,1048735,32626,42370,90753746
CO,2012,education - higher education total,24419,139832192,43021,68309634,2896020,40784,67440,208141826
CO,2012,education - higher education instructional,8981,69990799,16136,38373143,1420811,17009,25117,108363942
CO,2012,education - higher education other,15438,69841393,26885,29936491,1475209,23775,42323,99777884
CO,2012,education - other,1000,4996814,1156,1623175,66910,1378,2156,6619989
CO,2012,libraries,1794,6651860,2232,2607396,181484,2829,4026,9259256
CO,2012,liquor stores,0,0,0,0,0,0,0,0
CO,2012,other and unallocable,7111,31512925,1232,1371506,81228,7561,8343,32884431
CT,2012,total,161230,892997412,63583,88848468,4091118,185660,224813,981845880
CT,2012,financial administration,4218,22154929,633,1048975,43893,4484,4851,23203904
CT,2012,other government administration,3097,15928193,1104,1775031,71290,3522,4201,17703224
CT,2012,judicial and legal,5979,33334886,410,1107624,18463,6084,6389,34442510
CT,2012,police protection total,9450,64383001,1444,1217157,72771,9871,10894,65600158
CT,2012,police protection - officers,7665,55695560,253,229805,12110,7734,7918,55925365
CT,2012,police protection - other,1785,8687441,1191,987352,60661,2137,2976,9674793
CT,2012,fire protection total,4340,27259293,987,664968,35596,4540,5327,27924261
CT,2012,fire protection - firefighters,4048,25851427,780,459314,25165,4193,4828,26310741
CT,2012,fire protection - other,292,1407866,207,205654,10431,347,499,1613520
CT,2012,corrections,5718,34086373,82,339586,8195,5765,5800,34425959
CT,2012,highways,6198,29628535,314,343488,20175,6318,6512,29972023
CT,2012,air transportation,171,924667,0,0,0,171,171,924667
CT,2012,water transport and terminals,3,14546,2,5007,205,5,5,19553
CT,2012,public welfare,6287,33558119,1557,3019945,142759,7126,7844,36578064
CT,2012,health,4736,25013610,1119,2760570,87806,5234,5855,27774180
CT,2012,hospitals,5099,31506874,1890,7815813,239088,6456,6989,39322687
CT,2012,social insurance administration,687,3891062,3,9167,354,689,690,3900229
CT,2012,solid waste management,1100,5828207,189,211806,15337,1192,1289,6040013
CT,2012,sewerage,993,5790092,40,73482,3642,1015,1033,5863574
CT,2012,parks and recreation,1429,6672603,2746,1752822,123579,2161,4175,8425425
CT,2012,housing and community development,1368,6509158,426,517090,30463,1546,1794,7026248
CT,2012,natural resources,703,3796077,121,222275,8443,751,824,4018352
CT,2012,water transport and terminals,906,5092659,23,38013,1579,916,929,5130672
CT,2012,electric power,321,2191523,5,13141,685,325,326,2204664
CT,2012,gas supply,37,248507,0,0,0,37,37,248507
CT,2012,transit,584,2607625,195,269831,17020,681,779,2877456
CT,2012,education total,92794,505935851,47134,62416153,2962446,110654,139928,568352004
CT,2012,education - elementary and secondary total,78447,413064449,25858,35762561,1867280,89649,104305,448827010
CT,2012,education - elementary and secondary instructional,60791,348587798,14483,22135653,1045531,67082,75274,370723451
CT,2012,education - elementary and secondary other,17656,64476651,11375,13626908,821749,22567,29031,78103559
CT,2012,education - higher education total,12118,80316670,20258,24275621,1008203,18284,32376,104592291
CT,2012,education - higher education instructional,4513,36242738,7930,14679149,441859,7235,12443,50921887
CT,2012,education - higher education other,7605,44073932,12328,9596472,566344,11049,19933,53670404
CT,2012,education - other,2229,12554732,1018,2377971,86963,2721,3247,14932703
CT,2012,libraries,1093,4898972,1593,1452103,97722,1678,2686,6351075
CT,2012,liquor stores,0,0,0,0,0,0,0,0
CT,2012,other and unallocable,3919,21742050,1566,1774421,89607,4439,5485,23516471
DE,2012,total,43305,194871660,13604,17791524,992132,49263,56909,212663184
DE,2012,financial administration,1277,4781296,36,31343,1980,1289,1313,4812639
DE,2012,other government administration,976,4452447,247,214169,11152,1041,1223,4666616
DE,2012,judicial and legal,1836,8484681,73,137889,6546,1874,1909,8622570
DE,2012,police protection total,2352,14052172,188,259551,20397,2469,2540,14311723
DE,2012,police protection - officers,1878,12105888,15,16419,1180,1885,1893,12122307
DE,2012,police protection - other,474,1946284,173,243132,19217,584,647,2189416
DE,2012,fire protection total,186,895770,1,817,66,186,187,896587
DE,2012,fire protection - firefighters,175,846484,0,0,0,175,175,846484
DE,2012,fire protection - other,11,49286,1,817,66,11,12,50103
DE,2012,corrections,2855,11305756,40,56028,3910,2879,2895,11361784
DE,2012,highways,1982,6727008,71,51760,4716,2008,2053,6778768
DE,2012,air transportation,33,114978,8,8395,701,37,41,123373
DE,2012,water transport and terminals,409,1643879,135,74420,7135,449,544,1718299
DE,2012,public welfare,1562,5355330,74,129440,7516,1607,1636,5484770
DE,2012,health,2309,9231820,151,301220,15644,2402,2460,9533040
DE,2012,hospitals,1463,5043409,96,113852,7929,1512,1559,5157261
DE,2012,social insurance administration,321,1067345,18,28321,1317,329,339,1095666
DE,2012,solid waste management,225,910199,23,36356,2868,242,248,946555
DE,2012,sewerage,435,1912019,3,5266,408,438,438,1917285
DE,2012,parks and recreation,493,1519377,167,134302,10483,555,660,1653679
DE,2012,housing and community development,240,1023125,9,18317,891,244,249,1041442
DE,2012,natural resources,484,1883042,102,116880,7998,533,586,1999922
DE,2012,water transport and terminals,170,616105,4,2555,231,172,174,618660
DE,2012,electric power,128,699007,0,0,0,128,128,699007
DE,2012,gas supply,0,0,0,0,0,0,0,0
DE,2012,transit,848,3454005,4,10529,523,851,852,3464534
DE,2012,education total,20468,100834977,11542,15531851,838074,25520,32010,116366828
DE,2012,education - elementary and secondary total,14521,67770722,3914,5147268,365737,16726,18435,72917990
DE,2012,education - elementary and secondary instructional,11076,53246825,1334,1911150,106029,11717,12410,55157975
DE,2012,education - elementary and secondary other,3445,14523897,2580,3236118,259708,5009,6025,17760015
DE,2012,education - higher education total,5604,31056491,7602,10339982,470131,8437,13206,41396473
DE,2012,education - higher education instructional,1518,12225925,3519,6245005,211057,2790,5037,18470930
DE,2012,education - higher education other,4086,18830566,4083,4094977,259074,5647,8169,22925543
DE,2012,education - other,343,2007764,26,44601,2206,357,369,2052365
DE,2012,libraries,163,609119,325,246137,23737,302,488,855256
DE,2012,liquor stores,0,0,0,0,0,0,0,0
DE,2012,other and unallocable,2090,8254794,287,282126,17910,2196,2377,8536920
DC,2012,total,41843,264677663,3363,7977009,448546,44377,45206,272654672
DC,2012,financial administration,1785,12755143,0,0,0,1785,1785,12755143
DC,2012,other government administration,1220,7405225,29,61347,2965,1237,1249,7466572
DC,2012,judicial and legal,2108,17675527,31,139099,3417,2127,2139,17814626
DC,2012,police protection total,4386,30650796,0,0,0,4386,4386,30650796
DC,2012,police protection - officers,3797,27256112,0,0,0,3797,3797,27256112
DC,2012,police protection - other,589,3394684,0,0,0,589,589,3394684
DC,2012,fire protection total,1853,11326304,0,0,0,1853,1853,11326304
DC,2012,fire protection - firefighters,1759,10674990,0,0,0,1759,1759,10674990
DC,2012,fire protection - other,94,651314,0,0,0,94,94,651314
DC,2012,corrections,1269,6922083,2,8616,332,1271,1271,6930699
DC,2012,highways,718,4087421,175,229584,17482,817,893,4317005
DC,2012,air transportation,0,0,0,0,0,0,0,0
DC,2012,water transport and terminals,0,0,0,0,0,0,0,0
DC,2012,public welfare,1965,11637637,11,23841,1256,1972,1976,11661478
DC,2012,health,711,4331174,10,28378,1116,717,721,4359552
DC,2012,hospitals,1391,8564153,22,117297,2617,1406,1413,8681450
DC,2012,social insurance administration,462,2519625,0,0,0,462,462,2519625
DC,2012,solid waste management,1276,5764926,0,0,0,1276,1276,5764926
DC,2012,sewerage,679,4334387,0,0,0,679,679,4334387
DC,2012,parks and recreation,599,2781661,106,169415,11273,663,705,2951076
DC,2012,housing and community development,941,5485029,6,14805,806,946,947,5499834
DC,2012,natural resources,43,272977,0,0,0,43,43,272977
DC,2012,water transport and terminals,398,2536803,0,0,0,398,398,2536803
DC,2012,electric power,0,0,0,0,0,0,0,0
DC,2012,gas supply,0,0,0,0,0,0,0,0
DC,2012,transit,10355,68590788,138,368723,11747,10421,10493,68959511
DC,2012,education total,7585,45321518,1453,2738813,157612,8475,9038,48060331
DC,2012,education - elementary and secondary total,6855,41127106,1048,2399617,141300,7653,7903,43526723
DC,2012,education - elementary and secondary instructional,5873,36813175,916,2184415,130957,6613,6789,38997590
DC,2012,education - elementary and secondary other,982,4313931,132,215202,10343,1040,1114,4529133
