state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_october_pay,total_october_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_october,part_time_hours_october_coefficient_of_variation_as_percent,year
US,other and unallocable,461506,1.11,1255638607,0.65,425566,1.07,109458,4.38,1196859004,0.66,58779603,2.65,6213425,2.94,1995
AL,total,246118,0.51,519584236,0.45,230440,0.58,48666,2.29,494633050,0.47,24951186,1.3,2755853,1.77,1995
AL,financial administration,5518,2.58,12726622,2.38,5431,2.53,172,12.57,12606254,2.4,120368,11.97,16851,11.4,1995
AL,other government administration,2488,4.09,5700817,2.61,2272,4.35,1789,27.12,5032424,2.52,668393,11.52,45999,10.38,1995
AL,judicial and legal,4243,1.31,11384105,0.86,4023,1.41,758,11,10957076,0.82,427029,8.95,38313,6.65,1995
AL,police protection - officers,8427,1.83,22168516,1.52,8364,1.91,263,23.13,22044267,1.52,124249,28.27,18004,26.92,1995
AL,police protection - other,2464,3.38,4179816,2.36,2208,3.02,727,7.57,3841357,2.4,338459,10.09,43828,10.96,1995
AL,fire protection - firefighters,4348,1.09,11171204,1.05,4290,1.01,322,35.63,11086052,1.03,85152,29.71,11226,30.44,1995
AL,fire protection - other,139,1.76,316978,2.01,136,1.42,14,10.67,312756,1.97,4222,39.16,546,36.93,1995
AL,corrections,6760,2.09,14920542,1.17,6606,1.84,264,22.8,14755325,1.15,165217,23.15,26819,23.38,1995
AL,streets and highways,10874,2.05,22207140,1.94,10693,1.95,266,29.16,22013855,1.94,193285,30.79,31390,32.68,1995
AL,air transportation,387,0,809358,0,379,0,18,0,798823,0,10535,0,1409,0,1995
AL,water transport and terminals,456,0,1118202,0,456,0,1,0,1117802,0,400,0,40,0,1995
AL,public welfare,5403,2.06,11832683,0.84,5203,1.63,390,32.17,11607756,0.69,224927,26.76,36403,34.29,1995
AL,health,10747,0.06,21773488,0.1,10063,0.06,1406,3.56,20918949,0.06,854539,2.22,125945,2.5,1995
AL,hospitals,32323,1.4,64971447,1.28,29103,1.33,5452,3.2,57942675,1.42,7028772,2.13,569720,2.7,1995
AL,social insurance administration,1487,0,3441463,0,1466,0,56,0,3416423,0,25040,0,3684,0,1995
AL,solid waste management,3537,4.56,6002952,4.38,3412,4.72,222,0,5842494,4.5,160458,0,20336,0,1995
AL,sewerage,1385,3.4,3021825,2.52,1384,3.39,2,0,3020326,2.52,1499,0,241,0,1995
AL,parks and recreation,3724,1.59,6148371,1.38,2884,1.98,1460,1.45,5278737,1.59,869634,1.22,146715,1.24,1995
AL,housing and community development,2828,18.3,5539598,12.75,2611,17.41,336,38.16,5208506,13.46,331092,25.23,37404,33.38,1995
AL,natural resources,2990,0.13,7140608,0.06,2712,0.14,664,0,6772085,0.06,368523,0,48723,0,1995
AL,water transport and terminals,2826,6.46,6083534,4.67,2692,5.33,2022,15.74,5904516,4.46,179018,59.44,27502,64.45,1995
AL,electric power,1187,1.11,3372302,0.89,1171,1.12,30,0,3345052,0.9,27250,0,3058,0,1995
AL,gas supply,930,4.74,2186812,4.72,918,4.8,20,6.01,2174274,4.75,12538,8.38,2085,7.93,1995
AL,transit,379,0,660162,0,320,0,92,0,576391,0,83771,0,10411,0,1995
AL,education - elementary and secondary instructional,60592,1.24,135371787,1.21,59494,1.32,6328,7.23,134020517,1.22,1351270,7.83,184475,8.02,1995
AL,education - elementary and secondary other,26068,1.04,31697723,2.6,24588,2.77,4845,9.07,29988838,2.69,1708885,9.63,256527,7.95,1995
AL,education - higher education instructional,9992,0,37604135,0,8392,0,6287,0,33953021,0,3651114,0,279883,0,1995
AL,education - higher education other,20303,0,36648695,0,16779,0,11535,0,32185137,0,4463558,0,609096,0,1995
AL,education - other,3937,0,10387901,0,3722,0,849,0,9850350,0,537551,0,37895,0,1995
AL,libraries,890,2.85,1502954,1.96,691,3.74,427,5.1,1262134,1.94,240820,6.81,33699,6.88,1995
AL,liquor stores,649,0,1284727,0,649,0,0,0,1284727,0,0,0,0,0,1995
AL,other and unallocable,7837,9.26,16207769,5.48,7328,8.92,1649,14.68,15514151,5.69,693618,13.1,87626,22.27,1995
AK,total,45621,0.93,169929810,0.66,40864,0.98,16063,17.6,158963451,0.63,10966359,4.77,819322,6.75,1995
AK,financial administration,1782,1.92,6731113,1.31,1729,1.65,131,54.01,6597027,1.24,134086,25.15,9146,44.51,1995
AK,other government administration,1461,6.82,4995712,4.02,1280,3.6,419,47.24,4548167,1.96,447545,40.21,34853,58.23,1995
AK,judicial and legal,1228,0,4845988,0,1195,0,68,0,4741533,0,104455,0,5384,0,1995
AK,police protection - officers,1193,9.52,6748895,6.03,1171,9.86,33,80.19,6717253,6.04,31642,73.18,3391,82.2,1995
AK,police protection - other,579,12.87,1905769,9.33,566,13.17,26,18.05,1879090,9.47,26679,11.46,2178,10.85,1995
AK,fire protection - firefighters,599,3.22,3123438,2.11,577,3.3,107,14.91,3084960,2.13,38478,11.23,3429,9.3,1995
AK,fire protection - other,60,0,276378,0,59,0,3,0,272617,0,3761,0,268,0,1995
AK,corrections,1296,0,4834872,0,1293,0,5,0,4826662,0,8210,0,587,0,1995
AK,streets and highways,3724,1.7,15060486,1.2,3655,1.73,90,0,14907792,1.22,152694,0,12018,0,1995
AK,air transportation,61,0,176267,0,54,0,5,0,166790,0,9477,0,1100,0,1995
AK,water transport and terminals,156,22.3,546796,16.54,141,19.74,22,31.63,522273,17.25,24523,31.21,2121,36.09,1995
AK,public welfare,1929,0.92,5999217,0.44,1769,0,209,12.71,5745473,0,253744,10.48,27035,11.89,1995
AK,health,1109,2.06,4167305,2.15,1037,2.2,159,0,3985544,2.25,181761,0,12333,0,1995
AK,hospitals,472,0,1482886,0,420,0,74,0,1361428,0,121458,0,9323,0,1995
AK,social insurance administration,411,0,1383945,0,409,0,4,0,1377129,0,6816,0,380,0,1995
AK,solid waste management,259,5.75,1066908,4.42,243,6.13,44,34.57,1026680,4.6,40228,0.68,2995,1.52,1995
AK,sewerage,414,11.18,1846092,3.61,393,11.77,20,0,1796872,3.71,49220,0,3751,0,1995
AK,parks and recreation,706,1.75,1904912,1.53,460,2.44,454,2.31,1492819,1.92,412093,1.26,43808,1.59,1995
AK,housing and community development,678,3.09,2174301,2.61,506,4.04,168,1.49,1703493,3.33,470808,0.51,27975,0.67,1995
AK,natural resources,2370,0,8620953,0,2290,0,140,0,8422838,0,198115,0,14003,0,1995
AK,water transport and terminals,386,9.14,1408888,7.23,366,8.11,34,78.15,1335114,7.55,73774,19.65,3777,46.2,1995
AK,electric power,662,5.85,3624679,3.48,605,3.89,110,64.15,3491285,3.38,133394,33.34,9486,55.97,1995
AK,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
AK,transit,819,0,3298656,0,781,0,45,0,3170724,0,127932,0,6570,0,1995
AK,education - elementary and secondary instructional,10432,0.68,39814961,0.66,9347,0.73,3636,0.73,37068193,0.7,2746768,0.5,185913,0.52,1995
AK,education - elementary and secondary other,3882,0.9,10942374,0.74,3202,0.82,2485,1.62,9481547,0.83,1460827,1.25,117202,1.19,1995
AK,education - higher education instructional,1152,0,6008690,0,966,0,919,0,5097868,0,910822,0,32938,0,1995
AK,education - higher education other,2712,0,7609482,0,1924,0,2006,0,6124634,0,1484848,0,139438,0,1995
AK,education - other,462,0,1579437,0,451,0,32,0,1554745,0,24692,0,1814,0,1995
AK,libraries,328,3.7,905952,2.41,229,3.45,185,9.16,699478,2.89,206474,4.01,17512,8.48,1995
AK,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
AK,other and unallocable,4299,7.15,16844458,2.27,3746,4.07,4430,63.23,15763423,1.05,1081035,31.83,88594,38.57,1995
AZ,total,218806,0.5,550456447,0.52,190365,0.79,62467,1.48,505973328,0.55,44483119,1.47,4992555,1.65,1995
AZ,financial administration,7006,0.84,16227474,0.76,6929,0.82,167,2.78,16106869,0.77,120605,5.87,13703,5.78,1995
AZ,other government administration,4273,2.33,12379628,2.2,4016,2.44,725,19.87,11794924,2.3,584704,4.4,45901,3.62,1995
AZ,judicial and legal,7207,0.94,20494903,0.86,6917,1.1,755,3.31,19895046,0.88,599857,1.97,51083,3.63,1995
AZ,police protection - officers,8637,1.87,29707468,1.25,8611,1.87,44,42.97,29665537,1.25,41931,50.14,4427,49.07,1995
AZ,police protection - other,4114,2.1,9942194,1.38,3972,1.94,245,8.17,9714561,1.4,227633,9.78,24403,8.79,1995
AZ,fire protection - firefighters,3420,0.44,12400072,1.26,3364,0.36,740,3.38,12300066,1.26,100006,9.48,9579,13.28,1995
AZ,fire protection - other,511,3.92,1445460,2.79,423,4.73,116,8.62,1278522,3.14,166938,2.47,14242,2.32,1995
AZ,corrections,12324,0.29,27304869,0.34,12178,0.21,414,2.28,27049773,0.34,255096,1.55,26029,2.04,1995
AZ,streets and highways,6904,0.95,17527426,0.74,6780,0.89,193,8.02,17347676,0.74,179750,7.5,21402,10.33,1995
AZ,air transportation,949,4.45,2670601,2.24,900,3.75,72,13.77,2586281,2.3,84320,6.89,7619,12.44,1995
AZ,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
AZ,public welfare,9310,0.62,16510537,0.38,8777,0.32,953,3.05,15741317,0.36,769220,3.71,93120,5.98,1995
AZ,health,4849,1.25,10895764,2.21,4618,0.76,465,21.52,10384141,0.29,511623,46.65,39503,20.28,1995
AZ,hospitals,5312,0,10973827,0,5110,0,320,0,10507529,0,466298,0,35877,0,1995
AZ,social insurance administration,1490,0,3043017,0,1331,0,313,0,2731106,0,311911,0,28209,0,1995
AZ,solid waste management,1588,2.05,4264474,1.06,1509,2.06,134,5.51,4130883,1.08,133591,4.74,13448,7.61,1995
AZ,sewerage,1211,2.51,3237132,2.15,1206,2.48,7,35.69,3228950,2.16,8182,10.89,740,23.3,1995
AZ,parks and recreation,4194,1.89,8452819,1.14,2675,2.26,3714,2.42,6487348,1.38,1965471,1.79,265385,2.3,1995
AZ,housing and community development,903,0.26,2476002,0.17,865,0.14,46,2.64,2415352,0.16,60650,3.15,6321,3.4,1995
AZ,natural resources,3330,0.81,8585174,0.49,2984,0.9,777,12.86,8019962,0.5,565212,2.4,62395,2.81,1995
AZ,water transport and terminals,2736,2.28,7968641,1.19,2698,2.23,54,0,7911229,1.2,57412,0,6406,0,1995
AZ,electric power,4128,0,17601015,0,4032,0,166,0,17360552,0,240463,0,16978,0,1995
AZ,gas supply,73,0,246166,0,73,0,0,0,246166,0,0,0,0,0,1995
AZ,transit,110,0,301305,0,96,0,22,0,273838,0,27467,0,2636,0,1995
AZ,education - elementary and secondary instructional,57177,1.4,150508361,1.02,50132,1.88,12839,4.35,139096100,1.08,11412261,3.14,1250078,3.71,1995
AZ,education - elementary and secondary other,26407,2.89,46206309,3.44,19627,5.07,12932,4.14,37753234,4.06,8453075,4.95,1185172,4.95,1995
AZ,education - higher education instructional,9435,0,38573261,0,6376,0,7861,0,30973169,0,7600092,0,537020,0,1995
AZ,education - higher education other,20122,0,43940048,0,13972,0,16789,0,35774281,0,8165767,0,1077946,0,1995
AZ,education - other,2390,0,4824577,0,2259,0,221,0,4637047,0,187530,0,23162,0,1995
AZ,libraries,1554,5.63,3170441,3.96,1153,4.6,768,7.59,2637994,4.48,532447,7.98,67620,8.89,1995
AZ,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
AZ,other and unallocable,7142,2.19,18577482,1.82,6782,2.29,615,1.85,17923875,1.88,653607,1.28,62151,1.22,1995
AR,total,138019,0.61,269115075,0.64,126332,0.67,33487,2.8,253288799,0.68,15826276,1.45,2055812,1.54,1995
AR,financial administration,3667,2.3,6605988,1.93,3532,2.6,354,22.66,6418100,1.94,187888,13.55,29036,11.65,1995
AR,other government administration,2706,6.15,4725212,3.09,2387,5.62,2803,15.83,4074523,3.17,650689,10.52,58192,15.85,1995
AR,judicial and legal,2076,3.39,4623943,3.24,1887,3.58,551,20.56,4347202,3.31,276741,14.74,34794,18.38,1995
AR,police protection - officers,4841,2.75,10256351,1.98,4786,2.71,175,26.25,10181375,1.98,74976,24.47,9721,25.54,1995
AR,police protection - other,1452,4.21,2311657,2.45,1391,3.68,146,13.86,2244905,2.46,66752,19.3,9618,23.01,1995
AR,fire protection - firefighters,2198,4.5,4632887,1.09,2112,1.7,1468,30.57,4557296,0.99,75591,31.18,15995,33.22,1995
AR,fire protection - other,100,3.74,248606,3.56,96,3.58,35,84.78,238105,2,10501,71.11,979,56.29,1995
AR,corrections,4627,1.7,8105631,1.09,4581,1.67,95,26.49,8052741,1.09,52890,19.28,8630,15.65,1995
AR,streets and highways,7232,1.81,14320217,2.86,7032,1.78,296,41.31,14126957,2.89,193260,15.81,32347,12.67,1995
AR,air transportation,147,0,236576,0,146,0,9,0,234462,0,2114,0,321,0,1995
AR,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
AR,public welfare,3865,4.18,7350057,2.11,3842,4.2,59,26.67,7320180,2.11,29877,22.15,4211,22.29,1995
AR,health,4279,1.52,8045144,0.86,4229,1.22,177,47.21,7983628,0.81,61516,40.11,9151,45.3,1995
AR,hospitals,8678,4.56,16541456,3.35,8054,4.63,1179,8.47,15443767,3.5,1097689,10.79,107815,11.15,1995
AR,social insurance administration,958,0,2523219,0,874,0,177,0,2402339,0,120880,0,14925,0,1995
AR,solid waste management,1225,4.76,1719271,4.37,1149,4.79,236,25.41,1616825,4.45,102446,20.8,16773,19.16,1995
AR,sewerage,1007,10.55,1706481,7.1,957,8.92,81,86.75,1657772,6.86,48709,86.32,8589,85.71,1995
AR,parks and recreation,1572,1.63,2366916,1.33,1150,0.94,738,3.37,1979716,0.96,387200,6.51,73874,4.42,1995
AR,housing and community development,917,4.63,1553929,2.78,860,5.35,151,8.79,1487055,2.82,66874,16.07,10513,13.81,1995
AR,natural resources,2412,0.45,5014289,0.25,2159,0.57,402,5.21,4766424,0.18,247865,3.7,38569,3.61,1995
AR,water transport and terminals,1855,6.03,3313757,3.77,1820,6.08,144,39.88,3238904,3.78,74853,32.64,12516,37.36,1995
AR,electric power,376,4.29,875934,3.12,373,3.6,6,53.56,872910,3.12,3024,75.23,481,78.83,1995
AR,gas supply,27,0,35853,5.5,24,0,4,84.43,33231,0,2622,75.22,434,75.48,1995
AR,transit,195,0,415566,0.04,176,0,28,4.16,387561,0,28005,0.57,3309,1.13,1995
AR,education - elementary and secondary instructional,40392,1.07,84740245,1.66,38991,1.09,5288,5.62,83035354,1.69,1704891,5.19,239945,4.62,1995
AR,education - elementary and secondary other,17768,1.61,21040428,1.87,14106,2.62,8927,3.28,16746155,2.22,4294273,3,639374,3.11,1995
AR,education - higher education instructional,5383,0,21946376,0,4333,0,3221,0,18919263,0,3027113,0,185680,0,1995
AR,education - higher education other,9967,0,17596952,0,7732,0,5357,0,15441557,0,2155395,0,394657,0,1995
AR,education - other,3257,0,7434159,0,3030,0,499,0,7069439,0,364720,0,40304,0,1995
AR,libraries,423,3.91,555479,4.45,326,3.94,251,11.2,460321,4.28,95158,15.67,16880,14.76,1995
AR,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
AR,other and unallocable,4417,5.58,8272496,3.24,4197,5.04,630,14.25,7950732,3.36,321764,7.66,38179,9.94,1995
CA,total,1479629,0.4,4931812932,0.24,1250070,0.33,507817,1.58,4444638997,0.24,487173935,1.01,40142123,2.17,1995
CA,financial administration,38447,0.5,124021197,0.42,36712,0.51,4107,2.17,120309356,0.43,3711841,2.04,304533,1.72,1995
CA,other government administration,25066,1.42,90941975,1.1,23325,1.35,5154,11.48,86629946,1.14,4312029,4.42,297570,4.65,1995
CA,judicial and legal,38481,0.46,159694839,0.28,37269,0.47,2483,1.55,155969779,0.27,3725060,3.1,207529,1.6,1995
CA,police protection - officers,63713,1.94,300451655,1.03,63222,1.94,2229,5.96,299022429,1.03,1429226,5.07,87297,6.6,1995
CA,police protection - other,26771,1.57,77889750,0.81,23661,1.1,7305,9.41,72389822,0.8,5499928,4.73,551022,6.64,1995
CA,fire protection - firefighters,27529,2.15,147185742,0.73,26496,1.79,5729,35.52,145461410,0.72,1724332,16.14,181218,21.25,1995
CA,fire protection - other,2448,4.99,8434997,2.85,2187,4.03,557,10.8,8062138,2.94,372859,10.48,41438,14.8,1995
CA,corrections,70854,0.88,243268479,0.62,66702,0.91,6225,0.62,229969450,0.66,13299029,0.28,733182,0.56,1995
CA,streets and highways,38877,0.91,139437861,0.95,37446,0.89,2686,3.83,135805645,0.97,3632216,5.2,250110,5.57,1995
CA,air transportation,4429,0.18,16135004,0.27,4272,0.38,297,5.31,15802493,0.27,332511,2.51,27968,6.19,1995
CA,water transport and terminals,1817,3.54,7307337,2.98,1763,2.38,96,72.89,7197602,2.93,109735,50.92,10069,78.61,1995
CA,public welfare,55699,0.41,154776544,0.33,54217,0.42,3269,2.57,151512681,0.31,3263863,6.09,261080,4.66,1995
CA,health,43379,0.33,178532188,0.2,40226,0.32,7546,1.4,168844658,0.2,9687530,1.07,555478,1.85,1995
CA,hospitals,109883,0.87,364012187,0.81,96003,1.07,26245,3.56,315187051,0.7,48825136,4.04,2433603,4.77,1995
CA,social insurance administration,19713,0,61254255,0,17373,0,3975,0,54930490,0,6323765,0,414299,0,1995
CA,solid waste management,7645,2.1,24786780,1.47,7190,2.21,650,6.31,23905092,1.52,881688,4.46,79791,5.63,1995
CA,sewerage,12417,3.15,47740973,2.28,12080,3.24,704,24.42,46998529,2.31,742444,5.92,56135,8.55,1995
CA,parks and recreation,35894,2.59,83115507,1.48,23915,1.67,30579,13.39,64604248,1.5,18511259,4.14,2113645,5.1,1995
CA,housing and community development,13565,5.87,46297448,4.36,12661,5.73,1742,10.73,44579864,4.52,1717584,7.19,161885,10.44,1995
CA,natural resources,24968,0.49,70489465,0.45,22869,0.45,3812,3.23,64606733,0.48,5882732,1.34,374823,2.12,1995
CA,water transport and terminals,21731,3.06,83426983,2.72,21002,2.99,1537,10.75,81378534,2.78,2048449,5.54,128538,12.45,1995
CA,electric power,14505,0.01,65772026,0,14194,0.01,538,0,64900386,0,871640,0,55062,0,1995
CA,gas supply,246,0,894728,0,246,0,0,0,894728,0,0,0,0,0,1995
CA,transit,29453,0.76,107467710,0.48,27894,0.63,2102,4.41,103840492,0.48,3627218,3.26,275486,3.63,1995
CA,education - elementary and secondary instructional,351995,1.24,1150119869,0.5,274826,0.7,145622,2.31,1005298090,0.5,144821779,1.95,13420340,5.48,1995
CA,education - elementary and secondary other,138938,1.07,278869792,2.51,102567,2.7,68227,5.75,224000834,2.91,54868958,4.66,6287579,4.44,1995
CA,education - higher education instructional,58410,0,256947043,0,38664,0,55074,0,192139858,0,64807185,0,3492387,0,1995
CA,education - higher education other,116304,0,334057774,0,82169,0,102118,0,266066954,0,67990820,0,6034498,0,1995
CA,education - other,4654,0,15597357,0,4369,0,705,0,14828625,0,768732,0,50549,0,1995
CA,libraries,11008,3.2,27318849,1.73,7471,1.99,8296,7.4,20791849,1.53,6527000,5.37,624134,6.46,1995
CA,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
CA,other and unallocable,70790,1.21,265566618,0.83,67079,1.18,8208,3.17,258709231,0.85,6857387,2.78,630875,3.53,1995
CO,total,204934,0.42,546616463,0.28,168892,0.44,116807,10.6,467192881,0.31,79423582,0.71,6342142,0.94,1995
CO,financial administration,5228,1.11,14340256,0.78,5053,1.02,365,17.55,13988851,0.75,351405,10.77,30590,16.02,1995
CO,other government administration,4636,2.71,12004230,1.68,4314,2.74,31548,39.21,11286344,1.66,717886,10.34,59350,12.13,1995
CO,judicial and legal,4792,0.77,15515607,0.44,4392,0.77,844,4.62,14342021,0.45,1173586,1.77,71935,3.07,1995
CO,police protection - officers,8039,1.6,26649998,1.29,7993,1.57,187,51.84,26571952,1.29,78046,26.23,8468,30.68,1995
CO,police protection - other,2569,0.97,6031618,0.76,2413,1.03,381,2.67,5782772,0.78,248846,3.2,27883,3.58,1995
CO,fire protection - firefighters,3494,4.41,12177143,2.66,3417,3.86,644,33.95,12058453,2.67,118690,26.28,12085,50.29,1995
CO,fire protection - other,210,7.43,590122,8.75,190,7.03,33,37.14,560471,8.95,29651,41.46,3015,37.8,1995
CO,corrections,7108,0.38,20119009,0.23,7036,0.39,141,3.19,19948472,0.23,170537,1.59,12231,2.46,1995
CO,streets and highways,8356,1.26,22325964,1.13,8035,1.29,572,5.08,21706113,1.15,619851,3.02,56602,6.14,1995
CO,air transportation,992,0.25,2834121,0.06,960,0,82,2.85,2776118,0.05,58003,1.87,5597,3.19,1995
CO,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
CO,public welfare,5376,1.58,13499158,1.04,5131,1.74,698,6.74,13052759,1.06,446399,5.79,44748,4.5,1995
CO,health,3627,3.92,10191858,2.41,3131,3.84,1181,4.9,9144486,2.68,1047372,2.03,89256,3.19,1995
CO,hospitals,12555,4.28,32293813,2.68,10632,3.92,3209,6.69,26923146,3,5370667,5.73,338922,6.56,1995
CO,social insurance administration,908,0,3143980,0,708,0,316,0,2472627,0,671353,0,35334,0,1995
CO,solid waste management,686,7.69,1530245,4.69,626,9.14,94,11.03,1421313,5.03,108932,6.66,10163,11.22,1995
CO,sewerage,2123,5.21,5958380,2.74,2049,5.3,261,40.21,5784318,2.63,174062,34.22,13982,23.1,1995
CO,parks and recreation,6039,2.14,12419764,1.12,3579,1.85,7841,3.03,8791218,1.31,3628546,2.16,440357,3.12,1995
CO,housing and community development,1465,11.15,3771081,8.78,1361,10.91,275,11.15,3588110,9.2,182971,11.91,9366,33.44,1995
CO,natural resources,2008,0.75,6508623,0.59,1830,0.39,445,1.92,6028227,0.62,480396,1.68,36781,0.59,1995
CO,water transport and terminals,3691,3.64,10601187,2.4,3601,3.72,379,17.15,10471943,2.42,129244,10.2,15456,8.2,1995
CO,electric power,1423,4.64,4980867,3.76,1387,4.76,45,7.67,4922201,3.8,58666,1.06,6527,1.64,1995
CO,gas supply,295,0,994653,0,295,0,0,0,994653,0,0,0,0,0,1995
CO,transit,2443,0.1,6200858,0.09,2259,0.05,392,2.2,5899776,0.06,301082,1.5,32702,0.85,1995
CO,education - elementary and secondary instructional,52633,0.63,135951831,0.42,45826,0.7,17269,1.54,124049594,0.41,11902237,2.12,1185518,2.18,1995
CO,education - elementary and secondary other,23368,1.52,40580857,1.53,16516,1.99,16214,3.07,31762062,1.72,8818795,3.35,1195838,3.32,1995
CO,education - higher education instructional,13417,0,55108066,0,9100,0,10185,0,38830319,0,16277747,0,763393,0,1995
CO,education - higher education other,19401,0,49153836,0,10044,0,20558,0,24701938,0,24451898,0,1655636,0,1995
CO,education - other,1244,0,3659197,0,1060,0,613,0,3206324,0,452873,0,32393,0,1995
CO,libraries,1215,4.17,2606937,1.22,814,0.78,859,5.93,2016315,0.54,590622,5.07,67378,7.46,1995
CO,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
CO,other and unallocable,5593,7.88,14873204,4.65,5140,7.45,1176,21.6,14109985,4.84,763219,14.18,80636,18.46,1995
