state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_october_pay,total_october_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_october,part_time_hours_october_coefficient_of_variation_as_percent,year
US,water transport and terminals,153143,0.82,403066919,0.68,147943,0.8,17094,5.53,394137390,0.69,8929529,4.04,981841,5.11,1994
US,electric power,81284,1.03,289235427,0.57,79705,1.01,4870,6.94,286178650,0.57,3056777,3.46,282814,5.84,1994
US,gas supply,10320,1.64,26326618,0.85,10199,1.53,278,18.29,26125439,0.85,201179,8.04,23555,9.99,1994
US,transit,205994,0.11,647113411,0.07,194554,0.09,15453,0.74,622914686,0.08,24198725,0.45,2062178,0.51,1994
US,education - elementary and secondary instructional,3696682,0.18,10679794922,0.17,3409823,0.18,745986,0.77,10155868253,0.17,523926669,0.76,49171488,0.83,1994
US,education - elementary and secondary other,1613657,0.25,2798750319,0.49,1275324,0.52,752892,2.71,2305007290,0.57,493743029,0.85,57430732,0.86,1994
US,education - higher education instructional,565986,0.01,2271944516,0.01,404888,0.01,454025,0.02,1792914022,0.01,479030494,0.02,27851656,0.02,1994
US,education - higher education other,1020677,0.03,2260827926,0.04,746478,0.04,824665,0,1834533134,0.05,426294792,0,47777179,0,1994
US,education - other,99248,0,257244748,0,93808,0,14615,0,245819691,0,11425057,0,947875,0,1994
US,libraries,102557,0.67,195681834,0.5,74386,0.62,74014,8.45,156825988,0.54,38855846,1.22,4912490,1.34,1994
US,liquor stores,8281,0,17837921,0,6823,0,3635,0,15582975,0,2254946,0,254768,0,1994
US,other and unallocable,468780,1.19,1235387450,0.83,432781,1.16,132126,4.21,1175303683,0.85,60083767,3.72,6397633,3.58,1994
AL,total,244501,0.48,508892754,0.38,227072,0.51,49716,1.94,482519620,0.39,26373134,1.25,3055032,1.73,1994
AL,financial administration,5567,1.97,12522731,1.9,5468,1.92,214,8.48,12374765,1.92,147966,9.84,17230,11.27,1994
AL,other government administration,2622,12.17,5768679,10.65,2404,13.25,1753,27.94,5110079,11.93,658600,11.26,44211,11.37,1994
AL,judicial and legal,4116,1.5,10834175,0.65,3859,1.44,766,9.72,10388789,0.62,445386,6.56,43546,7.03,1994
AL,police protection - officers,7900,1.98,19559569,1.51,7851,2.09,254,25.7,19447635,1.51,111934,29.81,15853,29.78,1994
AL,police protection - other,2593,4.06,4265678,3.02,2298,3.65,769,6.85,3900345,3.15,365333,10.48,50495,11.29,1994
AL,fire protection - firefighters,4333,1,10428611,0.97,4253,0.95,360,27.6,10329204,0.96,99407,21.03,13344,21.94,1994
AL,fire protection - other,145,1.66,327190,2.28,141,1.34,17,8.79,320722,2.26,6468,25.79,724,28.06,1994
AL,corrections,6753,2.29,14648566,1.29,6635,2.07,229,16.27,14528262,1.28,120304,28.15,21332,27.95,1994
AL,streets and highways,10711,2.13,20644431,1.68,10487,1.94,311,27.93,20396131,1.67,248300,27.05,38177,31.45,1994
AL,air transportation,383,0,766582,0,374,0,20,0,754481,0,12101,0,1733,0,1994
AL,water transport and terminals,415,0,1170567,0,415,0,0,0,1170567,0,0,0,0,0,1994
AL,public welfare,5665,1.93,12157667,0.8,5458,1.51,351,29.89,11940728,0.65,216939,27.06,36503,34.26,1994
AL,health,9808,0.06,19756643,0.11,9149,0.07,1276,3.92,18936825,0.05,819818,2.32,121567,2.59,1994
AL,hospitals,33079,1.26,64941809,1.14,30066,1.19,5146,2.79,58933382,1.24,6008427,2.05,533691,2.42,1994
AL,social insurance administration,1508,0,3453607,0,1484,0,57,0,3428080,0,25527,0,4160,0,1994
AL,solid waste management,3453,4.01,5503178,3.48,3414,4.06,62,8.85,5458095,3.5,45083,5.24,6725,6.77,1994
AL,sewerage,1339,3.71,2720467,2.64,1334,3.72,8,0,2714520,2.64,5947,0,852,0,1994
AL,parks and recreation,3589,1.62,5607383,0.95,2763,2.08,1350,1.19,4733873,1.11,873510,1.02,145194,1.26,1994
AL,housing and community development,2794,18.03,5365851,13.4,2561,18.37,350,24,5053475,14.21,312376,9.63,40111,16.47,1994
AL,natural resources,3154,0.12,7471593,0.08,2868,0.13,606,0,7117365,0.08,354228,0,50592,0,1994
AL,water transport and terminals,2698,7.85,5403984,4.63,2459,4.65,2104,15.98,5151929,3.94,252055,57.94,48632,61.54,1994
AL,electric power,1161,0.96,3109077,0.54,1136,1,38,11.32,3077509,0.54,31568,6.28,4414,8.63,1994
AL,gas supply,919,4.78,2061730,4.15,905,4.85,34,1.77,2044066,4.19,17664,5.45,2454,3.05,1994
AL,transit,450,0,789208,0,390,0,97,0,718091,0,71117,0,10590,0,1994
AL,education - elementary and secondary instructional,58801,0.95,132036937,0.82,57604,1.01,6962,4.63,130430697,0.83,1606240,5.18,200852,5.86,1994
AL,education - elementary and secondary other,25660,0.95,30745568,2.48,23902,2.07,5055,8.97,28753646,2.56,1991922,10.43,298360,10.57,1994
AL,education - higher education instructional,10694,0,39472547,0,8508,0,6403,0,34649387,0,4823160,0,377722,0,1994
AL,education - higher education other,21546,0,39647582,0,17102,0,12357,0,34691079,0,4956503,0,773593,0,1994
AL,education - other,4190,0,10270894,0,3925,0,904,0,9721130,0,549764,0,46429,0,1994
AL,libraries,888,3.91,1460681,2.06,681,4.26,405,6.78,1212372,1.94,248309,7.54,35406,8.15,1994
AL,liquor stores,805,0,1705821,0,805,0,0,0,1705821,0,0,0,0,0,1994
AL,other and unallocable,6762,9.24,14273748,5.31,6373,8.77,1458,16.75,13326570,5.47,947178,22.06,70540,22.28,1994
AK,total,47604,0.84,175740615,0.57,42575,0.9,14936,12.72,163525475,0.59,12215140,2.21,876117,3.15,1994
AK,financial administration,1725,1.73,6319291,1.26,1691,1.67,92,52.95,6227542,1.24,91749,21.22,5480,37.98,1994
AK,other government administration,1473,5.15,5064991,2.92,1363,5,383,38.73,4767899,2.22,297092,34.83,20319,50.95,1994
AK,judicial and legal,1232,0,4821539,0,1201,0,59,0,4733815,0,87724,0,4852,0,1994
AK,police protection - officers,1157,7.96,6591895,5.73,1146,8.15,23,76.76,6572926,5.74,18969,70.17,1859,76.55,1994
AK,police protection - other,616,19.25,1984816,12.28,577,16.67,133,71.19,1908656,12.7,76160,34.1,8633,62.21,1994
AK,fire protection - firefighters,595,3.24,3042677,2.1,582,3.28,117,11.36,3026463,2.11,16214,20.98,1840,14.45,1994
AK,fire protection - other,50,0,253612,0,47,0,3,0,249434,0,4178,0,421,0,1994
AK,corrections,1328,0,4916953,0,1324,0,8,0,4907040,0,9913,0,723,0,1994
AK,streets and highways,3752,1.47,14959662,1.19,3695,1.5,80,1.6,14832505,1.2,127157,1.01,9984,1.28,1994
AK,air transportation,58,2.21,172124,0.41,52,2.46,5,25.6,163240,0.43,8884,0.81,1012,0.76,1994
AK,water transport and terminals,162,21.48,553984,13.96,145,19.2,30,46.39,498968,14.24,55016,55.66,3273,46.78,1994
AK,public welfare,1865,0.47,5749189,0.27,1713,0,200,8.86,5499549,0,249640,6.13,25674,6.38,1994
AK,health,1071,2.39,3893144,2.4,1014,2.53,138,0,3738779,2.5,154365,0,9686,0,1994
AK,hospitals,464,5.11,1355548,2.2,426,5.56,51,0,1284993,2.32,70555,0,6521,0,1994
AK,social insurance administration,425,0,1443979,0,423,0,4,0,1438308,0,5671,0,331,0,1994
AK,solid waste management,263,5.66,1073051,3.49,252,5.91,29,34.97,1045582,3.58,27469,0.57,2018,1.13,1994
AK,sewerage,437,5.47,2003203,2.36,420,5.69,19,0,1961324,2.41,41879,0,3151,0,1994
AK,parks and recreation,644,1.64,1781748,1.4,460,1.99,456,1.53,1468120,1.68,313628,0.95,31877,1.12,1994
AK,housing and community development,696,3.97,2270300,3.08,509,4.23,230,4.38,1722681,3.95,547619,2.96,31349,3.62,1994
AK,natural resources,2856,0,10140660,0,2798,0,120,0,10004950,0,135710,0,10226,0,1994
AK,water transport and terminals,350,9.17,1238621,7.88,332,8.88,31,57.14,1174216,8.29,64405,12.95,3297,27,1994
AK,electric power,648,4.49,3369928,3.5,612,3.85,84,57.83,3259769,3.49,110159,27.77,6311,44.16,1994
AK,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
AK,transit,824,0,3148359,0,792,0,40,0,3047978,0,100381,0,5433,0,1994
AK,education - elementary and secondary instructional,11876,0.56,44975735,0.56,10266,0.63,3414,0.47,40790814,0.61,4184921,0.31,277787,0.33,1994
AK,education - elementary and secondary other,4368,0.69,12286510,0.57,3576,0.64,2195,0.86,10501825,0.65,1784685,0.76,136540,0.85,1994
AK,education - higher education instructional,1138,0,6342827,0,919,0,1108,0,5184107,0,1158720,0,38709,0,1994
AK,education - higher education other,2805,0,7887195,0,1949,0,2318,0,6360094,0,1527101,0,151449,0,1994
AK,education - other,472,0,1565089,0,462,0,28,0,1545467,0,19622,0,1597,0,1994
AK,libraries,323,3.59,852531,1.81,226,2.46,186,7.32,666654,1.83,185877,5.1,16251,6.51,1994
AK,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
AK,other and unallocable,3931,5.09,15681454,1.49,3603,4.19,3352,56.32,14941777,1.04,739677,23.48,59514,29.11,1994
AZ,total,213260,0.48,528287130,0.48,185353,0.76,62844,1.12,485728236,0.52,42558894,0.88,4912835,1.06,1994
AZ,financial administration,6558,1.14,15001640,1.05,6423,1.13,238,2.2,14791631,1.06,210009,4.56,23806,4.47,1994
AZ,other government administration,4067,2.35,11605602,2.11,3800,2.3,695,20.7,11047595,2.21,558007,4.19,46567,4,1994
AZ,judicial and legal,7017,1.59,19878459,1.44,6748,1.67,742,3.65,19315163,1.48,563296,2.84,48147,3.66,1994
AZ,police protection - officers,8256,1.54,27138853,1.12,8226,1.54,77,37.49,27088783,1.11,50070,46.64,5265,46.63,1994
AZ,police protection - other,3970,1.72,9451131,1.31,3851,1.55,259,17,9243179,1.32,207952,9.97,22406,10.66,1994
AZ,fire protection - firefighters,3353,0.49,11864353,1.2,3296,0.47,640,4.91,11782841,1.21,81512,16.25,10049,17.45,1994
AZ,fire protection - other,504,6.2,1497942,1.77,433,2.32,102,21.48,1388098,1.31,109844,17.56,11433,28.06,1994
AZ,corrections,11520,0.38,25425843,0.54,11386,0.32,402,2.91,25194627,0.54,231216,1.34,23773,1.38,1994
AZ,streets and highways,6872,0.86,17200620,0.75,6681,0.87,330,2.56,16884624,0.76,315996,2,33162,2.91,1994
AZ,air transportation,908,3.72,2442241,2.34,868,2.92,59,14.31,2377226,2.38,65015,11.61,6401,13.72,1994
AZ,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
AZ,public welfare,9610,0.55,16355803,0.35,8686,0.27,1103,2.67,15465605,0.32,890198,3.26,164787,3.25,1994
AZ,health,4640,0.76,9445898,0.54,4462,0.76,390,2.13,9061531,0.56,384367,1.39,31984,2.09,1994
AZ,hospitals,5205,0,10607444,0,5048,0,286,0,10215912,0,391532,0,27866,0,1994
AZ,social insurance administration,1578,0,3240525,0,1477,0,224,0,3020438,0,220087,0,17825,0,1994
AZ,solid waste management,1525,1.64,4027046,0.83,1457,1.74,126,2.47,3923544,0.85,103502,1.39,12098,4.13,1994
AZ,sewerage,1133,3.26,2865841,2.74,1116,3.28,14,19.46,2845032,2.76,20809,5.59,2562,7.69,1994
AZ,parks and recreation,4199,2.63,8622005,1.19,2705,1.58,3915,4.96,6505076,1.04,2116929,3.64,265479,4.72,1994
AZ,housing and community development,889,0.18,2391703,0.21,857,0.19,48,0,2334410,0.21,57293,0,5547,0,1994
AZ,natural resources,3479,0.78,8894902,0.44,3132,0.85,759,0.16,8297938,0.48,596964,0.25,61057,0.28,1994
AZ,water transport and terminals,2770,1.96,7733268,1.47,2724,1.97,78,0,7661722,1.49,71546,0,8059,0,1994
AZ,electric power,4145,0,17332345,0,4133,0,20,0,17310639,0,21706,0,2225,0,1994
AZ,gas supply,67,0,224736,0,67,0,0,0,224736,0,0,0,0,0,1994
AZ,transit,99,0,240147,0,85,0,20,0,213851,0,26296,0,2359,0,1994
AZ,education - elementary and secondary instructional,56266,1.34,145322693,0.89,49119,1.67,13272,3.41,134187933,0.93,11134760,2.57,1261014,3.04,1994
AZ,education - elementary and secondary other,25239,2.55,43848005,3.08,18843,4.89,13303,2.64,35897846,3.71,7950159,2.97,1128203,2.93,1994
AZ,education - higher education instructional,9028,0,37412821,0,6128,0,7578,0,30208797,0,7204024,0,507803,0,1994
AZ,education - higher education other,19468,0,42508171,0,13619,0,16403,0,34952208,0,7555963,0,1021610,0,1994
AZ,education - other,2541,0,5181249,0,2389,0,272,0,4934838,0,246411,0,26893,0,1994
AZ,libraries,1333,6,2900040,4.09,990,5.41,739,7.56,2411092,4.68,488948,7.38,60547,7.91,1994
AZ,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
AZ,other and unallocable,7021,1.86,17625804,1.54,6604,1.95,750,1.31,16941321,1.6,684483,0.75,73908,1.04,1994
AR,total,135351,0.55,267214950,0.59,122786,0.64,34517,2.92,250293090,0.63,16921860,1.11,2210943,1.34,1994
AR,financial administration,3584,1.51,6414821,1.28,3491,1.9,282,15.77,6276785,1.28,138036,12.05,20935,8.96,1994
AR,other government administration,2632,5.6,4755533,4.24,2417,6.08,2665,15.81,4111602,4.7,643931,8.83,50470,12.31,1994
AR,judicial and legal,1844,2.43,4071059,2.17,1688,2.68,489,18.72,3840803,2.16,230256,12.81,27345,12.98,1994
AR,police protection - officers,4383,2.05,9194884,1.53,4329,2.17,166,25.03,9129996,1.53,64888,23.12,8750,27.62,1994
AR,police protection - other,1385,3.93,2217417,2.39,1328,3.54,186,14.38,2145256,2.42,72161,14.09,11935,13.77,1994
AR,fire protection - firefighters,1954,4.64,4120906,1.24,1889,1.95,1248,48.13,4058695,1.14,62211,34.97,11675,33.32,1994
AR,fire protection - other,109,3.43,241529,2.3,106,3.24,35,68.22,235156,1.73,6373,59.28,666,41.9,1994
AR,corrections,4103,1.38,7118580,1.03,4049,1.36,107,18.39,7066854,1.03,51726,17.63,9655,18.1,1994
AR,streets and highways,6983,1.19,13468869,1.12,6845,1.21,275,25.98,13325547,1.13,143322,9.38,25431,9.21,1994
AR,air transportation,152,0,242644,0,151,0,8,0,240678,0,1966,0,318,0,1994
AR,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
AR,public welfare,3863,4.14,7334379,2.05,3842,4.2,56,27.9,7306841,2.06,27538,24.61,3958,24.4,1994
AR,health,4231,1.35,7935900,0.74,4203,1.14,100,26.7,7899076,0.74,36824,20.42,5209,27.74,1994
AR,hospitals,8484,4.4,16201978,3.11,7898,4.57,1035,7.49,15179474,3.27,1022504,8.5,101677,7.44,1994
AR,social insurance administration,857,0,2045638,0,773,0,193,0,1925473,0,120165,0,14772,0,1994
AR,solid waste management,1189,3.78,1644174,3.66,1139,3.75,161,40.76,1577974,3.7,66200,22.18,11505,23.38,1994
AR,sewerage,925,9.44,1600690,6.51,890,8.97,73,69.43,1562426,6.48,38264,65.69,5934,63.69,1994
AR,parks and recreation,1413,0.91,2085996,0.84,1072,0.8,597,4.46,1798204,0.9,287792,2.41,59861,1.71,1994
AR,housing and community development,886,5.01,1426520,3.47,829,5.92,214,9.53,1351213,3.49,75307,19.79,11106,16.79,1994
AR,natural resources,2451,0.44,5342151,0.22,2196,0.56,802,2.6,4742949,0.16,599202,1.47,39111,3.42,1994
AR,water transport and terminals,1834,5.77,3360705,3.3,1747,5.19,202,40.4,3255863,3.25,104842,32.08,16720,36.77,1994
AR,electric power,359,3.75,846519,3.43,359,3.75,3,0,845981,3.43,538,0,72,0,1994
AR,gas supply,24,0,32692,4.13,24,0,4,84.43,30691,0,2001,67.51,329,67.75,1994
AR,transit,173,0,315634,0.03,161,0,19,6.13,300250,0,15384,0.53,2203,0.85,1994
AR,education - elementary and secondary instructional,39359,1.04,81311668,1.61,37916,1.08,5105,5.22,79790739,1.64,1520929,4.78,245787,5.39,1994
AR,education - elementary and secondary other,17211,1.65,19822523,1.95,13791,2.7,8361,3.27,16195328,2.28,3627195,3.05,586663,3.29,1994
AR,education - higher education instructional,5661,0,26790681,0,4468,0,3132,0,23317332,0,3473349,0,210534,0,1994
AR,education - higher education other,11796,0,22939197,0,8204,0,7681,0,19113974,0,3825223,0,634706,0,1994
AR,education - other,2735,0,6224501,0,2541,0,473,0,5898833,0,325668,0,34277,0,1994
AR,libraries,428,3.74,549045,4.04,323,4.28,252,10.43,450500,4.14,98545,12.24,18419,11.98,1994
AR,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
AR,other and unallocable,4343,4.32,7558117,2.94,4117,3.85,593,18.84,7318597,3.01,239520,11.67,40920,12.45,1994
CA,total,1447033,0.33,4741510619,0.28,1237696,0.35,492609,1.53,4289961214,0.29,451549405,0.99,36428138,1.16,1994
CA,financial administration,39614,0.49,120741819,0.42,37986,0.5,3631,1.91,117387611,0.43,3354208,1.48,282139,2.32,1994
CA,other government administration,25603,1.31,89501120,1.03,23805,1.37,5049,7.55,84673421,1.07,4827699,3.27,321736,2.97,1994
CA,judicial and legal,37364,0.46,144595704,0.27,36279,0.47,2086,1.96,141384048,0.28,3211656,1.29,191706,2.76,1994
CA,police protection - officers,60918,1.27,284183709,0.68,60482,1.28,1844,6.74,283202709,0.68,981000,6.22,77340,8.39,1994
CA,police protection - other,26392,1.39,74159963,0.76,23558,1.08,6148,7.96,69493705,0.77,4666258,3.88,511301,5.54,1994
CA,fire protection - firefighters,29030,2.14,148118880,0.65,27867,1.63,7135,31.08,146228619,0.62,1890261,18.48,204861,26.22,1994
CA,fire protection - other,2780,4.19,9100690,2.78,2439,3.55,631,10.74,8509989,2.61,590701,20.56,56093,13.31,1994
CA,corrections,65203,0.27,218881488,0.18,62039,0.28,4728,0.91,207243250,0.19,11638238,0.43,559416,0.61,1994
CA,streets and highways,40372,0.77,139623900,0.84,39103,0.8,2579,3.73,137316143,0.85,2307757,4.53,225996,5.41,1994
CA,air transportation,4413,0.27,15237014,0.2,4316,0.23,165,3.2,15027779,0.19,209235,4.02,17339,10.74,1994
CA,water transport and terminals,1841,6.14,7080388,2.59,1808,2.14,59,112.04,6993268,2.3,87120,101.98,5286,355.01,1994
CA,public welfare,54716,0.36,144962004,0.24,53148,0.33,3280,5.11,141763117,0.23,3198887,2.58,275364,6.4,1994
CA,health,42460,0.36,140084093,0.29,39396,0.41,5877,2.04,131462643,0.3,8621450,0.99,541209,1.75,1994
CA,hospitals,111910,1.15,356773603,1.22,97086,1.33,25206,4.43,310719552,1.16,46054051,5.2,2604962,4.3,1994
CA,social insurance administration,19924,0,60817748,0,17545,0,3971,0,54507803,0,6309945,0,421061,0,1994
CA,solid waste management,7434,2.2,23120876,1.5,7034,2.2,557,9.16,22394761,1.54,726115,6.16,71099,8.84,1994
CA,sewerage,12660,2.99,47573012,1.98,12390,3.03,659,5.31,46946146,2,626866,4.05,46724,6.64,1994
CA,parks and recreation,35514,2.34,81982044,1.35,23921,1.58,28043,13.72,64345327,1.38,17636717,3.73,2045659,4.66,1994
CA,housing and community development,13793,5.76,46042429,4.25,12983,5.32,1712,18.73,44677683,4.36,1364746,12.22,141856,14.8,1994
CA,natural resources,24386,0.57,76043579,0.42,22474,0.57,4022,3.3,71239869,0.43,4803710,1.68,338485,2.6,1994
CA,water transport and terminals,22737,2.83,83820053,2.21,22002,2.81,1646,7.78,82436076,2.24,1383977,7.61,129339,10.48,1994
CA,electric power,13830,0.01,62592526,0,13601,0.01,458,0,62007960,0,584566,0,40564,0,1994
CA,gas supply,246,0,903905,0,245,0,2,0,898929,0,4976,0,199,0,1994
CA,transit,28875,0.72,102196590,0.46,27574,0.59,2022,4.72,99340284,0.46,2856306,3.53,229037,3.69,1994
CA,education - elementary and secondary instructional,336717,0.69,1129548708,0.55,269746,0.68,143781,2.62,995945629,0.58,133603079,1.75,11486091,2.04,1994
CA,education - elementary and secondary other,133524,0.93,274953062,2.49,100681,2.78,68902,4.27,223436077,2.93,51516985,3.9,5611833,3.56,1994
CA,education - higher education instructional,55862,0,247733242,0,38167,0,54395,0,187037881,0,60695361,0,3122932,0,1994
CA,education - higher education other,112153,0,313528301,0,79548,0,100009,0,247418199,0,66110102,0,5759401,0,1994
CA,education - other,4592,0,13313414,0,4358,0,622,0,12779952,0,533462,0,41393,0,1994
CA,libraries,10652,3.43,25630827,1.9,7637,2.55,7115,7.04,20231084,2.06,5399743,4.67,532082,6.01,1994
CA,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
CA,other and unallocable,71518,2.48,258665928,2.27,68478,2.05,6275,13.29,252911700,2.3,5754228,14.27,535635,13.16,1994
CO,total,194659,0.31,509325038,0.22,161763,0.33,85555,0.87,437974535,0.25,71350503,0.53,5785613,0.8,1994
CO,financial administration,5142,1.4,13546274,0.79,4935,1.02,399,15.52,13177728,0.77,368546,8.87,36434,12.88,1994
CO,other government administration,4547,3.03,11243264,1.72,4152,2.82,1671,28,10548465,1.71,694799,10.21,61607,14.33,1994
CO,judicial and legal,4653,0.77,14635063,0.44,4296,0.79,787,4.95,13566311,0.43,1068752,2.61,64655,2.5,1994
CO,police protection - officers,7502,1.65,24107968,1.27,7479,1.66,121,49.62,24048956,1.27,59012,23.24,6328,26.62,1994
CO,police protection - other,2591,0.92,5859320,0.84,2432,0.93,374,3.04,5625970,0.85,233350,5.02,28273,6.51,1994
CO,fire protection - firefighters,3303,4.3,11039593,2.51,3281,4.01,273,60.43,11012662,2.51,26931,29.48,4324,34.76,1994
CO,fire protection - other,212,6.96,553321,7.17,201,7.11,31,26.49,530502,7.38,22819,27.92,1989,32.34,1994
CO,corrections,6697,0.38,18300706,0.22,6642,0.39,130,0,18179809,0.22,120897,0.19,10496,1.19,1994
CO,streets and highways,8099,1.25,21073220,1.11,7773,1.3,597,5.69,20497614,1.13,575606,4.32,57479,8.77,1994
CO,air transportation,947,0.6,2613955,0.07,909,0,78,0,2552999,0.06,60956,1.71,6771,2.99,1994
CO,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
CO,public welfare,5374,0.65,12767947,0.64,5086,0.54,597,7.53,12303138,0.64,464809,4.79,48211,4.34,1994
CO,health,3478,4.55,9103096,2.4,2991,3.71,1143,9.6,8106117,2.59,996979,6.08,84062,8.3,1994
CO,hospitals,12690,0.53,30795913,0.52,10702,0.84,3559,2.19,25912310,0.55,4883603,1.44,350868,2.3,1994
CO,social insurance administration,924,0,3063029,0,701,0,345,0,2331629,0,731400,0,39468,0,1994
CO,solid waste management,719,7.74,1543969,5.1,651,9.57,115,17.37,1421183,5.39,122786,14.55,11930,17.21,1994
CO,sewerage,2083,5.22,5681656,2.53,1972,5.36,270,14.01,5481087,2.56,200569,15.84,20046,12.92,1994
CO,parks and recreation,5850,2.41,11686318,1.18,3393,1.54,7668,2.71,8156882,1.17,3529436,2.84,438278,4.51,1994
CO,housing and community development,1425,11.46,3518898,9.39,1309,11.35,259,7.75,3340907,9.88,177991,10.34,10896,27.77,1994
CO,natural resources,2055,0.72,6252706,0.56,1863,0.42,511,6.75,5735494,0.59,517212,1.76,38762,1.02,1994
CO,water transport and terminals,3576,3.85,9821724,2.48,3486,3.9,337,17.8,9691860,2.51,129864,12.88,17276,13.71,1994
CO,electric power,1389,4.45,4453335,3.82,1356,4.56,47,11.71,4399452,3.86,53883,1.03,5917,1.97,1994
CO,gas supply,284,0,907511,0,284,0,0,0,907511,0,0,0,0,0,1994
CO,transit,2376,0.36,5822987,0.06,2161,0.04,338,1.82,5560759,0.01,262228,1.19,38379,3.2,1994
CO,education - elementary and secondary instructional,49490,0.41,125189429,0.41,43673,0.5,15694,1.54,115306083,0.42,9883346,1.91,1009062,1.58,1994
CO,education - elementary and secondary other,21382,1.41,37649999,1.43,15634,1.93,14931,2.86,30533871,1.6,7116128,3.2,1007119,2.98,1994
CO,education - higher education instructional,12991,0,59102682,0,8185,0,10001,0,36161206,0,22941476,0,850323,0,1994
CO,education - higher education other,17233,0,39498549,0,9520,0,22437,0,25103412,0,14395137,0,1363970,0,1994
CO,education - other,1230,0,3479114,0,1063,0,617,0,3069085,0,410029,0,29408,0,1994
CO,libraries,1109,0.66,2370701,1.16,760,0.5,850,5.96,1813035,0.32,557666,4.8,66305,6.85,1994
CO,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
