state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_march,part_time_hours_march_coefficient_of_variation_as_percent,year
US,sewerage,125730,0.95,426661377,0.76,122214,0.94,12259,7.27,418030040,0.75,8631337,6.53,688773,6.6,2001
US,parks and recreation,253613,0.49,640888247,0.42,184415,0.47,186269,1.33,522294837,0.4,118593410,1.11,12251034,1.09,2001
US,housing and community development,116596,1.47,376121569,1.17,110057,1.44,13563,6.13,363691588,1.17,12429981,4.59,1043969,5.28,2001
US,natural resources,190880,0.57,596910511,0.41,167416,0.54,47838,2.59,551386568,0.39,45523943,2.14,4109257,2.73,2001
US,water transport and terminals,159528,0.95,520757173,0.79,153782,0.94,22206,6,508891463,0.79,11865710,5.27,1062603,5.89,2001
US,electric power,77545,0.78,340362120,0.53,75909,0.74,3288,10.37,336132355,0.52,4229765,5.9,293491,7.5,2001
US,gas supply,11847,5.93,34884805,4.06,11700,6,690,23.96,34417008,4.11,467797,16.44,34574,15.17,2001
US,transit,217685,0.29,837024183,0.31,206560,0.27,16374,1.14,812598850,0.3,24425333,1.31,1946658,1.25,2001
US,education - elementary and secondary instructional,4306141,0.46,14491582647,0.49,3983239,0.47,845620,1.56,13737901118,0.47,753681529,1.67,54655672,1.69,2001
US,education - elementary and secondary total,1837945,0.66,3936607957,0.66,1465506,0.8,821339,1.37,3287946634,0.74,648661323,1.6,62827216,1.66,2001
US,education - higher education instructional,613893,0.09,2947221525,0.07,432473,0.09,515266,0.2,2298131575,0.06,649089950,0.1,31639560,0.07,2001
US,education - higher education other,1155984,0.01,3208322922,0.02,844738,0.02,886684,0.01,2643920512,0.02,564402410,0.01,54426389,0.01,2001
US,education - other,102732,0,340957960,0,94810,0,19988,0,319814174,0,21143786,0,1377347,0,2001
US,libraries,124941,1.71,303886904,1.5,85215,1.91,95480,1.65,235588156,1.62,68298748,1.77,6835797,2.02,2001
US,liquor stores,7182,0,17668946,0,5773,0,3034,0,15336573,0,2332373,0,244088,0,2001
US,other and unallocable,467235,0.94,1562613224,0.65,428246,0.92,121002,4.99,1478919381,0.64,83693843,2.67,6879601,3.36,2001
AL,total,268440,0.76,714398152,0.92,246846,0.81,55099,3.49,671113793,0.99,43284359,2.6,3724404,3.46,2001
AL,financial administration,6632,6.48,17452492,3.27,5983,2.7,1366,67.6,16619814,1.62,832678,66.77,109382,70.68,2001
AL,other government administration,3266,8.38,8955011,4.61,2800,8.24,3661,19.6,7718008,4.74,1237003,19.61,83659,19.61,2001
AL,judicial and legal,5378,1.72,16862410,1.31,5159,1.65,972,30.59,16220236,1.26,642174,15.53,49313,17.42,2001
AL,police protection - officers,9818,3.19,29970037,2.07,9637,3.07,271,112.29,29845237,2.16,124800,221.51,14191,164.72,2001
AL,police protection - other,3043,4.54,6618708,3.21,2805,4.71,620,9,6280793,3.3,337915,9.46,41402,11.66,2001
AL,fire protection - firefighters,4846,1.49,14969989,0.9,4708,1.31,668,55.68,14778403,0.87,191586,28.89,24544,30.16,2001
AL,fire protection - other,185,15.52,498571,8.23,182,15.77,9,60.81,494853,8.29,3718,23.41,614,27.63,2001
AL,corrections,7360,0.93,20367128,0.72,7138,0.77,264,18.25,20136278,0.67,230850,19.4,38895,19.22,2001
AL,streets and highways,10938,1.65,25810885,1.15,10737,1.67,369,29.79,25561148,1.15,249737,30.63,30104,32.33,2001
AL,air transportation,392,0.35,965500,0.25,376,0.37,27,0,946598,0.26,18902,0,2720,0,2001
AL,water transport and terminals,600,0,1465217,0,600,0,2,0,1463567,0,1650,0,20,0,2001
AL,public welfare,5716,9.74,13538342,6.56,5489,10.16,833,32.38,13126437,6.75,411905,20.84,52770,24.61,2001
AL,health,9380,0.1,23372344,0.08,8786,0.1,1168,0.58,22498179,0.09,874165,0.05,105063,0.07,2001
AL,hospitals,34616,0,92521803,0,30177,0,7392,0,81875922,0,10645881,0,784731,0,2001
AL,social insurance administration,1381,0,3589981,0,1361,0,41,0,3567234,0,22747,0,3511,0,2001
AL,solid waste management,3865,6.11,8101244,4.23,3761,6.34,212,49.15,7955377,4.31,145867,17.72,21130,19.48,2001
AL,sewerage,1471,4.07,3816535,2.96,1437,4.29,106,50.17,3764977,3,51558,23.24,5510,33.55,2001
AL,parks and recreation,4337,3.31,8245614,2.14,3379,2.01,2459,16.84,6936072,1.48,1309542,9.51,163085,12.28,2001
AL,housing and community development,2363,6.13,6200672,5.46,2264,5.97,200,45.81,5969760,6.53,230912,73.08,15383,68.58,2001
AL,natural resources,2663,2.03,7284092,0.79,2361,2.12,402,14.4,6928839,0.92,355253,11.28,53139,9.08,2001
AL,water transport and terminals,3214,10.77,8475776,7.35,3003,10.73,432,56.95,8284528,7.73,191248,64.95,19531,82.92,2001
AL,electric power,1189,0.99,3897830,0.03,1162,1.02,54,4.44,3844861,0.04,52969,1.54,4878,2.26,2001
AL,gas supply,760,15.03,2210176,12.86,741,15.23,22,8.27,2194783,12.89,15393,12.32,2396,11.89,2001
AL,transit,221,14.1,436306,5.01,161,0.98,126,22.73,296977,0.02,139329,15.67,10402,45.87,2001
AL,education - elementary and secondary instructional,66488,2.09,193952151,2.97,65146,2.2,5003,12.37,191696821,3.03,2255330,16.8,220479,12.13,2001
AL,education - elementary and secondary total,29839,3.81,45744649,3.05,28546,4.04,3983,13.65,44029907,3.33,1714742,14.8,212721,14.65,2001
AL,education - higher education instructional,11493,0,53698277,0,8903,0,7197,0,43897843,0,9800434,0,448097,0,2001
AL,education - higher education other,26491,0,66883789,0,20468,0,15091,0,57102591,0,9781198,0,1047542,0,2001
AL,education - other,2749,0,8563394,0,2703,0,130,0,8468239,0,95155,0,7689,0,2001
AL,libraries,1063,6.71,2263151,2.87,728,4.21,731,15.25,1790818,2.67,472333,13.59,52038,14.73,2001
AL,liquor stores,634,0,1357268,0,630,0,5,0,1350737,0,6531,0,620,0,2001
AL,other and unallocable,6049,2.11,16308810,1.28,5515,1.83,1283,24.95,15467956,1.18,840854,10.48,98845,15.38,2001
AK,total,49553,1.21,186249717,0.76,44135,0.94,17987,10.32,172348246,0.63,13901471,6.84,942328,5.88,2001
AK,financial administration,1674,7.82,6320176,3.96,1556,7.43,276,45.62,5914135,3.79,406041,41.23,19141,49.23,2001
AK,other government administration,1586,6.19,6455861,5.55,1510,5.69,1342,38.27,5930674,5.82,525187,23.51,27827,21.94,2001
AK,judicial and legal,1386,3.61,5605155,0.47,1299,0,132,37.88,5445442,0,159713,16.62,10516,42.32,2001
AK,police protection - officers,1014,10.06,5662529,5.79,1012,11.62,120,62.07,5555743,5.7,106786,60.35,10575,58.14,2001
AK,police protection - other,626,11.81,2064201,10.71,524,12.01,516,59.4,1889259,11.46,174942,48.55,16819,50.22,2001
AK,fire protection - firefighters,586,1.73,3203723,1,546,1.2,308,11.49,3122224,1.1,81499,21.33,8528,21.33,2001
AK,fire protection - other,33,5.08,106067,3.28,28,5.99,10,0,95984,3.63,10083,0,773,0,2001
AK,corrections,1783,3.39,6982412,2.58,1760,3.46,67,53.95,6907589,2.26,74823,34.99,4554,18.39,2001
AK,streets and highways,3558,3.37,14657458,1.66,3501,1.45,274,98.83,14441183,1.4,216275,35.57,6803,219.35,2001
AK,air transportation,56,0,262295,17.21,55,0,37,90.09,213425,0,48870,92.35,3138,92.42,2001
AK,water transport and terminals,256,45.1,1118657,53.86,248,46.23,13,69.22,1095590,55.04,23067,90.69,1416,89.16,2001
AK,public welfare,1886,0.5,5795791,0.38,1746,0.41,205,2.54,5565071,0.35,230720,1.16,23369,2.09,2001
AK,health,1118,3.67,4164670,1.81,1028,0.21,317,23.78,3958073,0.28,206597,36.17,17588,37,2001
AK,hospitals,474,7.5,1798877,3.21,396,8.97,125,0,1542626,3.75,256251,0,13731,0,2001
AK,social insurance administration,448,0,1520483,0,446,0,3,0,1516143,0,4340,0,257,0,2001
AK,solid waste management,260,8.11,956517,4.49,192,24.76,156,39.19,814334,4.38,142183,44.34,11702,50.37,2001
AK,sewerage,443,10.18,1643600,4.29,344,5.92,298,45.15,1458800,4.5,184800,38.46,18698,40.1,2001
AK,parks and recreation,637,17.62,1840544,11.85,425,23.51,570,23.23,1361805,19.52,478739,25.13,44904,20.09,2001
AK,housing and community development,576,15.41,2465411,25.5,464,20.39,134,13.64,2140129,32.75,325282,23.57,18744,8.68,2001
AK,natural resources,2116,0,7915787,0,2089,0,61,0,7855004,0,60783,0,4541,0,2001
AK,water transport and terminals,358,19.04,998488,6.91,245,14.1,176,57.38,876798,4.05,121690,49,10743,51.12,2001
AK,electric power,484,14.34,2393419,7.53,384,0.6,361,58.13,2072509,0.06,320910,56.23,25788,52.96,2001
AK,gas supply,0,0,122600,58.81,0,0,200,58.63,0,0,122600,58.81,8200,56.75,2001
AK,transit,215,89.79,793786,0,201,96.05,20,0,750148,0,43638,0,2420,0,2001
AK,education - elementary and secondary instructional,12274,3.83,47113448,1.73,11178,2.7,3381,17.93,44079239,1.83,3034209,13.41,181442,17.34,2001
AK,education - elementary and secondary total,6730,3.65,19210619,2.73,5321,3.92,4057,10.65,16590503,2.68,2620116,8.31,224724,9.65,2001
AK,education - higher education instructional,1354,0,7820213,0,1092,0,1440,0,6324636,0,1495577,0,46374,0,2001
AK,education - higher education other,3408,0,10298653,0,2636,0,2123,0,8894727,0,1403926,0,136530,0,2001
AK,education - other,384,0,1379717,0,361,0,47,0,1324671,0,55046,0,3822,0,2001
AK,libraries,315,9.06,932404,0.92,165,58.05,292,40.2,642100,31.47,290304,68.1,24258,52.62,2001
AK,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
AK,other and unallocable,3515,5.15,14646156,2.13,3383,2.95,926,36.47,13969682,1.41,676474,36.1,14403,192,2001
AZ,total,251745,0.8,742512517,0.64,222008,0.94,71173,2.12,682290895,0.7,60221622,2.69,5209857,3.35,2001
AZ,financial administration,7517,2.03,22145968,1.53,7361,1.72,242,21.16,21798035,1.41,347933,18.4,25719,27.85,2001
AZ,other government administration,5883,4.2,21305108,4.63,5584,4.43,1151,30.43,20430603,4.82,874505,6.7,53470,10.37,2001
AZ,judicial and legal,9873,1.65,32999559,1.08,9526,1.09,802,19.78,31814911,0.8,1184648,11.91,59248,21.04,2001
AZ,police protection - officers,12500,2.43,48577487,1.32,12488,2.44,79,24.53,48496215,1.31,81272,12.78,5482,44.99,2001
AZ,police protection - other,4106,2.89,13397218,0.95,3977,1.88,176,51.2,13134581,0.53,262637,31.33,22316,41.33,2001
AZ,fire protection - firefighters,4638,3.47,18258911,2.52,4432,4.02,915,25.16,17817851,2.99,441060,74.92,34488,76.21,2001
AZ,fire protection - other,841,4.18,3119162,2.34,763,4.61,156,13.71,2941422,2.37,177740,14.04,14095,7.59,2001
AZ,corrections,13646,1.82,37993980,1.42,13499,1.87,298,3.88,37584952,1.43,409028,0.71,25536,2.14,2001
AZ,streets and highways,7442,3.44,22919118,3.67,7376,3.47,209,36.05,22683029,3.66,236089,33.02,12297,9.95,2001
AZ,air transportation,1017,0,3320800,0,988,0,52,0,3214988,0,105812,0,4796,0,2001
AZ,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
AZ,public welfare,7651,1.57,19203732,0.67,7049,0.71,998,16.13,18015481,0.25,1188251,9.6,103523,14.56,2001
AZ,health,5129,0.68,13579527,0.32,4878,0.86,456,3.5,12992312,0.3,587215,1.62,44387,3.05,2001
AZ,hospitals,4722,0,12685925,0,4465,0,382,0,11894660,0,791265,0,45485,0,2001
AZ,social insurance administration,2170,0,4969724,0,2163,0,11,0,4957117,0,12607,0,1269,0,2001
AZ,solid waste management,2191,4.77,6523009,2.61,2144,4.9,65,21.97,6438451,2.65,84558,9.28,8396,14.44,2001
AZ,sewerage,1292,4.01,3923093,3.67,1278,4.06,32,10.37,3898982,3.69,24111,4.71,1911,1.33,2001
AZ,parks and recreation,4846,2.6,12185329,1.71,3668,2.04,3526,3.32,10158675,1.73,2026654,3.08,214305,4.98,2001
AZ,housing and community development,713,48.29,2057588,52.65,605,56.89,180,24.37,1861085,58.24,196503,20.42,19288,29.71,2001
AZ,natural resources,3379,1.85,11063449,3.38,3078,2.03,722,3.49,10411996,3.58,651453,2.28,55007,2.88,2001
AZ,water transport and terminals,3019,4.99,10672006,2.86,3002,4.75,42,70.35,10645854,2.5,26152,234,2177,183.06,2001
AZ,electric power,4485,1.11,24404858,0.4,4313,1.16,191,0,23759385,0.41,645473,0,30458,0,2001
AZ,gas supply,21,0,49806,0,21,0,0,0,49806,0,0,0,0,0,2001
AZ,transit,169,0,600862,0,147,0,40,0,542699,0,58163,0,3755,0,2001
AZ,education - elementary and secondary instructional,63622,2.91,182907592,2.21,59072,3.09,8918,14.66,173604569,2.38,9303023,10.99,778862,13.34,2001
AZ,education - elementary and secondary total,33080,3.26,66950878,3.26,25859,3.5,15994,4.84,55103586,3.65,11847292,7.12,1261536,9.59,2001
AZ,education - higher education instructional,11791,0,49876112,0,7207,0,12308,0,36411399,0,13464713,0,807418,0,2001
AZ,education - higher education other,24388,0,64750730,0,16491,0,21087,0,51584330,0,13166400,0,1392154,0,2001
AZ,education - other,3028,0,7743777,0,2786,0,423,0,7254496,0,489281,0,42911,0,2001
AZ,libraries,1821,5.55,4820664,2.42,1264,4.13,1119,9.03,3826071,2.38,994593,3.14,93208,5.66,2001
AZ,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
AZ,other and unallocable,6765,11.46,19506545,7.46,6524,11.81,599,19.35,18963354,7.68,543191,19.98,46360,27.44,2001
AR,total,151069,1.1,361451438,0.75,137722,1.02,46460,7.05,339533000,0.72,21918438,4.6,2326918,5.03,2001
AR,financial administration,3778,4.05,8780253,2.64,3662,4.14,599,44.43,8494072,2.77,286181,20.16,30423,21.44,2001
AR,other government administration,3028,7.34,6926494,4.88,2629,7.54,4643,18.89,5749928,4.73,1176566,15.93,82408,19.03,2001
AR,judicial and legal,2755,6.17,7213859,3.99,2414,6.59,738,28.84,6604732,4.32,609127,18.03,50281,16.14,2001
AR,police protection - officers,5938,4.35,15345580,3.91,5707,3.88,517,50.85,15022676,3.8,322904,34.86,41489,35.54,2001
AR,police protection - other,1962,4.03,3933223,2.9,1877,4.11,344,5.65,3804056,2.99,129167,5.48,14645,6.64,2001
AR,fire protection - firefighters,2258,1.95,6666702,0.86,2148,0.52,3911,44.11,6459773,0.42,206929,25.52,24128,35.27,2001
AR,fire protection - other,90,4.23,175087,6.47,66,5.77,394,76.14,138324,3.82,36763,27.2,5724,26.21,2001
AR,corrections,5846,1.98,11930436,1.3,5764,2.04,200,24.43,11806688,1.35,123748,23.46,14691,31.35,2001
AR,streets and highways,7098,2.65,15214360,2.4,6890,2.47,201,83.96,15019514,2.39,194846,47.9,25429,56.38,2001
AR,air transportation,223,0.67,453639,0.62,212,0.06,29,1.29,440463,0.3,13176,11.4,1781,12.34,2001
AR,water transport and terminals,2,0,6963,0,2,0,0,0,6963,0,0,0,0,0,2001
AR,public welfare,2286,1.76,5606373,0.99,2245,1.38,46,68.27,5563731,0.74,42642,41.61,5433,41.13,2001
AR,health,5082,1.04,12533069,0.59,4879,1.06,402,8.61,12120288,0.59,412781,1.48,35232,2.83,2001
AR,hospitals,7731,0.28,18749246,0.32,7144,0.48,1214,0.15,17548193,0.28,1201053,0.9,102808,2.3,2001
AR,social insurance administration,1022,0,2876172,0,875,0,229,0,2643226,0,232946,0,25992,0,2001
AR,solid waste management,1614,7.57,2857360,5.76,1511,8.12,293,25.3,2701226,5.92,156134,23.11,22807,23.65,2001
AR,sewerage,1095,9.78,2669449,6.56,1090,9.88,112,133.74,2626712,6.9,42737,132.31,6223,128.23,2001
AR,parks and recreation,1618,0.74,3133226,1.32,1279,0.68,774,11.6,2680627,0.6,452599,8.14,61161,2.32,2001
AR,housing and community development,1391,24.48,2620838,24.83,1224,26.65,319,45.82,2435470,27.23,185368,33.99,18473,46.94,2001
AR,natural resources,2326,3,5257402,2.49,2088,4.93,856,30.6,4904986,3.38,352416,15.87,38333,17.58,2001
AR,water transport and terminals,2023,10.43,4492351,6.94,1804,8.97,594,72.07,4157055,7.08,335296,47.19,47924,42.44,2001
AR,electric power,387,0,1234423,0,382,0,7,0,1229132,0,5291,0,696,0,2001
AR,gas supply,3,0,4866,0,2,0,1,0,4228,0,638,0,85,0,2001
AR,transit,238,13.56,564866,8.41,195,3.31,57,59.43,501802,2.76,63064,53.41,7598,58.85,2001
AR,education - elementary and secondary instructional,44403,2.26,111491107,1.42,42276,2.09,7033,15.57,108335013,1.43,3156094,15.92,359044,16.88,2001
AR,education - elementary and secondary total,20254,4.77,30925088,5.23,17289,5.36,7915,17.1,27096104,5.59,3828984,18.25,498202,16.72,2001
AR,education - higher education instructional,6501,0,31892217,0,5239,0,3812,0,28340098,0,3552119,0,222799,0,2001
AR,education - higher education other,12020,0,28409121,0,9788,0,7519,0,25326840,0,3082281,0,393659,0,2001
AR,education - other,2816,0,7787676,0,2551,0,783,0,7132299,0,655377,0,46814,0,2001
AR,libraries,765,7.53,1256897,6.75,627,7.63,490,12.57,1061508,6.93,195389,11.7,27336,13.9,2001
AR,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
AR,other and unallocable,4516,10.71,10443095,6.57,3863,11.59,2428,51.43,9577273,6.52,865822,25,115300,26.38,2001
CA,total,1735142,0.84,7178514180,0.84,1487948,0.83,636689,1.41,6482941597,0.79,695572583,1.55,42922805,1.81,2001
CA,financial administration,45298,1.18,176710699,1.25,42097,1.17,5726,2.35,168413326,1.2,8297373,3.31,567155,2.58,2001
CA,other government administration,29065,3.17,127961374,2.87,26933,3.02,6312,12.93,121554283,2.79,6407091,8.81,366446,12.97,2001
CA,judicial and legal,53238,1.04,251309853,0.77,51142,1.07,3504,1.73,245195568,0.78,6114285,1.75,365832,1.43,2001
CA,police protection - officers,66964,1.14,390911376,0.84,66424,1.15,1886,1.94,388689156,0.84,2222220,1.27,97096,1.98,2001
CA,police protection - other,33115,1.37,124848836,0.86,30152,1.08,6813,8.43,118309539,0.87,6539297,6.64,523850,9.28,2001
CA,fire protection - firefighters,27250,2.27,180077258,1.71,26428,2.07,4530,22.51,178375200,1.67,1702058,20.07,153223,21.75,2001
CA,fire protection - other,2648,3.05,11379361,2.84,2543,3.15,538,56.1,11051718,2.89,327643,12.1,21798,11.01,2001
CA,corrections,80335,0.41,347101183,0.38,76313,0.44,6080,0.5,334223619,0.39,12877564,0.22,710959,0.42,2001
CA,streets and highways,45780,1.65,222369713,1.18,44134,1.7,2540,6.72,216511055,1.21,5858658,1.9,285485,2.96,2001
CA,air transportation,6180,0.62,28048201,0.49,5973,0.65,386,0,27477544,0.5,570657,0,37011,0,2001
CA,water transport and terminals,2174,2.3,10622442,1.09,2050,0,250,40,10316475,0,305967,37.81,24364,46.79,2001
CA,public welfare,67019,0.82,227484001,0.65,64913,0.84,3935,3.11,221653276,0.66,5830725,2.49,372381,3.16,2001
CA,health,52198,1.19,213745919,0.88,48194,1.27,7905,5.6,199550275,0.97,14195644,3.71,703658,4.51,2001
CA,hospitals,102976,0.27,425288421,0.18,88878,0.31,24806,0.03,374874107,0.19,50414314,0.15,2473365,0.13,2001
CA,social insurance administration,17277,0,67820060,0,15497,0,2569,0,62301513,0,5518547,0,314980,0,2001
CA,solid waste management,7082,1.82,28645611,2.04,6720,1.8,781,27.18,27617358,2.08,1028253,13.46,61696,10.22,2001
CA,sewerage,12629,2.39,59342118,1.94,12299,2.19,945,14,58299304,1.8,1042814,16.18,68539,19.63,2001
CA,parks and recreation,38180,1.55,107985773,1.42,26781,1.47,28032,3.5,86056318,1.45,21929455,3.63,2021346,3.68,2001
CA,housing and community development,10995,3.1,42530916,2.53,10343,3.28,1842,11.11,40596886,2.63,1934030,6.19,113777,4.75,2001
CA,natural resources,22698,1.47,90331626,1.43,19342,1.13,4708,5.02,84035016,1.39,6296610,4.22,591470,6.02,2001
CA,water transport and terminals,20826,1.57,98556267,1.45,20334,1.58,1367,8.3,97137814,1.45,1418453,5.18,100422,3.68,2001
CA,electric power,10241,0,56141938,0,10014,0,382,0,55486985,0,654953,0,39928,0,2001
CA,gas supply,244,0,1023316,0,244,0,0,0,1023316,0,0,0,0,0,2001
CA,transit,32802,1.65,125321163,2.03,30264,1.62,2307,3.95,119043957,2,6277206,4.64,458510,3.17,2001
CA,education - elementary and secondary instructional,430271,2.16,1875630911,2.46,361607,2.1,184169,3.97,1671975158,2.31,203655753,4.14,11679152,4.4,2001
CA,education - elementary and secondary total,214739,2.68,584211795,2.58,168559,3.21,106550,2.9,490331591,2.84,93880204,4.08,7838462,4.44,2001
CA,education - higher education instructional,65985,0,362304902,0,44087,0,72864,0,263066695,0,99238207,0,3870621,0,2001
CA,education - higher education other,139615,0,515217935,0,99072,0,132398,0,413850753,0,101367182,0,7164854,0,2001
CA,education - other,4893,0,19846925,0,4521,0,706,0,18615739,0,1231186,0,65983,0,2001
CA,libraries,12610,4.46,37775316,3.02,8497,3.55,9504,3.14,29181986,2.8,8593330,4.78,727452,7.21,2001
CA,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
CA,other and unallocable,79815,2.45,367968971,1.88,73593,2.13,12354,13.39,348126067,1.78,19842904,6.05,1102990,9.19,2001
CO,total,234095,0.84,765107158,0.42,192581,0.97,99342,1.8,647511137,0.5,117596021,0.82,7400414,1.37,2001
CO,financial administration,5871,1.61,21101925,1.35,5686,1.6,488,17.59,20485308,1.38,616617,8.97,38227,11,2001
CO,other government administration,4932,4.08,16475191,3.84,4545,3.96,8156,6.24,15382749,3.92,1092442,9.23,78616,14.37,2001
CO,judicial and legal,5591,0.33,21927624,0.35,4989,0.34,1205,4.12,19674392,0.3,2253232,1.47,110034,1.99,2001
CO,police protection - officers,8952,1.21,41851739,1.25,8805,1.07,440,27.42,41531215,1.27,320524,20.57,24414,22.45,2001
CO,police protection - other,3449,6,10273086,3.6,3304,6.08,365,22.7,9894999,3.55,378087,6.26,26618,8.87,2001
CO,fire protection - firefighters,4122,2.64,17961546,0.86,3900,1.4,724,28.95,17755233,0.82,206313,15.38,41228,42.26,2001
CO,fire protection - other,447,11.18,1613444,8.63,444,11.26,266,77.42,1573423,8.8,40021,56,2029,48.66,2001
CO,corrections,9698,1.2,34098057,0.65,9613,1.21,176,23.27,33754878,0.61,343179,17.64,16727,6.75,2001
CO,streets and highways,8703,1.83,29779015,1.86,8369,1.89,559,16.42,29076084,1.87,702931,8.05,48600,10.42,2001
CO,air transportation,1229,0.95,4504496,1.12,1172,1,193,25.9,4374107,0.76,130389,13.42,12799,19.92,2001
CO,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
CO,public welfare,7233,1.62,22337744,1.41,6816,1.56,1074,15.69,21196575,1.16,1141169,6.95,79710,8.15,2001
CO,health,4786,3.57,17318214,1.8,3938,3.91,1766,18.82,14729104,2.01,2589110,2.98,158415,5.77,2001
CO,hospitals,12678,0,39834417,0,10480,0,3931,0,33258980,0,6575437,0,393300,0,2001
CO,social insurance administration,863,0,3367699,0,827,0,60,0,3266131,0,101568,0,6418,0,2001
CO,solid waste management,631,1.63,1971331,1.9,565,6.31,109,31.96,1885789,2.73,85542,33.48,9172,35.99,2001
CO,sewerage,2390,12.7,8824243,9.57,2324,12.66,539,33.09,8522845,9.15,301398,56.49,18484,54.66,2001
CO,parks and recreation,6539,2.96,16977676,2.17,3871,2.32,8161,11.36,12405545,1.68,4572131,3.56,471658,4.07,2001
CO,housing and community development,1969,17.73,5983804,13.15,1862,18.75,296,21.52,5706442,13.74,277362,8.2,24031,14.34,2001
CO,natural resources,2024,0.95,7910020,0.36,1872,1.03,514,6.33,7360775,0.34,549245,4.59,32037,7.16,2001
CO,water transport and terminals,3785,7.24,12579989,6.89,3720,6.76,844,27.45,12157039,6.48,422950,25.41,27893,22.75,2001
CO,electric power,1536,7.34,7437103,3.65,1519,7.42,33,0,7374841,3.68,62262,0,2896,0,2001
CO,gas supply,273,0,1162972,0,273,0,0,0,1162972,0,0,0,0,0,2001
CO,transit,2976,0,9711853,0,2706,0,449,0,9059942,0,651911,0,47437,0,2001
CO,education - elementary and secondary instructional,60754,2.54,177777143,1.12,53981,2.89,16313,3.4,164703247,1.21,13073896,2.36,1185509,1.09,2001
CO,education - elementary and secondary total,24140,2.85,52701790,2.02,18747,4.67,15591,7.72,41917345,3.43,10784445,7.41,948692,10.05,2001
CO,education - higher education instructional,15143,0,82699691,0,9800,0,11132,0,48966532,0,33733159,0,945608,0,2001
CO,education - higher education other,24736,0,69743043,0,11083,0,22572,0,36233543,0,33509500,0,2416590,0,2001
CO,education - other,1285,0,4530090,0,1034,0,563,0,3721101,0,808989,0,44586,0,2001
CO,libraries,2428,5.12,6372276,5.09,1680,5.98,1979,7.11,4779463,7.1,1592813,8.38,135656,12.52,2001
