state,year,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_full_time_and_part_time_employees,total_march_full_time_and_part_time_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent
AK,2013,highways,3770,0.08,21769132,0.06,173,1.2,188695,1.46,10785,1.65,3833,0.13,3943,0.09,21957827,0.06
AK,2013,air transportation,66,0.01,378088,0.01,8,0.01,14380,0.01,655,0.01,70,0.01,74,0.01,392468,0.01
AK,2013,water transport and terminals,158,0.03,787795,0.02,9,0.01,10050,0.01,611,0.01,161,0.03,167,0.03,797845,0.02
AK,2013,public welfare,1926,0.01,9340694,0.01,142,0.01,247723,0.01,19976,0.01,2046,0.01,2068,0.01,9588417,0.01
AK,2013,health,946,0.01,5340206,0.01,294,0.06,311301,0.1,15796,0.1,1036,0.01,1240,0.02,5651507,0.01
AK,2013,hospitals,773,0.01,4625056,0.01,284,0.01,903432,0.01,33128,0.01,966,0.01,1057,0.01,5528488,0.01
AK,2013,social insurance administration,384,0,1844920,0,7,0,14860,0,652,0,388,0,391,0,1859780,0
AK,2013,solid waste management,325,0.24,1662253,0.19,93,2.25,125826,2.39,6779,3.14,362,0.35,418,0.54,1788079,0.24
AK,2013,sewerage,290,0.41,1699003,0.29,68,0.86,59645,1.13,4334,0.47,320,0.39,358,0.37,1758648,0.28
AK,2013,parks and recreation,449,0.06,2005811,0.06,586,0.16,603389,0.17,40648,0.17,688,0.1,1035,0.09,2609200,0.06
AK,2013,housing and community development,709,4.38,3638086,4.38,291,1.18,513513,1.54,16708,1.67,849,3.92,1000,3.13,4151599,3.84
AK,2013,natural resources,2430,0.01,13649290,0.01,115,0.01,232287,0.01,9173,0.01,2484,0.01,2545,0.01,13881577,0.01
AK,2013,water transport and terminals,292,0.37,1633790,0.27,81,2.01,100409,1.51,6022,1.45,324,0.46,373,0.52,1734199,0.27
AK,2013,electric power,447,0.13,3382591,0.1,74,0.27,94615,0.21,4726,0.28,469,0.19,521,0.12,3477206,0.1
AK,2013,gas supply,6,0.01,30304,0.01,8,0.01,13401,0.01,892,0.01,11,0.01,14,0.01,43705,0.01
AK,2013,transit,226,0.01,1228679,0.01,54,0.01,180821,0.01,6909,0.01,265,0.01,280,0.01,1409500,0.01
AK,2013,education total,23476,0.24,114731501,0.25,8896,0.57,10542909,0.53,567461,0.52,26749,0.27,32372,0.23,125274410,0.23
AK,2013,education - elementary and secondary total,18675,0.3,86518125,0.33,4782,1.06,5284954,1.06,304347,0.97,20460,0.35,23457,0.32,91803079,0.31
AK,2013,education - elementary and secondary instructional,12160,0.44,64726805,0.42,2477,1.36,3222756,1.33,168280,1.28,13140,0.49,14637,0.43,67949561,0.41
AK,2013,education - elementary and secondary other,6515,0.3,21791320,0.31,2305,1.64,2062198,1.75,136067,1.48,7320,0.42,8820,0.48,23853518,0.32
AK,2013,education - higher education total,4540,0.01,26706200,0.01,4087,0.01,5223243,0.01,261398,0.01,6018,0.01,8627,0.01,31929443,0.01
AK,2013,education - higher education instructional,1499,0.01,11679617,0.01,1159,0.01,1440696,0.01,58087,0.01,1827,0.01,2658,0.01,13120313,0.01
AK,2013,education - higher education other,3041,0.01,15026583,0.01,2928,0.01,3782547,0.01,203311,0.01,4191,0.01,5969,0.01,18809130,0.01
AK,2013,education - other,261,0,1507176,0,27,0,34712,0,1716,0,271,0,288,0,1541888,0
AK,2013,libraries,178,0.03,845549,0.03,228,0.73,276691,0.36,16236,0.37,268,0.03,406,0.41,1122240,0.09
AK,2013,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2013,other and unallocable,3542,0.19,20569673,0.08,378,1.84,455734,1.68,26724,1.27,3655,0.33,3920,0.25,21025407,0.09
AZ,2013,total,250791,0.53,1067305523,0.4,86484,0.55,102637046,0.49,6187499,0.54,286281,0.51,337275,0.42,1169942569,0.37
AZ,2013,financial administration,6780,0.82,30528351,0.57,205,2.62,411090,1.34,19679,0.91,6893,0.84,6985,0.8,30939441,0.56
AZ,2013,other government administration,4487,0.64,21592356,0.77,479,1.51,628037,0.51,28422,0.55,4665,0.64,4966,0.6,22220393,0.75
AZ,2013,judicial and legal,10215,0.49,45793417,0.42,625,1.35,1337013,0.83,54245,1.18,10519,0.51,10840,0.47,47130430,0.41
AZ,2013,police protection total,19526,0.3,103735837,0.32,300,0.63,526938,0.58,26451,0.59,19672,0.3,19826,0.3,104262775,0.32
AZ,2013,police protection - officers,14014,0.38,79705210,0.4,40,0.33,65724,0.06,3229,0.09,14029,0.38,14054,0.38,79770934,0.4
AZ,2013,police protection - other,5512,0.46,24030627,0.39,260,0.72,461214,0.67,23222,0.67,5643,0.47,5772,0.44,24491841,0.38
AZ,2013,fire protection total,8483,1.32,47967288,1.38,1472,0.84,1178658,1.06,82956,1.19,9024,1.18,9955,1.13,49145946,1.35
AZ,2013,fire protection - firefighters,7324,1.45,42104776,1.51,1240,0.96,976486,1.17,70153,1.33,7777,1.27,8564,1.25,43081262,1.48
AZ,2013,fire protection - other,1159,3.07,5862512,3.1,232,1.39,202172,2.62,12803,2.38,1247,3.13,1391,2.57,6064684,3
AZ,2013,corrections,14929,0.32,53178101,0.3,218,1.7,382884,2.04,19759,2.3,15039,0.34,15147,0.32,53560985,0.3
AZ,2013,highways,6905,0.58,29462611,0.5,150,0.36,266556,0.3,13129,0.5,6980,0.59,7055,0.57,29729167,0.49
AZ,2013,air transportation,1152,0.15,5367579,0.13,48,1.98,39605,3.28,3309,3.54,1173,0.24,1200,0.17,5407184,0.13
AZ,2013,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
AZ,2013,public welfare,6758,0.05,23904630,0.04,483,0.29,642288,0.13,42101,0.12,6998,0.05,7241,0.05,24546918,0.04
AZ,2013,health,5940,0.25,23235533,0.21,695,0.38,1192838,0.15,79584,0.14,6399,0.24,6635,0.23,24428371,0.2
AZ,2013,hospitals,8437,0.01,41468754,0.01,2117,0.01,6169286,0.01,224810,0.01,9707,0.01,10554,0.01,47638040,0.01
AZ,2013,social insurance administration,2016,0,6079955,0,61,0,104716,0,6030,0,2050,0,2077,0,6184671,0
AZ,2013,solid waste management,2235,0.68,9062808,0.53,51,2.37,76054,2.58,5945,2.48,2269,0.78,2286,0.66,9138862,0.52
AZ,2013,sewerage,1512,0.56,6362456,0.53,73,0.48,101569,0.28,5424,0.47,1544,0.55,1585,0.53,6464025,0.52
AZ,2013,parks and recreation,3352,0.79,12494451,0.69,3554,0.83,2988723,0.64,242112,0.83,4744,0.75,6906,0.57,15483174,0.57
AZ,2013,housing and community development,1408,0.92,6373375,0.74,238,0.08,193895,0.12,15740,0.1,1493,0.87,1646,0.79,6567270,0.72
AZ,2013,natural resources,2199,0.84,9159993,0.73,271,0.79,463041,0.79,24356,0.71,2336,0.78,2470,0.75,9623034,0.69
AZ,2013,water transport and terminals,3537,0.35,17404708,0.27,89,0.08,106183,0.25,6079,0.15,3571,0.35,3626,0.34,17510891,0.27
AZ,2013,electric power,5193,0.28,40983647,0.25,183,0.09,650650,0.03,28089,0.05,5351,0.27,5376,0.27,41634297,0.24
AZ,2013,gas supply,116,0.01,614915,0.01,0,0.01,0,0.01,0,0.01,116,0.01,116,0.01,614915,0.01
AZ,2013,transit,565,1.19,2477900,0.7,93,1.65,148339,1.66,10353,1.82,627,1.22,658,1.05,2626239,0.66
AZ,2013,education total,127458,1.04,498674413,0.84,73388,0.65,83008073,0.61,5115735,0.65,156769,0.93,200846,0.7,581682486,0.73
AZ,2013,education - elementary and secondary total,94530,1.4,316695058,1.32,34340,1.26,42317471,1.13,2625710,1.24,109633,1.32,128870,1.08,359012529,1.17
AZ,2013,education - elementary and secondary instructional,63611,1.68,234410576,1.63,19289,1.36,26654275,1.4,1335582,1.45,71312,1.6,82900,1.33,261064851,1.47
AZ,2013,education - elementary and secondary other,30919,2.5,82284482,2.05,15051,2.29,15663196,1.89,1290128,2.03,38321,2.32,45970,1.84,97947678,1.74
AZ,2013,education - higher education total,29856,0.41,170741393,0.33,38751,0.52,40192032,0.4,2460273,0.3,43896,0.37,68607,0.34,210933425,0.28
AZ,2013,education - higher education instructional,8932,0.71,67332036,0.57,15101,1.19,18983828,0.71,912641,0.41,14163,0.67,24033,0.79,86315864,0.47
AZ,2013,education - higher education other,20924,0.49,103409357,0.4,23650,0.4,21208204,0.4,1547632,0.41,29733,0.44,44574,0.31,124617561,0.34
AZ,2013,education - other,3072,0,11237962,0,297,0,498570,0,29752,0,3240,0,3369,0,11736532,0
AZ,2013,libraries,1286,0.77,4914663,0.74,1189,0.56,1377462,0.56,95583,0.64,1829,0.68,2475,0.48,6292125,0.59
AZ,2013,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,2013,other and unallocable,6302,0.53,26467782,0.64,502,1.01,643148,0.87,37608,1.3,6513,0.53,6804,0.5,27110930,0.63
AR,2013,total,156227,0.82,547972250,0.87,39545,0.98,29716043,0.99,2311709,1.16,169483,0.83,195772,0.68,577688293,0.83
AR,2013,financial administration,4145,0.94,13429481,0.72,338,1.26,257767,0.79,20568,1.32,4253,0.91,4483,0.87,13687248,0.71
AR,2013,other government administration,2642,1.24,8611622,0.84,2928,0.63,1234333,1.45,75572,2.08,3067,1.4,5570,0.68,9845955,0.75
AR,2013,judicial and legal,2860,0.94,9147136,0.65,625,0.78,816328,0.73,37782,0.89,3068,0.98,3485,0.78,9963464,0.6
AR,2013,police protection total,8100,1.09,27904340,0.88,671,0.86,455634,1.03,39739,1.08,8326,1.1,8771,1.01,28359974,0.87
AR,2013,police protection - officers,6110,1.38,22289439,1.08,449,1.12,288579,1.4,25573,1.45,6253,1.4,6559,1.29,22578018,1.06
AR,2013,police protection - other,1990,1.3,5614901,1.02,222,1.31,167055,1.43,14166,1.54,2073,1.34,2212,1.17,5781956,0.99
AR,2013,fire protection total,2689,0.5,11170507,0.38,1403,2.75,337691,3.79,37991,4.66,2906,0.92,4092,1,11508198,0.38
AR,2013,fire protection - firefighters,2608,0.52,10888942,0.39,1339,2.88,330104,3.88,37292,4.75,2821,0.95,3947,1.04,11219046,0.39
AR,2013,fire protection - other,81,0.41,281565,0.23,64,0.24,7587,0.51,699,0.48,85,0.39,145,0.25,289152,0.22
AR,2013,corrections,7923,0.65,22718475,0.44,197,3.27,170208,3.13,17144,3.53,8023,0.69,8120,0.64,22888683,0.44
AR,2013,highways,6797,1.57,21413798,1.11,254,0.91,286483,0.86,25327,1.01,6940,1.57,7051,1.51,21700281,1.1
AR,2013,air transportation,298,0.18,1050546,0.18,41,0.28,33184,0.37,3051,0.26,317,0.18,339,0.16,1083730,0.18
AR,2013,water transport and terminals,10,0.4,68175,0.09,2,0.01,591,0.01,36,0.01,10,0.4,12,0.33,68766,0.09
AR,2013,public welfare,3982,0,12574788,0,114,2.68,97649,1,8595,1.13,4030,0.02,4096,0.07,12672437,0.01
AR,2013,health,4810,0.04,16162389,0.03,248,2.1,434490,1.06,21206,0.5,4928,0.06,5058,0.11,16596879,0.04
AR,2013,hospitals,7672,0.01,27876815,0.01,812,0.03,1359954,0.02,81414,0.02,8134,0.01,8484,0.01,29236769,0.01
AR,2013,social insurance administration,1468,0,5190816,0,1,0,1738,0,93,0,1469,0,1469,0,5192554,0
AR,2013,solid waste management,1455,1.72,3557910,1.46,156,1.34,120288,4.18,12255,1.34,1524,1.8,1611,1.56,3678198,1.42
AR,2013,sewerage,1230,0.56,4102654,0.53,97,0.03,84059,0.02,7362,0.02,1268,0.54,1327,0.52,4186713,0.52
AR,2013,parks and recreation,1995,0.49,5066551,0.49,783,2.65,527433,1.92,58949,1.94,2323,0.79,2778,0.83,5593984,0.48
AR,2013,housing and community development,994,1.32,2990788,1.31,230,0.79,210751,0.85,19728,0.68,1109,1.28,1224,1.09,3201539,1.22
AR,2013,natural resources,2128,0.04,6693132,0.03,469,0.13,383401,0.21,29902,0.19,2293,0.04,2597,0.04,7076533,0.03
AR,2013,water transport and terminals,2308,1.61,7749287,1.4,247,0.64,264046,0.72,17942,1.06,2411,1.58,2555,1.45,8013333,1.35
AR,2013,electric power,430,0.61,1996849,0.48,10,0.32,12498,0.25,945,0.3,437,0.61,440,0.59,2009347,0.47
AR,2013,gas supply,8,0.81,21471,1.02,0,0.01,0,0.01,0,0.01,8,0.81,8,0.81,21471,1.02
AR,2013,transit,317,0.01,1028713,0.01,32,0.01,33010,0.01,3433,0.01,338,0.01,349,0.01,1061723,0.01
AR,2013,education total,87268,1.46,321968078,1.47,28727,1.33,21688265,1.34,1684254,1.56,96987,1.43,115995,1.14,343656343,1.38
AR,2013,education - elementary and secondary total,64424,1.97,218211446,2.17,14254,2.69,8586926,3.4,847043,3.11,69403,2,78678,1.69,226798372,2.1
AR,2013,education - elementary and secondary instructional,44878,2.57,175447983,2.62,8064,3.68,3231278,4.84,382697,3.71,47156,2.62,52942,2.25,178679261,2.57
AR,2013,education - elementary and secondary other,19546,2.73,42763463,2.72,6190,3.91,5355648,4.59,464346,4.77,22247,2.83,25736,2.28,48119111,2.47
AR,2013,education - higher education total,21385,0.01,98516003,0.01,14452,0.01,13071847,0.01,835518,0.01,26115,0.01,35837,0.01,111587850,0.01
AR,2013,education - higher education instructional,6737,0.01,46660513,0.01,5186,0.01,6716787,0.01,303860,0.01,8458,0.01,11923,0.01,53377300,0.01
AR,2013,education - higher education other,14648,0.01,51855490,0.01,9266,0.01,6355060,0.01,531658,0.01,17657,0.01,23914,0.01,58210550,0.01
AR,2013,education - other,1459,0,5240629,0,21,0,29492,0,1693,0,1469,0,1480,0,5270121,0
AR,2013,libraries,661,2.4,1853058,2.32,631,1.88,475981,1.42,46765,1.56,931,2.17,1292,1.53,2329039,1.87
AR,2013,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2013,other and unallocable,4037,0.56,13624871,0.38,529,1.22,430261,1.2,61656,6.08,4383,1.02,4566,0.52,14055132,0.37
CA,2013,total,1446023,0.1,8882636908,0.1,648684,0.16,1091246696,0.14,45514628,0.16,1713520,0.1,2094707,0.08,9973883604,0.09
CA,2013,financial administration,49015,0.15,266757580,0.17,4306,0.2,9118133,0.4,469708,0.24,51646,0.13,53321,0.14,275875713,0.17
CA,2013,other government administration,27086,0.3,171149769,0.3,5562,0.25,9537335,0.2,362679,0.31,29211,0.29,32648,0.25,180687104,0.28
CA,2013,judicial and legal,40905,0.14,300289359,0.11,2214,0.06,7569961,0.05,199095,0.07,42037,0.14,43119,0.13,307859320,0.11
CA,2013,police protection total,95845,0.17,742032462,0.2,7017,0.53,12417711,0.31,551452,0.46,99092,0.17,102862,0.16,754450173,0.19
CA,2013,police protection - officers,69162,0.18,592580022,0.22,2318,0.27,5126360,0.19,170047,0.31,70127,0.17,71480,0.17,597706382,0.22
