state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_march,part_time_hours_march_coefficient_of_variation_as_percent,year
AL,corrections,7867,0.74,22709049,0.47,7706,0.69,277,9.93,22452133,0.43,256916,7.22,27067,8.33,2004
AL,highways,11544,1.54,28959386,0.99,11400,1.65,285,37.17,28751804,1.01,207582,14.07,22367,19.8,2004
AL,air transportation,608,14.41,1448310,27,497,17.62,194,12.89,1287133,30.37,161177,7.17,15827,10.42,2004
AL,water transport and terminals,471,0,1845701,0,471,0,1,0,1844501,0,1200,0,40,0,2004
AL,public welfare,5633,0.48,15306611,0.11,5383,0.18,494,15.04,14954859,0.07,351752,4.22,41618,6.04,2004
AL,health,10090,0.63,28133980,0.25,9486,0.76,1483,5.46,26832350,0.2,1301630,4.74,106316,2.52,2004
AL,hospitals,34956,0.22,109347777,0.29,30064,0.22,8132,0.27,94203026,0.32,15144751,0.11,841130,0.26,2004
AL,social insurance administration,1225,0,3661905,0,1208,0,34,0,3638764,0,23141,0,3011,0,2004
AL,solid waste management,3871,3.52,8815096,1.79,3752,3.13,216,19.23,8654874,1.57,160222,25.6,19060,30.88,2004
AL,sewerage,1531,0.39,4355591,0.66,1509,1.05,27,55.86,4327531,0.84,28060,64.45,3470,67.37,2004
AL,parks and recreation,4187,3.08,9544914,3.72,3290,3.21,2086,4.28,8367730,3.74,1177184,3.81,157719,3.03,2004
AL,housing and community development,2500,4.43,7370819,2.53,2288,2.64,438,43.24,6981961,2.07,388858,34.59,33495,38.97,2004
AL,natural resources,2428,1.85,7393935,1.16,2283,1.97,267,0,7139591,1.2,254344,0,24648,0,2004
AL,water transport and terminals,4148,4.63,10447505,4.08,3844,4.59,428,48.5,10151545,4.21,295960,33.67,30763,31.78,2004
AL,electric power,1125,0,4072431,0,1095,0,53,0,4012157,0,60274,0,5374,0,2004
AL,gas supply,952,5.17,2862508,2.64,942,5.23,20,0,2841659,2.66,20849,0,2153,0,2004
AL,transit,281,11.19,488246,0.76,199,0.59,100,25.31,418367,0.4,69879,4.78,7623,9.01,2004
AL,education - elementary and secondary instructional,66463,1.93,202651358,1.85,63342,2,8892,8.28,197056621,1.96,5594737,5.13,521406,6.36,2004
AL,education - elementary and secondary other,30206,2.64,47614951,4.05,28174,2.94,5458,13.62,44225281,4.35,3389670,13.39,347510,8.42,2004
AL,education - higher education instructional,12056,0,64225868,0,9009,0,8467,0,52459265,0,11766603,0,525918,0,2004
AL,education - higher education other,25908,0,71092462,0,19104,0,15290,0,59265960,0,11826502,0,1182190,0,2004
AL,education - other,2692,0,8754037,0,2659,0,82,0,8695083,0,58954,0,5850,0,2004
AL,libraries,1011,6.54,2546945,3.87,767,7.43,631,13.14,2049958,3.88,496987,20.07,46786,13.8,2004
AL,liquor stores,647,0,1446349,0,642,0,6,0,1436200,0,10149,0,817,0,2004
AL,other and unallocable,6449,1.65,17813637,1.09,5824,1.43,1215,8.62,16829044,1.06,984593,6.21,108640,7.57,2004
AK,total,50841,0.52,203379008,0.45,45651,0.53,14886,1.92,188472393,0.43,14906615,3.85,886517,2.89,2004
AK,financial administration,1763,5.38,7737278,3.1,1666,5.1,152,16.99,7421168,2.72,316110,34.15,12214,25.01,2004
AK,other government administration,1506,9.83,6106333,6.6,1196,10.09,1208,18.45,5082114,7.12,1024219,16.91,51932,21.97,2004
AK,judicial and legal,1313,0,5931372,0,1278,0,80,0,5801241,0,130131,0,5713,0,2004
AK,police protection - officers,1076,3.32,6024976,1.92,1044,3.65,23,211.75,5949025,1.68,75951,99.66,4692,65.27,2004
AK,police protection - other,584,0.45,2176751,0.33,566,0,90,36.44,2128476,0,48275,14.7,3268,18.09,2004
AK,fire protection - firefighters,637,0,3766871,0,602,0,388,0,3689138,0,77733,0,6513,0,2004
AK,fire protection - other,81,0,433131,0,75,0,23,0,419240,0,13891,0,1016,0,2004
AK,corrections,1840,0,7419012,0,1821,0,38,0,7373988,0,45024,0,3190,0,2004
AK,highways,3594,1.1,15837158,0.4,3535,1.3,150,23.69,15678759,0.34,158399,31.66,8406,27.79,2004
AK,air transportation,65,0,242550,0,63,0,6,0,239269,0,3281,0,218,0,2004
AK,water transport and terminals,149,0,637770,0,145,0,12,0,620896,0,16874,0,840,0,2004
AK,public welfare,1984,0.06,6922206,0.24,1868,0.07,163,3.43,6673173,0.02,249033,6.47,21628,9.07,2004
AK,health,1056,4.73,4326872,2.43,928,0,421,23.72,3971753,0,355119,29.65,23065,31.95,2004
AK,hospitals,943,0,3874752,0,804,0,298,0,3357299,0,517453,0,24012,0,2004
AK,social insurance administration,430,0,1577210,0,429,0,3,0,1573954,0,3256,0,205,0,2004
AK,solid waste management,276,9.02,1088737,6.6,212,11.62,81,72.76,944732,8.6,144005,31.11,8342,32.46,2004
AK,sewerage,436,10.1,1945890,7.29,373,8.5,55,91.67,1765717,5.28,180173,61.51,7995,47.08,2004
AK,parks and recreation,591,1.74,1825768,1.61,382,2.69,587,9.58,1405250,1.7,420518,4.39,35042,4.47,2004
AK,housing and community development,552,2.27,2325155,2.78,393,4.3,287,2.25,1732254,3.29,592901,5,27167,7.38,2004
AK,natural resources,2316,0,9238085,0,2256,0,114,0,9071946,0,166139,0,10367,0,2004
AK,water transport and terminals,224,13.33,1038452,9.35,159,18.44,189,47.58,863028,9.84,175424,50.99,9723,55.64,2004
AK,electric power,514,7.4,2643713,4.59,421,3.28,116,32.66,2293846,1.66,349867,34.36,13759,32.16,2004
AK,gas supply,0,0,1708,0,0,0,4,0,0,0,1708,0,86,0,2004
AK,transit,241,0,1047418,0,214,0,34,0,946620,0,100798,0,4687,0,2004
AK,education - elementary and secondary instructional,12641,0.7,50215049,0.82,11530,0.75,2880,2.7,47093947,0.97,3121102,2.94,186916,4.57,2004
AK,education - elementary and secondary other,7072,0.31,21427255,0.29,6241,0.57,3403,3.02,19337294,0.43,2089961,3.97,144746,2.18,2004
AK,education - higher education instructional,1110,0,6928302,0,928,0,1013,0,5798511,0,1129791,0,32047,0,2004
AK,education - higher education other,3764,0,12760377,0,2623,0,2612,0,10088642,0,2671735,0,200637,0,2004
AK,education - other,425,0,1681611,0,418,0,23,0,1664687,0,16924,0,1146,0,2004
AK,libraries,245,7.79,929992,1.22,190,0,117,54.93,717000,0,212992,5.31,14796,8.86,2004
AK,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AK,other and unallocable,3413,3.33,15267254,2.02,3291,3,316,56.64,14769426,1.69,497828,29.75,22149,27.87,2004
AZ,total,270719,1.39,903515719,1.32,237939,1.42,81615,2.08,832551990,1.38,70963729,1.35,5744850,1.96,2004
AZ,financial administration,8408,7.9,28363860,7.72,8200,6.9,381,40.14,27924920,7.28,438940,36.45,35893,46.8,2004
AZ,other government administration,7301,20.4,28313847,14.61,6996,21.28,680,18.27,27510620,15.01,803227,4.46,53107,2.23,2004
AZ,judicial and legal,9096,1.97,34039242,1.73,8868,2.07,437,14.7,33183803,1.83,855439,8.94,40349,13.96,2004
AZ,police protection - officers,13520,3.67,60741282,2.94,13407,3.69,167,43.47,60565420,2.95,175862,46.92,12750,56.27,2004
AZ,police protection - other,4920,2.75,18009870,1.6,4752,2.32,241,31.88,17630954,1.53,378916,16.07,25964,26.77,2004
AZ,fire protection - firefighters,6101,12.74,27681347,7.22,5601,8.46,129,731.75,27261058,7.25,420289,149.96,74407,104.12,2004
AZ,fire protection - other,942,5.6,3947328,2.5,861,0,331,46.28,3866504,0,80824,122.14,5761,158.3,2004
AZ,corrections,14655,0.14,42467081,0.57,14547,0.11,263,5.63,42098550,0.57,368531,1.1,19592,2.96,2004
AZ,highways,8159,10.19,28328019,11.54,8070,9.76,151,57.36,28168617,11.41,159402,51.04,15369,45.85,2004
AZ,air transportation,1118,0,4219661,0,1088,0,72,0,4155498,0,64163,0,5461,0,2004
AZ,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AZ,public welfare,7402,0.51,20062365,0.43,6834,0.55,954,0,18879510,0.45,1182855,0,99083,0,2004
AZ,health,4932,0.42,16247511,0.17,4732,0.53,391,1.64,15739387,0.24,508124,1.9,36200,1.26,2004
AZ,hospitals,4462,0,12864024,0,4290,0,257,0,12270508,0,593516,0,30284,0,2004
AZ,social insurance administration,1718,0,4227182,0,1711,0,12,0,4211210,0,15972,0,1266,0,2004
AZ,solid waste management,2138,2.19,7151776,0.89,2067,0.2,99,50.5,7046354,0.94,105422,43.49,8629,51.58,2004
AZ,sewerage,1246,8.37,4589388,5.57,1221,8.54,106,58.39,4533834,5.64,55554,7.25,3932,5.39,2004
AZ,parks and recreation,6266,15.37,17611716,13.65,4677,15.1,4399,21.96,14759765,13.3,2851951,15.74,282106,14.84,2004
AZ,housing and community development,1148,0,3863654,0,1052,0,174,0,3694214,0,169440,0,16898,0,2004
AZ,natural resources,3818,1.36,14448627,0.69,3343,2.78,960,4.41,13240690,0.55,1207937,3.9,80659,4.67,2004
AZ,water transport and terminals,3330,0.06,13671249,0.42,3289,0.06,55,0,13610722,0.32,60527,64.36,4560,64.27,2004
AZ,electric power,4439,0,27396779,0,4215,0,320,0,26029389,0,1367390,0,39473,0,2004
AZ,gas supply,98,0,413963,0,90,0,19,0,399681,0,14282,0,1305,0,2004
AZ,transit,287,12.42,996781,1.27,245,14.55,34,99.93,919704,3.95,77077,30.68,5873,32.86,2004
AZ,education - elementary and secondary instructional,70274,0.51,232600823,0.84,63810,0.68,13880,3.84,218918471,1.02,13682352,2.76,1149624,4.08,2004
AZ,education - elementary and secondary other,35496,1.35,81923244,1.49,28578,1.61,17947,2.98,68733211,1.45,13190033,2.4,1232838,1.77,2004
AZ,education - higher education instructional,12542,0,57143005,0,7571,0,14068,0,41992504,0,15150501,0,871058,0,2004
AZ,education - higher education other,25059,0,76343371,0,16909,0,23025,0,61248446,0,15094925,0,1430085,0,2004
AZ,education - other,2869,0,7903708,0,2666,0,470,0,7341850,0,561858,0,35717,0,2004
AZ,libraries,1877,5.34,5405666,2.79,1298,2.46,1184,10.16,4282239,1.25,1123427,13.83,96577,14.99,2004
AZ,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AZ,other and unallocable,7098,10.2,22539350,10.11,6951,10.45,409,14.83,22334357,9.76,204993,77.58,30030,16.67,2004
AR,total,151938,0.73,403964020,0.61,141469,0.72,37566,4.56,383232355,0.63,20731665,3.11,1842119,3.08,2004
AR,financial administration,4123,2.7,10481614,1.97,3983,2.87,604,27.23,10183637,2,297977,26.66,29174,19.51,2004
AR,other government administration,2472,4.75,6922116,4.56,2221,4.37,4016,13.8,5941761,3.79,980355,26.64,63290,24.09,2004
AR,judicial and legal,3057,2.58,7684152,1.51,2722,2.19,942,15.86,6796172,1.67,887980,8.29,44183,13.9,2004
AR,police protection - officers,5717,2.05,16596665,1.18,5578,1.76,594,17.83,16340604,1.35,256061,23.92,30077,23.03,2004
AR,police protection - other,1836,2.02,3932769,1.84,1763,2.17,221,7.91,3813719,1.95,119050,10.35,12963,5.45,2004
AR,fire protection - firefighters,2431,2.12,7852433,1.28,2263,1.49,1419,52.41,7582608,0.99,269825,17.53,26642,22.25,2004
AR,fire protection - other,72,4.8,167023,2.34,59,0.25,44,9.09,144544,0.89,22479,16.35,2436,14.32,2004
AR,corrections,6321,0.63,14313701,0.5,6280,0.61,133,14.93,14258222,0.47,55479,34.63,7189,26.84,2004
AR,highways,7362,1.65,18653793,1.16,7260,1.68,355,16.85,18350512,1.16,303281,19.35,25779,19.11,2004
AR,air transportation,251,3.58,632121,0.84,239,4.63,27,17.48,612865,1.23,19256,14.36,1899,15.35,2004
AR,water transport and terminals,4,0,19511,0,4,0,0,0,19511,0,0,0,0,0,2004
AR,public welfare,3830,0.08,9792788,0.07,3735,0.03,212,4.73,9549752,0.03,243036,2.74,18075,4.07,2004
AR,health,4932,0.51,13286036,0.23,4782,0.29,328,10.77,12950004,0.16,336032,7.73,26524,15.02,2004
AR,hospitals,5858,0,15884694,0,5575,0,539,0,15098998,0,785696,0,49456,0,2004
AR,social insurance administration,1023,0,3058678,0,885,0,231,0,2809480,0,249198,0,24410,0,2004
AR,solid waste management,1358,8.92,2969482,5.49,1273,7.94,241,33.75,2810683,5.38,158799,37.73,12630,55.55,2004
AR,sewerage,1075,9.2,3056400,5.69,1073,6.55,178,75.9,2943226,4.01,113174,112.6,1711,419.91,2004
AR,parks and recreation,1704,1.49,3566213,1.27,1369,1.77,686,2.98,3125953,1.37,440260,2.63,59575,2.68,2004
AR,housing and community development,1011,4.73,2410796,4.03,1005,6.33,87,123.29,2333823,5.99,76973,63.31,6743,65.92,2004
AR,natural resources,2153,2.72,5470925,1.89,1951,3.64,655,29.21,5188459,2.42,282466,23.52,38389,14.04,2004
AR,water transport and terminals,2395,12.28,6091950,9.4,2131,13.66,553,37.04,5501790,10.13,590160,35,34407,44.72,2004
AR,electric power,360,0,1265221,0,359,0,2,0,1264145,0,1076,0,150,0,2004
AR,gas supply,4,0,4963,0,4,0,0,0,4963,0,0,0,0,0,2004
AR,transit,231,0,631361,0,218,0,30,0,600865,0,30496,0,2456,0,2004
AR,education - elementary and secondary instructional,44365,1.9,127021913,1.11,42977,2.13,6514,10.17,124534503,1.16,2487410,10.41,238450,12.92,2004
AR,education - elementary and secondary other,20538,4.21,32178885,5.34,18602,4.91,5081,11.18,29008688,6.32,3170197,7.07,328548,9.32,2004
AR,education - higher education instructional,7524,0,38254315,0,6074,0,4304,0,33918283,0,4336032,0,254671,0,2004
AR,education - higher education other,13381,0,34354909,0,11081,0,8175,0,31022086,0,3332823,0,404543,0,2004
AR,education - other,1333,0,4007951,0,1316,0,44,0,3960488,0,47463,0,3064,0,2004
AR,libraries,1416,43.44,2772620,43.09,1124,47.42,779,31.56,2380885,46.23,391735,24.36,52427,29.7,2004
AR,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
AR,other and unallocable,3801,2.46,10628022,1.97,3563,2.47,572,9.54,10181126,1.97,446896,6.1,42258,9.96,2004
CA,total,1776132,0.26,8208859660,0.23,1519828,0.26,633804,1,7396449554,0.27,812410106,0.73,44600459,1.07,2004
CA,financial administration,46135,0.48,202388026,0.53,43019,0.49,5482,1.86,193498792,0.56,8889234,1.9,548047,2.07,2004
CA,other government administration,31168,1.54,155732004,1.9,28882,1.61,5288,6.91,147973907,1.8,7758097,6.36,396032,4.84,2004
CA,judicial and legal,52413,0.16,285994732,0.22,50466,0.14,2994,2.91,278787679,0.2,7207053,3.25,345397,3.2,2004
CA,police protection - officers,65953,3.03,438585903,2,65465,3.04,1654,5.22,436204414,2.01,2381489,4.38,85788,6.57,2004
CA,police protection - other,33283,0.7,142938343,0.79,30592,0.67,5994,6.28,135846392,0.85,7091951,3.91,474957,5.95,2004
CA,fire protection - firefighters,29456,1.64,220501522,1.22,28716,1.37,3536,25.52,219009112,1.2,1492410,34.37,118826,40.23,2004
CA,fire protection - other,3403,3.93,17981087,4.1,3098,2.61,1126,36.24,17143687,3.74,837400,34.2,51756,36.71,2004
CA,corrections,81435,0.08,380268467,0.06,77827,0,5667,2.71,367642544,0.03,12625923,1.14,633619,1.79,2004
CA,highways,42640,1.1,218891512,1.01,41189,1.08,2163,3.95,213772840,1.01,5118672,2.23,252013,3.64,2004
CA,air transportation,6379,0.22,34124940,0.21,6237,0.23,513,0,33685980,0.21,438960,0,31501,0,2004
CA,water transport and terminals,2072,0,11658180,0,2011,0,172,0,11461330,0,196850,0,10762,0,2004
CA,public welfare,67933,0.51,261895585,0.46,66189,0.5,3190,6.76,256574590,0.45,5320995,5.47,307712,5.99,2004
CA,health,54533,0.55,255968342,0.4,50568,0.72,6925,3.07,240133111,0.46,15835231,2.39,699258,2.75,2004
CA,hospitals,100928,0,456377655,0,87356,0,21887,0,401163787,0,55213868,0,2355684,0,2004
CA,social insurance administration,20033,0,77114367,0,18593,0,2259,0,72498754,0,4615613,0,253360,0,2004
CA,solid waste management,8596,2.92,38717622,1.13,8226,2.82,692,15.24,37514311,1.14,1203311,9.68,67914,11.96,2004
CA,sewerage,12880,3.62,67061195,3.25,12670,3.46,851,33.99,66271989,3.2,789206,22.98,43613,27.58,2004
CA,parks and recreation,38428,1.69,125647589,1.74,26344,1.29,26793,5.55,99630403,1.68,26017186,2.44,2109679,3.59,2004
CA,housing and community development,13277,3.25,60825212,4.04,12568,3.26,991,9.5,58958398,4.06,1866814,7.19,107817,7.08,2004
CA,natural resources,22228,0.77,97892317,0.5,19791,0.86,3660,2.23,92530400,0.54,5361917,1.47,433329,0.93,2004
CA,water transport and terminals,22851,1.78,118360336,1.91,22139,1.7,1449,21.35,116447135,1.9,1913201,11.83,114940,15.88,2004
CA,electric power,11164,0.55,70544224,0.61,10902,0.49,371,3.88,69445879,0.6,1098345,3.6,44278,2.88,2004
CA,gas supply,253,0,1244410,0,249,0,4,0,1229030,0,15380,0,667,0,2004
CA,transit,33582,0.55,141108912,0.51,31923,0.63,2408,4,136939461,0.57,4169451,1.92,292119,2.09,2004
CA,education - elementary and secondary instructional,427324,0.69,2151837517,0.48,362426,0.7,162406,2.65,1925912833,0.63,225924684,1.95,11333959,2.86,2004
CA,education - elementary and secondary other,236457,0.82,680464316,1.17,177933,1.1,139226,2.34,541571087,1.57,138893229,2.09,9976922,2.49,2004
CA,education - higher education instructional,61728,0,383847802,0,42550,0,72511,0,277284435,0,106563367,0,3366063,0,2004
CA,education - higher education other,154013,0,625998802,0,106144,0,131729,0,494363315,0,131635487,0,8414519,0,2004
CA,education - other,4497,0,19108747,0,4216,0,553,0,18133763,0,974984,0,49572,0,2004
CA,libraries,12710,2.44,44942811,2.17,8425,1.6,10811,4.62,34418011,1.28,10524800,5.37,754474,4.86,2004
CA,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
CA,other and unallocable,78380,1.22,420837183,1.06,73114,1.21,10499,4.17,400402185,1.08,20434998,3.96,925882,5.79,2004
CO,total,248404,0.34,903248403,0.28,209583,0.42,91748,1.44,800703078,0.28,102545325,0.59,6812808,0.73,2004
CO,financial administration,6440,2.1,26008492,1.3,6242,2.16,415,8.52,25433530,1.32,574962,2.25,31691,3.06,2004
CO,other government administration,5218,2.84,20149304,2.45,4826,3.51,1942,27.31,18590878,2.94,1558426,12.35,79235,9.63,2004
CO,judicial and legal,5757,1.18,25038707,0.86,5158,0.68,1426,14.04,22561439,0.49,2477268,6.54,106976,5.27,2004
CO,police protection - officers,9649,1.51,47436833,1.17,9579,1.3,97,42.59,47326615,1.17,110218,17.85,6870,45.23,2004
CO,police protection - other,3723,4.57,12682817,2.53,3532,3.64,459,25.84,12236530,2.28,446287,18.06,32193,20.44,2004
CO,fire protection - firefighters,4664,2.47,24009707,1.16,4597,2.51,1484,48.27,23806999,1.23,202708,28.15,18119,23.05,2004
CO,fire protection - other,507,9.86,2051065,6.04,471,10.61,147,136.49,1990769,6.33,60296,32.49,4172,37.04,2004
CO,corrections,9923,0.66,38023245,0.35,9823,0.66,184,2.27,37678555,0.35,344690,1.04,17881,1.14,2004
CO,highways,9183,1.54,34468127,1.13,8840,1.15,623,16.14,33615459,1.11,852668,13.68,54284,15.96,2004
CO,air transportation,1219,1.6,5365928,1.03,1165,1.58,119,7.3,5193728,1,172200,2.44,9215,3.14,2004
CO,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
CO,public welfare,7691,3.24,26759312,3.19,7231,3.44,940,1.41,25245107,3.37,1514205,0.79,81776,1.13,2004
CO,health,4558,1.91,18712233,1.26,3849,1.56,1839,6.94,15767102,1.58,2945131,2.51,124232,8.95,2004
CO,hospitals,12377,0,45279432,0,10584,0,2978,0,39173580,0,6105852,0,312657,0,2004
CO,social insurance administration,993,0,4095582,0,924,0,111,0,3890196,0,205386,0,12131,0,2004
CO,solid waste management,823,6.88,2413931,6.77,783,7.24,136,37.24,2271767,7.14,142164,18.17,10275,13.38,2004
CO,sewerage,2254,3.96,8403051,4.24,2231,4,197,32.66,8285009,4.21,118042,29.39,8049,37.57,2004
CO,parks and recreation,6557,2.09,19428771,1.44,4327,2.34,8627,2.95,15473357,1.59,3955414,3.55,394284,3.2,2004
CO,housing and community development,1752,0.24,6465090,0.26,1616,0.26,300,0,6096672,0.27,368418,0,20791,0,2004
CO,natural resources,2235,4.99,8991865,1.66,1954,2.6,553,20.01,8272258,0.84,719607,19.62,41975,32.08,2004
CO,water transport and terminals,4190,3.92,17692154,2.72,4130,3.88,376,48.71,17424755,2.76,267399,3.44,16905,5.19,2004
CO,electric power,1470,0,7920003,0,1454,0,41,0,7867734,0,52269,0,3376,0,2004
CO,gas supply,308,0,1369682,0,308,0,2,0,1369288,0,394,0,27,0,2004
CO,transit,3241,0,11132644,0,2931,0,480,0,10362952,0,769692,0,54392,0,2004
CO,education - elementary and secondary instructional,64161,0.51,226047334,1.24,57602,0.59,15277,2.06,211476071,1.34,14571263,1.43,1141183,1.22,2004
CO,education - elementary and secondary other,31405,1.2,74756552,2.4,24156,2.27,17071,3.27,58213232,3.51,16543320,2.28,1262676,2.96,2004
CO,education - higher education instructional,14356,0,75420553,0,10052,0,10079,0,60262396,0,15158157,0,757131,0,2004
CO,education - higher education other,23949,0,78994425,0,13082,0,21788,0,51508293,0,27486132,0,1912529,0,2004
CO,education - other,1282,0,4923285,0,1039,0,549,0,4070941,0,852344,0,42847,0,2004
CO,libraries,2825,2.73,8424989,1.5,1656,1.54,2680,3.59,5333355,0.76,3091634,4.37,205071,5.57,2004
CO,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
CO,other and unallocable,5694,3.81,20783290,2.21,5441,3.88,828,10.72,19904511,2.16,878779,7.93,49865,8.29,2004
CT,total,181617,0.33,767157105,0.39,159624,0.48,55395,1.77,707503458,0.43,59653647,1.97,3680317,2.61,2004
CT,financial administration,4805,3.12,18758583,1.6,4378,2.9,744,22.25,17853223,2.11,905360,27.76,55564,31.6,2004
