state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_equivalent_employees_response_rate_as_percent,total_march_pay_response_rate_as_percent,year
AL,corrections,8675,1.01,27356396,0.73,257,2.79,302389,2.28,27011,2.17,8837,1.04,8932,0.99,27658785,0.72,0,0,2009
AL,highways,11146,1.2,34980872,1.04,263,1.28,285133,1.49,25915,1.63,11293,1.22,11409,1.18,35266005,1.03,0,0,2009
AL,air transportation,505,12.87,1283637,12.36,39,1.67,38024,1.94,3708,0.89,527,12.32,544,11.95,1321661,12,0,0,2009
AL,water transport and terminals,669,0.01,2652324,0.01,7,0.01,14264,0.01,604,0.01,672,0.01,676,0,2666588,0,0,0,2009
AL,public welfare,5349,0.36,17687797,0.24,471,2.44,442871,2.31,40411,2.54,5587,0.56,5820,0.38,18130668,0.24,0,0,2009
AL,health,10911,0.4,37092642,0.29,1704,0.46,1638645,0.57,153059,0.39,11777,0.53,12615,0.35,38731287,0.28,0,0,2009
AL,hospitals,32871,0.01,123749127,0.02,8821,0.02,17958568,0.01,860684,0.03,37843,0.01,41692,0.01,141707695,0.01,0,0,2009
AL,social insurance administration,832,0.01,3593842,0.01,81,0.01,108858,0.01,10586,0.01,892,0.01,913,0,3702700,0,0,0,2009
AL,solid waste management,3470,2.74,8929288,2.2,64,0.52,80565,0.37,7209,0.38,3511,2.73,3534,2.69,9009853,2.18,0,0,2009
AL,sewerage,1481,1.72,5294907,2.15,12,0.18,12670,0.27,769,0.3,1485,1.72,1493,1.7,5307577,2.14,0,0,2009
AL,parks and recreation,3180,1.5,9030058,1.42,1967,2.14,1415895,1.69,154484,1.69,4054,1.65,5147,1.24,10445953,1.24,0,0,2009
AL,housing and community development,2009,2.46,6958732,2.38,128,3.37,172375,3.95,10002,3.64,2066,2.52,2137,2.32,7131107,2.33,0,0,2009
AL,natural resources,2633,0,9526195,0,171,0.01,219774,0.01,15393,0.01,2719,0,2804,0,9745969,0,0,0,2009
AL,water transport and terminals,4767,1.1,14836450,1.23,178,1.06,176585,0.84,17833,1.11,4868,1.11,4945,1.06,15013035,1.21,0,0,2009
AL,electric power,1383,4.69,5715218,5.3,50,0.65,81520,0.77,4363,0.63,1408,4.63,1433,4.52,5796738,5.22,0,0,2009
AL,gas supply,946,1.4,3479001,2.48,30,0.45,28986,0.83,2541,0.37,961,1.39,976,1.36,3507987,2.46,0,0,2009
AL,transit,497,1.05,1421073,0.54,98,3.97,102801,5.05,10183,4.92,555,0.91,595,1.09,1523874,0.61,0,0,2009
AL,education total,135327,1.11,464793904,0.99,34798,0.86,26890830,0.6,1852832,0.92,146108,1.07,170125,0.9,491684734,0.93,0,0,2009
AL,education - elementary and secondary total,101337,1.48,310529186,1.48,11074,2.72,5718416,2.84,548159,3.11,104607,1.5,112411,1.36,316247602,1.45,0,0,2009
AL,education - elementary and secondary instructional,69200,1.48,249776385,1.49,6876,1.75,3449532,1.68,300949,1.69,71006,1.46,76076,1.35,253225917,1.47,0,0,2009
AL,education - elementary and secondary other,32137,1.49,60752801,1.43,4198,4.3,2268884,4.59,247210,4.83,33601,1.58,36335,1.41,63021685,1.39,0,0,2009
AL,education - higher education total,30958,0.01,143089315,0.01,23588,0.01,20971052,0.01,1294596,0.01,38412,0.01,54546,0,164060367,0,0,0,2009
AL,education - higher education instructional,9262,0.01,64924638,0.01,8865,0.01,10308197,0.01,467562,0.01,11963,0.01,18127,0,75232835,0,0,0,2009
AL,education - higher education other,21696,0.01,78164677,0.01,14723,0.01,10662855,0.01,827034,0.01,26449,0.01,36419,0,88827532,0,0,0,2009
AL,education - other,3032,0.01,11175403,0.01,136,0.01,201362,0.01,10077,0.01,3089,0.01,3168,0,11376765,0,0,0,2009
AL,libraries,896,1.4,2620121,1.13,537,1.7,635662,1.17,54877,1.21,1205,1.15,1433,1.08,3255783,0.93,0,0,2009
AL,liquor stores,737,0.01,1977506,0.01,9,0.01,13206,0.01,760,0.01,741,0.01,746,0,1990712,0,0,0,2009
AL,other and unallocable,6889,2.43,23596511,1.44,960,0.78,1085251,1.08,94305,0.84,7425,2.36,7849,2.13,24681762,1.38,0,0,2009
AK,total,48589,0.16,239809903,0.15,13775,0.44,15821892,0.65,846499,0.47,53450,0.18,62364,0.16,255631795,0.14,0,0,2009
AK,financial administration,2015,0.19,10315772,0.12,120,2.54,136500,2.89,6658,2.55,2059,0.19,2135,0.23,10452272,0.12,0,0,2009
AK,other government administration,1671,0.48,7934883,0.37,820,2.33,463886,1.84,20238,1.89,1790,0.63,2491,0.83,8398769,0.36,0,0,2009
AK,judicial and legal,1506,0.01,8287972,0.01,63,0.01,120995,0.01,4121,0.01,1530,0.01,1569,0,8408967,0,0,0,2009
AK,police protection total,1634,0.22,10057690,0.19,151,1.87,124417,2.86,8673,3.59,1685,0.44,1785,0.26,10182107,0.19,0,0,2009
AK,police protection - officers,1017,0.28,7171649,0.22,44,4.82,55629,5.31,3929,6.78,1039,0.59,1061,0.33,7227278,0.23,0,0,2009
AK,police protection - other,617,0.13,2886041,0.1,107,0.65,68788,0.87,4744,0.96,646,0.2,724,0.15,2954829,0.1,0,0,2009
AK,fire protection total,757,0.01,5120369,0.01,590,1.04,217314,0.06,14755,0.16,842,0.02,1347,0.45,5337683,0,0,0,2009
AK,fire protection - firefighters,621,0.01,4322582,0.01,502,1.22,179287,0.08,13274,0.18,698,0.03,1123,0.54,4501869,0,0,0,2009
AK,fire protection - other,136,0.01,797787,0.01,88,0.01,38027,0.01,1481,0.01,144,0.01,224,0,835814,0,0,0,2009
AK,corrections,1921,0.01,10663727,0.01,64,0.01,101300,0.01,5634,0.01,1955,0.01,1985,0,10765027,0,0,0,2009
AK,highways,3717,0.1,20789922,0.07,179,1.85,179731,1.5,9198,1.56,3772,0.12,3896,0.12,20969653,0.07,0,0,2009
AK,air transportation,53,0.01,267740,0.01,10,0.01,32480,0.01,1157,0.01,59,0.01,63,0,300220,0,0,0,2009
AK,water transport and terminals,151,0.01,740034,0.01,18,0.01,41383,0.01,2046,0.01,163,0.01,169,0,781417,0,0,0,2009
AK,public welfare,1959,0.01,8201919,0.01,183,0.01,273184,0.15,22386,0,2093,0,2142,0,8475103,0,0,0,2009
AK,health,908,0.01,4600608,0.01,289,0.01,266302,0.01,16125,0.01,998,0.01,1197,0,4866910,0,0,0,2009
AK,hospitals,748,0.01,4041311,0.01,265,0.01,747720,0.01,31102,0.01,928,0.01,1013,0,4789031,0,0,0,2009
AK,social insurance administration,399,0.01,1707782,0.01,8,0.01,9001,0.01,444,0.01,402,0.01,407,0,1716783,0,0,0,2009
AK,solid waste management,307,0.19,1386363,0.17,86,2.75,73598,5.17,4272,6.47,329,0.81,393,0.62,1459961,0.31,0,0,2009
AK,sewerage,383,0.93,2015854,0.55,29,0.97,42005,0.94,2683,1.03,399,0.84,412,0.86,2057859,0.54,0,0,2009
AK,parks and recreation,429,0.28,1741127,0.3,718,3.98,681658,2.8,54092,3.89,742,1.52,1147,2.49,2422785,0.82,0,0,2009
AK,housing and community development,513,7.32,2565719,6.38,214,9.44,635300,15.14,22721,11.22,648,7.53,727,5.86,3201019,5.93,0,0,2009
AK,natural resources,2382,0.01,11608558,0.01,123,0.01,213912,0.01,9878,0.01,2440,0.01,2505,0,11822470,0,0,0,2009
AK,water transport and terminals,304,0.59,1563542,0.43,88,3.75,110495,3.56,6641,5.42,344,1.91,392,0.96,1674037,0.47,0,0,2009
AK,electric power,448,0.06,2892355,0.04,76,8.09,114772,4.98,5967,4.8,482,0.44,524,1.18,3007127,0.19,0,0,2009
AK,gas supply,5,0.01,22279,0.01,1,0.01,781,0.01,48,0.01,5,0.01,6,0,23060,0,0,0,2009
AK,transit,216,0.01,1007866,0.01,54,0.01,171905,0.01,6915,0.01,256,0.01,270,0,1179771,0,0,0,2009
AK,education total,22364,0.39,102350285,0.35,9205,0.65,10566253,0.39,562307,0.51,25567,0.41,31569,0.33,112916538,0.32,0,0,2009
AK,education - elementary and secondary total,18015,0.48,78679455,0.46,5645,1.07,5973468,0.68,342153,0.85,19973,0.53,23660,0.44,84652923,0.43,0,0,2009
AK,education - elementary and secondary instructional,11849,0.56,56993863,0.52,2925,0.76,3358539,0.43,182861,0.72,12879,0.57,14774,0.48,60352402,0.49,0,0,2009
AK,education - elementary and secondary other,6166,0.31,21685592,0.29,2720,1.39,2614929,1,159292,1,7094,0.45,8886,0.48,24300521,0.28,0,0,2009
AK,education - higher education total,4092,0.01,22460180,0.01,3511,0.01,4571113,0.01,218263,0.01,5326,0.01,7603,0,27031293,0,0,0,2009
AK,education - higher education instructional,1108,0.01,8730278,0.01,1047,0.01,1466266,0.01,33841,0.01,1299,0.01,2155,0,10196544,0,0,0,2009
AK,education - higher education other,2984,0.01,13729902,0.01,2464,0.01,3104847,0.01,184422,0.01,4027,0.01,5448,0,16834749,0,0,0,2009
AK,education - other,257,0.01,1210650,0.01,49,0.01,21672,0.01,1891,0.01,268,0.01,306,0,1232322,0,0,0,2009
AK,libraries,192,0.24,805747,0.2,179,0.25,240666,0.46,14104,0.78,272,0.69,371,0.17,1046413,0.19,0,0,2009
AK,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2009
AK,other and unallocable,3607,0.06,19120479,0.06,242,1.41,256334,2.56,14334,3.08,3690,0.17,3849,0.11,19376813,0.07,0,0,2009
AZ,total,275992,0.55,1138052171,0.43,83042,0.54,90491979,0.45,5783886,0.51,308939,0.52,359034,0.44,1228544150,0.4,0,0,2009
AZ,financial administration,8075,0.57,34985052,0.47,191,0.43,338783,0.18,16992,0.35,8171,0.59,8266,0.56,35323835,0.46,0,0,2009
AZ,other government administration,4681,1.1,23301661,1.19,557,2.51,717215,1.51,38400,2.08,4900,1.13,5238,1.02,24018876,1.15,0,0,2009
AZ,judicial and legal,10616,0.58,46650265,0.52,554,0.65,1055144,0.64,47377,0.73,10884,0.58,11170,0.55,47705409,0.51,0,0,2009
AZ,police protection total,21250,0.34,109018988,0.42,426,0.87,625495,0.88,31880,0.97,21430,0.35,21676,0.34,109644483,0.42,0,0,2009
AZ,police protection - officers,15776,0.32,85753978,0.44,55,0.47,59448,0.21,2972,0.5,15793,0.32,15831,0.32,85813426,0.44,0,0,2009
AZ,police protection - other,5474,0.4,23265010,0.36,371,0.93,566047,0.95,28908,1.02,5637,0.41,5845,0.38,23831057,0.35,0,0,2009
AZ,fire protection total,7939,1.7,49438203,1.66,927,1.87,482873,2.5,38976,2.53,8161,1.63,8866,1.53,49921076,1.64,0,0,2009
AZ,fire protection - firefighters,6729,1.57,43377063,1.53,835,1.8,330742,2.1,31011,2.26,6906,1.46,7564,1.41,43707805,1.52,0,0,2009
AZ,fire protection - other,1210,2.43,6061140,2.55,92,2.47,152131,3.37,7965,3.58,1255,2.52,1302,2.26,6213271,2.49,0,0,2009
AZ,corrections,16571,0.51,61711319,0.43,220,1.63,424805,0.84,19747,1.18,16683,0.51,16791,0.5,62136124,0.42,0,0,2009
AZ,highways,7129,0.55,28807165,0.52,129,0.85,247183,0.44,10633,0.56,7189,0.56,7258,0.54,29054348,0.52,0,0,2009
AZ,air transportation,1140,0.22,5070023,0.17,27,0.58,30298,1.12,2030,1.19,1151,0.23,1167,0.22,5100321,0.17,0,0,2009
AZ,water transport and terminals,17,0.01,38288,0.01,0,0.01,0,0.01,0,0.01,17,0.01,17,0,38288,0,0,0,2009
AZ,public welfare,6504,0.19,20581073,0.19,821,0.28,1193314,0.14,76741,0.19,6938,0.2,7325,0.17,21774387,0.18,0,0,2009
AZ,health,6578,0.38,24357471,0.32,735,0.35,1185693,0.27,72551,0.29,6988,0.38,7313,0.34,25543164,0.31,0,0,2009
AZ,hospitals,2921,0.01,13828120,0.01,956,0.01,2021759,0.01,56863,0.01,3242,0.01,3877,0,15849879,0,0,0,2009
AZ,social insurance administration,1690,0.01,4396789,0.01,63,0.01,70137,0.01,5956,0.01,1724,0.01,1753,0,4466926,0,0,0,2009
AZ,solid waste management,2486,0.81,10631090,0.8,47,1.03,60293,1.1,4808,1.24,2513,0.82,2533,0.79,10691383,0.79,0,0,2009
AZ,sewerage,1671,0.89,7219610,0.81,28,1.63,42691,1.04,2433,1.53,1685,0.91,1699,0.88,7262301,0.81,0,0,2009
AZ,parks and recreation,4183,0.66,15760308,0.64,4009,1.07,3171646,0.74,260016,0.95,5655,0.77,8192,0.62,18931954,0.55,0,0,2009
AZ,housing and community development,1473,0.75,6874723,0.51,143,0.03,135008,0.07,10401,0.04,1532,0.73,1616,0.68,7009731,0.5,0,0,2009
AZ,natural resources,2582,1.23,10684731,1.1,702,0.12,776376,0.22,52787,0.19,2881,1.13,3284,0.97,11461107,1.03,0,0,2009
AZ,water transport and terminals,3461,0.51,16364677,0.42,98,0.56,120104,0.34,7705,0.4,3504,0.51,3559,0.5,16484781,0.41,0,0,2009
AZ,electric power,5297,0.01,37206396,0.01,231,0.01,623301,0.01,28100,0.01,5456,0.01,5528,0,37829697,0,0,0,2009
AZ,gas supply,93,0.01,525839,0.01,1,0.01,2174,0.01,148,0.01,94,0.01,94,0,528013,0,0,0,2009
AZ,transit,328,0.58,1366640,0.31,79,4.23,109202,2.88,7684,3.16,371,1.26,407,0.95,1475842,0.36,0,0,2009
AZ,education total,149387,1.47,568782680,1.22,69984,1.25,75060921,1.07,4829618,1.12,176929,1.3,219371,1.07,643843601,1.09,0,0,2009
AZ,education - elementary and secondary total,117467,1.76,408735679,1.53,35156,1.41,39231580,1.15,2611266,1.29,132441,1.66,152623,1.39,447967259,1.4,0,0,2009
AZ,education - elementary and secondary instructional,79800,1.64,307514014,1.45,20193,1.11,24332110,1.03,1377112,1.15,87697,1.57,99993,1.33,331846124,1.35,0,0,2009
AZ,education - elementary and secondary other,37667,2,101221665,1.76,14963,1.81,14899470,1.34,1234154,1.45,44744,1.83,52630,1.52,116121135,1.55,0,0,2009
AZ,education - higher education total,29035,0.43,150429954,0.46,34536,1.1,35397739,1,2192440,0.94,41456,0.25,63571,0.63,185827693,0.42,0,0,2009
AZ,education - higher education instructional,9092,0.66,63090305,0.57,11931,1.32,16257966,1.02,719093,0.61,13170,0.6,21023,0.8,79348271,0.5,0,0,2009
AZ,education - higher education other,19943,0.33,87339649,0.38,22605,0.98,19139773,0.99,1473347,1.09,28286,0.09,42548,0.54,106479422,0.36,0,0,2009
AZ,education - other,2885,0.01,9617047,0.01,292,0.01,431602,0.01,25912,0.01,3032,0.01,3177,0,10048649,0,0,0,2009
AZ,libraries,1295,0.82,5351867,0.83,1156,0.89,1244535,0.76,93116,0.84,1822,0.84,2451,0.61,6596402,0.69,0,0,2009
AZ,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2009
AZ,other and unallocable,8625,1.38,35099193,1.14,958,1.04,753029,0.92,68924,0.86,9019,1.38,9583,1.24,35852222,1.12,0,0,2009
AR,total,156656,0.79,515238793,0.86,36200,0.78,24494605,0.74,1958830,0.82,167493,0.79,192856,0.66,539733398,0.82,0,0,2009
AR,financial administration,4206,1.52,12184357,1.13,294,1.47,218500,1.98,22624,1.7,4325,1.38,4500,1.42,12402857,1.11,0,0,2009
AR,other government administration,2725,1.31,8099309,0.96,2877,0.89,1158397,2.86,74737,3,3076,1.6,5602,0.79,9257706,0.91,0,0,2009
AR,judicial and legal,3115,0.91,8946175,0.65,577,1.36,552526,1.53,29805,2.15,3273,1.05,3692,0.8,9498701,0.62,0,0,2009
AR,police protection total,8604,1.22,26717255,1.06,570,2.86,459573,3.52,38080,3.82,8820,1.27,9174,1.16,27176828,1.04,0,0,2009
AR,police protection - officers,6429,1.12,21015096,1.02,315,2.42,290151,2.9,19204,3.03,6544,1.13,6744,1.07,21305247,1.01,0,0,2009
AR,police protection - other,2175,1.52,5702159,1.18,255,3.4,169422,4.57,18876,4.63,2276,1.67,2430,1.41,5871581,1.15,0,0,2009
AR,fire protection total,2762,0.81,10259314,0.65,1907,4.25,354174,5.54,31391,7.33,2904,1.54,4669,1.8,10613488,0.65,0,0,2009
AR,fire protection - firefighters,2666,0.79,9978001,0.61,1903,4.26,350683,5.57,31089,7.37,2806,1.55,4569,1.83,10328684,0.62,0,0,2009
AR,fire protection - other,96,1.24,281313,2.05,4,2.95,3491,2.04,302,3.13,98,1.18,100,1.2,284804,2.03,0,0,2009
AR,corrections,7608,0.74,19601571,0.52,117,5.83,84784,6.43,10968,6.35,7665,0.77,7725,0.73,19686355,0.52,0,0,2009
AR,highways,7617,1.18,22406778,0.83,277,0.64,273183,0.58,24578,0.56,7753,1.17,7894,1.14,22679961,0.82,0,0,2009
AR,air transportation,275,2,953878,3.17,36,1.77,27607,0.46,2331,0.35,288,2.39,311,1.78,981485,3.08,0,0,2009
AR,water transport and terminals,14,0.01,69142,0.01,1,0.01,992,0.01,77,0.01,14,0.01,15,0,70134,0,0,0,2009
AR,public welfare,3839,0.06,11355023,0.03,133,1.1,149654,0.94,11605,1.12,3903,0.14,3972,0.07,11504677,0.04,0,0,2009
AR,health,5129,0.18,16932778,0.13,216,1.16,246192,0.5,14936,1.13,5212,0.26,5345,0.18,17178970,0.13,0,0,2009
AR,hospitals,7255,0.01,24013571,0.01,818,0.01,1266725,0.01,65400,0.01,7624,0.01,8073,0,25280296,0,0,0,2009
AR,social insurance administration,1134,0.01,3749750,0.01,27,0.01,25942,0.01,1973,0.01,1145,0.01,1161,0,3775692,0,0,0,2009
AR,solid waste management,1489,2.13,3516451,2.18,98,3.4,72385,2.95,7517,3.74,1531,2,1587,2.01,3588836,2.14,0,0,2009
AR,sewerage,1239,1.18,3957764,1.05,40,1.15,28428,1.03,3438,1.2,1258,1.22,1279,1.15,3986192,1.05,0,0,2009
AR,parks and recreation,1737,0.82,4305768,0.81,939,3.19,582803,2.76,79710,2.53,2164,1.4,2676,1.24,4888571,0.79,0,0,2009
AR,housing and community development,998,3.1,2558529,3.16,202,0.84,208337,0.94,20946,0.64,1110,2.9,1200,2.58,2766866,2.92,0,0,2009
AR,natural resources,2083,0.04,6337617,0.05,506,0.06,401976,0.06,36323,0.07,2289,0.06,2589,0.04,6739593,0.05,0,0,2009
AR,water transport and terminals,2220,1.84,6863890,1.59,107,1.36,118065,1.01,10189,1.35,2273,1.86,2327,1.75,6981955,1.56,0,0,2009
AR,electric power,489,2.06,2042356,1.5,7,0.01,8076,0.01,509,0.01,492,2.05,496,2.03,2050432,1.5,0,0,2009
AR,gas supply,7,0.01,20734,0.01,0,0.01,0,0.01,0,0.01,7,0.01,7,0,20734,0,0,0,2009
AR,transit,321,0.01,911168,0.01,19,0.01,20760,0.01,1790,0.01,331,0.01,340,0,931928,0,0,0,2009
AR,education total,87059,1.93,304742368,1.79,25177,1.47,17399663,1.43,1383848,1.59,94841,1.9,112236,1.53,322142031,1.7,0,0,2009
AR,education - elementary and secondary total,65022,2.58,210994265,2.59,11594,3.2,6907032,3.6,653185,3.36,68681,2.63,76616,2.24,217901297,2.51,0,0,2009
AR,education - elementary and secondary instructional,44168,2.36,166658388,2.55,7224,2.99,3659203,3.52,346677,3.43,46172,2.42,51392,2.08,170317591,2.5,0,0,2009
AR,education - elementary and secondary other,20854,3.04,44335877,2.72,4370,3.54,3247829,3.7,306508,3.28,22509,3.06,25224,2.59,47583706,2.55,0,0,2009
AR,education - higher education total,20572,0.01,88763168,0.01,13533,0.01,10428841,0.01,727482,0.01,24678,0.01,34105,0,99192009,0,0,0,2009
