state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_equivalent_employees_response_rate_as_percent,total_march_pay_response_rate_as_percent,year
AL,health,10582,0,31922739,0,1578,0,1416660,0,138771,0,11366,0,12160,0,33339399,0,97.17,97.69,2007
AL,hospitals,33228,0,112454862,0,8974,0,15967332,0,827459,0,37907,0,42202,0,128422194,0,96.36,94.9,2007
AL,social insurance administration,914,0,3476142,0,59,0,70372,0,7938,0,959,0,973,0,3546514,0,100,100,2007
AL,solid waste management,3867,0,9531169,0,139,0,135260,0,13730,0,3944,0,4006,0,9666429,0,66.78,65.49,2007
AL,sewerage,1574,0,5189624,0,52,0,52072,0,4430,0,1597,0,1626,0,5241696,0,94.61,93.01,2007
AL,parks and recreation,3425,0,9230510,0,2156,0,1455677,0,171785,0,4396,0,5581,0,10686187,0,86.31,83.71,2007
AL,housing and community development,2071,0,6276032,0,195,0,174549,0,14990,0,2156,0,2266,0,6450581,0,96.17,96.23,2007
AL,natural resources,2313,0,8319814,0,329,0,344441,0,32529,0,2497,0,2642,0,8664255,0,97.75,97.98,2007
AL,water transport and terminals,3746,0,12076964,0,336,0,256836,0,21966,0,3867,0,4082,0,12333800,0,82.1,70.47,2007
AL,electric power,1160,0,4617953,0,47,0,80603,0,5165,0,1189,0,1207,0,4698556,0,96.88,96.95,2007
AL,gas supply,907,0,2918383,0,36,0,33163,0,2770,0,922,0,943,0,2951546,0,95.15,78.81,2007
AL,transit,495,0,1259159,0,84,0,84517,0,7864,0,539,0,579,0,1343676,0,97.32,100,2007
AL,education total,132917,0,434084159,0,34798,0,26235945,0,1875746,0,143849,0,167715,0,460320104,0,90.7,90.89,2007
AL,education - elementary and secondary total,99767,0,291206458,0,10600,0,5615850,0,497926,0,102767,0,110367,0,296822308,0,87.05,87.65,2007
AL,education - elementary and secondary instructional,69198,0,235638246,0,6957,0,3641737,0,282936,0,70899,0,76155,0,239279983,0,87.05,87.65,2007
AL,education - elementary and secondary other,30569,0,55568212,0,3643,0,1974113,0,214990,0,31868,0,34212,0,57542325,0,81.32,78.41,2007
AL,education - higher education total,29977,0,131818716,0,24049,0,20474489,0,1369883,0,37864,0,54026,0,152293205,0,100,100,2007
AL,education - higher education instructional,9032,0,58175551,0,7997,0,8908192,0,457446,0,11679,0,17029,0,67083743,0,100,100,2007
AL,education - higher education other,20945,0,73643165,0,16052,0,11566297,0,912437,0,26185,0,36997,0,85209462,0,100,100,2007
AL,education - other,3173,0,11058985,0,149,0,145606,0,7937,0,3218,0,3322,0,11204591,0,100,100,2007
AL,libraries,1055,0,2834366,0,515,0,402241,0,42425,0,1295,0,1570,0,3236607,0,64.06,67.81,2007
AL,liquor stores,737,0,1863406,0,12,0,18306,0,1256,0,744,0,749,0,1881712,0,100,100,2007
AL,other and unallocable,6243,0,20001397,0,1028,0,1056964,0,105250,0,6837,0,7271,0,21058361,0,92.33,96.86,2007
AK,total,47277,0,212917373,0,14206,0,14416994,0,847046,0,52173,0,61483,0,227334367,0,90.03,88.64,2007
AK,financial administration,1918,0,9214214,0,114,0,129053,0,7055,0,1953,0,2032,0,9343267,0,85.18,82.67,2007
AK,other government administration,1493,0,6554697,0,626,0,384220,0,21041,0,1615,0,2119,0,6938917,0,84.7,84.26,2007
AK,judicial and legal,1432,0,7157320,0,67,0,128106,0,4989,0,1462,0,1499,0,7285426,0,96.11,95.56,2007
AK,police protection total,1631,0,8708862,0,150,0,122761,0,9201,0,1683,0,1781,0,8831623,0,63.93,59.23,2007
AK,police protection - officers,1071,0,6411745,0,46,0,53040,0,3949,0,1093,0,1117,0,6464785,0,62.2,58.06,2007
AK,police protection - other,560,0,2297117,0,104,0,69721,0,5252,0,590,0,664,0,2366838,0,67.12,62.42,2007
AK,fire protection total,688,0,4767046,0,459,0,142981,0,12883,0,760,0,1147,0,4910027,0,44.04,36.14,2007
AK,fire protection - firefighters,593,0,4194878,0,442,0,127441,0,11855,0,659,0,1035,0,4322319,0,44.94,37.05,2007
AK,fire protection - other,95,0,572168,0,17,0,15540,0,1028,0,101,0,112,0,587708,0,38.16,29.46,2007
AK,corrections,1833,0,8208985,0,50,0,69882,0,4521,0,1859,0,1883,0,8278867,0,99.62,99.77,2007
AK,highways,3596,0,17590351,0,151,0,163272,0,8278,0,3644,0,3747,0,17753623,0,94.15,93.11,2007
AK,air transportation,64,0,330959,0,1,0,103,0,5,0,64,0,65,0,331062,0,84.38,83.68,2007
AK,water transport and terminals,159,0,715140,0,30,0,51792,0,3436,0,177,0,189,0,766932,0,75.85,76.77,2007
AK,public welfare,1916,0,7284776,0,154,0,194615,0,16686,0,2011,0,2070,0,7479391,0,94.86,94.41,2007
AK,health,939,0,4349821,0,318,0,250314,0,16258,0,1031,0,1257,0,4600135,0,85.3,88.73,2007
AK,hospitals,759,0,3668617,0,248,0,560673,0,24171,0,897,0,1007,0,4229290,0,100,91.77,2007
AK,social insurance administration,382,0,1515729,0,10,0,9623,0,631,0,386,0,392,0,1525352,0,100,100,2007
AK,solid waste management,255,0,1151548,0,69,0,70173,0,4293,0,277,0,324,0,1221721,0,62.81,55.51,2007
AK,sewerage,360,0,1946766,0,36,0,36827,0,2563,0,377,0,396,0,1983593,0,45.35,40.36,2007
AK,parks and recreation,437,0,1678274,0,623,0,530077,0,41773,0,677,0,1060,0,2208351,0,74.57,71.89,2007
AK,housing and community development,476,0,1927719,0,296,0,486732,0,22038,0,602,0,772,0,2414451,0,69.99,84.19,2007
AK,natural resources,2354,0,10285461,0,139,0,233059,0,10937,0,2416,0,2493,0,10518520,0,100,100,2007
AK,water transport and terminals,237,0,1255472,0,93,0,105353,0,6674,0,277,0,330,0,1360825,0,42.98,40.42,2007
AK,electric power,445,0,2690401,0,80,0,101404,0,4450,0,474,0,525,0,2791805,0,42.83,38.59,2007
AK,gas supply,0,0,0,0,1,0,736,0,48,0,0,0,1,0,736,0,0,0,2007
AK,transit,213,0,1070409,0,47,0,141735,0,5983,0,247,0,260,0,1212144,0,36.32,32.97,2007
AK,education total,21756,0,92143587,0,9848,0,9882323,0,579489,0,25123,0,31604,0,102025910,0,95.21,95.2,2007
AK,education - elementary and secondary total,17399,0,70331298,0,6176,0,5677885,0,355081,0,19497,0,23575,0,76009183,0,94.27,94.58,2007
AK,education - elementary and secondary instructional,11596,0,50793793,0,3533,0,3728818,0,212572,0,12860,0,15129,0,54522611,0,94.27,94.58,2007
AK,education - elementary and secondary other,5803,0,19537505,0,2643,0,1949067,0,142509,0,6637,0,8446,0,21486572,0,94.38,94.38,2007
AK,education - higher education total,4112,0,20739327,0,3640,0,4187220,0,223186,0,5374,0,7752,0,24926547,0,97.97,97.36,2007
AK,education - higher education instructional,1118,0,7960408,0,1042,0,1244837,0,32344,0,1301,0,2160,0,9205245,0,98.21,98.45,2007
AK,education - higher education other,2994,0,12778919,0,2598,0,2942383,0,190842,0,4073,0,5592,0,15721302,0,97.97,97.36,2007
AK,education - other,245,0,1072962,0,32,0,17218,0,1222,0,252,0,277,0,1090180,0,100,100,2007
AK,libraries,204,0,827080,0,199,0,247314,0,16282,0,296,0,403,0,1074394,0,64.77,62.82,2007
AK,other and unallocable,3730,0,17874139,0,397,0,373866,0,23361,0,3865,0,4127,0,18248005,0,93.44,94.31,2007
AZ,total,267149,0,1084363833,0,85351,0,86274153,0,5869303,0,300564,0,352500,0,1170637986,0,78.95,80.66,2007
AZ,financial administration,8280,0,35169604,0,255,0,443193,0,23446,0,8412,0,8535,0,35612797,0,87.63,86.45,2007
AZ,other government administration,5167,0,23587979,0,550,0,764609,0,41897,0,5404,0,5717,0,24352588,0,80.83,82.71,2007
AZ,judicial and legal,11509,0,49396310,0,646,0,1124913,0,54173,0,11813,0,12155,0,50521223,0,88.19,89.9,2007
AZ,police protection total,20594,0,115324554,0,432,0,639123,0,37915,0,20809,0,21026,0,115963677,0,67.48,85.6,2007
AZ,police protection - officers,15480,0,92516883,0,79,0,92005,0,4428,0,15504,0,15559,0,92608888,0,64.72,87.21,2007
AZ,police protection - other,5114,0,22807671,0,353,0,547118,0,33487,0,5305,0,5467,0,23354789,0,77.04,79.21,2007
AZ,fire protection total,7889,0,46244177,0,1238,0,635545,0,52452,0,8187,0,9127,0,46879722,0,85.49,88.82,2007
AZ,fire protection - firefighters,6589,0,38946555,0,1029,0,502902,0,41848,0,6830,0,7618,0,39449457,0,87.15,89.24,2007
AZ,fire protection - other,1300,0,7297622,0,209,0,132643,0,10604,0,1357,0,1509,0,7430265,0,84.78,86.6,2007
AZ,corrections,14850,0,52981964,0,316,0,518246,0,26543,0,15000,0,15166,0,53500210,0,93.44,94.17,2007
AZ,highways,7403,0,30320283,0,445,0,727125,0,50314,0,7690,0,7848,0,31047408,0,86.39,87.15,2007
AZ,air transportation,1290,0,6912025,0,52,0,55598,0,4531,0,1316,0,1342,0,6967623,0,96.79,97.65,2007
AZ,water transport and terminals,16,0,36910,0,0,0,0,0,0,0,16,0,16,0,36910,0,100,100,2007
AZ,public welfare,7633,0,23894103,0,1058,0,1432279,0,108405,0,8246,0,8691,0,25326382,0,97.57,97.92,2007
AZ,health,5099,0,18347961,0,482,0,692066,0,45087,0,5354,0,5581,0,19040027,0,93.86,94.75,2007
AZ,hospitals,5452,0,22351871,0,1873,0,4085039,0,130231,0,6188,0,7325,0,26436910,0,59.78,54.94,2007
AZ,social insurance administration,402,0,1077080,0,70,0,108072,0,7096,0,442,0,472,0,1185152,0,100,100,2007
AZ,solid waste management,1832,0,7651124,0,53,0,75624,0,5963,0,1865,0,1885,0,7726748,0,85.09,86.49,2007
AZ,sewerage,1292,0,5184119,0,50,0,56633,0,3187,0,1311,0,1342,0,5240752,0,85.8,84.02,2007
AZ,parks and recreation,4334,0,18491388,0,4184,0,4146829,0,373658,0,6447,0,8518,0,22638217,0,70.07,82.72,2007
AZ,housing and community development,1500,0,7358311,0,196,0,217664,0,14879,0,1584,0,1696,0,7575975,0,86.59,88.07,2007
AZ,natural resources,3633,0,15996319,0,980,0,991480,0,67289,0,4014,0,4613,0,16987799,0,99.49,99.71,2007
AZ,water transport and terminals,3965,0,21245794,0,97,0,142741,0,8756,0,4015,0,4062,0,21388535,0,89.79,91.24,2007
AZ,electric power,4504,0,25975016,0,275,0,735639,0,37738,0,4718,0,4779,0,26710655,0,98.24,98.24,2007
AZ,gas supply,111,0,534663,0,1,0,1902,0,140,0,112,0,112,0,536565,0,8.05,5.1,2007
AZ,transit,396,0,1970759,0,83,0,139100,0,9578,0,451,0,479,0,2109859,0,91.43,95.04,2007
AZ,education total,139927,0,512404820,0,69859,0,66175964,0,4583848,0,166066,0,209786,0,578580784,0,76.8,78.47,2007
AZ,education - elementary and secondary total,109797,0,366702264,0,32292,0,28986423,0,2165618,0,122196,0,142089,0,395688687,0,70.74,71.52,2007
AZ,education - elementary and secondary instructional,74370,0,277541141,0,17311,0,17646714,0,1123355,0,80799,0,91681,0,295187855,0,70.74,71.52,2007
AZ,education - elementary and secondary other,35427,0,89161123,0,14981,0,11339709,0,1042263,0,41397,0,50408,0,100500832,0,66.94,61.61,2007
AZ,education - higher education total,26998,0,135244653,0,37090,0,36542001,0,2374533,0,40490,0,64088,0,171786654,0,94.32,100,2007
AZ,education - higher education instructional,8995,0,57216043,0,15201,0,19190704,0,961316,0,14465,0,24196,0,76406747,0,90.9,98.07,2007
AZ,education - higher education other,18003,0,78028610,0,21889,0,17351297,0,1413217,0,26025,0,39892,0,95379907,0,94.32,100,2007
AZ,education - other,3132,0,10457903,0,477,0,647540,0,43697,0,3380,0,3609,0,11105443,0,100,100,2007
AZ,libraries,1398,0,5927004,0,1189,0,1468508,0,110562,0,2025,0,2587,0,7395512,0,70.09,81.18,2007
AZ,other and unallocable,8673,0,35979695,0,967,0,896261,0,71615,0,9079,0,9640,0,36875956,0,87.25,88.42,2007
AR,total,154793,0,458592895,0,32710,0,22226487,0,1897446,0,165666,0,187503,0,480819382,0,91.64,93.68,2007
AR,financial administration,3993,0,10884717,0,357,0,223093,0,21033,0,4107,0,4350,0,11107810,0,94.48,96.79,2007
AR,other government administration,2474,0,6868279,0,2530,0,1032220,0,67609,0,2834,0,5004,0,7900499,0,86.82,90.95,2007
AR,judicial and legal,2867,0,7911125,0,597,0,678682,0,35620,0,3063,0,3464,0,8589807,0,94.58,96.41,2007
AR,police protection total,7842,0,23118369,0,580,0,340281,0,36495,0,8040,0,8422,0,23458650,0,92.22,93.19,2007
AR,police protection - officers,5934,0,18489400,0,400,0,241911,0,25128,0,6067,0,6334,0,18731311,0,91.59,92.76,2007
AR,police protection - other,1908,0,4628969,0,180,0,98370,0,11367,0,1973,0,2088,0,4727339,0,94.01,94.86,2007
AR,fire protection total,2510,0,8742326,0,1620,0,305657,0,29031,0,2665,0,4130,0,9047983,0,87.9,92.3,2007
AR,fire protection - firefighters,2440,0,8523811,0,1580,0,295941,0,28152,0,2591,0,4020,0,8819752,0,87.81,92.18,2007
AR,fire protection - other,70,0,218515,0,40,0,9716,0,879,0,74,0,110,0,228231,0,90.98,97.12,2007
AR,corrections,7233,0,17571247,0,107,0,75072,0,8277,0,7281,0,7340,0,17646319,0,98.12,98.31,2007
AR,highways,7088,0,19597829,0,214,0,169024,0,17100,0,7184,0,7302,0,19766853,0,95.33,96.2,2007
AR,air transportation,280,0,805016,0,41,0,25712,0,2544,0,295,0,321,0,830728,0,99.2,99.53,2007
AR,water transport and terminals,11,0,53915,0,1,0,1052,0,70,0,11,0,12,0,54967,0,100,100,2007
AR,public welfare,3757,0,10181299,0,49,0,33087,0,3959,0,3776,0,3806,0,10214386,0,99.65,99.88,2007
AR,health,5503,0,17229339,0,226,0,313265,0,20721,0,5619,0,5729,0,17542604,0,98.28,98.56,2007
AR,hospitals,7213,0,22463121,0,476,0,637154,0,34408,0,7408,0,7689,0,23100275,0,99.71,100,2007
AR,social insurance administration,934,0,3050553,0,7,0,21401,0,762,0,938,0,941,0,3071954,0,100,100,2007
AR,solid waste management,1495,0,3142629,0,144,0,114419,0,12734,0,1565,0,1639,0,3257048,0,91.44,93.34,2007
AR,sewerage,1164,0,3598885,0,91,0,63438,0,5250,0,1191,0,1255,0,3662323,0,91.03,93.42,2007
AR,parks and recreation,1546,0,3875226,0,555,0,381455,0,43128,0,1793,0,2101,0,4256681,0,94.06,95.21,2007
AR,housing and community development,1033,0,2571590,0,217,0,183413,0,18801,0,1138,0,1250,0,2755003,0,95.99,98.19,2007
AR,natural resources,1979,0,5715656,0,506,0,355566,0,34471,0,2179,0,2485,0,6071222,0,99.45,99.76,2007
AR,water transport and terminals,2285,0,6376030,0,188,0,141294,0,12497,0,2350,0,2473,0,6517324,0,88.42,90.92,2007
AR,electric power,443,0,1802539,0,10,0,9559,0,967,0,448,0,453,0,1812098,0,87.33,84.23,2007
AR,gas supply,6,0,14847,0,0,0,0,0,0,0,6,0,6,0,14847,0,100,100,2007
AR,transit,292,0,771805,0,48,0,47686,0,4956,0,319,0,340,0,819491,0,96.73,100,2007
AR,education total,88294,0,268835995,0,23168,0,16469660,0,1423285,0,96545,0,111462,0,285305655,0,89.73,91.67,2007
AR,education - elementary and secondary total,67844,0,191983869,0,10925,0,6676005,0,636450,0,71649,0,78769,0,198659874,0,86.36,89.41,2007
AR,education - elementary and secondary instructional,46045,0,152578007,0,6065,0,3477296,0,327952,0,48002,0,52110,0,156055303,0,86.36,89.41,2007
AR,education - elementary and secondary other,21799,0,39405862,0,4860,0,3198709,0,308498,0,23647,0,26659,0,42604571,0,86.93,85.76,2007
AR,education - higher education total,18980,0,72250348,0,12221,0,9773030,0,785891,0,23420,0,31201,0,82023378,0,100,100,2007
AR,education - higher education instructional,6370,0,33656345,0,4653,0,5987455,0,365168,0,8434,0,11023,0,39643800,0,99.74,100,2007
AR,education - higher education other,12610,0,38594003,0,7568,0,3785575,0,420723,0,14986,0,20178,0,42379578,0,100,100,2007
AR,education - other,1470,0,4601778,0,22,0,20625,0,944,0,1476,0,1492,0,4622403,0,100,100,2007
AR,libraries,635,0,1435933,0,522,0,323158,0,37522,0,849,0,1157,0,1759091,0,81.97,86.89,2007
AR,other and unallocable,3916,0,11974625,0,456,0,281139,0,26206,0,4062,0,4372,0,12255764,0,94.86,95.66,2007
CA,total,1571201,0,8569118537,0,657765,0,937795153,0,45810161,0,1835452,0,2228966,0,9506913690,0,74.86,78.54,2007
CA,financial administration,44617,0,223252663,0,5008,0,8776725,0,511073,0,47517,0,49625,0,232029388,0,92.61,92.35,2007
CA,other government administration,28910,0,166109573,0,5040,0,7785953,0,349952,0,30913,0,33950,0,173895526,0,86.08,88.13,2007
CA,judicial and legal,50567,0,313949981,0,2718,0,6035741,0,231908,0,51875,0,53285,0,319985722,0,91.69,93.17,2007
CA,police protection total,102209,0,691301642,0,8273,0,11673592,0,592531,0,105565,0,110482,0,702975234,0,92.19,91.65,2007
CA,police protection - officers,69762,0,532557818,0,1789,0,2824073,0,94645,0,70297,0,71551,0,535381891,0,92.66,92.54,2007
CA,police protection - other,32447,0,158743824,0,6484,0,8849519,0,497886,0,35268,0,38931,0,167593343,0,91.29,88.8,2007
CA,fire protection total,33900,0,296638281,0,4308,0,3285986,0,206664,0,35050,0,38208,0,299924267,0,88.89,89.79,2007
CA,fire protection - firefighters,30545,0,277347288,0,3605,0,2367649,0,160700,0,31439,0,34150,0,279714937,0,89.27,90.05,2007
CA,fire protection - other,3355,0,19290993,0,703,0,918337,0,45964,0,3611,0,4058,0,20209330,0,86.39,86.15,2007
CA,corrections,86669,0,505221561,0,4062,0,10538993,0,406172,0,88964,0,90731,0,515760554,0,94.64,95.88,2007
CA,highways,41369,0,247622705,0,2606,0,6690789,0,287073,0,42990,0,43975,0,254313494,0,91.59,92.8,2007
CA,air transportation,6806,0,39550705,0,470,0,771353,0,41192,0,7038,0,7276,0,40322058,0,98.57,99.11,2007
CA,water transport and terminals,2006,0,12722575,0,197,0,259856,0,12710,0,2079,0,2203,0,12982431,0,95.02,95.64,2007
CA,public welfare,69949,0,294714011,0,3691,0,6979357,0,337838,0,71855,0,73640,0,301693368,0,85.13,84.48,2007
CA,health,52243,0,269208006,0,8084,0,18997605,0,677098,0,56072,0,60327,0,288205611,0,87.57,89.95,2007
CA,hospitals,92226,0,506892023,0,26697,0,81732329,0,2711277,0,107591,0,118923,0,588624352,0,91.53,92.92,2007
CA,social insurance administration,17417,0,75774163,0,1465,0,3373115,0,156214,0,18299,0,18882,0,79147278,0,100,100,2007
CA,solid waste management,8645,0,41743477,0,697,0,1355719,0,80540,0,9105,0,9342,0,43099196,0,89.9,90.94,2007
CA,sewerage,13758,0,79324383,0,700,0,1086088,0,46359,0,14016,0,14458,0,80410471,0,90.52,92.69,2007
CA,parks and recreation,26709,0,108903349,0,32478,0,30893376,0,2413764,0,40389,0,59187,0,139796725,0,87,89.86,2007
CA,housing and community development,12892,0,63641591,0,1027,0,1652199,0,83547,0,13377,0,13919,0,65293790,0,90.35,90.34,2007
CA,natural resources,20427,0,104217066,0,3704,0,5958832,0,400238,0,22686,0,24131,0,110175898,0,97.25,97.82,2007
CA,water transport and terminals,23544,0,139947119,0,1474,0,2209504,0,104481,0,24122,0,25018,0,142156623,0,94.41,96.2,2007
CA,electric power,11143,0,82790276,0,309,0,809673,0,29003,0,11307,0,11452,0,83599949,0,98.06,98.31,2007
CA,gas supply,265,0,1453447,0,4,0,4315,0,115,0,266,0,269,0,1457762,0,100,100,2007
CA,transit,32800,0,151012302,0,2097,0,3699734,0,206827,0,33969,0,34897,0,154712036,0,92.01,92.28,2007
CA,education total,718776,0,3747915315,0,521854,0,693263696,0,34329979,0,918026,0,1240630,0,4441179011,0,64.39,64.52,2007
CA,education - elementary and secondary total,560246,0,2843361596,0,316506,0,434087274,0,23893152,0,700423,0,876752,0,3277448870,0,53.61,55.51,2007
CA,education - elementary and secondary instructional,379234,0,2221785109,0,165318,0,267643728,0,12874201,0,454707,0,544552,0,2489428837,0,53.61,55.51,2007
CA,education - elementary and secondary other,181012,0,621576487,0,151188,0,166443546,0,11018951,0,245716,0,332200,0,788020033,0,48.08,53.36,2007
