state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_equivalent_employees_response_rate_as_percent,total_march_pay_response_rate_as_percent,year
US,education total,7656205,0.25,31122498936,0.24,3362181,0.45,3639525821,0.74,215346841,0.67,8915594,0.24,11018386,0.22,34762024757,0.22,83.61,87.39,2008
US,education - elementary and secondary total,6119681,0.31,23664205981,0.32,1796364,0.84,1959197331,1.37,124459901,1.17,6857828,0.3,7916045,0.31,25623403312,0.3,79.28,84.66,2008
US,education - elementary and secondary instructional,4384542,0.33,19019420462,0.32,981242,1.04,1155522180,1.59,66244442,1.39,4777791,0.32,5365784,0.33,20174942642,0.32,79.09,84.66,2008
US,education - elementary and secondary other,1735139,0.69,4644785519,0.73,815122,1.01,803675151,1.4,58215459,1.35,2080037,0.62,2550261,0.57,5448460670,0.62,76.11,83.48,2008
US,education - higher education total,1448771,0,7089065366,0,1552415,0,1659536768,0,89867711,0,1964175,0,3001186,0,8748602134,0,97.82,98.46,2008
US,education - higher education instructional,476590,0,3170633640,0,588532,0,890273294,0,33302521,0,667917,0.01,1065122,0,4060906934,0,95.07,97.74,2008
US,education - higher education other,972181,0,3918431726,0,963883,0,769263474,0,56565190,0,1296258,0,1936064,0,4687695200,0,97.82,98.46,2008
US,education - other,87753,0,369227589,0,13402,0,20791722,0,1019229,0,93591,0,101155,0,390019311,0,100,100,2008
US,libraries,93172,0.68,327123935,0.55,102352,1.17,92802626,1.27,7211649,1.21,134923,0.62,195524,0.69,419926561,0.51,82.02,85.8,2008
US,liquor stores,6385,0,20326705,0,3038,0,3000887,0,275064,0,7953,0,9423,0,23327592,0,100,100,2008
US,other and unallocable,434463,0.44,1874328264,0.37,98495,3.31,90236788,2.08,5796776,2.3,467022,0.45,532958,0.71,1964565052,0.38,90.37,92.55,2008
AL,total,266786,0.66,908100454,0.46,57579,1.96,56199051,1.35,3821516,1.87,288830,0.63,324365,0.65,964299505,0.43,84.97,94.69,2008
AL,financial administration,6561,0.83,22879875,0.73,573,53.03,569426,45.63,47894,47.32,6835,2.35,7134,4.33,23449301,1.29,89.29,96.26,2008
AL,other government administration,2986,9.95,9726851,3.15,2254,17.68,1641088,21.23,111279,32.07,3685,10.14,5240,9.49,11367939,3.98,86.44,95.26,2008
AL,judicial and legal,5041,1.93,19246932,1.03,517,19.95,470248,7.92,20505,9.67,5144,1.9,5558,2.55,19717180,0.98,96.08,99.48,2008
AL,police protection total,13133,1.36,45441643,1.08,1253,8.49,1064553,13.4,98309,13.39,13644,1.45,14386,1.44,46506196,1.16,84.11,94.44,2008
AL,police protection - officers,10015,1.83,36993416,1.56,552,18.08,540105,25.44,46235,27.51,10254,1.97,10567,1.97,37533521,1.65,86.31,94,2008
AL,police protection - other,3118,3.42,8448227,2.14,701,5.54,524448,3.11,52074,3.07,3390,3.15,3819,2.97,8972675,1.95,88.41,96.31,2008
AL,fire protection total,5569,0.43,21251464,1.02,1038,28.91,400285,8.07,38153,9.87,5808,0.52,6607,4.56,21651749,0.98,80.12,93.24,2008
AL,fire protection - firefighters,5338,0.45,20519027,1.06,998,30.07,379204,8.51,36438,10.34,5567,0.54,6336,4.75,20898231,1.02,77.98,93.2,2008
AL,fire protection - other,231,0,732437,0.23,40,0,21081,1.72,1715,4.85,241,0.82,271,0,753518,0.23,93.81,94.47,2008
AL,corrections,8302,1.04,24549075,0.66,272,5.06,276202,6.43,26025,7.92,8452,1.03,8574,1.02,24825277,0.65,96.41,98.72,2008
AL,highways,11449,0.84,34133543,0.59,402,18,388629,20.1,40951,18.8,11673,0.89,11851,1.01,34522172,0.65,92.91,96.43,2008
AL,air transportation,477,5.2,1207220,4.68,88,56.82,77928,38.5,6015,33.25,500,4.96,565,9.88,1285148,4.99,99.85,99.89,2008
AL,water transport and terminals,657,0,2699803,0,1,0,1500,0,30,0,657,0,658,0,2701303,0,100,100,2008
AL,public welfare,5441,0.11,17299078,0.08,470,14.46,439167,15.01,43696,19.9,5685,0.87,5911,1.15,17738245,0.4,97.19,99.69,2008
AL,health,10542,0.75,32065864,1.07,1610,0.9,1564749,2.76,151614,1.7,11398,0.7,12152,0.66,33630613,1.01,99.17,99.89,2008
AL,hospitals,32725,0.06,122700414,0.07,8659,0.31,17605379,0.29,858347,0.39,37624,0.07,41384,0.08,140305793,0.1,92.6,92.98,2008
AL,social insurance administration,844,0,3268372,0,45,0,55618,0,5224,0,874,0,889,0,3323990,0,100,100,2008
AL,solid waste management,3689,2.4,9289517,2.34,116,41.79,140910,39.89,12679,47.95,3757,2.54,3805,2.65,9430427,2.44,86.14,92.29,2008
AL,sewerage,1564,1.6,5384232,1.84,96,21.04,94414,4.73,7964,4.57,1588,1.58,1660,1.94,5478646,1.81,75.27,76.39,2008
AL,parks and recreation,3541,0.58,9318286,0.36,2375,4.86,1625484,6.77,207291,5.37,4710,1.96,5916,1.98,10943770,1.04,78.44,90.44,2008
AL,housing and community development,2209,6.03,7124122,6.96,184,20.83,115551,50.16,9899,31.94,2262,6.01,2393,5.8,7239673,6.9,96.91,96.92,2008
AL,natural resources,2382,0.38,8845570,0.36,364,1.5,372953,2.07,31754,1.22,2591,0.37,2746,0.39,9218523,0.41,99.85,99.1,2008
AL,water transport and terminals,3929,5.76,13147370,5.8,394,51.36,252318,42.97,15528,32.35,4041,5.8,4323,7.02,13399688,6.04,79.12,80.16,2008
AL,electric power,1217,0.3,4972770,0.25,42,0,62573,0,3805,0,1239,0.29,1259,0.29,5035343,0.25,80.4,79.87,2008
AL,gas supply,878,0,3184766,0.56,34,0,27322,0,2694,0,892,0,912,0,3212088,0.56,76.81,74.72,2008
AL,transit,523,0,1416137,0,122,37.94,110103,29.46,10774,23.44,588,1.79,645,7.18,1526240,2.13,83.89,98.84,2008
AL,education total,135067,1.22,463655314,0.86,34757,3.07,26686273,2.2,1861469,2.91,145918,1.15,169824,1.15,490341587,0.81,83.75,95.12,2008
AL,education - elementary and secondary total,101537,1.62,311495245,1.27,10326,10.32,5734556,10.23,506600,10.7,104587,1.6,111863,1.75,317229801,1.24,77.44,93.46,2008
AL,education - elementary and secondary instructional,68817,2.14,249966478,1.77,6501,9.85,3828190,8.97,310169,10.57,70680,2.1,75318,2.13,253794668,1.73,77.44,93.46,2008
AL,education - elementary and secondary other,32720,3.79,61528767,3.05,3825,13.88,1906366,17.73,196431,14.65,33907,3.69,36545,3.69,63435133,2.9,76.14,85.68,2008
AL,education - higher education total,30317,0,141043310,0,24261,0,20716535,0,1342079,0,38046,0,54578,0,161759845,0,100,100,2008
AL,education - higher education instructional,9429,0,64476259,0,8628,0,9835335,0,467347,0,12129,0,18057,0,74311594,0,100,100,2008
AL,education - higher education other,20888,0,76567051,0,15633,0,10881200,0,874732,0,25917,0,36521,0,87448251,0,100,100,2008
AL,education - other,3213,0,11116759,0,170,0,235182,0,12790,0,3285,0,3383,0,11351941,0,100,100,2008
AL,libraries,980,4.16,2567705,3.38,660,9.41,652477,15.29,61064,15.36,1353,5.56,1640,4.53,3220182,2.25,51.49,83.02,2008
AL,liquor stores,737,0,1899182,0,10,0,14938,0,918,0,742,0,747,0,1914120,0,100,100,2008
AL,other and unallocable,6343,3.46,20825349,1.82,1243,1.55,1488963,3.67,147635,2.67,7170,3.12,7586,2.9,22314312,1.66,91.14,96.61,2008
AK,total,48124,0.43,224039245,0.33,14520,3.97,15701767,3.23,905311,3.86,53513,0.6,62644,0.98,239741012,0.28,91.79,93.5,2008
AK,financial administration,2051,5.76,9945694,4.56,99,105.36,89736,130.26,11595,39.55,2126,5.81,2150,7.33,10035430,4.25,98.42,98.35,2008
AK,other government administration,1506,10.26,7005871,8.4,1087,62.73,737725,47.33,49936,55.51,1839,13.68,2593,26.97,7743596,7.36,83.86,84.91,2008
AK,judicial and legal,1449,0,7304714,0,77,0,140261,0,5683,0,1482,0,1526,0,7444975,0,100,100,2008
AK,police protection total,1677,0.49,9754775,0.6,146,16.95,203278,41.54,9183,13.41,1736,1.01,1823,1.43,9958053,1,97.29,97.61,2008
AK,police protection - officers,1074,0.76,7026054,0.83,58,41.61,129883,64.59,3651,14.65,1094,0.8,1132,2.25,7155937,1.39,97.63,97.62,2008
AK,police protection - other,603,0,2728721,0,88,7.69,73395,24.92,5532,19.71,642,2.33,691,0.98,2802116,0.65,96.49,97.58,2008
AK,fire protection total,707,0,4682001,0,34,1019.37,144090,11.44,10233,8.51,762,0.01,741,46.77,4826091,0.34,91.51,97.15,2008
AK,fire protection - firefighters,632,0,4248043,0,20,1732.93,127046,12.97,9251,9.41,681,0.01,652,53.16,4375089,0.38,90.82,98.03,2008
AK,fire protection - other,75,0,433958,0,14,0,17044,0,982,0,81,0,89,0,451002,0,96.2,92.33,2008
AK,corrections,1855,0,8537666,0,64,0,89123,0,5336,0,1886,0,1919,0,8626789,0,100,100,2008
AK,highways,3661,1.28,18248637,0.95,99,18.15,93676,37.07,6489,23.83,3697,1.34,3760,1.33,18342313,0.96,99.4,99.52,2008
AK,air transportation,49,0,239246,0,5,0,7667,0,370,0,51,0,54,0,246913,0,100,100,2008
AK,water transport and terminals,158,0,699826,0,25,0,43853,0,3159,0,178,0,183,0,743679,0,97.28,97.72,2008
AK,public welfare,1908,0,7490454,0,162,0,227810,0,18933,0,2015,0,2070,0,7718264,0,98.97,99.01,2008
AK,health,921,0.98,4289587,0.7,395,49.35,340545,23.19,20397,29.26,1003,0.9,1316,14.83,4630132,2.09,97.34,97.14,2008
AK,hospitals,745,0,3758555,0,260,0,664854,0,27020,0,902,0,1005,0,4423409,0,95.04,89.37,2008
AK,social insurance administration,381,0,1485333,0,14,0,14132,0,819,0,386,0,395,0,1499465,0,100,100,2008
AK,solid waste management,256,18.03,1247485,11.01,93,20.9,180288,38.3,9293,24.17,322,15.9,349,14.35,1427773,11.03,94.77,98.61,2008
AK,sewerage,391,0.46,1977440,0.97,14,336.57,16812,370.46,1680,223.52,398,11.39,405,11.64,1994252,3.27,89.98,92.16,2008
AK,parks and recreation,426,0,1630783,0,541,6.39,489807,3.71,37960,4.18,653,0,967,3.57,2120590,0.86,98.52,98.8,2008
AK,housing and community development,436,12.5,2038335,8.84,307,19.69,592067,23.27,25146,24.28,590,11.16,743,10.96,2630402,3.37,95.33,88.31,2008
AK,natural resources,2361,0,10511195,0,148,0,226399,0,10851,0,2423,0,2509,0,10737594,0,99.22,98.97,2008
AK,water transport and terminals,168,33.05,1004754,17.9,309,38.4,273259,48.02,18521,47.72,298,29.63,477,27.46,1278013,8.17,78.55,93.83,2008
AK,electric power,501,8.97,2972243,4.72,156,58.61,104249,75.06,6388,46.45,531,9.54,657,15.51,3076492,6.03,93.37,96.6,2008
AK,gas supply,9,0,49780,0,1,0,503,0,45,0,9,0,10,0,50283,0,100,100,2008
AK,transit,217,0,968534,0,50,0,151290,0,6261,0,252,0,267,0,1119824,0,91.7,100,2008
AK,education total,22338,0.16,98977863,0.12,9284,2.82,9898689,2.04,546938,1.33,25499,0.25,31622,0.84,108876552,0.24,89.61,89.4,2008
AK,education - elementary and secondary total,17938,0.2,76232248,0.15,5693,4.6,5530661,3.65,323205,2.26,19833,0.32,23631,1.12,81762909,0.32,86.08,86.45,2008
AK,education - elementary and secondary instructional,11801,0.37,54853434,0.08,3014,4.97,3048203,4.03,173499,4.03,12823,0.52,14815,1.05,57901637,0.22,86.08,86.45,2008
AK,education - elementary and secondary other,6137,1.02,21378814,0.63,2679,4.94,2482458,4.57,149706,1.76,7010,0.94,8816,1.66,23861272,0.71,87.84,89.91,2008
AK,education - higher education total,4159,0,21675970,0,3554,0,4346992,0,222047,0,5415,0,7713,0,26022962,0,100,100,2008
AK,education - higher education instructional,1137,0,8301444,0,1034,0,1387007,0,34135,0,1330,0,2171,0,9688451,0,99.93,99.96,2008
AK,education - higher education other,3022,0,13374526,0,2520,0,2959985,0,187912,0,4085,0,5542,0,16334511,0,100,100,2008
AK,education - other,241,0,1069645,0,37,0,21036,0,1686,0,251,0,278,0,1090681,0,100,100,2008
AK,libraries,203,0,839941,0,225,26.38,270872,11.18,17898,12.28,314,4.97,428,13.87,1110813,2.73,92.58,100,2008
AK,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
AK,other and unallocable,3750,1.45,18378533,1.12,925,37.26,700782,27.75,55177,27.91,4161,3.44,4675,7.46,19079315,1.43,93.55,96.15,2008
AZ,total,289646,1.73,1211330199,2.27,84050,1.74,92659917,1.88,6065637,1.63,324168,1.56,373696,1.4,1303990116,2.22,86.18,87.44,2008
AZ,financial administration,8845,3.22,38254014,3.95,84,189.9,456778,14.28,24123,16.63,8978,3.18,8929,3.66,38710792,3.9,95.96,95.06,2008
AZ,other government administration,3682,30.44,20761647,12.68,500,63.06,823742,29.21,52405,26.99,4036,27.88,4182,27.84,21585389,12.27,95.82,95.63,2008
AZ,judicial and legal,11166,1.59,49388970,0.9,730,10.33,1298909,10.66,56403,7.91,11450,1.55,11896,1.62,50687879,0.93,94.5,95.27,2008
AZ,police protection total,21657,1.33,117600855,1.66,506,4.03,633643,8.06,35775,5.28,21852,1.32,22163,1.3,118234498,1.65,94.12,93.17,2008
AZ,police protection - officers,15896,1.69,92664508,2.14,20,147.91,2266,2488.58,4077,35.27,15910,1.69,15916,1.7,92666774,2.14,94.19,94.3,2008
AZ,police protection - other,5761,1.26,24936347,1.31,486,10.29,631377,0.84,31698,1.42,5942,1.22,6247,1.41,25567724,1.28,88.74,88.56,2008
AZ,fire protection total,10403,14.94,61166144,13.84,2705,46.19,204295,155,17983,134.65,10564,14.76,13108,15.21,61370439,13.84,89.08,87.39,2008
AZ,fire protection - firefighters,9017,17.26,54492083,15.55,2462,53.82,60954,505.05,7106,364.31,9086,17.18,11479,17.81,54553037,15.58,89.81,87.71,2008
AZ,fire protection - other,1386,7.61,6674061,5.9,243,40.6,143341,49.38,10877,38.15,1478,7.28,1629,8.87,6817402,6.21,83.15,84.38,2008
AZ,corrections,16284,1.24,60852051,0.89,265,0,494157,0,25787,0,16431,1.23,16549,1.22,61346208,0.88,97.16,97.69,2008
AZ,highways,7397,4.65,28163761,9.59,242,22.59,323528,37.24,23129,37.33,7559,4.6,7639,4.56,28487289,9.61,95.62,95.56,2008
AZ,air transportation,1286,0,6583219,0,61,0,48594,0,2981,0,1304,0,1347,0,6631813,0,99.12,99.2,2008
AZ,water transport and terminals,20,0,51816,0,0,0,0,0,0,0,20,0,20,0,51816,0,0,0,2008
AZ,public welfare,7557,0.07,25769654,0.08,1015,0.53,1585066,0.67,103606,0.79,8144,0.09,8572,0.09,27354720,0.04,98.98,99.09,2008
AZ,health,7084,0.58,25319274,0.73,661,0,1058961,0,63975,0,7447,0.55,7745,0.53,26378235,0.7,98.12,98.19,2008
AZ,hospitals,3461,0,15057638,0,880,0,1723886,0,51775,0,3754,0,4341,0,16781524,0,100,100,2008
AZ,social insurance administration,1751,0,5016231,0,70,0,99251,0,7521,0,1793,0,1821,0,5115482,0,100,100,2008
AZ,solid waste management,2386,23.48,9649785,22.25,112,39.28,140172,24.64,14195,42.71,2469,22.74,2498,22.5,9789957,21.91,93.33,92.97,2008
AZ,sewerage,1316,10.93,5601882,10.75,740,87.87,1159718,94.34,64593,94.04,1687,22.43,2056,32.39,6761600,18.69,67.11,87.69,2008
AZ,parks and recreation,5268,10.73,20837784,14.82,3737,13.62,3908284,7.61,357371,4.54,7264,7.89,9005,8.45,24746068,11.58,95.33,94.73,2008
AZ,housing and community development,3446,58.04,18649298,63.36,169,0,190372,0,12514,0,3519,56.84,3615,55.33,18839670,62.72,95.74,96.43,2008
AZ,natural resources,3513,2.19,17127104,0.88,859,20.2,1120962,14.22,73640,13.65,3897,2.59,4372,4.34,18248066,0.68,99.97,99.79,2008
AZ,water transport and terminals,4062,2.71,20780205,1.19,158,0,201244,0,12968,0,4135,2.66,4220,2.61,20981449,1.18,96.72,96.75,2008
AZ,electric power,4734,0,31446261,0,226,0,893079,0,35573,0,4935,0,4960,0,32339340,0,99.16,99.29,2008
AZ,gas supply,103,0,508986,0,1,0,2013,0,142,0,104,0,104,0,510999,0,0,0,2008
AZ,transit,552,5.05,2527841,0.07,60,48.94,144141,11.8,8171,16.63,606,4.6,612,6.61,2671982,0.57,100,100,2008
AZ,education total,153446,1.23,584097561,1.63,67818,0.68,73828896,1.25,4851470,1.25,181043,1.06,221264,0.88,657926457,1.51,83.91,81.51,2008
AZ,education - elementary and secondary total,122508,1.54,426182079,2.23,31269,1.47,36002203,2.57,2474354,2.46,136616,1.41,153777,1.26,462184282,2.15,84.05,81.88,2008
AZ,education - elementary and secondary instructional,83255,1.4,325307211,1.64,16611,1.5,21015577,3.91,1213969,5.12,90190,1.36,99866,1.19,346322788,1.63,84.05,81.88,2008
AZ,education - elementary and secondary other,39253,2.43,100874868,4.92,14658,1.81,14986626,1.65,1260385,1.15,46426,2.06,53911,1.83,115861494,4.31,74.9,80.09,2008
AZ,education - higher education total,27717,0,147439917,0,36238,0,37314286,0,2349969,0,41052,0,63955,0,184754203,0,83.54,80.41,2008
AZ,education - higher education instructional,9254,0,63179507,0,15051,0,20413528,0,971484,0,14770,0,24305,0,83593035,0,82.12,80.61,2008
AZ,education - higher education other,18463,0,84260410,0,21187,0,16900758,0,1378485,0,26282,0,39650,0,101161168,0,83.54,80.41,2008
AZ,education - other,3221,0,10475565,0,311,0,512407,0,27147,0,3375,0,3532,0,10987972,0,100,100,2008
AZ,libraries,1468,5.78,5957895,2.12,1268,7.71,1184544,16.77,99897,11.39,2042,5.45,2736,4.73,7142439,3.04,92.75,91.67,2008
AZ,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
AZ,other and unallocable,8759,7.73,40160323,5.26,1183,37.72,1135682,46.1,69640,20.53,9135,7.47,9942,8.16,41296005,6.12,95.69,75.57,2008
AR,total,155216,2,478078745,1.8,34939,5.25,24804627,3.7,1921112,4.41,166044,1.89,190155,1.9,502883372,1.73,88.56,88.65,2008
AR,financial administration,3937,1.1,11601831,1.19,535,17.1,285322,13.48,27793,13.6,4093,1.22,4472,2.26,11887153,1.24,90.43,92.86,2008
AR,other government administration,2569,5.59,6822455,6.23,2911,21.61,1076441,31.09,79489,27.98,2962,6.92,5480,11.77,7898896,5.72,79,90.57,2008
AR,judicial and legal,2995,1.64,8525729,2.13,731,16.48,540745,28.83,37743,29.68,3184,2.24,3726,3.49,9066474,2.74,90.66,93.32,2008
AR,police protection total,8044,1,24804366,0.85,753,17.38,575837,19.65,55760,20.71,8336,1.26,8797,1.75,25380203,0.96,90.03,91.2,2008
AR,police protection - officers,6121,1.16,19852398,1.02,461,20.33,371316,19.26,34435,18.19,6293,1.27,6582,1.79,20223714,1.16,88.87,90.32,2008
AR,police protection - other,1923,1.87,4951968,1.4,292,32.59,204521,45.31,21325,47.45,2043,3.26,2215,4.59,5156489,2.24,87.23,94.85,2008
AR,fire protection total,2461,3.3,9347452,1.92,2413,36.24,463376,17.46,31309,21.16,2618,3.35,4874,18.02,9810828,1.65,92.6,89.77,2008
AR,fire protection - firefighters,2404,2.68,9182824,1.57,2365,36.97,452773,17.81,30795,21.47,2559,2.83,4769,18.38,9635597,1.48,87.4,89.62,2008
AR,fire protection - other,57,75.31,164628,71.55,48,40.1,10603,58.64,514,70.35,59,72.76,105,44.8,175231,67.33,90.1,94.73,2008
AR,corrections,7413,0.88,18483279,0.87,126,22.95,85446,23.28,9575,23,7470,0.89,7539,0.95,18568725,0.87,97.89,98.95,2008
AR,highways,7126,1.12,20885312,1.56,266,39.21,234586,20.53,17399,20.09,7225,1.13,7392,1.78,21119898,1.53,92.28,97.09,2008
AR,air transportation,293,1.7,931040,2.37,43,10.57,29217,0.73,2737,1.41,308,1.63,336,2.01,960257,2.28,99.61,95.23,2008
AR,water transport and terminals,10,0,49703,0,1,0,840,0,53,0,10,0,11,0,50543,0,100,100,2008
AR,public welfare,4041,0.11,10320462,0.08,52,8.51,37436,10.35,4557,8.86,4071,0.17,4093,0.15,10357898,0.09,99.83,99.92,2008
AR,health,5202,0.82,16058583,0.67,140,20.13,147230,15.76,7078,40.57,5240,0.86,5342,0.96,16205813,0.74,99.19,99.41,2008
AR,hospitals,7473,0.7,23054639,0.42,533,1.22,760710,0.7,41878,1.25,7706,0.68,8006,0.66,23815349,0.43,99.45,100,2008
AR,social insurance administration,1079,0,3469551,0,6,0,7692,0,296,0,1081,0,1085,0,3477243,0,100,100,2008
AR,solid waste management,1537,4.12,3644329,5.27,145,15.09,93259,30.19,10211,23.65,1584,4.12,1682,3.98,3737588,5.26,76.67,84.44,2008
AR,sewerage,1213,6.23,3753350,2.51,96,100.67,63559,81.77,6602,55.4,1226,6.22,1309,9.37,3816909,2.44,91.26,63.72,2008
AR,parks and recreation,1589,0.83,4053509,1.08,478,16.84,326666,3.26,37920,2.88,1806,0.74,2067,3.95,4380175,1.01,80.91,96.44,2008
AR,housing and community development,1003,2.26,2495962,2.4,220,7.84,189112,10.48,13709,19.12,1082,2.58,1223,2.33,2685074,2.37,84.25,93.39,2008
AR,natural resources,1859,3.75,5734968,2.58,777,16.71,513521,17.61,43149,18.36,2111,4.53,2636,5.59,6248489,1.83,97.8,99.23,2008
AR,water transport and terminals,2276,3.77,6673993,4.05,353,43.61,269621,55.43,21259,64.64,2419,5.48,2629,6.7,6943614,3.87,88.21,90.58,2008
AR,electric power,424,0,1745502,0,7,0,5891,0,571,0,428,0,431,0,1751393,0,92.76,93.05,2008
AR,gas supply,6,0,14963,0,0,0,0,0,0,0,6,0,6,0,14963,0,0,0,2008
AR,transit,313,0,895923,0,32,0,37915,0,3529,0,331,0,345,0,933838,0,100,100,2008
AR,education total,87689,3.51,280946109,3.04,23026,4.49,18363187,3.89,1407853,5.26,95739,3.24,110715,2.93,299309296,2.87,82.67,80.74,2008
AR,education - elementary and secondary total,66385,4.64,193213079,4.41,9699,10.65,7068496,10.1,575769,12.85,69731,4.46,76084,4.27,200281575,4.29,74.4,72.74,2008
AR,education - elementary and secondary instructional,46826,5.56,154434990,5.03,5552,14.18,4170776,13.37,324980,19.32,48680,5.4,52378,5.19,158605766,4.91,74.4,72.74,2008
AR,education - elementary and secondary other,19559,6.69,38778089,3.61,4147,11.63,2897720,10.01,250789,7.95,21051,6.25,23706,5.88,41675809,3.43,83.52,84.01,2008
AR,education - higher education total,19779,0,82856374,0,13281,0,11260146,0,830620,0,24476,0,33060,0,94116520,0,100,100,2008
AR,education - higher education instructional,6335,0,40201580,0,4935,0,6931340,0,385330,0,8513,0,11270,0,47132920,0,100,100,2008
