state,government_function,full_time_equivalent_employees,total_march_pay,full_time_employees,part_time_employees,full_time_pay,part_time_pay,part_time_hours,year
AK,police protection - officers,992,5124233,969,56,5081323,42910,3563,1997
AK,police protection - other,612,2238892,596,47,2206508,32384,3082,1997
AK,fire protection - firefighters,545,2627429,512,171,2566626,60803,5831,1997
AK,fire protection - other,22,66214,18,11,57668,8546,806,1997
AK,corrections,1309,5272716,1306,7,5261393,11323,641,1997
AK,streets and highways,3333,13026122,3299,103,12950259,75863,5901,1997
AK,air transportation,77,277091,75,6,270389,6702,489,1997
AK,water transport and terminals,114,417985,103,22,387105,30880,1847,1997
AK,public welfare,2034,6407803,1891,201,6177083,230720,24085,1997
AK,health,1041,3416224,974,104,3261707,154517,11482,1997
AK,hospitals,708,2375719,631,123,2185247,190472,13056,1997
AK,social insurance administration,381,1328038,380,2,1326137,1901,132,1997
AK,solid waste management,394,1504654,376,56,1464227,40427,3403,1997
AK,sewerage,331,1293341,312,66,1250229,43112,3487,1997
AK,parks and recreation,567,1378323,342,414,1034861,343462,38991,1997
AK,housing and community development,594,1986225,375,247,1357321,628904,36482,1997
AK,natural resources,2128,7906786,2098,64,7818780,88006,5064,1997
AK,water transport and terminals,378,1127082,359,71,1086491,40591,3193,1997
AK,electric power,563,2638227,555,14,2616381,21846,1174,1997
AK,gas supply,0,0,0,0,0,0,0,1997
AK,transit,241,819257,219,24,765743,53514,3677,1997
AK,education - elementary and secondary instructional,11344,43352667,10413,2537,41447622,1905045,154754,1997
AK,education - elementary and secondary other,4914,14369824,4263,2674,13062872,1306952,110448,1997
AK,education - higher education instructional,1310,6650748,1002,1130,5499483,1151265,54540,1997
AK,education - higher education other,2936,7417619,2075,2161,5799384,1618235,152350,1997
AK,education - other,491,1728688,479,34,1701032,27656,2074,1997
AK,libraries,282,720101,200,148,576694,143407,14277,1997
AK,liquor stores,0,0,0,0,0,0,0,1997
AK,other and unallocable,3451,12138027,3205,914,11639488,498539,42187,1997
AZ,total,226563,577933239,196259,72780,526938964,50994275,5328650,1997
AZ,financial administration,6988,17113206,6890,217,16936906,176300,17595,1997
AZ,other government administration,4497,13647830,4256,616,13096107,551723,42729,1997
AZ,judicial and legal,7891,21983257,7562,878,21238718,744539,58889,1997
AZ,police protection - officers,10849,36604506,10828,48,36563576,40930,3419,1997
AZ,police protection - other,3853,10483839,3677,328,10170765,313074,30599,1997
AZ,fire protection - firefighters,3878,13990698,3640,1288,13618689,372009,41862,1997
AZ,fire protection - other,694,2274443,620,153,2135303,139140,13309,1997
AZ,corrections,12067,27422534,11882,453,27096163,326371,32962,1997
AZ,streets and highways,7143,18595129,7059,133,18443072,152057,14405,1997
AZ,air transportation,931,2611797,901,46,2566455,45342,4840,1997
AZ,water transport and terminals,0,0,0,0,0,0,0,1997
AZ,public welfare,7454,14872749,7143,574,14360365,512384,54973,1997
AZ,health,4606,10205883,4452,330,9946945,258938,27420,1997
AZ,hospitals,4047,8009787,2986,2639,6105670,1904117,187920,1997
AZ,social insurance administration,2017,4067791,2004,49,4048354,19437,2227,1997
AZ,solid waste management,1983,5388264,1924,93,5288044,100220,10197,1997
AZ,sewerage,1236,3326789,1219,44,3296111,30678,2597,1997
AZ,parks and recreation,4000,8495484,2835,3122,6874746,1620738,206255,1997
AZ,housing and community development,910,2603443,879,49,2552840,50603,5276,1997
AZ,natural resources,3349,8578955,3013,755,8012516,566439,60030,1997
AZ,water transport and terminals,2842,8702972,2802,76,8635598,67374,7076,1997
AZ,electric power,4510,20634873,4420,134,20355439,279434,16099,1997
AZ,gas supply,18,43286,18,0,43286,0,0,1997
AZ,transit,106,298536,90,32,267515,31021,2858,1997
AZ,education - elementary and secondary instructional,58194,151382236,52035,11803,141432682,9949554,1083795,1997
AZ,education - elementary and secondary other,28508,48674505,21653,14312,39378335,9296170,1198093,1997
AZ,education - higher education instructional,11117,41034440,6572,12287,30127419,10907021,799006,1997
AZ,education - higher education other,21938,50094390,14727,20486,39165227,10929163,1269298,1997
AZ,education - other,2731,6127576,2588,384,5515890,611686,25136,1997
AZ,libraries,1487,3320408,1099,836,2748518,571890,68677,1997
AZ,liquor stores,0,0,0,0,0,0,0,1997
AZ,other and unallocable,6719,17343633,6485,615,16917710,425923,41108,1997
AR,total,139367,288602602,128903,31989,273272869,15329733,1846159,1997
AR,financial administration,3795,7453246,3658,371,7223556,229690,25700,1997
AR,other government administration,2654,5260300,2384,2431,4594487,665813,52342,1997
AR,judicial and legal,2005,4826106,1809,563,4480945,345161,35060,1997
AR,police protection - officers,4978,11924657,4885,287,11787769,136888,17325,1997
AR,police protection - other,1631,2676721,1551,245,2580312,96409,14221,1997
AR,fire protection - firefighters,2093,5300830,2034,1547,5198604,102226,12625,1997
AR,fire protection - other,83,131942,71,54,118500,13442,2418,1997
AR,corrections,4972,8469021,4917,112,8403629,65392,9032,1997
AR,streets and highways,7113,15135178,6975,312,14965165,170013,24662,1997
AR,air transportation,193,334729,185,20,325711,9018,1391,1997
AR,water transport and terminals,10,30458,10,0,30458,0,0,1997
AR,public welfare,3937,7525051,3905,68,7489132,35919,5980,1997
AR,health,4832,10378865,4715,185,10207554,171311,20544,1997
AR,hospitals,9188,17184964,8526,1244,15991585,1193379,114614,1997
AR,social insurance administration,991,2563786,867,193,2390177,173609,21899,1997
AR,solid waste management,1319,2086975,1263,148,2016261,70714,10194,1997
AR,sewerage,871,1704325,854,57,1675045,29280,3557,1997
AR,parks and recreation,1627,2526351,1231,769,2139644,386707,70289,1997
AR,housing and community development,904,1585630,820,189,1468454,117176,15371,1997
AR,natural resources,2492,5514035,2291,435,5271238,242797,35213,1997
AR,water transport and terminals,1808,3489333,1756,196,3387284,102049,11503,1997
AR,electric power,303,817033,302,3,815832,1201,126,1997
AR,gas supply,3,4002,2,1,3418,584,97,1997
AR,transit,176,405888,169,10,396213,9675,1063,1997
AR,education - elementary and secondary instructional,39985,90336488,38735,4626,88741319,1595169,214206,1997
AR,education - elementary and secondary other,18070,22665164,15715,7223,19768372,2896792,409601,1997
AR,education - higher education instructional,5454,22561220,4313,3454,19369739,3191481,201432,1997
AR,education - higher education other,10040,18938551,7907,5089,16788716,2149835,376559,1997
AR,education - other,2740,6617544,2480,621,6178301,439243,45545,1997
AR,libraries,753,1136022,593,419,959896,176126,27901,1997
AR,liquor stores,0,0,0,0,0,0,0,1997
AR,other and unallocable,4347,9018187,3980,1117,8505553,512634,65689,1997
CA,total,1529599,5263693310,1294993,550946,4757595455,506097855,40899912,1997
CA,financial administration,38283,129560004,36488,3808,125760615,3799389,316898,1997
CA,other government administration,26202,98313903,24363,4882,93036358,5277545,322126,1997
CA,judicial and legal,39514,161032723,38167,2571,156912641,4120082,235632,1997
CA,police protection - officers,64470,317010313,63845,2409,315196123,1814190,110099,1997
CA,police protection - other,28174,91848683,25612,5799,87046484,4802199,451189,1997
CA,fire protection - firefighters,27162,150098468,26491,3628,148786941,1311527,120835,1997
CA,fire protection - other,2646,9675530,2439,511,9279117,396413,37755,1997
CA,corrections,72736,264812740,68481,6343,252935835,11876905,749330,1997
CA,streets and highways,37357,137728591,36142,2028,134649742,3078849,213832,1997
CA,air transportation,4999,18223020,4788,359,17821270,401750,36893,1997
CA,water transport and terminals,1994,8236071,1895,210,7992727,243344,17247,1997
CA,public welfare,52685,151609533,51222,2810,148400167,3209366,254963,1997
CA,health,45405,158296243,41638,6683,147322711,10973532,659087,1997
CA,hospitals,95541,331278200,82268,23264,288937841,42340359,2337811,1997
CA,social insurance administration,17976,59549305,16190,3020,54122449,5426856,316018,1997
CA,solid waste management,7047,24030734,6657,582,23247702,783032,67997,1997
CA,sewerage,12308,48221508,11949,767,47261670,959838,64440,1997
CA,parks and recreation,33470,82553138,23014,24842,65741985,16811153,1846036,1997
CA,housing and community development,11618,40034024,10792,1501,38096533,1937491,145178,1997
CA,natural resources,23643,77566325,21993,2882,74118865,3447460,292697,1997
CA,water transport and terminals,23863,96357859,23121,1752,94433701,1924158,131052,1997
CA,electric power,14102,65772209,13778,541,64880466,891743,57285,1997
CA,gas supply,264,924116,264,0,924116,0,0,1997
CA,transit,28868,109159926,27563,1945,106059926,3100000,229924,1997
CA,education - elementary and secondary instructional,373235,1311142489,303819,151080,1164823431,146319058,11946561,1997
CA,education - elementary and secondary other,173676,381338743,130684,102127,311533837,69804906,7395818,1997
CA,education - higher education instructional,67022,271433561,39203,64852,198377556,73056005,4907871,1997
CA,education - higher education other,117356,346409384,82358,111763,275298425,71110959,6185230,1997
CA,education - other,4720,16093397,4295,769,15032945,1060452,75160,1997
CA,libraries,11270,30009186,7771,8502,23143961,6865225,616912,1997
CA,liquor stores,0,0,0,0,0,0,0,1997
CA,other and unallocable,71993,275373384,67703,8716,266419315,8954069,758036,1997
CO,total,212578,601724085,177368,87422,515506591,86217494,6213865,1997
CO,financial administration,5277,15449247,5099,425,15031830,417417,31638,1997
CO,other government administration,4656,12739012,4346,7851,11904603,834409,56785,1997
CO,judicial and legal,5069,17028439,4637,1010,15618252,1410187,78954,1997
CO,police protection - officers,8290,29417083,8266,91,29368966,48117,4324,1997
CO,police protection - other,3133,7693596,2973,420,7405353,288243,28446,1997
CO,fire protection - firefighters,3778,14660059,3668,585,14486351,173708,19563,1997
CO,fire protection - other,379,1053489,344,203,982066,71423,6776,1997
CO,corrections,7501,21618487,7411,170,21392673,225814,16176,1997
CO,streets and highways,8013,23129805,7737,536,22494994,634811,49647,1997
CO,air transportation,1103,3645993,1038,130,3534721,111272,11284,1997
CO,water transport and terminals,0,0,0,0,0,0,0,1997
CO,public welfare,6392,16297549,6045,676,15606527,691022,61107,1997
CO,health,3418,9543686,2888,1353,8451503,1092183,93231,1997
CO,hospitals,12043,31281884,10496,2847,26680423,4601461,272237,1997
CO,social insurance administration,886,3083553,695,303,2441557,641996,33789,1997
CO,solid waste management,648,1587002,604,90,1515778,71224,8064,1997
CO,sewerage,2134,6463996,2070,304,6335870,128126,11635,1997
CO,parks and recreation,5980,13273166,3579,6341,9921818,3351348,424282,1997
CO,housing and community development,1477,3967541,1348,368,3736145,231396,22694,1997
CO,natural resources,1863,6137966,1687,436,5753499,384467,32612,1997
CO,water transport and terminals,3807,11477040,3712,458,11290790,186250,17526,1997
CO,electric power,1398,5179563,1377,29,5146527,33036,3515,1997
CO,gas supply,323,1090636,323,0,1090636,0,0,1997
CO,transit,2520,6678841,2291,340,6279065,399776,40194,1997
CO,education - elementary and secondary instructional,54549,150955667,49056,15092,140777283,10178384,958442,1997
CO,education - elementary and secondary other,24119,43879035,18722,11988,36863312,7015723,945349,1997
CO,education - higher education instructional,13357,63424408,8935,10144,41284497,22139911,782525,1997
CO,education - higher education other,21159,56241306,10177,21736,28285405,27955901,1943695,1997
CO,education - other,1346,4068978,1041,638,3262949,806029,53858,1997
CO,libraries,1978,4363786,1402,1458,3339195,1024591,101509,1997
CO,liquor stores,0,0,0,0,0,0,0,1997
CO,other and unallocable,5982,16293272,5401,1400,15224003,1069269,104008,1997
CT,total,164112,564180093,149055,39665,531614891,32565202,2459933,1997
CT,financial administration,4885,14771133,4677,504,14277211,493922,35131,1997
CT,other government administration,3039,9832201,2759,860,9145775,686426,46786,1997
CT,judicial and legal,3729,12050969,3643,118,11799028,251941,13082,1997
CT,police protection - officers,7692,33915848,7576,317,33692065,223783,19470,1997
CT,police protection - other,2070,5669795,1711,953,4974003,695792,61789,1997
CT,fire protection - firefighters,4144,17300126,4056,473,17120002,180124,15402,1997
CT,fire protection - other,269,785381,232,147,688110,97271,6819,1997
CT,corrections,8131,25666016,8076,82,25483985,182031,8644,1997
CT,streets and highways,7472,25887326,7392,192,25727693,159633,13397,1997
CT,air transportation,162,599120,162,0,599120,0,0,1997
CT,water transport and terminals,0,0,0,0,0,0,0,1997
CT,public welfare,6622,20655236,6193,871,19669088,986148,71252,1997
CT,health,3501,11416890,3263,549,10774659,642231,40713,1997
CT,hospitals,10733,37800937,9522,1931,34205702,3595235,195877,1997
CT,social insurance administration,1050,3275560,1050,0,3275560,0,0,1997
CT,solid waste management,1094,3618947,1036,140,3516850,102097,10014,1997
CT,sewerage,1119,3848605,1100,53,3808807,39798,3122,1997
CT,parks and recreation,2484,6659394,1839,2067,5619936,1039458,109810,1997
CT,housing and community development,1511,4625858,1383,294,4391383,234475,20441,1997
CT,natural resources,619,2076865,578,47,2002039,74826,6362,1997
CT,water transport and terminals,1030,3587465,1016,54,3556647,30818,2711,1997
CT,electric power,214,1013324,214,1,1012899,425,71,1997
CT,gas supply,33,138942,33,0,138942,0,0,1997
CT,transit,455,1332621,413,101,1260083,72538,7120,1997
CT,education - elementary and secondary instructional,53207,204960523,49306,8893,196554763,8405760,627648,1997
CT,education - elementary and secondary other,16092,35435975,13448,6344,31099429,4336546,435467,1997
CT,education - higher education instructional,5049,22416847,3875,3344,18813481,3603366,190656,1997
CT,education - higher education other,8414,27304926,6281,8553,22960886,4344040,339248,1997
CT,education - other,2903,8713567,2762,227,8378822,334745,21750,1997
CT,libraries,1415,3571291,993,1287,2835008,736283,71844,1997
CT,liquor stores,0,0,0,0,0,0,0,1997
CT,other and unallocable,4974,15248405,4466,1263,14232915,1015490,85307,1997
DE,total,40741,110763701,36665,10378,103402530,7361171,679048,1997
DE,financial administration,1173,2892484,1132,85,2828898,63586,7137,1997
DE,other government administration,640,1831138,570,196,1600891,230247,12446,1997
DE,judicial and legal,1460,3976454,1448,32,3942959,33495,2169,1997
DE,police protection - officers,1496,5777902,1486,21,5765581,12321,1317,1997
DE,police protection - other,617,1366294,423,291,1052326,313968,31554,1997
DE,fire protection - firefighters,194,678966,194,0,678966,0,0,1997
DE,fire protection - other,90,310069,89,2,309232,837,93,1997
DE,corrections,2022,5234704,1941,159,5071818,162886,13810,1997
DE,streets and highways,1853,4121366,1755,113,3994473,126893,16541,1997
DE,air transportation,24,64864,23,1,63737,1127,108,1997
DE,water transport and terminals,198,557835,156,75,472180,85655,7514,1997
DE,public welfare,1433,3526318,1355,137,3385680,140638,12833,1997
DE,health,1819,4856506,1699,233,4639912,216594,19837,1997
DE,hospitals,2261,4692908,2188,147,4539404,153504,12200,1997
DE,social insurance administration,300,661362,295,9,652798,8564,704,1997
DE,solid waste management,205,442427,192,26,425089,17338,2363,1997
DE,sewerage,368,914370,367,1,912962,1408,142,1997
DE,parks and recreation,491,1089716,387,533,950479,139237,17583,1997
DE,housing and community development,279,572433,270,15,563265,9168,1375,1997
DE,natural resources,487,1238931,437,108,1162373,76558,8360,1997
DE,water transport and terminals,166,352259,165,4,350577,1682,246,1997
DE,electric power,140,422411,139,1,419373,3038,177,1997
DE,gas supply,0,0,0,0,0,0,0,1997
DE,transit,472,1321016,447,35,1281775,39241,4420,1997
DE,education - elementary and secondary instructional,9438,28154620,9058,950,27512636,641984,63144,1997
DE,education - elementary and secondary other,4046,8635546,3406,1276,7925749,709797,107199,1997
DE,education - higher education instructional,2431,9396728,1533,2134,7221170,2175558,149045,1997
DE,education - higher education other,4386,11426174,3375,3391,9624162,1802012,166736,1997
DE,education - other,268,926506,264,5,920192,6314,480,1997
DE,libraries,185,373227,136,133,309723,63504,8310,1997
DE,liquor stores,0,0,0,0,0,0,0,1997
DE,other and unallocable,1799,4948167,1735,265,4824150,124017,11205,1997
DC,total,46246,177629245,44905,2366,174129482,3499763,230497,1997
DC,financial administration,737,2500589,707,67,2399786,100803,5258,1997
DC,other government administration,590,2127809,578,20,2083775,44034,2161,1997
DC,judicial and legal,1792,6284247,1777,31,6231341,52906,2670,1997
DC,police protection - officers,3657,15921131,3655,3,15913322,7809,317,1997
DC,police protection - other,687,2102047,634,133,1939130,162917,9427,1997
DC,fire protection - firefighters,1191,4427088,1191,0,4427088,0,0,1997
DC,fire protection - other,434,1606204,434,0,1606204,0,0,1997
DC,corrections,3749,14135430,3729,17,14061524,73906,3469,1997
DC,streets and highways,546,1698842,546,0,1698842,0,0,1997
DC,air transportation,0,0,0,0,0,0,0,1997
DC,water transport and terminals,0,0,0,0,0,0,0,1997
DC,public welfare,1187,3586445,1187,0,3586445,0,0,1997
DC,health,1387,4477788,1352,68,4363411,114377,6274,1997
DC,hospitals,4027,14133892,3840,194,13477014,656878,33124,1997
DC,social insurance administration,0,0,0,0,0,0,0,1997
DC,solid waste management,389,1045092,389,0,1045092,0,0,1997
DC,sewerage,577,2152245,577,0,2152245,0,0,1997
DC,parks and recreation,617,1628557,571,117,1506512,122045,8187,1997
DC,housing and community development,1500,4201065,1500,0,4201065,0,0,1997
DC,natural resources,0,0,0,0,0,0,0,1997
DC,water transport and terminals,576,2147715,576,0,2147715,0,0,1997
DC,electric power,0,0,0,0,0,0,0,1997
DC,gas supply,0,0,0,0,0,0,0,1997
DC,transit,7787,44444130,7666,241,44050263,393867,21348,1997
DC,education - elementary and secondary instructional,6242,25821904,6118,321,25429530,392374,20662,1997
DC,education - elementary and secondary other,4465,9179144,3951,664,8336268,842876,85366,1997
DC,education - higher education instructional,424,2051254,327,127,1706286,344968,17256,1997
DC,education - higher education other,325,1004605,283,105,951761,52844,7373,1997
DC,education - other,0,0,0,0,0,0,0,1997
DC,libraries,380,1116332,368,24,1079828,36504,2203,1997
DC,liquor stores,0,0,0,0,0,0,0,1997
DC,other and unallocable,2980,9835690,2949,234,9735035,100655,5402,1997
FL,total,730982,1855324059,681232,177242,1768229744,87094315,8748759,1997
FL,financial administration,20852,54594609,20297,988,53729017,865592,96002,1997
FL,other government administration,14417,42191729,13731,1813,40536015,1655714,120016,1997
FL,judicial and legal,24637,71262042,24038,941,69989677,1272365,104955,1997
FL,police protection - officers,34423,121769063,34215,758,121377960,391103,37202,1997
FL,police protection - other,15988,35686641,14362,4183,33272303,2414338,286282,1997
FL,fire protection - firefighters,16679,59186183,16471,636,58862075,324108,36911,1997
FL,fire protection - other,1899,5534992,1831,117,5424032,110960,10836,1997
FL,corrections,51243,143858683,50752,18784,143306534,552149,86608,1997
FL,streets and highways,25044,56649809,24662,765,55910330,739479,66980,1997
FL,air transportation,2799,8654639,2741,79,8550017,104622,9870,1997
FL,water transport and terminals,942,3066616,889,90,2991845,74771,9402,1997
FL,public welfare,14393,29449403,13821,1227,28809357,640046,100095,1997
FL,health,19849,46441859,19034,1240,44929948,1511911,143960,1997
FL,hospitals,48578,129501698,43851,8360,118314918,11186780,836426,1997
FL,social insurance administration,4795,12849128,4783,25,12824681,24447,2100,1997
FL,solid waste management,6915,14804956,6786,204,14620096,184860,22219,1997
FL,sewerage,8507,21361783,8445,101,21244896,116887,11010,1997
FL,parks and recreation,16187,31464224,12880,8419,26717939,4746285,583049,1997
FL,housing and community development,4540,10990883,4310,357,10648825,342058,38787,1997
FL,natural resources,11683,30325845,10512,2165,28415077,1910768,207129,1997
FL,water transport and terminals,9941,25761885,9862,140,25617186,144699,13643,1997
FL,electric power,5235,18493276,5220,36,18454620,38656,2597,1997
FL,gas supply,603,1244659,598,9,1236067,8592,803,1997
FL,transit,5805,17243371,5556,389,16802339,441032,43855,1997
FL,education - elementary and secondary instructional,147460,426584188,143465,36394,419327381,7256807,707121,1997
FL,education - elementary and secondary other,118379,168797011,109359,33140,157354836,11442175,1595465,1997
FL,education - higher education instructional,23914,91033987,16849,22684,71596705,19437282,1236118,1997
FL,education - higher education other,41093,90754275,29933,28017,74910008,15844267,1951866,1997
FL,education - other,1945,5550975,1918,241,5490521,60454,4928,1997
FL,libraries,4609,9569679,3839,1530,8565978,1003701,135652,1997
FL,liquor stores,0,0,0,0,0,0,0,1997
FL,other and unallocable,27628,70645968,26222,3410,68398561,2247407,246872,1997
GA,total,435945,1002192630,401401,89423,937289678,64902952,6090567,1997
GA,financial administration,9208,21956304,8637,1056,21119020,837284,100093,1997
GA,other government administration,4861,12240374,4328,2481,10828411,1411963,97141,1997
GA,judicial and legal,7750,21695552,7319,1451,20487648,1207904,78121,1997
GA,police protection - officers,16799,42837965,16562,610,42513249,324716,41023,1997
GA,police protection - other,5041,10244529,4552,1267,9531359,713170,85919,1997
GA,fire protection - firefighters,8254,22423992,8020,1308,22083359,340633,42918,1997
GA,fire protection - other,484,958169,467,64,931648,26521,2971,1997
GA,corrections,23434,51648312,23144,513,51097215,551097,51499,1997
GA,streets and highways,13698,24076089,13581,227,23910561,165528,21007,1997
GA,air transportation,533,1379344,509,54,1321374,57970,4458,1997
GA,water transport and terminals,687,1742951,687,0,1742951,0,0,1997
GA,public welfare,8170,17186661,7849,434,16735230,451431,56494,1997
GA,health,16692,37626934,14755,3891,34427450,3199484,342071,1997
GA,hospitals,52336,124318121,45842,10642,109834542,14483579,1148804,1997
GA,social insurance administration,1870,4780992,1813,85,4695679,85313,10102,1997
GA,solid waste management,4499,7924630,4245,488,7531728,392902,45141,1997
GA,sewerage,3030,6858824,2978,74,6778693,80131,9055,1997
GA,parks and recreation,7110,12569849,5190,3983,10149592,2420257,339044,1997
GA,housing and community development,3390,6734028,3234,356,6454151,279877,27092,1997
GA,natural resources,5521,12945653,4908,1355,12028505,917148,108637,1997
GA,water transport and terminals,4830,10611389,4743,234,10490112,121277,15397,1997
GA,electric power,743,2078222,739,7,2073147,5075,557,1997
GA,gas supply,415,897146,413,3,893793,3353,412,1997
GA,transit,4538,12475969,4177,608,11796574,679395,63728,1997
GA,education - elementary and secondary instructional,126062,315731962,122237,15363,308883098,6848864,664587,1997
GA,education - elementary and secondary other,50307,71883871,45303,12556,64528511,7355360,878221,1997
GA,education - higher education instructional,12802,57398828,9785,9861,47096197,10302631,531512,1997
GA,education - higher education other,23902,44882365,18489,14616,36635489,8246876,956691,1997
GA,education - other,5497,15940364,4810,2193,14560232,1380132,121347,1997
GA,libraries,2285,4753569,1780,1241,4016027,737542,89312,1997
GA,liquor stores,0,0,0,0,0,0,0,1997
GA,other and unallocable,11197,23389672,10305,2402,22114133,1275539,157213,1997
HI,total,65995,182754796,61405,20208,170726022,12028774,787009,1997
HI,financial administration,1746,4819742,1742,12,4812948,6794,770,1997
HI,other government administration,1882,5308894,1851,71,5242944,65950,5269,1997
HI,judicial and legal,2628,8376104,2601,67,8290828,85276,4710,1997
HI,police protection - officers,2615,11332632,2615,0,11332632,0,0,1997
HI,police protection - other,799,2140426,755,213,2073726,66700,7618,1997
HI,fire protection - firefighters,1596,5810408,1596,0,5810408,0,0,1997
HI,fire protection - other,69,204162,69,0,204162,0,0,1997
HI,corrections,2156,5258562,2144,24,5219914,38648,2080,1997
HI,streets and highways,1846,4791982,1836,28,4774964,17018,1690,1997
HI,air transportation,976,2165908,972,12,2161216,4692,766,1997
HI,water transport and terminals,213,527410,210,9,524162,3248,462,1997
HI,public welfare,1192,3379368,1173,46,3357202,22166,3350,1997
HI,health,2992,7867196,2934,120,7722086,145110,10216,1997
HI,hospitals,3311,8076100,3212,226,7714070,362030,17610,1997
