state,year,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_full_time_and_part_time_employees,total_march_full_time_and_part_time_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent
AL,2014,fire protection total,5790,1.21,24483786,1.06,909,0.8,644227,1.51,54823,1.89,6100,1.29,6699,1.05,25128013,1.03
AL,2014,fire protection - firefighters,5495,1.27,23274980,1.11,851,0.85,619524,1.57,53041,1.95,5794,1.36,6346,1.11,23894504,1.08
AL,2014,fire protection - other,295,0.43,1208806,0.49,58,2.03,24703,3.35,1782,1.16,306,0.56,353,0.49,1233509,0.48
AL,2014,corrections,8116,0.6,25472716,0.38,374,1.56,519086,0.58,35051,0.85,8312,0.64,8490,0.58,25991802,0.37
AL,2014,highways,10163,1.46,32504899,1.14,355,0.51,392629,0.72,38463,0.65,10381,1.46,10518,1.41,32897528,1.13
AL,2014,air transportation,476,1.98,1804214,1.43,44,1.02,46124,1,4198,0.99,501,1.99,520,1.82,1850338,1.4
AL,2014,water transport and terminals,590,0.01,2848429,0.01,4,0.01,4391,0.01,400,0.01,593,0.01,594,0.01,2852820,0.01
AL,2014,public welfare,4765,0.33,15549033,0.26,579,2.63,615534,2.22,52547,3.02,5064,0.6,5344,0.41,16164567,0.26
AL,2014,health,10135,0.85,34440589,0.71,1700,0.47,1692176,0.4,121943,0.48,10829,0.85,11835,0.73,36132765,0.68
AL,2014,hospitals,32630,0,135277418,0,8083,0.01,17154435,0,759293,0,37303,0,40713,0,152431853,0
AL,2014,social insurance administration,903,0,3339512,0,79,0,103532,0,10216,0,961,0,982,0,3443044,0
AL,2014,solid waste management,3424,1.82,9195822,1.48,179,0.92,216856,0.91,20160,1.23,3540,1.65,3603,1.73,9412678,1.45
AL,2014,sewerage,1361,1.51,5287758,1.17,54,2.89,61246,2.39,4529,1.48,1384,1.52,1415,1.46,5349004,1.16
AL,2014,parks and recreation,3380,1.21,10240050,1.05,2635,1.14,2038831,0.99,203625,1.18,4531,1.28,6015,0.84,12278881,0.89
AL,2014,housing and community development,1957,1.06,7100249,0.96,267,0.39,265833,0.3,20394,0.4,2077,1.01,2224,0.93,7366082,0.93
AL,2014,natural resources,2460,0.03,8525501,0.02,216,0.5,242153,0.41,17646,0.56,2563,0.08,2676,0.05,8767654,0.03
AL,2014,water transport and terminals,3832,1.65,14989691,1.55,283,0.04,251729,0.05,19020,0.06,3938,1.61,4115,1.53,15241420,1.52
AL,2014,electric power,1093,0.96,5317754,0.8,32,0.1,39971,0.08,3225,0.08,1112,0.95,1125,0.93,5357725,0.79
AL,2014,gas supply,872,1.71,3652514,1.85,53,0.65,46969,0.76,4712,0.75,898,1.77,925,1.62,3699483,1.83
AL,2014,transit,441,0.14,1356299,0.08,136,0.37,170449,0.27,15433,0.35,529,0.18,577,0.14,1526748,0.08
AL,2014,education total,132323,1.12,486079397,1.1,36529,0.46,30937402,0.33,2053223,0.46,144345,1.05,168852,0.88,517016799,1.04
AL,2014,education - elementary and secondary total,96170,1.54,307342707,1.74,9825,1.69,6167830,1.64,582372,1.63,99675,1.52,105995,1.4,313510537,1.71
AL,2014,education - elementary and secondary instructional,66784,1.98,249617594,2.08,6422,2.21,4168470,1.95,367286,2.01,68960,1.96,73206,1.82,253786064,2.05
AL,2014,education - elementary and secondary other,29386,2.24,57725113,2.24,3403,2.56,1999360,2.98,215086,2.77,30715,2.23,32789,2.03,59724473,2.17
AL,2014,education - higher education total,33281,0.01,167542191,0.01,26522,0.01,24545901,0.01,1461691,0.01,41747,0.01,59803,0.01,192088092,0.01
AL,2014,education - higher education instructional,9893,0.01,75359961,0.01,8837,0.01,11265721,0.01,462071,0.01,12561,0.01,18730,0.01,86625682,0.01
AL,2014,education - higher education other,23388,0.01,92182230,0.01,17685,0.01,13280180,0.01,999620,0.01,29186,0.01,41073,0.01,105462410,0.01
AL,2014,education - other,2872,0,11194499,0,182,0,223671,0,9160,0,2923,0,3054,0,11418170,0
AL,2014,libraries,900,1.27,2780284,1.05,704,0.72,772637,0.63,71368,0.75,1303,1.18,1604,0.78,3552921,0.84
AL,2014,liquor stores,741,0,2000236,0,13,0,24438,0,1452,0,749,0,754,0,2024674,0
AL,2014,other and unallocable,6323,1.1,23625741,0.79,1367,0.74,1457461,0.68,142976,0.71,7133,1.09,7690,0.91,25083202,0.74
AK,2014,total,49926,0.11,271406737,0.12,12381,0.33,13745875,0.48,729190,0.41,54163,0.13,62307,0.11,285152612,0.11
AK,2014,financial administration,1977,0.66,11500667,0.45,112,4.22,160699,2.59,8146,2.75,2023,0.72,2089,0.66,11661366,0.44
AK,2014,other government administration,1717,0.42,9049569,0.4,780,1,485184,2.86,21721,3.2,1841,0.64,2497,0.43,9534753,0.41
AK,2014,judicial and legal,1589,0.01,10152586,0.01,43,0.01,99030,0.01,3014,0.01,1607,0.01,1632,0.01,10251616,0.01
AK,2014,police protection total,1829,0.74,12568013,0.58,127,0.56,142019,0.54,7918,0.67,1876,0.73,1956,0.7,12710032,0.57
AK,2014,police protection - officers,1123,1.21,8873046,0.82,47,0.48,42394,0.79,2786,0.66,1139,1.19,1170,1.16,8915440,0.81
AK,2014,police protection - other,706,0.11,3694967,0.06,80,0.84,99625,0.69,5132,0.97,737,0.17,786,0.13,3794592,0.06
AK,2014,fire protection total,771,0.54,6367479,0.43,451,0.06,205064,0.08,13669,0.09,847,0.52,1222,0.34,6572543,0.42
AK,2014,fire protection - firefighters,675,0.58,5640607,0.47,443,0.06,194074,0.08,12887,0.1,747,0.56,1118,0.35,5834681,0.46
AK,2014,fire protection - other,96,1.48,726872,0.81,8,0.01,10990,0.01,782,0.01,100,1.42,104,1.37,737862,0.8
AK,2014,corrections,2270,0.01,12921005,0.01,59,0.01,123620,0.01,7444,0.01,2315,0.01,2329,0.01,13044625,0.01
AK,2014,highways,3796,0.07,22396491,0.06,155,0.44,229786,0.24,11205,0.16,3863,0.08,3951,0.07,22626277,0.06
AK,2014,air transportation,59,0.01,339624,0.01,5,0.01,8789,0.01,375,0.01,62,0.01,64,0.01,348413,0.01
AK,2014,water transport and terminals,163,0.83,814574,0.75,17,2.21,22950,3.2,1218,3.52,171,0.91,180,0.78,837524,0.73
AK,2014,public welfare,1956,0.04,9609115,0.02,143,0.01,244794,0.01,19546,0.01,2074,0.04,2099,0.04,9853909,0.02
AK,2014,health,945,0.1,5352618,0.11,292,0.01,258065,0.01,14448,0.01,1027,0.09,1237,0.08,5610683,0.1
AK,2014,hospitals,880,0.01,5276826,0.01,309,0.01,932065,0.01,31874,0.01,1066,0.01,1189,0.01,6208891,0.01
AK,2014,social insurance administration,323,0,1590378,0,2,0,6136,0,174,0,324,0,325,0,1596514,0
AK,2014,solid waste management,312,0.48,1508367,0.47,74,0.78,105427,0.49,5881,0.83,344,0.45,386,0.42,1613794,0.44
AK,2014,sewerage,274,0.64,1672841,0.49,52,1.74,53649,2.34,3298,1.14,296,0.77,326,0.6,1726490,0.48
AK,2014,parks and recreation,508,0.85,2223733,0.43,559,0.31,586628,0.27,38169,0.29,729,0.64,1067,0.44,2810361,0.34
AK,2014,housing and community development,659,5.91,3551068,5.52,188,13.62,412698,14.27,18343,14.43,771,6.67,847,5.5,3963766,5.16
AK,2014,natural resources,2430,0.01,13860052,0.01,82,0.01,150090,0.01,6059,0.01,2467,0.01,2512,0.01,14010142,0.01
AK,2014,water transport and terminals,279,0.98,1619860,0.58,69,0.87,84778,0.29,4503,0.23,309,0.98,348,0.8,1704638,0.55
AK,2014,electric power,451,0.33,3589381,0.22,61,0.89,67196,0.54,3410,0.48,469,0.32,512,0.31,3656577,0.21
AK,2014,gas supply,6,0.01,30458,0.01,8,0.01,6441,0.01,426,0.01,8,0.01,14,0.01,36899,0.01
AK,2014,transit,230,0.01,1269689,0.01,49,0.01,187716,0.01,7085,0.01,271,0.01,279,0.01,1457405,0.01
AK,2014,education total,22736,0.15,112387877,0.2,8110,0.36,8465994,0.28,461597,0.22,25402,0.15,30846,0.15,120853871,0.19
AK,2014,education - elementary and secondary total,17940,0.19,84577345,0.27,5023,0.58,4689880,0.51,251855,0.4,19420,0.2,22963,0.2,89267225,0.26
AK,2014,education - elementary and secondary instructional,11670,0.27,63515047,0.35,2648,0.79,2997371,0.49,154803,0.45,12575,0.27,14318,0.27,66512418,0.34
AK,2014,education - elementary and secondary other,6270,0.21,21062298,0.25,2375,0.86,1692509,1.12,97052,0.73,6845,0.26,8645,0.28,22754807,0.25
AK,2014,education - higher education total,4534,0.01,26282588,0.01,3054,0.01,3737310,0.01,207608,0.01,5707,0.01,7588,0.01,30019898,0.01
AK,2014,education - higher education instructional,1248,0.01,10668280,0.01,1083,0.01,1545452,0.01,63006,0.01,1604,0.01,2331,0.01,12213732,0.01
AK,2014,education - higher education other,3286,0.01,15614308,0.01,1971,0.01,2191858,0.01,144602,0.01,4103,0.01,5257,0.01,17806166,0.01
AK,2014,education - other,262,0,1527944,0,33,0,38804,0,2134,0,275,0,295,0,1566748,0
AK,2014,libraries,185,0.42,858924,0.5,228,1.69,307284,1.7,16775,2.01,279,0.67,413,0.95,1166208,0.58
AK,2014,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2014,other and unallocable,3581,0.11,20895542,0.07,406,1.6,399773,2.15,22892,1.59,3722,0.2,3987,0.19,21295315,0.08
AZ,2014,total,247805,0.75,1085071439,0.61,89039,0.82,111413058,0.78,6791134,0.97,286650,0.76,336844,0.59,1196484497,0.56
AZ,2014,financial administration,6907,0.77,31627755,0.82,184,1.28,365833,1.18,17687,1.44,7008,0.78,7091,0.75,31993588,0.81
AZ,2014,other government administration,4487,1.28,22710815,1.36,483,2.31,667984,0.96,31668,1.89,4673,1.32,4970,1.17,23378799,1.32
AZ,2014,judicial and legal,10461,0.6,48705656,0.55,605,0.77,1320483,0.5,53504,0.67,10770,0.63,11066,0.57,50026139,0.53
AZ,2014,police protection total,19263,0.89,105580027,0.89,323,1.29,554357,0.98,28263,1.14,19418,0.89,19586,0.88,106134384,0.89
AZ,2014,police protection - officers,14056,1.15,82154073,1.11,58,0.01,94246,0.01,4336,0.01,14078,1.15,14114,1.15,82248319,1.11
AZ,2014,police protection - other,5207,1.08,23425954,0.97,265,1.57,460111,1.18,23927,1.34,5340,1.1,5472,1.03,23886065,0.95
AZ,2014,fire protection total,8475,0.53,51596231,0.48,1698,0.36,1383434,0.06,95692,0.11,8978,0.51,10173,0.44,52979665,0.47
AZ,2014,fire protection - firefighters,7302,0.6,45680807,0.54,1404,0.16,1127826,0.06,78096,0.13,7705,0.59,8706,0.51,46808633,0.52
AZ,2014,fire protection - other,1173,0.6,5915424,0.57,294,1.96,255608,0.19,17596,0.21,1273,0.6,1467,0.62,6171032,0.55
AZ,2014,corrections,14878,0.42,54696707,0.33,214,2.36,370218,2.47,18990,3.32,14984,0.43,15092,0.41,55066925,0.33
AZ,2014,highways,6716,1.04,29008366,0.86,142,3.22,230476,1.22,12250,2.29,6783,1.06,6858,1.02,29238842,0.86
AZ,2014,air transportation,1150,0.26,5430305,0.25,48,3.18,47559,3.7,4204,3.89,1175,0.35,1198,0.28,5477864,0.25
AZ,2014,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
AZ,2014,public welfare,6643,0.09,22976110,0.1,397,0.06,587827,0.1,36583,0.1,6851,0.09,7040,0.08,23563937,0.1
AZ,2014,health,5879,0.24,24011386,0.16,627,0.46,1107459,0.26,65580,0.27,6250,0.24,6506,0.22,25118845,0.15
AZ,2014,hospitals,8710,0.01,43783871,0.01,1969,0.01,5583621,0.01,184241,0.01,9750,0.01,10679,0.01,49367492,0.01
AZ,2014,social insurance administration,1920,0,5671076,0,51,0,71621,0,4666,0,1946,0,1971,0,5742697,0
AZ,2014,solid waste management,2178,1.42,8724027,0.98,40,6.29,67712,7.03,4576,7.94,2206,1.6,2218,1.4,8791739,0.97
AZ,2014,sewerage,1589,2.15,6627812,2.33,92,0.83,145004,0.62,7590,0.79,1633,2.11,1681,2.03,6772816,2.28
AZ,2014,parks and recreation,3250,1.69,12286914,1.76,3786,2.48,3232604,1.95,275842,2.29,4814,2.01,7036,1.54,15519518,1.45
AZ,2014,housing and community development,1322,0.83,5911552,0.68,255,0.02,234679,0.07,17699,0.04,1421,0.77,1577,0.69,6146231,0.66
AZ,2014,natural resources,2102,1.96,8867760,1.76,265,0.06,424434,0.09,24838,0.09,2238,1.87,2367,1.74,9292194,1.68
AZ,2014,water transport and terminals,3540,1.4,17757613,1.3,101,1.07,131217,0.99,7654,1.26,3585,1.42,3641,1.36,17888830,1.29
AZ,2014,electric power,4937,0.06,40052595,0.04,129,0.26,400237,0.21,16071,0.16,5027,0.06,5066,0.06,40452832,0.04
AZ,2014,gas supply,98,0.65,561875,0.3,0,0.01,0,0.01,0,0.01,98,0.65,98,0.65,561875,0.3
AZ,2014,transit,671,12.47,3144219,13.49,111,9.39,148102,7.87,10717,8.32,730,11.48,782,10.78,3292321,12.89
AZ,2014,education total,124984,1.46,502565441,1.29,75841,0.96,92341880,0.94,5746071,1.15,157954,1.36,200825,0.98,594907321,1.1
AZ,2014,education - elementary and secondary total,91718,1.99,310802762,2.07,36386,1.94,49172194,1.74,2929835,2.19,108744,1.97,128104,1.53,359974956,1.8
AZ,2014,education - elementary and secondary instructional,61160,2.59,228813844,2.62,21544,2.51,32808334,2.23,1644810,3.13,70645,2.6,82704,2.02,261622178,2.31
AZ,2014,education - elementary and secondary other,30558,2.97,81988918,2.84,14842,3.05,16363860,2.7,1285025,2.99,38099,2.89,45400,2.24,98352778,2.41
AZ,2014,education - higher education total,30466,0.41,181455057,0.33,39167,0.46,42701963,0.32,2787653,0.52,46248,0.4,69633,0.31,224157020,0.27
AZ,2014,education - higher education instructional,9455,0.65,72861703,0.47,15182,0.83,19839077,0.61,997771,1.19,15115,0.76,24637,0.57,92700780,0.4
AZ,2014,education - higher education other,21011,0.51,108593354,0.45,23985,0.54,22862886,0.29,1789882,0.46,31133,0.47,44996,0.37,131456240,0.38
AZ,2014,education - other,2800,0,10307622,0,288,0,467723,0,28583,0,2962,0,3088,0,10775345,0
AZ,2014,libraries,1255,1.44,4891859,1.46,1138,0.43,1280767,0.38,89831,0.42,1757,1.08,2393,0.78,6172626,1.16
AZ,2014,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,2014,other and unallocable,6390,0.45,27881467,0.53,540,0.6,715550,0.71,36917,0.96,6601,0.47,6930,0.42,28597017,0.52
AR,2014,total,156824,0.46,547285092,0.48,36367,0.42,28155839,0.35,1950509,0.52,167973,0.45,193191,0.38,575440931,0.45
AR,2014,financial administration,4434,1.07,15376759,0.64,401,0.28,264630,0.31,21087,0.37,4549,1.08,4835,0.98,15641389,0.63
AR,2014,other government administration,2666,2.06,8662262,1.46,2856,0.72,1205839,1.09,71779,1.73,3075,2.3,5522,1.06,9868101,1.29
AR,2014,judicial and legal,2892,1.13,9470532,0.86,591,0.73,799441,0.38,36265,0.53,3097,1.17,3483,0.94,10269973,0.79
AR,2014,police protection total,8313,1.56,28737028,1.28,728,1.39,481127,1.21,42587,1.23,8554,1.58,9041,1.44,29218155,1.26
AR,2014,police protection - officers,6320,2.02,23069886,1.58,469,2.08,286248,1.95,25578,2,6461,2.07,6789,1.89,23356134,1.56
AR,2014,police protection - other,1993,1.05,5667142,0.78,259,0.99,194879,0.84,17009,0.69,2093,1.09,2252,0.93,5862021,0.75
AR,2014,fire protection total,2719,0.58,11063624,0.43,1604,3.67,390916,4.49,34073,5.53,2913,1.2,4323,1.41,11454540,0.44
AR,2014,fire protection - firefighters,2642,0.59,10791426,0.44,1536,3.84,378606,4.64,33206,5.67,2830,1.23,4178,1.46,11170032,0.45
AR,2014,fire protection - other,77,0.15,272198,0.11,68,0.04,12310,0.27,867,0.2,83,0.22,145,0.08,284508,0.11
AR,2014,corrections,8012,0.55,23622381,0.38,185,1.51,147582,1.47,13717,1.67,8095,0.57,8197,0.54,23769963,0.37
AR,2014,highways,6824,1.45,22620867,1.06,250,0.79,267232,0.86,24482,0.98,6956,1.51,7074,1.4,22888099,1.04
AR,2014,air transportation,311,0.08,1197586,0.04,38,0.13,33871,0.14,3318,0.1,331,0.07,349,0.07,1231457,0.04
AR,2014,water transport and terminals,10,0.01,63174,0.01,2,0.01,458,0.01,35,0.01,10,0.01,12,0.01,63632,0.01
AR,2014,public welfare,4104,0,12847508,0,113,0.88,118609,0.61,8714,0.82,4146,0.01,4217,0.02,12966117,0.01
AR,2014,health,4256,0.09,16066751,0.07,271,0.19,430323,0.06,21571,0.13,4375,0.1,4527,0.09,16497074,0.07
AR,2014,hospitals,7682,0.01,28050502,0.01,884,0.02,1428324,0.02,85358,0.02,8165,0.01,8566,0.01,29478826,0.01
AR,2014,social insurance administration,1179,0,4253255,0,7,0,36737,0,903,0,1184,0,1186,0,4289992,0
AR,2014,solid waste management,1446,2.02,3628162,1.84,147,0.97,99675,0.73,10114,0.73,1507,2.11,1593,1.84,3727837,1.79
AR,2014,sewerage,1215,0.8,4070992,0.56,96,0.03,74365,0.02,6913,0.03,1249,0.78,1311,0.74,4145357,0.55
AR,2014,parks and recreation,1990,0.76,5179545,0.73,732,0.94,510838,0.67,52818,0.76,2287,0.84,2722,0.61,5690383,0.67
AR,2014,housing and community development,950,1.24,2953776,1.19,219,0.87,216260,1.11,19216,0.63,1063,1.18,1169,1.02,3170036,1.12
AR,2014,natural resources,1997,0.06,7030528,0.05,485,0.01,359950,0.01,28252,0.01,2155,0.06,2482,0.05,7390478,0.04
AR,2014,water transport and terminals,2240,1.18,7834895,0.98,237,0.1,248169,0.11,17365,0.14,2339,1.16,2477,1.06,8083064,0.95
AR,2014,electric power,445,0.17,2023113,0.13,8,0.01,12397,0.01,824,0.01,450,0.16,453,0.16,2035510,0.13
AR,2014,gas supply,7,0.01,22110,0.01,0,0.01,0,0.01,0,0.01,7,0.01,7,0.01,22110,0.01
AR,2014,transit,339,0.03,1141800,0.02,30,0.47,32999,0.46,3586,0.48,360,0.05,369,0.04,1174799,0.02
AR,2014,education total,88473,0.78,316943094,0.81,25369,0.55,20191240,0.48,1372949,0.72,96352,0.75,113842,0.62,337134334,0.76
AR,2014,education - elementary and secondary total,65519,1.05,210151284,1.21,10689,1.28,7163670,1.3,620126,1.57,69142,1.04,76208,0.92,217314954,1.17
AR,2014,education - elementary and secondary instructional,43866,1.31,166262466,1.47,5620,1.53,2947148,1.67,266520,2.02,45418,1.32,49486,1.18,169209614,1.45
AR,2014,education - elementary and secondary other,21653,1.73,43888818,1.64,5069,2.11,4216522,1.87,353606,2.29,23724,1.68,26722,1.46,48105340,1.51
AR,2014,education - higher education total,21589,0.1,101587833,0.07,14662,0.13,12991837,0.2,751140,0.19,25834,0.11,36251,0.08,114579670,0.07
AR,2014,education - higher education instructional,6733,0.13,49114156,0.08,5697,0.25,7204435,0.29,334706,0.28,8623,0.16,12430,0.13,56318591,0.08
AR,2014,education - higher education other,14856,0.13,52473677,0.12,8965,0.15,5787402,0.28,416434,0.25,17211,0.14,23821,0.1,58261079,0.11
AR,2014,education - other,1365,0,5203977,0,18,0,35733,0,1683,0,1376,0,1383,0,5239710,0
AR,2014,libraries,771,1.05,2159208,0.88,653,0.99,463402,0.8,44776,0.84,1036,1.09,1424,0.73,2622610,0.74
AR,2014,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2014,other and unallocable,3549,0.9,12265640,0.64,461,1.6,341455,1.71,29807,2,3718,1.05,4010,0.82,12607095,0.63
CA,2014,total,1470301,0.37,9268582937,0.37,675813,0.54,1135791626,0.48,47422723,0.56,1747560,0.39,2146114,0.31,10404374563,0.33
CA,2014,financial administration,50351,0.39,287164416,0.4,4477,0.46,9478807,0.52,488373,0.44,53116,0.38,54828,0.36,296643223,0.39
CA,2014,other government administration,27388,0.62,173166610,0.62,6029,1.16,10093425,0.77,401091,0.95,29692,0.61,33417,0.55,183260035,0.59
CA,2014,judicial and legal,42912,0.55,315514982,0.44,2344,0.53,7685895,0.47,198774,0.6,44031,0.56,45256,0.52,323200877,0.43
CA,2014,police protection total,96533,0.51,768394809,0.56,6749,1.39,11856933,1.2,520566,1.36,99512,0.51,103282,0.48,780251742,0.55
CA,2014,police protection - officers,69675,0.63,613606718,0.67,1924,0.48,3917774,0.5,127816,0.5,70398,0.63,71599,0.62,617524492,0.67
