state,year,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_full_time_and_part_time_employees,total_march_full_time_and_part_time_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent
AL,2015,police protection - officers,10869,0.11,45172329,0.11,595,0.41,656577,0.36,51709,0.39,11179,0.11,11464,0.11,45828906,0.11
AL,2015,police protection - other,2703,0.18,8232060,0.16,664,0.44,629079,0.38,58632,0.47,3036,0.17,3367,0.17,8861139,0.15
AL,2015,fire protection total,5807,0.25,25059477,0.24,889,1.12,652167,1.21,51417,1.25,6099,0.25,6696,0.26,25711644,0.24
AL,2015,fire protection - firefighters,5485,0.25,23710788,0.25,821,1.11,616848,1.22,48551,1.27,5761,0.25,6306,0.26,24327636,0.24
AL,2015,fire protection - other,322,1.07,1348689,0.98,68,6.11,35319,6.64,2866,6.35,338,1.08,390,1.38,1384008,0.97
AL,2015,corrections,8135,0.12,28197532,0.07,347,0.79,540566,0.41,34888,0.59,8333,0.12,8482,0.12,28738098,0.07
AL,2015,highways,10368,0.11,34342918,0.09,341,0.58,347592,0.7,34931,0.72,10569,0.11,10709,0.11,34690510,0.09
AL,2015,air transportation,462,5.21,1727220,4.96,51,4.07,48522,4.97,4745,5.4,490,4.94,513,4.71,1775742,4.82
AL,2015,water transport and terminals,593,0.01,2872082,0.01,6,0.01,5008,0.01,449,0.01,596,0.01,599,0.01,2877090,0.01
AL,2015,public welfare,4765,0.26,15685659,0.21,560,0.54,606482,0.44,51113,0.52,5057,0.24,5325,0.24,16292141,0.2
AL,2015,health,10211,0.48,33473163,0.34,1641,0.64,1695865,0.66,128377,0.75,10948,0.45,11852,0.43,35169028,0.33
AL,2015,hospitals,32417,0.14,138486103,0.1,8021,0.19,16800264,0.2,733531,0.15,36992,0.13,40438,0.12,155286367,0.09
AL,2015,social insurance administration,915,0,3311954,0,36,0,39770,0,3920,0,937,0,951,0,3351724,0
AL,2015,solid waste management,3323,0.24,9192906,0.23,158,0.64,162917,0.64,16541,0.7,3417,0.24,3481,0.23,9355823,0.23
AL,2015,sewerage,1446,0.4,5802448,0.42,54,1.77,54519,1.82,4054,1.97,1466,0.39,1500,0.39,5856967,0.41
AL,2015,parks and recreation,3292,0.21,10303175,0.21,2519,0.38,1957612,0.34,204923,0.35,4472,0.19,5811,0.2,12260787,0.18
AL,2015,housing and community development,1927,0.59,7294135,0.61,237,1.05,241978,1.09,19132,1.09,2045,0.56,2164,0.54,7536113,0.59
AL,2015,natural resources,2367,0.08,8167698,0.06,193,0.46,218199,0.52,15375,0.59,2459,0.08,2560,0.08,8385897,0.06
AL,2015,water transport and terminals,3895,0.22,15742191,0.22,276,0.43,271305,0.44,23242,0.48,4028,0.21,4171,0.2,16013496,0.22
AL,2015,electric power,1047,1.51,5292850,1.59,31,2.65,41748,2.19,3200,2.15,1065,1.49,1078,1.47,5334598,1.58
AL,2015,gas supply,889,1.5,3784047,1.74,53,6.46,47903,6.57,4565,6.87,915,1.48,942,1.47,3831950,1.72
AL,2015,transit,452,1.56,1444633,1.13,151,1.64,180377,0.87,16102,0.97,544,1.3,603,1.24,1625010,1.01
AL,2015,education total,129356,1.09,494704581,1.1,36793,0.4,31656787,0.34,2114721,0.37,141704,1.01,166149,0.85,526361368,1.03
AL,2015,education - elementary and secondary total,92749,1.51,311451160,1.74,9684,1.5,6358433,1.71,585358,1.34,96258,1.48,102433,1.38,317809593,1.71
AL,2015,education - elementary and secondary instructional,63130,1.95,252653960,2.08,6248,2.25,4011663,2.01,371216,2,65346,1.93,69378,1.79,256665623,2.05
AL,2015,education - elementary and secondary other,29619,2.28,58797200,2.25,3436,1.09,2346770,3.13,214142,1.17,30912,2.18,33055,2.05,61143970,2.17
AL,2015,education - higher education total,33702,0.01,171753575,0.01,26940,0.01,25095882,0.01,1514684,0.01,42460,0.01,60642,0.01,196849457,0.01
AL,2015,education - higher education instructional,10036,0.01,76453720,0.01,8729,0.01,11177708,0.01,464649,0.01,12716,0.01,18765,0.01,87631428,0.01
AL,2015,education - higher education other,23666,0.01,95299855,0.01,18211,0.01,13918174,0.01,1050035,0.01,29744,0.01,41877,0.01,109218029,0.01
AL,2015,education - other,2905,0,11499846,0,169,0,202472,0,14679,0,2986,0,3074,0,11702318,0
AL,2015,libraries,909,0.31,2851710,0.31,681,0.29,751371,0.23,69581,0.27,1305,0.23,1590,0.21,3603081,0.25
AL,2015,liquor stores,755,0,2058456,0,15,0,27408,0,1482,0,763,0,770,0,2085864,0
AL,2015,other and unallocable,6540,0.13,24601380,0.12,1198,0.2,1294651,0.19,113485,0.57,7200,0.14,7738,0.12,25896031,0.11
AK,2015,total,49091,0.06,271386972,0.08,13283,0.38,16003208,0.5,790294,0.35,53746,0.06,62374,0.09,287390180,0.08
AK,2015,financial administration,1969,0.08,11731646,0.05,108,1.57,161045,1.16,7941,1.31,2020,0.09,2077,0.11,11892691,0.05
AK,2015,other government administration,1620,0.09,8921467,0.09,831,0.62,572212,0.96,24171,0.98,1764,0.13,2451,0.22,9493679,0.1
AK,2015,judicial and legal,1580,0.03,10192541,0.02,53,1.47,115495,0.67,3792,3.09,1604,0.07,1633,0.06,10308036,0.02
AK,2015,police protection total,1888,0.2,12996811,0.11,118,2.1,90788,2.71,5512,3.46,1927,0.22,2006,0.23,13087599,0.11
AK,2015,police protection - officers,1156,0.21,9199416,0.14,52,4.3,43646,5.27,3012,6.12,1178,0.25,1208,0.27,9243062,0.14
AK,2015,police protection - other,732,0.4,3797395,0.18,66,1.63,47142,1.85,2500,1.95,749,0.41,798,0.39,3844537,0.18
AK,2015,fire protection total,769,0.69,6299042,0.42,558,1.61,204410,0.98,12850,1.32,842,0.65,1327,0.79,6503452,0.41
AK,2015,fire protection - firefighters,667,0.69,5591256,0.4,553,1.62,197318,1.01,12407,1.35,737,0.65,1220,0.83,5788574,0.39
AK,2015,fire protection - other,102,2.57,707786,2.02,5,12.5,7092,4.5,443,6.18,105,2.5,107,2.52,714878,2
AK,2015,corrections,2297,0.14,12165130,0.08,57,0.01,128850,0.01,14658,0.01,2385,0.14,2354,0.14,12293980,0.08
AK,2015,highways,3869,0.11,22827744,0.07,150,0.92,217150,0.89,10391,0.98,3933,0.11,4019,0.11,23044894,0.07
AK,2015,air transportation,65,0.01,373009,0.01,6,0.01,9052,0.01,342,0.01,67,0.01,71,0.01,382061,0.01
AK,2015,water transport and terminals,162,1.47,794629,1.09,15,13.04,16521,3.5,910,3.53,169,1.32,177,1.74,811150,1.07
AK,2015,public welfare,1984,0.16,9686781,0.05,137,1.76,241518,1.47,19215,1.06,2100,0.16,2121,0.18,9928299,0.06
AK,2015,health,936,0.44,5453247,0.33,273,1.65,272816,0.57,13436,0.54,1014,0.41,1209,0.5,5726063,0.31
AK,2015,hospitals,896,0.01,5582300,0.01,305,0.01,1103570,0.01,34908,0.01,1100,0.01,1201,0.01,6685870,0.01
AK,2015,social insurance administration,285,0,1475740,0,0,0,0,0,0,0,285,0,285,0,1475740,0
AK,2015,solid waste management,322,0.33,1685951,0.32,78,1.43,92144,1.74,5473,1.84,354,0.4,400,0.39,1778095,0.32
AK,2015,sewerage,281,0.22,1754980,0.18,62,3.07,55094,4.43,3429,4.17,308,0.45,343,0.58,1810074,0.22
AK,2015,parks and recreation,509,0.47,2213592,0.13,558,0.66,546091,0.49,33770,0.56,704,0.39,1067,0.41,2759683,0.15
AK,2015,housing and community development,561,3.56,2679525,7.53,230,11.64,533645,13.62,19899,11.21,684,3.52,791,4.22,3213170,6.67
AK,2015,natural resources,2347,0.01,13730237,0.01,100,0.01,199921,0.01,6569,0.01,2385,0.01,2447,0.01,13930158,0.01
AK,2015,water transport and terminals,311,0.35,1811341,0.24,82,1.83,86535,2.21,4616,2.02,347,0.41,393,0.47,1897876,0.25
AK,2015,electric power,462,0.3,3616172,0.2,69,2.01,65715,1.97,3421,1.99,483,0.31,531,0.37,3681887,0.2
AK,2015,gas supply,12,0.01,73560,0.01,1,0.01,1091,0.01,76,0.01,12,0.01,13,0.01,74651,0.01
AK,2015,transit,219,0.01,1263203,0.01,53,0.01,196118,0.01,7008,0.01,260,0.01,272,0.01,1459321,0.01
AK,2015,education total,22088,0.09,112475675,0.08,8779,0.45,10340056,0.29,515341,0.28,25078,0.08,30867,0.14,122815731,0.07
AK,2015,education - elementary and secondary total,17896,0.11,86640282,0.1,5474,0.73,6148571,0.48,315792,0.46,19757,0.1,23370,0.19,92788853,0.1
AK,2015,education - elementary and secondary instructional,11886,0.14,65520529,0.12,3129,1.21,4242069,0.66,207169,0.65,13099,0.14,15015,0.28,69762598,0.12
AK,2015,education - elementary and secondary other,6010,0.16,21119753,0.17,2345,0.53,1906502,0.55,108623,0.48,6658,0.15,8355,0.19,23026255,0.16
AK,2015,education - higher education total,3931,0.01,24292237,0.01,3278,0.01,4169677,0.01,198305,0.01,5053,0.01,7209,0.01,28461914,0.01
AK,2015,education - higher education instructional,1128,0.01,9656721,0.01,942,0.01,1249515,0.01,58539,0.01,1459,0.01,2070,0.01,10906236,0.01
AK,2015,education - higher education other,2803,0.01,14635516,0.01,2336,0.01,2920162,0.01,139766,0.01,3594,0.01,5139,0.01,17555678,0.01
AK,2015,education - other,261,0,1543156,0,27,0,21808,0,1244,0,268,0,288,0,1564964,0
AK,2015,libraries,194,0.37,900987,0.38,232,0.68,290811,0.84,16252,0.88,286,0.47,426,0.41,1191798,0.35
AK,2015,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2015,other and unallocable,3465,0.16,20681662,0.1,428,1.3,462560,1.25,26314,1.42,3635,0.17,3893,0.2,21144222,0.1
AZ,2015,total,243542,0.13,1090339135,0.11,89614,0.21,107732096,0.18,6254645,0.25,279165,0.12,333156,0.11,1198071231,0.1
AZ,2015,financial administration,6854,0.19,32294651,0.18,146,0.61,300512,0.47,14248,0.62,6934,0.19,7000,0.18,32595163,0.18
AZ,2015,other government administration,4441,1.29,23268182,0.32,455,0.8,648820,0.57,32712,0.74,4630,1.24,4896,1.18,23917002,0.31
AZ,2015,judicial and legal,10547,0.25,49862641,0.22,506,0.52,1102565,0.4,45659,0.46,10801,0.25,11053,0.24,50965206,0.21
AZ,2015,police protection total,19414,0.18,109922544,0.18,288,1.09,492388,0.85,24489,1.18,19548,0.18,19702,0.18,110414932,0.18
AZ,2015,police protection - officers,14107,0.23,85079792,0.22,44,2.57,57629,2.73,2992,2.68,14122,0.23,14151,0.23,85137421,0.22
AZ,2015,police protection - other,5307,0.26,24842752,0.24,244,1.2,434759,0.89,21497,1.29,5426,0.26,5551,0.26,25277511,0.23
AZ,2015,fire protection total,8593,0.38,52184327,0.44,1407,0.72,956947,1,73184,1.03,9055,0.37,10000,0.34,53141274,0.43
AZ,2015,fire protection - firefighters,7400,0.42,46048174,0.48,1124,0.78,698205,1.16,55315,1.17,7753,0.41,8524,0.38,46746379,0.48
AZ,2015,fire protection - other,1193,0.75,6136153,0.78,283,1.81,258742,1.93,17869,2.15,1302,0.72,1476,0.7,6394895,0.76
AZ,2015,corrections,15005,0.33,55859044,0.27,172,2.3,274042,2.23,14889,2.41,15090,0.33,15177,0.33,56133086,0.27
AZ,2015,highways,6638,0.24,29638495,0.2,79,2.27,152868,1.9,8251,2.88,6683,0.24,6717,0.24,29791363,0.2
AZ,2015,air transportation,1155,2.28,5605919,2.05,49,7.34,32393,6.11,2803,5,1172,2.25,1204,2.21,5638312,2.03
AZ,2015,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
AZ,2015,public welfare,7049,0.1,24779926,0.1,392,0.48,569825,0.32,34531,0.41,7243,0.1,7441,0.1,25349751,0.09
AZ,2015,health,5938,0.19,24797344,0.15,616,0.61,1080563,0.37,60365,0.46,6281,0.18,6554,0.18,25877907,0.15
AZ,2015,hospitals,3039,0.01,17626874,0.01,844,0.01,1946437,0.01,61166,0.01,3384,0.01,3883,0.01,19573311,0.01
AZ,2015,social insurance administration,1902,0,5728866,0,35,0,50309,0,3228,0,1920,0,1937,0,5779175,0
AZ,2015,solid waste management,2215,0.44,9221824,0.42,48,3.21,70502,3.01,5080,3.31,2243,0.43,2263,0.43,9292326,0.42
AZ,2015,sewerage,1607,0.63,6927266,0.57,74,3.73,108635,3.87,6160,4.02,1641,0.62,1681,0.62,7035901,0.56
AZ,2015,parks and recreation,3297,0.47,12744394,0.42,3707,0.89,3039938,0.62,263563,0.74,4781,0.4,7004,0.52,15784332,0.36
AZ,2015,housing and community development,1378,0.73,6312701,0.85,232,1.01,234987,1.21,17526,1.39,1475,0.69,1610,0.64,6547688,0.82
AZ,2015,natural resources,2170,0.87,9302543,0.76,282,0.54,392933,0.8,23429,0.73,2297,0.82,2452,0.77,9695476,0.73
AZ,2015,water transport and terminals,3556,0.36,18242555,0.3,113,2.86,129461,2.38,7796,2.8,3602,0.36,3669,0.36,18372016,0.3
AZ,2015,electric power,5104,0.24,44034893,0.18,128,0.33,435308,0.31,18008,0.31,5206,0.24,5232,0.24,44470201,0.18
AZ,2015,gas supply,94,4.05,546969,3.01,0,0.01,0,0.01,0,0.01,94,4.05,94,4.05,546969,3.01
AZ,2015,transit,689,10.38,3287641,11.24,102,6.45,129040,5.82,9068,6.1,742,9.64,791,9.08,3416681,10.82
AZ,2015,education total,125157,0.22,514665984,0.2,78289,0.24,93697841,0.21,5400685,0.28,155934,0.19,203446,0.17,608363825,0.18
AZ,2015,education - elementary and secondary total,91973,0.28,310443597,0.3,35754,0.39,45466736,0.38,2692936,0.48,107394,0.25,127727,0.23,355910333,0.26
AZ,2015,education - elementary and secondary instructional,61019,0.38,226591844,0.38,21587,0.49,30597379,0.45,1523550,0.62,69693,0.34,82606,0.3,257189223,0.34
AZ,2015,education - elementary and secondary other,30954,0.4,83851753,0.39,14167,0.65,14869357,0.69,1169386,0.74,37701,0.36,45121,0.34,98721110,0.34
AZ,2015,education - higher education total,30377,0.33,193757336,0.25,42235,0.3,47746681,0.18,2676851,0.32,45558,0.25,72612,0.22,241504017,0.21
AZ,2015,education - higher education instructional,9879,0.41,80711993,0.31,17112,0.46,21778981,0.35,961348,0.73,15352,0.42,26991,0.33,102490974,0.26
AZ,2015,education - higher education other,20498,0.45,113045343,0.37,25123,0.39,25967700,0.16,1715503,0.28,30206,0.32,45621,0.3,139013043,0.3
AZ,2015,education - other,2807,0,10465051,0,300,0,484424,0,30898,0,2982,0,3107,0,10949475,0
AZ,2015,libraries,1257,0.46,4891801,0.44,1111,0.74,1234917,0.62,91757,0.71,1769,0.4,2368,0.42,6126718,0.37
AZ,2015,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,2015,other and unallocable,6443,0.21,28591751,0.21,539,1.26,650865,0.81,36048,1.65,6640,0.21,6982,0.22,29242616,0.21
AR,2015,total,159686,0.25,551363995,0.46,37582,0.37,27045743,0.44,1980504,0.37,170901,0.25,197268,0.21,578409738,0.44
AR,2015,financial administration,4619,0.14,15956832,0.09,365,0.83,258831,0.34,21355,0.35,4740,0.13,4984,0.14,16215663,0.09
AR,2015,other government administration,2622,0.19,8564249,0.13,2778,0.14,1289136,0.16,75654,0.18,3054,0.17,5400,0.12,9853385,0.12
AR,2015,judicial and legal,2919,0.15,9466048,0.12,573,0.28,806797,0.22,36965,0.31,3125,0.15,3492,0.14,10272845,0.11
AR,2015,police protection total,8456,0.12,28986285,0.1,715,0.5,484819,0.63,43301,0.73,8704,0.12,9171,0.12,29471104,0.1
AR,2015,police protection - officers,6384,0.15,23123866,0.12,447,0.45,284283,0.44,25412,0.48,6528,0.15,6831,0.14,23408149,0.12
AR,2015,police protection - other,2072,0.18,5862419,0.16,268,1.11,200536,1.39,17889,1.62,2176,0.19,2340,0.21,6062955,0.16
AR,2015,fire protection total,2816,0.39,11859049,0.32,1524,0.81,395719,1.23,35224,1.27,3019,0.38,4340,0.38,12254768,0.31
AR,2015,fire protection - firefighters,2743,0.4,11599021,0.32,1460,0.71,386659,1.25,34475,1.29,2942,0.39,4203,0.36,11985680,0.32
AR,2015,fire protection - other,73,0.85,260028,0.74,64,10.38,9060,6.9,749,5.97,77,1,137,4.87,269088,0.75
AR,2015,corrections,7969,0.13,23692027,0.1,171,1.53,143224,1.4,13455,1.69,8050,0.13,8140,0.14,23835251,0.1
AR,2015,highways,6949,0.13,23123453,0.1,257,0.63,287538,0.66,24352,0.83,7085,0.13,7206,0.13,23410991,0.1
AR,2015,air transportation,318,1.1,1149982,1.19,29,4.6,24916,4.31,2456,5.45,334,1.09,347,1.07,1174898,1.17
AR,2015,water transport and terminals,10,0.01,54904,0.01,2,0.01,446,0.01,39,0.01,10,0.01,12,0.01,55350,0.01
AR,2015,public welfare,4239,0.03,13168149,0.02,101,0.58,80207,1.3,6712,1.33,4274,0.03,4340,0.03,13248356,0.02
AR,2015,health,4194,0.09,15917334,0.07,263,0.94,368685,0.54,18658,0.68,4300,0.09,4457,0.1,16286019,0.07
AR,2015,hospitals,7662,1.06,28446990,0.73,828,3.07,1400678,2.27,80018,2.92,8114,1.02,8490,1,29847668,0.7
AR,2015,social insurance administration,1314,0,4360546,0,8,0,51894,0,1267,0,1321,0,1322,0,4412440,0
AR,2015,solid waste management,1474,0.35,3740481,0.36,136,1,90691,1.05,9002,1.13,1529,0.34,1610,0.33,3831172,0.36
AR,2015,sewerage,1287,0.34,4283276,0.34,104,0.97,80060,1.01,6667,1.04,1322,0.33,1391,0.32,4363336,0.33
AR,2015,parks and recreation,2035,0.19,5306538,0.19,747,0.59,488985,0.49,52524,0.51,2332,0.18,2782,0.21,5795523,0.18
AR,2015,housing and community development,954,0.57,3011449,0.5,218,0.98,218260,1,19284,0.96,1068,0.52,1172,0.5,3229709,0.47
AR,2015,natural resources,1994,0.06,6918555,0.04,499,0.28,328366,0.3,25582,0.29,2137,0.06,2493,0.07,7246921,0.04
AR,2015,water transport and terminals,2266,0.2,7986590,0.18,249,0.42,268545,0.45,18817,0.56,2372,0.2,2515,0.19,8255135,0.17
AR,2015,electric power,436,1.78,2050838,1.63,8,0.01,6822,0.01,651,0.01,439,1.76,444,1.74,2057660,1.62
AR,2015,gas supply,7,0.01,22396,0.01,0,0.01,0,0.01,0,0.01,7,0.01,7,0.01,22396,0.01
AR,2015,transit,349,2.43,1084857,2.15,37,36.31,39e3,41.13,4169,43.3,373,3.5,386,4.12,1123857,2.52
AR,2015,education total,90474,0.43,317840711,0.79,26827,0.5,19063585,0.59,1406445,0.48,98420,0.42,117301,0.35,336904296,0.75
AR,2015,education - elementary and secondary total,67361,0.57,210075739,1.2,10778,1.11,6226329,1.16,584821,1.12,70665,0.58,78139,0.52,216302068,1.16
AR,2015,education - elementary and secondary instructional,45038,0.2,165154177,1.52,5933,1.1,2265117,1.57,267947,1.39,46484,0.2,50971,0.22,167419294,1.5
AR,2015,education - elementary and secondary other,22323,1.68,44921562,0.24,4845,2.08,3961212,1.59,316874,1.71,24181,1.65,27168,1.43,48882774,0.25
AR,2015,education - higher education total,21730,0.24,102496631,0.18,16029,0.38,12802403,0.68,819693,0.18,26361,0.2,37759,0.21,115299034,0.18
AR,2015,education - higher education instructional,6751,0.45,49047521,0.31,5831,0.83,7271273,0.97,374078,0.31,8863,0.35,12582,0.46,56318794,0.3
AR,2015,education - higher education other,14979,0.29,53449110,0.2,10198,0.35,5531130,0.94,445615,0.2,17498,0.25,25177,0.22,58980240,0.2
AR,2015,education - other,1383,0,5268341,0,20,0,34853,0,1931,0,1394,0,1403,0,5303194,0
AR,2015,libraries,777,0.52,2239440,0.43,617,0.67,465623,0.43,44467,0.47,1039,0.41,1394,0.41,2705063,0.36
AR,2015,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2015,other and unallocable,3546,0.13,12133016,0.12,526,0.52,402916,0.49,33440,0.56,3733,0.13,4072,0.14,12535932,0.12
CA,2015,total,1497704,0.03,9703032519,0.03,683416,0.08,1155711399,0.08,47711785,0.07,1776205,0.03,2181120,0.03,10858743918,0.03
CA,2015,financial administration,50951,0.04,297826128,0.04,4993,0.05,10689161,0.06,545886,0.04,54023,0.03,55944,0.03,308515289,0.04
CA,2015,other government administration,27371,0.07,180187543,0.07,6169,0.12,9984376,0.11,397674,0.1,29659,0.06,33540,0.06,190171919,0.07
CA,2015,judicial and legal,42937,0.1,330441539,0.08,2108,0.26,7058607,0.27,198505,0.27,44057,0.09,45045,0.09,337500146,0.08
CA,2015,police protection total,96871,0.05,807155507,0.06,6612,0.18,11584706,0.16,532985,0.17,99945,0.05,103483,0.05,818740213,0.06
CA,2015,police protection - officers,70200,0.06,652049726,0.07,1909,0.2,4153019,0.18,155488,0.16,71073,0.06,72109,0.06,656202745,0.07
