state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,year
AR,public welfare,2159,5368719,0,0,0,2159,5368719,2000
AR,health,4700,11521196,100,83078,7751,4743,11604274,2000
AR,hospitals,3903,10022217,159,218499,8864,3953,10240716,2000
AR,social insurance administration,868,2615066,198,199840,23110,999,2814906,2000
AR,solid waste management,0,0,0,0,0,0,0,2000
AR,sewage disposal,0,0,0,0,0,0,0,2000
AR,parks and recreation,595,1272260,249,140693,22988,725,1412953,2000
AR,housing and community development,0,0,0,0,0,0,0,2000
AR,natural resources,2138,5812619,306,249017,41577,2373,6061636,2000
AR,water transport and terminals,0,0,0,0,0,0,0,2000
AR,electric power,0,0,0,0,0,0,0,2000
AR,gas supply,0,0,0,0,0,0,0,2000
AR,transit,0,0,0,0,0,0,0,2000
AR,elem and sec instruction,0,0,0,0,0,0,0,2000
AR,elem and sec admin/cler,0,0,0,0,0,0,0,2000
AR,elem and sec oper/maint,0,0,0,0,0,0,0,2000
AR,elem and sec cafeteria,0,0,0,0,0,0,0,2000
AR,elem and sec bus transit,0,0,0,0,0,0,0,2000
AR,elem and sec health/rec,0,0,0,0,0,0,0,2000
AR,elem and sec student,0,0,0,0,0,0,0,2000
AR,elem and sec unalloc,0,0,0,0,0,0,0,2000
AR,higher ed - instructional,5073,25475834,3713,4369502,175782,6065,29845336,2000
AR,education - higher education other,9240,22475795,6307,3984015,394957,11477,26459810,2000
AR,education - other,2754,7371096,735,467751,40004,2982,7838847,2000
AR,libraries,0,0,0,0,0,0,0,2000
AR,liquor stores,0,0,0,0,0,0,0,2000
AR,other and unallocable,2133,6014379,135,153255,12736,2205,6167634,2000
CA,total,302913,1348347111,141156,162842450,9274908,355327,1511189561,2000
CA,financial administration,19600,72330023,4242,5899307,466222,22234,78229330,2000
CA,other government administration,3578,15553647,393,794723,40225,3821,16348370,2000
CA,judicial and legal,3392,18397327,450,850570,39595,3615,19247897,2000
CA,police arrest,7255,40370003,523,629324,15614,7343,40999327,2000
CA,police other,5072,17335339,1039,980293,75834,5500,18315632,2000
CA,corrections,45244,192742628,2840,6632139,361066,47283,199374767,2000
CA,streets and highways,20392,91318029,1142,2730780,110708,21018,94048809,2000
CA,air transportation,0,0,0,0,0,0,0,2000
CA,water transportation,72,289567,12,10349,641,76,299916,2000
CA,public welfare,3508,13694027,559,652947,31778,3688,14346974,2000
CA,health,10557,45805531,1505,2817528,131760,11301,48623059,2000
CA,hospitals,27345,118410254,6596,12438265,602771,30750,130848519,2000
CA,social insurance administration,15264,59018285,2846,6065016,355346,17272,65083301,2000
CA,solid waste management,369,1698604,64,185655,7905,414,1884259,2000
CA,sewage disposal,0,0,0,0,0,0,0,2000
CA,parks and recreation,2044,7618366,1598,2265102,185062,3089,9883468,2000
CA,housing and community development,0,0,0,0,0,0,0,2000
CA,natural resources,11550,50194032,3705,4246911,445052,14063,54440943,2000
CA,water transport and terminals,0,0,0,0,0,0,0,2000
CA,electric power,0,0,0,0,0,0,0,2000
CA,gas supply,0,0,0,0,0,0,0,2000
CA,transit,0,0,0,0,0,0,0,2000
CA,elem and sec instruction,0,0,0,0,0,0,0,2000
CA,elem and sec admin/cler,0,0,0,0,0,0,0,2000
CA,elem and sec oper/maint,0,0,0,0,0,0,0,2000
CA,elem and sec cafeteria,0,0,0,0,0,0,0,2000
CA,elem and sec bus transit,0,0,0,0,0,0,0,2000
CA,elem and sec health/rec,0,0,0,0,0,0,0,2000
CA,elem and sec student,0,0,0,0,0,0,0,2000
CA,elem and sec unalloc,0,0,0,0,0,0,0,2000
CA,higher ed - instructional,19777,133420569,26538,39658910,1570516,28649,173079479,2000
CA,education - higher education other,69927,285229004,82572,67249680,4442342,95024,352478684,2000
CA,education - other,4378,17311641,679,1106260,63304,4737,18417901,2000
CA,libraries,0,0,0,0,0,0,0,2000
CA,liquor stores,0,0,0,0,0,0,0,2000
CA,other and unallocable,33589,167610235,3853,7628691,329167,35450,175238926,2000
CO,total,45921,173546791,35615,68785093,3505938,65726,242331884,2000
CO,financial administration,1990,7433085,167,258166,13317,2064,7691251,2000
CO,other government administration,445,1410511,118,278619,19132,553,1689130,2000
CO,judicial and legal,2968,11143417,805,1572309,81451,3428,12715726,2000
CO,police arrest,706,3363033,1,782,80,706,3363815,2000
CO,police other,438,1719381,0,0,0,438,1719381,2000
CO,corrections,6043,20142827,80,178926,9738,6097,20321753,2000
CO,streets and highways,2940,10331644,183,337278,18738,3046,10668922,2000
CO,air transportation,0,0,0,0,0,0,0,2000
CO,water transportation,0,0,0,0,0,0,0,2000
CO,public welfare,1801,6378714,202,314237,17054,1897,6692951,2000
CO,health,1023,4491643,168,362689,15938,1113,4854332,2000
CO,hospitals,3221,9916964,959,1844662,110628,3846,11761626,2000
CO,social insurance administration,868,3321252,55,70772,4539,894,3392024,2000
CO,solid waste management,0,0,0,0,0,0,0,2000
CO,sewage disposal,0,0,0,0,0,0,0,2000
CO,parks and recreation,192,691239,113,88753,5917,225,779992,2000
CO,housing and community development,0,0,0,0,0,0,0,2000
CO,natural resources,1290,4642111,285,332703,15235,1376,4974814,2000
CO,water transport and terminals,0,0,0,0,0,0,0,2000
CO,electric power,0,0,0,0,0,0,0,2000
CO,gas supply,0,0,0,0,0,0,0,2000
CO,transit,0,0,0,0,0,0,0,2000
CO,elem and sec instruction,0,0,0,0,0,0,0,2000
CO,elem and sec admin/cler,0,0,0,0,0,0,0,2000
CO,elem and sec oper/maint,0,0,0,0,0,0,0,2000
CO,elem and sec cafeteria,0,0,0,0,0,0,0,2000
CO,elem and sec bus transit,0,0,0,0,0,0,0,2000
CO,elem and sec health/rec,0,0,0,0,0,0,0,2000
CO,elem and sec student,0,0,0,0,0,0,0,2000
CO,elem and sec unalloc,0,0,0,0,0,0,0,2000
CO,higher ed - instructional,9179,47082660,9867,30142795,753334,13434,77225455,2000
CO,education - higher education other,10312,32232180,21890,32034016,2386612,23797,64266196,2000
CO,education - other,1037,3557987,633,824227,46582,1301,4382214,2000
CO,libraries,0,0,0,0,0,0,0,2000
CO,liquor stores,0,0,0,0,0,0,0,2000
CO,other and unallocable,1468,5688143,89,144159,7643,1511,5832302,2000
CT,total,58270,227772442,15955,19397181,1226251,65820,247169623,2000
CT,financial administration,2708,9375899,60,147019,6821,2751,9522918,2000
CT,other government administration,1019,4072445,253,701251,38143,1238,4773696,2000
CT,judicial and legal,3982,14996431,175,491705,24170,4138,15488136,2000
CT,police arrest,1054,5116014,0,0,0,1054,5116014,2000
CT,police other,616,2251868,64,140446,8372,670,2392314,2000
CT,corrections,8953,31974234,77,193382,7765,9003,32167616,2000
CT,streets and highways,3613,12376510,0,0,0,3613,12376510,2000
CT,air transportation,34,176673,0,0,0,34,176673,2000
CT,water transportation,0,0,0,0,0,0,0,2000
CT,public welfare,4663,17730145,183,467236,21924,4804,18197381,2000
CT,health,2004,7508586,89,230893,10175,2066,7739479,2000
CT,hospitals,9271,37639009,1982,4128901,198874,10501,41767910,2000
CT,social insurance administration,963,3676675,15,46118,1782,974,3722793,2000
CT,solid waste management,50,233617,8,19346,932,56,252963,2000
CT,sewage disposal,0,0,0,0,0,0,0,2000
CT,parks and recreation,131,457262,15,32661,2553,145,489923,2000
CT,housing and community development,0,0,0,0,0,0,0,2000
CT,natural resources,768,2675324,68,143033,8287,818,2818357,2000
CT,water transport and terminals,0,0,0,0,0,0,0,2000
CT,electric power,0,0,0,0,0,0,0,2000
CT,gas supply,0,0,0,0,0,0,0,2000
CT,transit,0,0,0,0,0,0,0,2000
CT,elem and sec instruction,2287,11602956,650,852152,67910,2765,12455108,2000
CT,elem and sec admin/cler,290,1062945,0,0,0,290,1062945,2000
CT,elem and sec oper/maint,248,242731,0,0,0,248,242731,2000
CT,elem and sec cafeteria,101,98854,253,68342,7873,156,167196,2000
CT,elem and sec bus transit,1,1180,0,0,0,1,1180,2000
CT,elem and sec health/rec,53,197962,0,0,0,53,197962,2000
CT,elem and sec student,0,0,60,6448,1027,7,6448,2000
CT,elem and sec unalloc,114,123902,0,0,0,114,123902,2000
CT,higher ed - instructional,3766,20844928,6080,7557681,419454,6292,28402609,2000
CT,education - higher education other,6610,25815636,5546,3471071,359080,8792,29286707,2000
CT,education - other,2583,8746898,243,424585,25093,2745,9171483,2000
CT,libraries,0,0,0,0,0,0,0,2000
CT,liquor stores,0,0,0,0,0,0,0,2000
CT,other and unallocable,2388,8773758,134,274911,16016,2492,9048669,2000
DE,total,20911,67371647,7356,6345291,465149,23743,73716938,2000
DE,financial administration,744,2037409,67,70780,7034,786,2108189,2000
DE,other government administration,238,741131,121,207454,10296,297,948585,2000
DE,judicial and legal,1436,4424305,24,36409,1726,1447,4460714,2000
DE,police arrest,591,2747024,0,0,0,591,2747024,2000
DE,police other,281,793662,50,48196,4834,309,841858,2000
DE,corrections,2307,6996518,153,197058,19862,2423,7193576,2000
DE,streets and highways,1594,4081078,23,17742,1774,1605,4098820,2000
DE,air transportation,0,0,0,0,0,0,0,2000
DE,water transportation,0,0,0,0,0,0,0,2000
DE,public welfare,1598,4481360,144,157736,12618,1675,4639096,2000
DE,health,1617,5626978,257,240168,19568,1735,5867146,2000
DE,hospitals,2159,5115770,136,159072,12350,2234,5274842,2000
DE,social insurance administration,168,457154,4,5694,490,171,462848,2000
DE,solid waste management,81,231354,15,11376,1224,88,242730,2000
DE,sewage disposal,0,0,0,0,0,0,0,2000
DE,parks and recreation,185,490748,135,81184,9132,240,571932,2000
DE,housing and community development,0,0,0,0,0,0,0,2000
DE,natural resources,399,1226104,112,116136,7568,445,1342240,2000
DE,water transport and terminals,0,0,0,0,0,0,0,2000
DE,electric power,0,0,0,0,0,0,0,2000
DE,gas supply,0,0,0,0,0,0,0,2000
DE,transit,535,1674848,23,33191,3313,554,1708039,2000
DE,elem and sec instruction,0,0,0,0,0,0,0,2000
DE,elem and sec admin/cler,0,0,0,0,0,0,0,2000
DE,elem and sec oper/maint,0,0,0,0,0,0,0,2000
DE,elem and sec cafeteria,0,0,0,0,0,0,0,2000
DE,elem and sec bus transit,0,0,0,0,0,0,0,2000
DE,elem and sec health/rec,0,0,0,0,0,0,0,2000
DE,elem and sec student,0,0,0,0,0,0,0,2000
DE,elem and sec unalloc,0,0,0,0,0,0,0,2000
DE,higher ed - instructional,1477,8309514,2224,2638480,149772,2388,10947994,2000
DE,education - higher education other,3634,12059142,3643,2111720,184220,4770,14170862,2000
DE,education - other,319,1204154,6,10948,664,323,1215102,2000
DE,libraries,0,0,0,0,0,0,0,2000
DE,liquor stores,0,0,0,0,0,0,0,2000
DE,other and unallocable,1548,4673394,219,201947,18704,1662,4875341,2000
FL,total,165855,522325512,41575,46175592,3418887,185170,568501104,2000
FL,financial administration,6502,20497793,305,221200,29680,6671,20718993,2000
FL,other government administration,1646,6397199,397,1144903,51743,1937,7542102,2000
FL,judicial and legal,16785,56232774,1247,1854039,169366,17743,58086813,2000
FL,police arrest,2618,7659059,0,0,0,2618,7659059,2000
FL,police other,1786,4035431,123,115770,11332,1850,4151201,2000
FL,corrections,28255,95177759,246,373053,17459,28354,95550812,2000
FL,streets and highways,9892,28738778,432,414198,27812,10050,29152976,2000
FL,air transportation,0,0,0,0,0,0,0,2000
FL,water transportation,0,0,6,4900,240,1,4900,2000
FL,public welfare,13839,33344246,98,102896,8612,13887,33447142,2000
FL,health,18782,46896482,937,1528434,109941,19403,48424916,2000
FL,hospitals,6463,15115386,50,65043,4353,6488,15180429,2000
FL,social insurance administration,3044,9615720,28,40349,2644,3059,9656069,2000
FL,solid waste management,0,0,0,0,0,0,0,2000
FL,sewage disposal,0,0,0,0,0,0,0,2000
FL,parks and recreation,1075,2243733,11,7416,924,1080,2251149,2000
FL,housing and community development,0,0,0,0,0,0,0,2000
FL,natural resources,6914,19019835,3404,3973603,291700,8562,22993438,2000
FL,water transport and terminals,0,0,0,0,0,0,0,2000
FL,electric power,0,0,0,0,0,0,0,2000
FL,gas supply,0,0,0,0,0,0,0,2000
FL,transit,548,1607302,28,28148,1876,559,1635450,2000
FL,elem and sec instruction,0,0,0,0,0,0,0,2000
FL,elem and sec admin/cler,0,0,0,0,0,0,0,2000
FL,elem and sec oper/maint,0,0,0,0,0,0,0,2000
FL,elem and sec cafeteria,0,0,0,0,0,0,0,2000
FL,elem and sec bus transit,0,0,0,0,0,0,0,2000
FL,elem and sec health/rec,0,0,0,0,0,0,0,2000
FL,elem and sec student,0,0,0,0,0,0,0,2000
FL,elem and sec unalloc,0,0,0,0,0,0,0,2000
FL,higher ed - instructional,13717,80569246,15452,20450855,1040535,19594,101020101,2000
FL,education - higher education other,21487,57643947,17974,14942033,1579096,30408,72585980,2000
FL,education - other,2707,7764031,208,194999,19284,2816,7959030,2000
FL,libraries,0,0,0,0,0,0,0,2000
FL,liquor stores,0,0,0,0,0,0,0,2000
FL,other and unallocable,9795,29766791,629,713753,52290,10090,30480544,2000
GA,total,104544,303104603,37923,36043219,2740537,120028,339147822,2000
GA,financial administration,2722,8541667,629,993420,96842,3269,9535087,2000
GA,other government administration,660,2439002,607,1040184,59218,995,3479186,2000
GA,judicial and legal,1237,6170926,175,157778,10192,1294,6328704,2000
GA,police arrest,1192,3961862,0,0,0,1192,3961862,2000
GA,police other,992,2670280,30,52394,4680,1018,2722674,2000
GA,corrections,18994,44065552,563,699326,60540,19336,44764878,2000
GA,streets and highways,5879,14820574,145,291644,18992,5986,15112218,2000
GA,air transportation,0,0,0,0,0,0,0,2000
GA,water transportation,657,2321373,0,0,0,657,2321373,2000
GA,public welfare,9147,21838500,351,603160,46974,9413,22441660,2000
GA,health,3864,12133856,322,642296,43852,4112,12776152,2000
GA,hospitals,10729,26297918,1657,3510836,239860,12085,29808754,2000
GA,social insurance administration,2030,5619774,73,148004,10560,2090,5767778,2000
GA,solid waste management,0,0,0,0,0,0,0,2000
GA,sewage disposal,0,0,0,0,0,0,0,2000
GA,parks and recreation,1137,2492142,947,705725,87534,1631,3197867,2000
GA,housing and community development,0,0,0,0,0,0,0,2000
GA,natural resources,4138,11577435,1164,1136282,114533,4783,12713717,2000
GA,water transport and terminals,0,0,0,0,0,0,0,2000
GA,electric power,0,0,0,0,0,0,0,2000
GA,gas supply,0,0,0,0,0,0,0,2000
GA,transit,0,0,0,0,0,0,0,2000
GA,elem and sec instruction,0,0,0,0,0,0,0,2000
GA,elem and sec admin/cler,0,0,0,0,0,0,0,2000
GA,elem and sec oper/maint,0,0,0,0,0,0,0,2000
GA,elem and sec cafeteria,0,0,0,0,0,0,0,2000
GA,elem and sec bus transit,0,0,0,0,0,0,0,2000
GA,elem and sec health/rec,0,0,0,0,0,0,0,2000
GA,elem and sec student,0,0,0,0,0,0,0,2000
GA,elem and sec unalloc,0,0,0,0,0,0,0,2000
GA,higher ed - instructional,10406,52570723,8925,10922472,531076,13403,63493195,2000
GA,education - higher education other,20682,53224949,17331,10792385,1101875,26911,64017334,2000
GA,education - other,6346,20645882,3708,3809629,253123,7777,24455511,2000
GA,libraries,0,0,0,0,0,0,0,2000
GA,liquor stores,0,0,0,0,0,0,0,2000
GA,other and unallocable,3732,11712188,1296,537684,60686,4076,12249872,2000
HI,total,49090,143643750,18660,15001646,990077,54832,158645396,2000
HI,financial administration,707,2173856,0,0,0,707,2173856,2000
HI,other government administration,561,1883318,28,36796,1549,570,1920114,2000
HI,judicial and legal,2123,6906946,48,102472,2920,2140,7009418,2000
HI,police arrest,0,0,0,0,0,0,0,2000
HI,police other,0,0,0,0,0,0,0,2000
HI,corrections,2383,6420612,18,40088,2186,2396,6460700,2000
HI,streets and highways,950,2748292,0,0,0,950,2748292,2000
HI,air transportation,1140,2691210,2,1114,136,1141,2692324,2000
HI,water transportation,216,571290,0,0,0,216,571290,2000
HI,public welfare,810,2283954,0,0,0,810,2283954,2000
HI,health,2788,8032830,31,59290,3134,2806,8092120,2000
HI,hospitals,3326,8589120,145,325426,12326,3395,8914546,2000
HI,social insurance administration,319,837694,48,69126,5990,353,906820,2000
HI,solid waste management,0,0,0,0,0,0,0,2000
HI,sewage disposal,0,0,0,0,0,0,0,2000
HI,parks and recreation,145,344408,158,87286,8516,193,431694,2000
HI,housing and community development,0,0,0,0,0,0,0,2000
HI,natural resources,1091,3556296,339,418764,26278,1240,3975060,2000
HI,water transport and terminals,0,0,0,0,0,0,0,2000
HI,electric power,0,0,0,0,0,0,0,2000
HI,gas supply,0,0,0,0,0,0,0,2000
HI,transit,0,0,0,0,0,0,0,2000
HI,elem and sec instruction,17924,51315366,6543,4088508,237014,19352,55403874,2000
HI,elem and sec admin/cler,1733,4676460,38,27444,1800,1744,4703904,2000
HI,elem and sec oper/maint,1331,2390874,2040,804926,79304,1809,3195800,2000
HI,elem and sec cafeteria,1379,2513008,0,0,0,1379,2513008,2000
HI,elem and sec bus transit,0,0,0,0,0,0,0,2000
HI,elem and sec health/rec,81,308580,219,472902,21964,213,781482,2000
HI,elem and sec student,0,0,466,60754,10124,61,60754,2000
HI,elem and sec unalloc,59,94044,1435,253582,28176,229,347626,2000
HI,higher ed - instructional,1991,10565908,1359,1967158,72858,2403,12533066,2000
HI,education - higher education other,3536,11967786,5415,5963582,458736,6128,17931368,2000
HI,education - other,130,404084,2,3034,160,131,407118,2000
HI,libraries,490,1190828,231,133562,9122,545,1324390,2000
HI,liquor stores,0,0,0,0,0,0,0,2000
HI,other and unallocable,3877,11176986,95,85832,7784,3921,11262818,2000
ID,total,18067,54599942,11692,9492848,810333,22647,64092790,2000
ID,financial administration,1341,3905702,219,127840,15524,1429,4033542,2000
ID,other government administration,154,527639,271,409941,34094,346,937580,2000
ID,judicial and legal,444,2022584,22,16532,1369,451,2039116,2000
ID,police arrest,255,963568,0,0,0,255,963568,2000
