state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,year
AR,police other,485,1056497,0,0,0,485,1056497,1998
AR,corrections,3513,7048405,7,6453,852,3518,7054858,1998
AR,streets and highways,3550,9121603,51,31837,4782,3577,9153440,1998
AR,air transportation,0,0,0,0,0,0,0,1998
AR,water transportation,0,0,0,0,0,0,0,1998
AR,public welfare,3663,7092286,0,0,0,3663,7092286,1998
AR,health,4889,10854721,94,79474,8666,4939,10934195,1998
AR,hospitals,4398,10295043,101,212710,14466,4480,10507753,1998
AR,social insurance administration,881,2493196,224,219875,27483,1036,2713071,1998
AR,solid waste management,0,0,0,0,0,0,0,1998
AR,sewage disposal,0,0,0,0,0,0,0,1998
AR,parks and recreation,556,1086797,244,132966,24133,692,1219763,1998
AR,housing and community development,0,0,0,0,0,0,0,1998
AR,natural resources,2078,4937698,183,140749,22606,2207,5078447,1998
AR,water transport and terminals,0,0,0,0,0,0,0,1998
AR,electric power,0,0,0,0,0,0,0,1998
AR,gas supply,0,0,0,0,0,0,0,1998
AR,transit,0,0,0,0,0,0,0,1998
AR,elem and sec instruction,0,0,0,0,0,0,0,1998
AR,elem and sec admin/cler,0,0,0,0,0,0,0,1998
AR,elem and sec oper/maint,0,0,0,0,0,0,0,1998
AR,elem and sec cafeteria,0,0,0,0,0,0,0,1998
AR,elem and sec bus transit,0,0,0,0,0,0,0,1998
AR,elem and sec health/rec,0,0,0,0,0,0,0,1998
AR,elem and sec student,0,0,0,0,0,0,0,1998
AR,elem and sec unalloc,0,0,0,0,0,0,0,1998
AR,higher ed - instructional,4899,21209855,3752,3560574,157046,5788,24770429,1998
AR,education - higher education other,8943,21338343,5107,2461293,292735,10599,23799636,1998
AR,education - other,2604,6518884,717,422536,40594,2838,6941420,1998
AR,libraries,0,0,0,0,0,0,0,1998
AR,liquor stores,0,0,0,0,0,0,0,1998
AR,other and unallocable,2100,5431403,142,121285,11587,2164,5552688,1998
CA,total,281873,1123982760,131677,140432634,9463649,335353,1264415394,1998
CA,financial administration,16331,56352908,3594,3674868,365185,18397,60027776,1998
CA,other government administration,3439,13221791,397,696710,40173,3681,13918501,1998
CA,judicial and legal,2949,14270444,284,598916,24439,3087,14869360,1998
CA,police arrest,7036,31238670,351,408117,22030,7160,31646787,1998
CA,police other,4885,14756690,657,689885,44321,5135,15446575,1998
CA,corrections,43096,165244914,3376,7400552,458434,45686,172645466,1998
CA,streets and highways,16060,81765815,969,2879414,137642,16838,84645229,1998
CA,air transportation,0,0,0,0,0,0,0,1998
CA,water transportation,67,247469,18,9653,900,72,257122,1998
CA,public welfare,3504,11938825,370,528386,32482,3688,12467211,1998
CA,health,10097,39308961,1276,2296133,118177,10764,41605094,1998
CA,hospitals,27222,104079289,7168,13576302,712447,31246,117655591,1998
CA,social insurance administration,15253,52740732,2694,5511878,345379,17204,58252610,1998
CA,solid waste management,326,1382000,51,135943,6098,360,1517943,1998
CA,sewage disposal,0,0,0,0,0,0,0,1998
CA,parks and recreation,1889,6305635,1507,1759850,171663,2859,8065485,1998
CA,housing and community development,0,0,0,0,0,0,0,1998
CA,natural resources,11113,42444571,3599,4207646,480638,13826,46652217,1998
CA,water transport and terminals,0,0,0,0,0,0,0,1998
CA,electric power,0,0,0,0,0,0,0,1998
CA,gas supply,0,0,0,0,0,0,0,1998
CA,transit,0,0,0,0,0,0,0,1998
CA,elem and sec instruction,0,0,0,0,0,0,0,1998
CA,elem and sec admin/cler,0,0,0,0,0,0,0,1998
CA,elem and sec oper/maint,0,0,0,0,0,0,0,1998
CA,elem and sec cafeteria,0,0,0,0,0,0,0,1998
CA,elem and sec bus transit,0,0,0,0,0,0,0,1998
CA,elem and sec health/rec,0,0,0,0,0,0,0,1998
CA,elem and sec student,0,0,0,0,0,0,0,1998
CA,elem and sec unalloc,0,0,0,0,0,0,0,1998
CA,higher ed - instructional,18781,109391644,25627,34456081,1809193,29003,143847725,1998
CA,education - higher education other,60527,215414651,77001,57111717,4456012,85703,272526368,1998
CA,education - other,4326,15153633,744,1078659,72870,4739,16232292,1998
CA,libraries,0,0,0,0,0,0,0,1998
CA,liquor stores,0,0,0,0,0,0,0,1998
CA,other and unallocable,34972,148724118,1994,3411924,165566,35905,152136042,1998
CO,total,43351,154086297,34800,56008180,3207793,61476,210094477,1998
CO,financial administration,1943,6543020,165,230418,12061,2013,6773438,1998
CO,other government administration,457,1330744,112,235021,18354,561,1565765,1998
CO,judicial and legal,2721,9506257,711,1250442,65508,3091,10756699,1998
CO,police arrest,867,2989659,0,0,0,867,2989659,1998
CO,police other,426,1355946,46,87328,4682,452,1443274,1998
CO,corrections,4863,14888060,77,149008,8342,4910,15037068,1998
CO,streets and highways,2963,9606866,198,339201,18515,3068,9946067,1998
CO,air transportation,0,0,0,0,0,0,0,1998
CO,water transportation,0,0,0,0,0,0,0,1998
CO,public welfare,1759,5778800,174,257250,13860,1837,6036050,1998
CO,health,1023,4130214,132,254138,11316,1087,4384352,1998
CO,hospitals,3249,9273462,969,1646766,100259,3815,10920228,1998
CO,social insurance administration,893,3118954,79,110249,5588,925,3229203,1998
CO,solid waste management,0,0,0,0,0,0,0,1998
CO,sewage disposal,0,0,0,0,0,0,0,1998
CO,parks and recreation,189,716464,100,68980,4693,216,785444,1998
CO,housing and community development,0,0,0,0,0,0,0,1998
CO,natural resources,1247,4888499,279,285327,13283,1322,5173826,1998
CO,water transport and terminals,0,0,0,0,0,0,0,1998
CO,electric power,0,0,0,0,0,0,0,1998
CO,gas supply,0,0,0,0,0,0,0,1998
CO,transit,0,0,0,0,0,0,0,1998
CO,elem and sec instruction,0,0,0,0,0,0,0,1998
CO,elem and sec admin/cler,0,0,0,0,0,0,0,1998
CO,elem and sec oper/maint,0,0,0,0,0,0,0,1998
CO,elem and sec cafeteria,0,0,0,0,0,0,0,1998
CO,elem and sec bus transit,0,0,0,0,0,0,0,1998
CO,elem and sec health/rec,0,0,0,0,0,0,0,1998
CO,elem and sec student,0,0,0,0,0,0,0,1998
CO,elem and sec unalloc,0,0,0,0,0,0,0,1998
CO,higher ed - instructional,8877,44352480,9179,23007348,790917,13346,67359828,1998
CO,education - higher education other,9419,27149238,21778,27106007,2085506,21201,54255245,1998
CO,education - other,967,3099948,700,813101,46249,1229,3913049,1998
CO,libraries,0,0,0,0,0,0,0,1998
CO,liquor stores,0,0,0,0,0,0,0,1998
CO,other and unallocable,1488,5357686,101,167596,8660,1536,5525282,1998
CT,total,55629,203288358,15125,14810765,847727,60853,218099123,1998
CT,financial administration,2586,8880956,55,112148,6577,2628,8993104,1998
CT,other government administration,1176,3987047,66,129935,6951,1217,4116982,1998
CT,judicial and legal,3577,11482760,94,231894,10348,3644,11714654,1998
CT,police arrest,1035,4793959,1,2827,111,1036,4796786,1998
CT,police other,559,1871023,38,71292,4556,588,1942315,1998
CT,corrections,8541,28094985,53,103936,4407,8569,28198921,1998
CT,streets and highways,3547,12779487,14,17816,1018,3553,12797303,1998
CT,air transportation,116,393348,0,0,0,116,393348,1998
CT,water transportation,0,0,0,0,0,0,0,1998
CT,public welfare,4412,15473161,156,390183,18638,4533,15863344,1998
CT,health,1867,6534813,64,111033,5763,1901,6645846,1998
CT,hospitals,8833,34712435,1778,3490197,182137,9940,38202632,1998
CT,social insurance administration,944,3276284,11,32962,1397,953,3309246,1998
CT,solid waste management,49,243108,0,0,0,49,243108,1998
CT,sewage disposal,0,0,0,0,0,0,0,1998
CT,parks and recreation,373,1303386,35,57949,6438,415,1361335,1998
CT,housing and community development,0,0,0,0,0,0,0,1998
CT,natural resources,547,1914110,37,67235,5431,582,1981345,1998
CT,water transport and terminals,0,0,0,0,0,0,0,1998
CT,electric power,0,0,0,0,0,0,0,1998
CT,gas supply,0,0,0,0,0,0,0,1998
CT,transit,0,0,0,0,0,0,0,1998
CT,elem and sec instruction,2287,11096104,650,814927,67910,2765,11911031,1998
CT,elem and sec admin/cler,290,1016512,0,0,0,290,1016512,1998
CT,elem and sec oper/maint,248,232128,0,0,0,248,232128,1998
CT,elem and sec cafeteria,101,94536,253,65357,7873,156,159893,1998
CT,elem and sec bus transit,1,1128,0,0,0,1,1128,1998
CT,elem and sec health/rec,53,189314,0,0,0,53,189314,1998
CT,elem and sec student,0,0,60,6166,1027,7,6166,1998
CT,elem and sec unalloc,114,118490,0,0,0,114,118490,1998
CT,higher ed - instructional,3527,17020652,3288,3709244,166564,4517,20729896,1998
CT,education - higher education other,5925,21769274,8117,4817228,312126,7806,26586502,1998
CT,education - other,2678,8199332,228,356943,23563,2831,8556275,1998
CT,libraries,0,0,0,0,0,0,0,1998
CT,liquor stores,0,0,0,0,0,0,0,1998
CT,other and unallocable,2243,7810026,127,221493,14892,2341,8031519,1998
DE,total,19480,56838265,7444,5605996,432655,22080,62444261,1998
DE,financial administration,731,1803230,57,48338,5288,763,1851568,1998
DE,other government administration,210,643716,109,184144,8882,261,827860,1998
DE,judicial and legal,1406,4014660,24,27696,1660,1416,4042356,1998
DE,police arrest,564,2331304,0,0,0,564,2331304,1998
DE,police other,258,658408,33,42538,3586,278,700946,1998
DE,corrections,2102,5705462,128,89680,8818,2152,5795142,1998
DE,streets and highways,1306,3030810,306,154424,17836,1411,3185234,1998
DE,air transportation,0,0,0,0,0,0,0,1998
DE,water transportation,0,0,0,0,0,0,0,1998
DE,public welfare,1446,3742740,149,181386,15576,1540,3924126,1998
DE,health,1586,5040946,251,243422,18546,1696,5284368,1998
DE,hospitals,2131,4648728,171,171652,11744,2201,4820380,1998
DE,social insurance administration,172,430236,3,6394,442,175,436630,1998
DE,solid waste management,77,208047,16,12950,1497,86,220997,1998
DE,sewage disposal,0,0,0,0,0,0,0,1998
DE,parks and recreation,164,412818,93,46306,5326,196,459124,1998
DE,housing and community development,0,0,0,0,0,0,0,1998
DE,natural resources,434,1180116,92,68866,6752,474,1248982,1998
DE,water transport and terminals,0,0,0,0,0,0,0,1998
DE,electric power,0,0,0,0,0,0,0,1998
DE,gas supply,0,0,0,0,0,0,0,1998
DE,transit,484,1384000,25,27438,2675,499,1411438,1998
DE,elem and sec instruction,0,0,0,0,0,0,0,1998
DE,elem and sec admin/cler,0,0,0,0,0,0,0,1998
DE,elem and sec oper/maint,0,0,0,0,0,0,0,1998
DE,elem and sec cafeteria,0,0,0,0,0,0,0,1998
DE,elem and sec bus transit,0,0,0,0,0,0,0,1998
DE,elem and sec health/rec,0,0,0,0,0,0,0,1998
DE,elem and sec student,0,0,0,0,0,0,0,1998
DE,elem and sec unalloc,0,0,0,0,0,0,0,1998
DE,higher ed - instructional,1519,7405422,2233,2361110,153035,2441,9766532,1998
DE,education - higher education other,3408,10065196,3491,1800428,160144,4379,11865624,1998
DE,education - other,296,1005088,3,5934,366,299,1011022,1998
DE,libraries,0,0,0,0,0,0,0,1998
DE,liquor stores,0,0,0,0,0,0,0,1998
DE,other and unallocable,1186,3127338,260,133290,10482,1249,3260628,1998
FL,total,162730,462897278,54212,32220969,2517856,176953,495118247,1998
FL,financial administration,6889,19249582,314,246151,34245,7082,19495733,1998
FL,other government administration,2626,7724780,340,789544,34697,2822,8514324,1998
FL,judicial and legal,15409,50757675,542,866642,63767,15769,51624317,1998
FL,police arrest,2188,7751288,0,0,0,2188,7751288,1998
FL,police other,1615,3553669,119,124675,12800,1687,3678344,1998
FL,corrections,31739,93700947,18621,401808,72322,32147,94102755,1998
FL,streets and highways,9865,25943036,401,394515,28297,10025,26337551,1998
FL,water transportation,1,3638,0,0,0,1,3638,1998
FL,air transportation,0,0,0,0,0,0,0,1998
FL,public welfare,12175,25936930,100,98368,9397,12228,26035298,1998
FL,health,13621,32832341,864,1179042,98604,14178,34011383,1998
FL,hospitals,10312,22170797,72,99077,6563,10350,22269874,1998
FL,social insurance administration,4602,13465453,21,31000,2026,4613,13496453,1998
FL,solid waste management,0,0,0,0,0,0,0,1998
FL,sewage disposal,0,0,0,0,0,0,0,1998
FL,parks and recreation,1075,2082768,11,6884,924,1080,2089652,1998
FL,housing and community development,0,0,0,0,0,0,0,1998
FL,natural resources,6268,14803517,2148,1888254,207591,7442,16691771,1998
FL,water transport and terminals,0,0,0,0,0,0,0,1998
FL,electric power,0,0,0,0,0,0,0,1998
FL,gas supply,0,0,0,0,0,0,0,1998
FL,transit,475,1320316,29,22851,2737,490,1343167,1998
FL,elem and sec instruction,0,0,0,0,0,0,0,1998
FL,elem and sec admin/cler,0,0,0,0,0,0,0,1998
FL,elem and sec oper/maint,0,0,0,0,0,0,0,1998
FL,elem and sec cafeteria,0,0,0,0,0,0,0,1998
FL,elem and sec bus transit,0,0,0,0,0,0,0,1998
FL,elem and sec health/rec,0,0,0,0,0,0,0,1998
FL,elem and sec student,0,0,0,0,0,0,0,1998
FL,elem and sec unalloc,0,0,0,0,0,0,0,1998
FL,higher ed - instructional,11986,54166365,11075,13383658,687564,15871,67550023,1998
FL,education - higher education other,20516,54711148,18187,11576813,1149766,27010,66287961,1998
FL,education - other,1909,5688836,191,37561,1920,1920,5726397,1998
FL,libraries,0,0,0,0,0,0,0,1998
FL,liquor stores,0,0,0,0,0,0,0,1998
FL,other and unallocable,9459,27034192,1177,1074126,104636,10050,28108318,1998
GA,total,99122,265414330,34254,29117055,2345251,112373,294531385,1998
GA,financial administration,2535,7334894,394,436703,49184,2812,7771597,1998
GA,other government administration,589,1987164,379,614484,31342,767,2601648,1998
GA,judicial and legal,1150,5207646,90,156186,7507,1192,5363832,1998
GA,police arrest,1067,3411788,0,0,0,1067,3411788,1998
GA,police other,1021,2639274,50,50787,5104,1050,2690061,1998
GA,corrections,17593,38813807,731,872535,65347,17963,39686342,1998
GA,streets and highways,6081,9936978,21,26442,1940,6092,9963420,1998
GA,air transportation,0,0,0,0,0,0,0,1998
GA,water transportation,758,2092406,4,2839,434,760,2095245,1998
GA,public welfare,8943,20311419,196,205952,21454,9064,20517371,1998
GA,health,3329,10296684,197,310942,24428,3467,10607626,1998
GA,hospitals,11064,25854803,1438,2162024,162608,11982,28016827,1998
GA,social insurance administration,1910,5051005,151,161885,18068,2012,5212890,1998
GA,solid waste management,0,0,0,0,0,0,0,1998
GA,sewage disposal,0,0,0,0,0,0,0,1998
GA,parks and recreation,832,1893975,1307,1133190,141911,1634,3027165,1998
GA,housing and community development,0,0,0,0,0,0,0,1998
GA,natural resources,3978,10521317,1081,783941,93360,4505,11305258,1998
GA,water transport and terminals,0,0,0,0,0,0,0,1998
GA,electric power,0,0,0,0,0,0,0,1998
GA,gas supply,0,0,0,0,0,0,0,1998
GA,transit,0,0,0,0,0,0,0,1998
GA,elem and sec instruction,0,0,0,0,0,0,0,1998
GA,elem and sec admin/cler,0,0,0,0,0,0,0,1998
GA,elem and sec oper/maint,0,0,0,0,0,0,0,1998
GA,elem and sec cafeteria,0,0,0,0,0,0,0,1998
GA,elem and sec bus transit,0,0,0,0,0,0,0,1998
GA,elem and sec health/rec,0,0,0,0,0,0,0,1998
GA,elem and sec student,0,0,0,0,0,0,0,1998
GA,elem and sec unalloc,0,0,0,0,0,0,0,1998
GA,higher ed - instructional,9694,45656495,8623,9540654,452746,12253,55197149,1998
GA,education - higher education other,19545,46571016,16183,10047529,1040707,25424,56618545,1998
GA,education - other,5699,18226839,2938,2190295,178008,6704,20417134,1998
GA,libraries,0,0,0,0,0,0,0,1998
GA,liquor stores,0,0,0,0,0,0,0,1998
GA,other and unallocable,3334,9606820,471,420667,51103,3625,10027487,1998
HI,total,48424,132522424,18952,11227328,716186,52615,143749752,1998
HI,financial administration,756,2128612,5,2192,306,757,2130804,1998
HI,other government administration,1039,2463652,41,32398,2690,1055,2496050,1998
HI,judicial and legal,2147,6783376,53,62100,2516,2162,6845476,1998
HI,police arrest,0,0,0,0,0,0,0,1998
HI,police other,0,0,0,0,0,0,0,1998
HI,corrections,2251,5475912,25,33512,2098,2263,5509424,1998
HI,streets and highways,875,2347148,11,5786,642,879,2352934,1998
HI,air transportation,990,2260570,18,8116,1168,997,2268686,1998
HI,water transportation,212,547214,8,2794,478,215,550008,1998
HI,public welfare,908,2343640,4,3574,308,910,2347214,1998
HI,health,2998,7931350,123,153988,11042,3060,8085338,1998
HI,hospitals,2978,7414898,213,342402,16990,3072,7757300,1998
HI,social insurance administration,391,976036,41,64564,5088,420,1040600,1998
HI,solid waste management,0,0,0,0,0,0,0,1998
HI,sewage disposal,0,0,0,0,0,0,0,1998
HI,parks and recreation,160,376288,411,119106,13174,234,495394,1998
HI,housing and community development,0,0,0,0,0,0,0,1998
HI,natural resources,1080,3393096,364,389428,25502,1224,3782524,1998
HI,water transport and terminals,0,0,0,0,0,0,0,1998
HI,electric power,0,0,0,0,0,0,0,1998
HI,gas supply,0,0,0,0,0,0,0,1998
HI,transit,0,0,0,0,0,0,0,1998
HI,elem and sec instruction,16985,46685444,6244,3911530,213510,18271,50596974,1998
HI,elem and sec admin/cler,1637,3917278,65,30646,2786,1654,3947924,1998
HI,elem and sec oper/maint,1273,1980388,2215,906458,90644,1819,2886846,1998
HI,elem and sec cafeteria,1296,2122950,0,0,0,1296,2122950,1998
HI,elem and sec bus transit,0,0,0,0,0,0,0,1998
HI,elem and sec health/rec,69,271652,235,461978,27174,233,733630,1998
HI,elem and sec student,0,0,423,66610,9514,57,66610,1998
HI,elem and sec unalloc,24,28594,1387,252188,31522,214,280782,1998
HI,higher ed - instructional,2104,9955724,1325,1323680,51068,2393,11279404,1998
HI,education - higher education other,3434,10094392,5085,2687180,168308,4385,12781572,1998
HI,education - other,136,401128,2,2942,160,137,404070,1998
HI,libraries,494,1157562,230,117874,11312,562,1275436,1998
HI,liquor stores,0,0,0,0,0,0,0,1998
HI,other and unallocable,4187,11465520,424,246282,28186,4346,11711802,1998
ID,total,18962,52023009,7709,7638693,545418,22041,59661702,1998
ID,financial administration,1265,3395202,215,106243,13022,1338,3501445,1998
ID,other government administration,155,477653,131,123625,6746,194,601278,1998
ID,judicial and legal,426,1806033,14,11318,817,431,1817351,1998
ID,police arrest,243,791401,0,0,0,243,791401,1998
