state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,year
AR,other government administration,498,1478821,82,114133,7850,543,1592954,1999
AR,judicial and legal,382,1951888,8,10380,820,386,1962268,1999
AR,police arrest,587,1769431,0,0,0,587,1769431,1999
AR,police other,532,1226709,0,0,0,532,1226709,1999
AR,corrections,3653,7955246,9,6195,738,3658,7961441,1999
AR,streets and highways,3461,9551335,37,23800,3454,3481,9575135,1999
AR,air transportation,0,0,0,0,0,0,0,1999
AR,water transportation,0,0,0,0,0,0,0,1999
AR,public welfare,3663,7092578,0,0,0,3663,7092578,1999
AR,health,4824,11089669,96,83102,8050,4870,11172771,1999
AR,hospitals,4465,10644133,106,229990,15646,4553,10874123,1999
AR,social insurance administration,893,2621489,247,256875,30467,1066,2878364,1999
AR,solid waste management,0,0,0,0,0,0,0,1999
AR,sewage disposal,0,0,0,0,0,0,0,1999
AR,parks and recreation,546,1089168,226,125591,20931,664,1214759,1999
AR,housing and community development,0,0,0,0,0,0,0,1999
AR,natural resources,2106,5607228,318,249338,42297,2345,5856566,1999
AR,water transport and terminals,0,0,0,0,0,0,0,1999
AR,electric power,0,0,0,0,0,0,0,1999
AR,gas supply,0,0,0,0,0,0,0,1999
AR,transit,0,0,0,0,0,0,0,1999
AR,elem and sec instruction,0,0,0,0,0,0,0,1999
AR,elem and sec admin/cler,0,0,0,0,0,0,0,1999
AR,elem and sec oper/maint,0,0,0,0,0,0,0,1999
AR,elem and sec cafeteria,0,0,0,0,0,0,0,1999
AR,elem and sec bus transit,0,0,0,0,0,0,0,1999
AR,elem and sec health/rec,0,0,0,0,0,0,0,1999
AR,elem and sec student,0,0,0,0,0,0,0,1999
AR,elem and sec unalloc,0,0,0,0,0,0,0,1999
AR,higher ed - instructional,4900,21912618,3909,4689358,171494,5871,26601976,1999
AR,education - higher education other,9171,21667623,7739,3728738,552053,12292,25396361,1999
AR,education - other,2713,6826219,683,431387,47701,2984,7257606,1999
AR,libraries,0,0,0,0,0,0,0,1999
AR,liquor stores,0,0,0,0,0,0,0,1999
AR,other and unallocable,2070,5768166,141,137588,11360,2135,5905754,1999
CA,total,294094,1243154743,140762,156500639,9922801,350161,1399655382,1999
CA,financial administration,19200,63129480,4077,5277200,466353,21834,68406680,1999
CA,other government administration,3484,14080867,352,665999,33463,3682,14746866,1999
CA,judicial and legal,3162,15554971,291,644366,26035,3309,16199337,1999
CA,police arrest,7116,36533893,297,400027,22223,7242,36933920,1999
CA,police other,4933,15324144,578,585580,40810,5163,15909724,1999
CA,corrections,44589,179515775,3325,7632126,448325,47122,187147901,1999
CA,streets and highways,18756,91335115,995,2825179,133460,19510,94160294,1999
CA,air transportation,0,0,0,0,0,0,0,1999
CA,water transportation,68,239466,11,5940,463,71,245406,1999
CA,public welfare,3403,12014459,314,442916,22636,3531,12457375,1999
CA,health,9916,39736394,1369,2519037,127079,10633,42255431,1999
CA,hospitals,26368,107328944,6201,11184996,587860,29690,118513940,1999
CA,social insurance administration,15328,53155306,2744,5568676,403116,17606,58723982,1999
CA,solid waste management,347,1458166,58,144379,6572,384,1602545,1999
CA,sewage disposal,0,0,0,0,0,0,0,1999
CA,parks and recreation,1989,6645603,1560,1855316,177065,2989,8500919,1999
CA,housing and community development,0,0,0,0,0,0,0,1999
CA,natural resources,11182,43940164,3892,4697400,526556,14158,48637564,1999
CA,water transport and terminals,0,0,0,0,0,0,0,1999
CA,electric power,0,0,0,0,0,0,0,1999
CA,gas supply,0,0,0,0,0,0,0,1999
CA,transit,0,0,0,0,0,0,0,1999
CA,elem and sec instruction,0,0,0,0,0,0,0,1999
CA,elem and sec admin/cler,0,0,0,0,0,0,0,1999
CA,elem and sec oper/maint,0,0,0,0,0,0,0,1999
CA,elem and sec cafeteria,0,0,0,0,0,0,0,1999
CA,elem and sec bus transit,0,0,0,0,0,0,0,1999
CA,elem and sec health/rec,0,0,0,0,0,0,0,1999
CA,elem and sec student,0,0,0,0,0,0,0,1999
CA,elem and sec unalloc,0,0,0,0,0,0,0,1999
CA,higher ed - instructional,19521,123670270,26666,37462247,1674728,28982,161132517,1999
CA,education - higher education other,67544,265250869,81773,65020367,4654627,93841,330271236,1999
CA,education - other,4223,15231948,732,1127661,70731,4622,16359609,1999
CA,libraries,0,0,0,0,0,0,0,1999
CA,liquor stores,0,0,0,0,0,0,0,1999
CA,other and unallocable,32965,159008909,5527,8441227,500699,35792,167450136,1999
CO,total,44189,161267722,35357,60938794,3172633,62112,222206516,1999
CO,financial administration,1982,6993381,157,228388,12261,2052,7221769,1999
CO,other government administration,421,1284691,111,236312,16302,513,1521003,1999
CO,judicial and legal,2851,10300290,783,1447115,74905,3273,11747405,1999
CO,police arrest,859,3068777,0,0,0,859,3068777,1999
CO,police other,446,1535132,44,84600,4504,471,1619732,1999
CO,corrections,5400,17624157,79,171599,8479,5448,17795756,1999
CO,streets and highways,2947,9882334,193,320870,17826,3048,10203204,1999
CO,air transportation,0,0,0,0,0,0,0,1999
CO,water transportation,0,0,0,0,0,0,0,1999
CO,public welfare,1790,6099636,204,288409,15285,1877,6388045,1999
CO,health,1038,4363859,158,308410,13511,1114,4672269,1999
CO,hospitals,3205,9573764,939,1620337,96404,3750,11194101,1999
CO,social insurance administration,885,3265224,64,95352,4768,912,3360576,1999
CO,solid waste management,0,0,0,0,0,0,0,1999
CO,sewage disposal,0,0,0,0,0,0,0,1999
CO,parks and recreation,191,770321,93,71536,4769,218,841857,1999
CO,housing and community development,0,0,0,0,0,0,0,1999
CO,natural resources,1273,5089628,299,316713,15087,1358,5406341,1999
CO,water transport and terminals,0,0,0,0,0,0,0,1999
CO,electric power,0,0,0,0,0,0,0,1999
CO,gas supply,0,0,0,0,0,0,0,1999
CO,transit,0,0,0,0,0,0,0,1999
CO,elem and sec instruction,0,0,0,0,0,0,0,1999
CO,elem and sec admin/cler,0,0,0,0,0,0,0,1999
CO,elem and sec oper/maint,0,0,0,0,0,0,0,1999
CO,elem and sec cafeteria,0,0,0,0,0,0,0,1999
CO,elem and sec bus transit,0,0,0,0,0,0,0,1999
CO,elem and sec health/rec,0,0,0,0,0,0,0,1999
CO,elem and sec student,0,0,0,0,0,0,0,1999
CO,elem and sec unalloc,0,0,0,0,0,0,0,1999
CO,higher ed - instructional,8966,44945355,9615,26006591,772739,13332,70951946,1999
CO,education - higher education other,9471,27605227,21812,28711703,2057596,21096,56316930,1999
CO,education - other,989,3295248,678,848311,48274,1262,4143559,1999
CO,libraries,0,0,0,0,0,0,0,1999
CO,liquor stores,0,0,0,0,0,0,0,1999
CO,other and unallocable,1475,5570698,128,182548,9923,1529,5753246,1999
CT,total,57290,209119532,17652,17868041,1008355,63486,226987573,1999
CT,financial administration,2603,8609056,61,135735,6827,2648,8744791,1999
CT,other government administration,996,3878804,252,743892,40281,1227,4622696,1999
CT,judicial and legal,3836,14197036,103,261692,12872,3919,14458728,1999
CT,police arrest,1054,5040408,0,0,0,1054,5040408,1999
CT,police other,611,2171833,48,82910,4953,643,2254743,1999
CT,corrections,8712,28164102,64,145436,5858,8750,28309538,1999
CT,streets and highways,3613,12193607,0,0,0,3613,12193607,1999
CT,air transportation,35,179181,0,0,0,35,179181,1999
CT,water transportation,0,0,0,0,0,0,0,1999
CT,public welfare,4568,15486740,188,456476,22190,4710,15943216,1999
CT,health,1945,7038681,57,137926,6739,1985,7176607,1999
CT,hospitals,9254,34227347,1934,3758903,197715,10477,37986250,1999
CT,social insurance administration,982,3486461,16,49923,1939,995,3536384,1999
CT,solid waste management,47,237850,9,17628,859,52,255478,1999
CT,sewage disposal,0,0,0,0,0,0,0,1999
CT,parks and recreation,138,445165,14,24097,2037,150,469262,1999
CT,housing and community development,0,0,0,0,0,0,0,1999
CT,natural resources,764,2818442,10,26366,1399,773,2844808,1999
CT,water transport and terminals,0,0,0,0,0,0,0,1999
CT,electric power,0,0,0,0,0,0,0,1999
CT,gas supply,0,0,0,0,0,0,0,1999
CT,transit,0,0,0,0,0,0,0,1999
CT,elem and sec instruction,2287,11096104,650,814927,67910,2765,11911031,1999
CT,elem and sec admin/cler,290,1016512,0,0,0,290,1016512,1999
CT,elem and sec oper/maint,248,232128,0,0,0,248,232128,1999
CT,elem and sec cafeteria,101,94536,253,65357,7873,156,159893,1999
CT,elem and sec bus transit,1,1128,0,0,0,1,1128,1999
CT,elem and sec health/rec,53,189314,0,0,0,53,189314,1999
CT,elem and sec student,0,0,60,6166,1027,7,6166,1999
CT,elem and sec unalloc,114,118490,0,0,0,114,118490,1999
CT,higher ed - instructional,3698,18403196,4952,5958925,246204,5169,24362121,1999
CT,education - higher education other,6323,23722606,8517,4431500,334120,8330,28154106,1999
CT,education - other,2718,8083187,253,388364,25447,2882,8471551,1999
CT,libraries,0,0,0,0,0,0,0,1999
CT,liquor stores,0,0,0,0,0,0,0,1999
CT,other and unallocable,2299,7987618,211,361818,22105,2440,8349436,1999
DE,total,19768,59994686,7562,5932748,456787,22519,65927434,1999
DE,financial administration,739,1869810,79,81160,8280,790,1950970,1999
DE,other government administration,213,696764,117,188538,9292,266,885302,1999
DE,judicial and legal,1416,4290470,19,27803,1560,1426,4318273,1999
DE,police arrest,595,2788634,0,0,0,595,2788634,1999
DE,police other,265,718078,47,57984,5292,295,776062,1999
DE,corrections,2235,6307608,174,177080,16892,2334,6484688,1999
DE,streets and highways,1306,3030810,306,154424,17836,1411,3185234,1999
DE,air transportation,0,0,0,0,0,0,0,1999
DE,water transportation,0,0,0,0,0,0,0,1999
DE,public welfare,1467,4089656,141,200232,15232,1560,4289888,1999
DE,health,1592,5275624,293,262740,22586,1729,5538364,1999
DE,hospitals,2112,4698118,169,210562,14884,2201,4908680,1999
DE,social insurance administration,164,415388,0,0,0,164,415388,1999
DE,solid waste management,80,232364,15,10835,1229,87,243199,1999
DE,sewage disposal,0,0,0,0,0,0,0,1999
DE,parks and recreation,187,483354,124,63828,6804,228,547182,1999
DE,housing and community development,0,0,0,0,0,0,0,1999
DE,natural resources,421,1222234,82,66390,5860,457,1288624,1999
DE,water transport and terminals,0,0,0,0,0,0,0,1999
DE,electric power,0,0,0,0,0,0,0,1999
DE,gas supply,0,0,0,0,0,0,0,1999
DE,transit,477,1392300,20,25772,2657,493,1418072,1999
DE,elem and sec instruction,0,0,0,0,0,0,0,1999
DE,elem and sec admin/cler,0,0,0,0,0,0,0,1999
DE,elem and sec oper/maint,0,0,0,0,0,0,0,1999
DE,elem and sec cafeteria,0,0,0,0,0,0,0,1999
DE,elem and sec bus transit,0,0,0,0,0,0,0,1999
DE,elem and sec health/rec,0,0,0,0,0,0,0,1999
DE,elem and sec student,0,0,0,0,0,0,0,1999
DE,elem and sec unalloc,0,0,0,0,0,0,0,1999
DE,higher ed - instructional,1519,7550092,2218,2392486,150681,2427,9942578,1999
DE,education - higher education other,3453,10524030,3445,1847490,163412,4443,12371520,1999
DE,education - other,317,1092708,6,13052,708,321,1105760,1999
DE,libraries,0,0,0,0,0,0,0,1999
DE,liquor stores,0,0,0,0,0,0,0,1999
DE,other and unallocable,1210,3316644,307,152372,13582,1292,3469016,1999
FL,total,161745,488944572,41138,41580972,3169774,179654,530525544,1999
FL,financial administration,6919,20476720,308,267705,23173,7049,20744425,1999
FL,other government administration,1476,5147871,512,1168376,59495,1812,6316247,1999
FL,judicial and legal,15807,51617569,568,972726,58251,16136,52590295,1999
FL,police arrest,2208,7356366,0,0,0,2208,7356366,1999
FL,police other,1719,3737910,117,125191,11247,1783,3863101,1999
FL,corrections,30963,101305337,1208,1297809,160803,31872,102603146,1999
FL,streets and highways,10046,28909354,430,381422,46700,10310,29290776,1999
FL,air transportation,0,0,0,0,0,0,0,1999
FL,water transportation,1,3819,0,0,0,1,3819,1999
FL,public welfare,12404,28436953,100,105435,9128,12455,28542388,1999
FL,health,17254,42055893,1184,1798518,131483,17996,43854411,1999
FL,hospitals,5946,14219220,43,61791,3996,5969,14281011,1999
FL,social insurance administration,3771,12177000,20,29221,1766,3781,12206221,1999
FL,solid waste management,0,0,0,0,0,0,0,1999
FL,sewage disposal,0,0,0,0,0,0,0,1999
FL,parks and recreation,1075,2082768,11,6884,924,1080,2089652,1999
FL,housing and community development,0,0,0,0,0,0,0,1999
FL,natural resources,6448,15658423,2404,1826100,225922,7724,17484523,1999
FL,water transport and terminals,0,0,0,0,0,0,0,1999
FL,electric power,0,0,0,0,0,0,0,1999
FL,gas supply,0,0,0,0,0,0,0,1999
FL,transit,509,1413626,28,22592,2504,523,1436218,1999
FL,elem and sec instruction,0,0,0,0,0,0,0,1999
FL,elem and sec admin/cler,0,0,0,0,0,0,0,1999
FL,elem and sec oper/maint,0,0,0,0,0,0,0,1999
FL,elem and sec cafeteria,0,0,0,0,0,0,0,1999
FL,elem and sec bus transit,0,0,0,0,0,0,0,1999
FL,elem and sec health/rec,0,0,0,0,0,0,0,1999
FL,elem and sec student,0,0,0,0,0,0,0,1999
FL,elem and sec unalloc,0,0,0,0,0,0,0,1999
FL,higher ed - instructional,13185,64013095,14820,16918464,992027,18790,80931559,1999
FL,education - higher education other,20188,55006381,18064,14996866,1323700,27669,70003247,1999
FL,education - other,1940,6185960,213,173385,22470,2066,6359345,1999
FL,libraries,0,0,0,0,0,0,0,1999
FL,liquor stores,0,0,0,0,0,0,0,1999
FL,other and unallocable,9886,29140307,1108,1428487,96185,10430,30568794,1999
GA,total,101216,286137918,35692,30227249,2547402,115608,316365167,1999
GA,financial administration,2671,8160440,462,612802,62300,3023,8773242,1999
GA,other government administration,623,2238137,380,437506,23553,756,2675643,1999
GA,judicial and legal,1177,5703537,98,168818,8639,1226,5872355,1999
GA,police arrest,1074,3489308,0,0,0,1074,3489308,1999
GA,police other,1073,2896716,50,73620,6052,1107,2970336,1999
GA,corrections,18164,41893842,799,1014382,78600,18608,42908224,1999
GA,streets and highways,6093,14736319,172,190430,24863,6234,14926749,1999
GA,air transportation,0,0,0,0,0,0,0,1999
GA,water transportation,733,2184467,3,2476,337,735,2186943,1999
GA,public welfare,8974,20778685,221,288823,26820,9125,21067508,1999
GA,health,3530,11074261,231,394326,34636,3725,11468587,1999
GA,hospitals,10933,26566592,1477,2327999,176135,11928,28894591,1999
GA,social insurance administration,1951,5351680,105,144238,13980,2030,5495918,1999
GA,solid waste management,0,0,0,0,0,0,0,1999
GA,sewage disposal,0,0,0,0,0,0,0,1999
GA,parks and recreation,817,1977281,1361,1047035,136666,1589,3024316,1999
GA,housing and community development,0,0,0,0,0,0,0,1999
GA,natural resources,3919,10847151,1136,931647,105315,4514,11778798,1999
GA,water transport and terminals,0,0,0,0,0,0,0,1999
GA,electric power,0,0,0,0,0,0,0,1999
GA,gas supply,0,0,0,0,0,0,0,1999
GA,transit,0,0,0,0,0,0,0,1999
GA,elem and sec instruction,0,0,0,0,0,0,0,1999
GA,elem and sec admin/cler,0,0,0,0,0,0,0,1999
GA,elem and sec oper/maint,0,0,0,0,0,0,0,1999
GA,elem and sec cafeteria,0,0,0,0,0,0,0,1999
GA,elem and sec bus transit,0,0,0,0,0,0,0,1999
GA,elem and sec health/rec,0,0,0,0,0,0,0,1999
GA,elem and sec student,0,0,0,0,0,0,0,1999
GA,elem and sec unalloc,0,0,0,0,0,0,0,1999
GA,higher ed - instructional,9838,47527735,8971,10106334,532016,12845,57634069,1999
GA,education - higher education other,19905,49467481,17150,10545757,1136820,26330,60013238,1999
GA,education - other,6097,20029085,2628,1503206,129411,6826,21532291,1999
GA,libraries,0,0,0,0,0,0,0,1999
GA,liquor stores,0,0,0,0,0,0,0,1999
GA,other and unallocable,3644,11215201,448,437850,51259,3933,11653051,1999
HI,total,48270,135627316,18197,11468006,777042,52806,147095322,1999
HI,financial administration,656,1858064,5,2592,222,657,1860656,1999
HI,other government administration,989,2552722,65,101726,5384,1019,2654448,1999
HI,judicial and legal,2210,6675072,65,72926,3044,2227,6747998,1999
HI,police arrest,0,0,0,0,0,0,0,1999
HI,police other,0,0,0,0,0,0,0,1999
HI,corrections,2278,5538582,19,35076,1998,2289,5573658,1999
HI,streets and highways,899,2410244,14,5724,706,903,2415968,1999
HI,air transportation,1036,2316174,15,5312,748,1040,2321486,1999
HI,water transportation,214,541076,10,4804,608,217,545880,1999
HI,public welfare,787,2073046,0,0,0,787,2073046,1999
HI,health,2838,7768212,117,160140,10668,2898,7928352,1999
HI,hospitals,3061,7520656,213,359134,17510,3157,7879790,1999
HI,social insurance administration,404,1002836,31,52822,4170,428,1055658,1999
HI,solid waste management,0,0,0,0,0,0,0,1999
HI,sewage disposal,0,0,0,0,0,0,0,1999
HI,parks and recreation,153,354058,124,56530,5908,186,410588,1999
HI,housing and community development,0,0,0,0,0,0,0,1999
HI,natural resources,1068,3409650,360,426616,26586,1218,3836266,1999
HI,water transport and terminals,0,0,0,0,0,0,0,1999
HI,electric power,0,0,0,0,0,0,0,1999
HI,gas supply,0,0,0,0,0,0,0,1999
HI,transit,0,0,0,0,0,0,0,1999
HI,elem and sec instruction,17152,49626126,6204,4036952,231742,18548,53663078,1999
HI,elem and sec admin/cler,1828,4670772,57,27878,1932,1840,4698650,1999
HI,elem and sec oper/maint,1356,2047814,2083,776584,91042,1904,2824398,1999
HI,elem and sec cafeteria,1362,2269034,0,0,0,1362,2269034,1999
HI,elem and sec bus transit,0,0,0,0,0,0,0,1999
HI,elem and sec health/rec,79,296706,283,509840,24026,224,806546,1999
HI,elem and sec student,0,0,481,69484,11580,70,69484,1999
HI,elem and sec unalloc,48,69992,1413,261052,31720,239,331044,1999
HI,higher ed - instructional,2023,9848914,1315,1385492,51314,2313,11234406,1999
HI,education - higher education other,3406,10542590,4928,2874484,234996,4734,13417074,1999
HI,education - other,135,397500,2,2942,160,136,400442,1999
HI,libraries,489,1124792,236,123472,9498,546,1248264,1999
HI,liquor stores,0,0,0,0,0,0,0,1999
HI,other and unallocable,3799,10712684,157,116424,11480,3864,10829108,1999
ID,total,20109,58103191,8884,9628362,677213,23933,67731553,1999
ID,financial administration,1429,4025253,241,159303,19451,1540,4184556,1999
ID,other government administration,156,494571,133,141789,7670,199,636360,1999
ID,judicial and legal,443,1906827,18,12722,999,449,1919549,1999
ID,police arrest,250,1175337,0,0,0,250,1175337,1999
