state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_employees,march_pay,year
AZ,other government administration,697,2793314,109,200615,6312,733,806,2993929,2010
AZ,judicial and legal,1926,8923712,56,162874,5571,1958,1982,9086586,2010
AZ,police protection - officers,1181,6640521,0,0,0,1181,1181,6640521,2010
AZ,police protection - other,848,3831119,33,85735,3319,867,881,3916854,2010
AZ,corrections,9681,36135249,39,140769,3643,9702,9720,36276018,2010
AZ,highways,2653,11032087,39,88378,3505,2673,2692,11120465,2010
AZ,air transportation,0,0,0,0,0,0,0,0,2010
AZ,water transport and terminals,0,0,0,0,0,0,0,0,2010
AZ,public welfare,4561,14399720,117,305264,11396,4625,4678,14704984,2010
AZ,health,2671,10516718,51,142176,5707,2703,2722,10658894,2010
AZ,hospitals,657,2596608,16,67655,1718,667,673,2664263,2010
AZ,social insurance administration,1558,4441636,52,65880,5400,1589,1610,4507516,2010
AZ,solid waste management,0,0,0,0,0,0,0,0,2010
AZ,sewerage,0,0,0,0,0,0,0,0,2010
AZ,parks and recreation,339,985318,4,7202,487,342,343,992520,2010
AZ,housing and community development,0,0,0,0,0,0,0,0,2010
AZ,natural resources,1783,7265204,660,807734,49806,2063,2443,8072938,2010
AZ,water transport and terminals,0,0,0,0,0,0,0,0,2010
AZ,electric power,8,60988,0,0,0,8,8,60988,2010
AZ,gas supply,0,0,0,0,0,0,0,0,2010
AZ,transit,0,0,0,0,0,0,0,0,2010
AZ,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
AZ,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
AZ,education - higher education instructional,6760,47103523,8266,10746488,573501,10000,15026,57850011,2010
AZ,education - higher education other,13056,59763023,15684,14019171,980879,18597,28740,73782194,2010
AZ,education - other,2897,9518115,264,384330,22260,3024,3161,9902445,2010
AZ,libraries,0,0,0,0,0,0,0,0,2010
AZ,liquor stores,0,0,0,0,0,0,0,0,2010
AZ,other and unallocable,3002,12266274,200,278684,12324,3075,3202,12544958,2010
AR,total,57389,217816575,15012,14900726,1079946,63484,72401,232717301,2010
AR,financial administration,1969,6949359,12,8171,565,1971,1981,6957530,2010
AR,other government administration,743,3136783,144,185213,10394,801,887,3321996,2010
AR,judicial and legal,1558,5306092,162,234067,7126,1598,1720,5540159,2010
AR,police protection - officers,552,2371453,0,0,0,552,552,2371453,2010
AR,police protection - other,657,2085263,5,4596,400,659,662,2089859,2010
AR,corrections,5191,15741379,0,0,0,5191,5191,15741379,2010
AR,highways,3416,12431203,0,0,0,3416,3416,12431203,2010
AR,air transportation,0,0,0,0,0,0,0,0,2010
AR,water transport and terminals,0,0,0,0,0,0,0,0,2010
AR,public welfare,4091,12795548,58,71524,5101,4120,4149,12867072,2010
AR,health,4380,14456078,129,174750,9615,4434,4509,14630828,2010
AR,hospitals,6410,23234740,492,947776,62366,6762,6902,24182516,2010
AR,social insurance administration,1296,4449400,8,11987,516,1299,1304,4461387,2010
AR,solid waste management,0,0,0,0,0,0,0,0,2010
AR,sewerage,0,0,0,0,0,0,0,0,2010
AR,parks and recreation,734,2025522,240,141179,18952,841,974,2166701,2010
AR,housing and community development,0,0,0,0,0,0,0,0,2010
AR,natural resources,1873,6539991,430,353362,28298,2032,2303,6893353,2010
AR,water transport and terminals,0,0,0,0,0,0,0,0,2010
AR,electric power,0,0,0,0,0,0,0,0,2010
AR,gas supply,0,0,0,0,0,0,0,0,2010
AR,transit,0,0,0,0,0,0,0,0,2010
AR,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
AR,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
AR,education - higher education instructional,6552,43871721,4870,7480256,446089,9072,11422,51351977,2010
AR,education - higher education other,14006,47935067,8278,5106028,478822,16711,22284,53041095,2010
AR,education - other,1448,5163361,26,24940,1305,1455,1474,5188301,2010
AR,libraries,0,0,0,0,0,0,0,0,2010
AR,liquor stores,0,0,0,0,0,0,0,0,2010
AR,other and unallocable,2513,9323615,158,156877,10397,2570,2671,9480492,2010
CA,total,339430,1948329221,151361,299485128,12603879,410653,490791,2247814349,2010
CA,financial administration,22253,94931749,2779,4570854,301938,23959,25032,99502603,2010
CA,other government administration,3755,20388727,325,912756,32300,3948,4080,21301483,2010
CA,judicial and legal,6380,40121634,822,1727543,52360,6677,7202,41849177,2010
CA,police protection - officers,8214,64653348,436,670528,11665,8280,8650,65323876,2010
CA,police protection - other,3608,12949820,69,114490,6354,3644,3677,13064310,2010
CA,corrections,60421,355250469,1953,6884480,228141,61710,62374,362134949,2010
CA,highways,20301,127043620,941,3506379,134578,21061,21242,130549999,2010
CA,air transportation,0,0,0,0,0,0,0,0,2010
CA,water transport and terminals,0,0,0,0,0,0,0,0,2010
CA,public welfare,3881,14789210,427,684677,25345,4025,4308,15473887,2010
CA,health,12457,65989809,1458,4158016,135933,13225,13915,70147825,2010
CA,hospitals,29099,192769877,16854,81338717,2221998,41653,45953,274108594,2010
CA,social insurance administration,17954,78047540,2022,4632323,241430,19318,19976,82679863,2010
CA,solid waste management,630,3029679,36,93152,3472,650,666,3122831,2010
CA,sewerage,0,0,0,0,0,0,0,0,2010
CA,parks and recreation,2389,10192960,1788,2939665,212162,3587,4177,13132625,2010
CA,housing and community development,0,0,0,0,0,0,0,0,2010
CA,natural resources,13007,66485706,2986,4882353,376513,15134,15993,71368059,2010
CA,water transport and terminals,0,0,0,0,0,0,0,0,2010
CA,electric power,0,0,0,0,0,0,0,0,2010
CA,gas supply,0,0,0,0,0,0,0,0,2010
CA,transit,0,0,0,0,0,0,0,0,2010
CA,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
CA,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
CA,education - higher education instructional,23860,188703032,27681,49135702,1908693,34644,51541,237838734,2010
CA,education - higher education other,86820,489172109,87970,127210088,6477974,123420,174790,616382197,2010
CA,education - other,4047,18754700,636,1075949,55490,4360,4683,19830649,2010
CA,libraries,0,0,0,0,0,0,0,0,2010
CA,liquor stores,0,0,0,0,0,0,0,0,2010
CA,other and unallocable,20354,105055232,2178,4947456,177533,21358,22532,110002688,2010
CO,total,53739,270484395,43136,77174346,3065924,71064,96875,347658741,2010
CO,financial administration,1896,9177065,82,222751,7813,1941,1978,9399816,2010
CO,other government administration,444,1899991,172,449634,22261,571,616,2349625,2010
CO,judicial and legal,3766,19379689,609,1794857,66226,4140,4375,21174546,2010
CO,police protection - officers,1050,6211679,0,0,0,1050,1050,6211679,2010
CO,police protection - other,448,1720682,54,158550,1670,457,502,1879232,2010
CO,corrections,7297,31100508,77,239285,8455,7345,7374,31339793,2010
CO,highways,3020,14229855,120,323825,12842,3093,3140,14553680,2010
CO,air transportation,0,0,0,0,0,0,0,0,2010
CO,water transport and terminals,0,0,0,0,0,0,0,0,2010
CO,public welfare,1982,9210747,488,1212763,50542,2268,2470,10423510,2010
CO,health,1209,6844752,151,479038,14866,1293,1360,7323790,2010
CO,hospitals,4427,17111916,1052,4227420,143883,5241,5479,21339336,2010
CO,social insurance administration,1045,5009503,293,767142,37719,1258,1338,5776645,2010
CO,solid waste management,0,0,0,0,0,0,0,0,2010
CO,sewerage,0,0,0,0,0,0,0,0,2010
CO,parks and recreation,258,1225566,100,95129,4526,284,358,1320695,2010
CO,housing and community development,0,0,0,0,0,0,0,0,2010
CO,natural resources,1606,8377298,383,798849,19812,1718,1989,9176147,2010
CO,water transport and terminals,0,0,0,0,0,0,0,0,2010
CO,electric power,0,0,0,0,0,0,0,0,2010
CO,gas supply,0,0,0,0,0,0,0,0,2010
CO,transit,0,0,0,0,0,0,0,0,2010
CO,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
CO,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
CO,education - higher education instructional,8475,63621460,12017,31102477,1096378,14667,20492,94723937,2010
CO,education - higher education other,14171,62044329,26536,33727529,1517180,22742,40707,95771858,2010
CO,education - other,984,4885188,940,1410651,55381,1297,1924,6295839,2010
CO,libraries,0,0,0,0,0,0,0,0,2010
CO,liquor stores,0,0,0,0,0,0,0,0,2010
CO,other and unallocable,1661,8434167,62,164446,6370,1699,1723,8598613,2010
CT,total,53451,301012831,25112,40524475,1616176,63199,78563,341537306,2010
CT,financial administration,2539,13614359,163,449617,18361,2643,2702,14063976,2010
CT,other government administration,1127,5730580,256,890977,28979,1290,1383,6621557,2010
CT,judicial and legal,4763,22951834,281,674526,10026,4820,5044,23626360,2010
CT,police protection - officers,1209,7211746,1,2608,120,1210,1210,7214354,2010
CT,police protection - other,648,3481821,50,48343,1718,658,698,3530164,2010
CT,corrections,7153,35851008,141,440709,11761,7220,7294,36291717,2010
CT,highways,2949,16741661,2,7973,261,2950,2951,16749634,2010
CT,air transportation,139,828691,0,0,0,139,139,828691,2010
CT,water transport and terminals,0,0,0,0,0,0,0,0,2010
CT,public welfare,5460,29880050,393,1617440,58220,5789,5853,31497490,2010
CT,health,3906,21722053,765,2625028,65618,4284,4671,24347081,2010
CT,hospitals,5375,32047858,2146,8001133,243548,6756,7521,40048991,2010
CT,social insurance administration,656,3916504,7,24139,1187,663,663,3940643,2010
CT,solid waste management,49,322609,6,15668,713,53,55,338277,2010
CT,sewerage,0,0,0,0,0,0,0,0,2010
CT,parks and recreation,164,785268,24,30343,1382,172,188,815611,2010
CT,housing and community development,0,0,0,0,0,0,0,0,2010
CT,natural resources,695,3597762,88,205134,7846,740,783,3802896,2010
CT,water transport and terminals,0,0,0,0,0,0,0,0,2010
CT,electric power,0,0,0,0,0,0,0,0,2010
CT,gas supply,0,0,0,0,0,0,0,0,2010
CT,transit,0,0,0,0,0,0,0,0,2010
CT,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
CT,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
CT,education - higher education instructional,4099,32065569,9152,14876523,516355,7263,13251,46942092,2010
CT,education - higher education other,7820,43426659,10396,8853713,576663,11433,18216,52280372,2010
CT,education - other,2151,12410162,906,1067809,43486,2397,3057,13477971,2010
CT,libraries,0,0,0,0,0,0,0,0,2010
CT,liquor stores,0,0,0,0,0,0,0,0,2010
CT,other and unallocable,2549,14426637,335,692792,29932,2719,2884,15119429,2010
DE,total,22951,94392330,8243,10854264,509570,26022,31194,105246594,2010
DE,financial administration,771,2582970,25,28674,1465,780,796,2611644,2010
DE,other government administration,377,1550095,93,295558,10109,438,470,1845653,2010
DE,judicial and legal,1689,7429896,44,84254,4286,1715,1733,7514150,2010
DE,police protection - officers,692,4596085,0,0,0,692,692,4596085,2010
DE,police protection - other,299,1115099,11,24881,1258,307,310,1139980,2010
DE,corrections,2844,10490193,47,66544,5199,2876,2891,10556737,2010
DE,highways,1553,4901873,4,6987,447,1556,1557,4908860,2010
DE,air transportation,0,0,0,0,0,0,0,0,2010
DE,water transport and terminals,273,1082580,0,0,0,273,273,1082580,2010
DE,public welfare,1503,5038844,76,132720,7950,1552,1579,5171564,2010
DE,health,1951,7029607,141,270092,14142,2037,2092,7299699,2010
DE,hospitals,1664,5501133,90,124210,8023,1712,1754,5625343,2010
DE,social insurance administration,335,1068016,21,35052,1784,346,356,1103068,2010
DE,solid waste management,162,562387,17,24146,1877,173,179,586533,2010
DE,sewerage,0,0,0,0,0,0,0,0,2010
DE,parks and recreation,307,738961,27,19632,1472,316,334,758593,2010
DE,housing and community development,0,0,0,0,0,0,0,0,2010
DE,natural resources,467,1764989,58,80877,5569,500,525,1845866,2010
DE,water transport and terminals,0,0,0,0,0,0,0,0,2010
DE,electric power,0,0,0,0,0,0,0,0,2010
DE,gas supply,0,0,0,0,0,0,0,0,2010
DE,transit,819,3462335,3,7931,434,821,822,3470266,2010
DE,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
DE,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
DE,education - higher education instructional,1455,10954715,3295,5986492,206646,2699,4750,16941207,2010
DE,education - higher education other,3951,16797746,4065,3486052,228801,5330,8016,20283798,2010
DE,education - other,327,1785339,25,36615,1720,338,352,1821954,2010
DE,libraries,0,0,0,0,0,0,0,0,2010
DE,liquor stores,0,0,0,0,0,0,0,0,2010
DE,other and unallocable,1512,5939467,201,143547,8388,1561,1713,6083014,2010
FL,total,170261,657428592,43649,48417327,2508476,184465,213910,705845919,2010
FL,financial administration,6416,21175210,176,233407,14693,6499,6592,21408617,2010
FL,other government administration,2270,10154999,188,257766,16456,2362,2458,10412765,2010
FL,judicial and legal,19532,77427689,902,1403110,77100,19970,20434,78830799,2010
FL,police protection - officers,2196,9305017,411,659161,18057,2298,2607,9964178,2010
FL,police protection - other,2030,6957549,120,108010,7816,2074,2150,7065559,2010
FL,corrections,30592,93145808,363,528034,21179,30712,30955,93673842,2010
FL,highways,7616,31016495,77,66440,5657,7648,7693,31082935,2010
FL,air transportation,0,0,0,0,0,0,0,0,2010
FL,water transport and terminals,0,0,0,0,0,0,0,0,2010
FL,public welfare,9897,29615921,342,339300,25757,10043,10239,29955221,2010
FL,health,20009,64538875,1003,1695035,96022,20552,21012,66233910,2010
FL,hospitals,3813,11531197,86,148032,6817,3852,3899,11679229,2010
FL,social insurance administration,2488,8271371,10,19456,1014,2494,2498,8290827,2010
FL,solid waste management,0,0,0,0,0,0,0,0,2010
FL,sewerage,0,0,0,0,0,0,0,0,2010
FL,parks and recreation,1261,3065683,296,242302,18468,1365,1557,3307985,2010
FL,housing and community development,0,0,0,0,0,0,0,0,2010
FL,natural resources,8906,29061688,2498,2426008,152530,9767,11404,31487696,2010
FL,water transport and terminals,0,0,0,0,0,0,0,0,2010
FL,electric power,0,0,0,0,0,0,0,0,2010
FL,gas supply,0,0,0,0,0,0,0,0,2010
FL,transit,636,2693468,50,82081,6196,671,686,2775549,2010
FL,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
FL,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
FL,education - higher education instructional,15853,123104706,16072,20885020,776168,20243,31925,143989726,2010
FL,education - higher education other,27025,103455517,20272,18563395,1212760,33902,47297,122018912,2010
FL,education - other,3002,9950904,290,240832,16040,3092,3292,10191736,2010
FL,libraries,0,0,0,0,0,0,0,0,2010
FL,liquor stores,0,0,0,0,0,0,0,0,2010
FL,other and unallocable,6719,22956495,493,519938,35746,6921,7212,23476433,2010
GA,total,109674,416167424,44393,44277691,2562593,124159,154067,460445115,2010
GA,financial administration,3350,13674018,175,207462,11622,3416,3525,13881480,2010
GA,other government administration,964,3739644,250,234384,20530,1080,1214,3974028,2010
GA,judicial and legal,3578,15423675,107,268583,9459,3631,3685,15692258,2010
GA,police protection - officers,1086,4464548,1,1408,176,1087,1087,4465956,2010
GA,police protection - other,935,3209804,34,48798,3310,954,969,3258602,2010
GA,corrections,18995,47019486,577,865138,42456,19234,19572,47884624,2010
GA,highways,5580,16781086,45,24398,754,5585,5625,16805484,2010
GA,air transportation,41,174332,9,10018,578,44,50,184350,2010
GA,water transport and terminals,936,5523326,0,0,0,936,936,5523326,2010
GA,public welfare,8473,25242584,116,157303,4884,8500,8589,25399887,2010
GA,health,4134,14659496,421,946906,68054,4519,4555,15606402,2010
GA,hospitals,6903,16460188,1048,1771990,83482,7376,7951,18232178,2010
GA,social insurance administration,2235,6482972,208,262992,19318,2344,2443,6745964,2010
GA,solid waste management,0,0,0,0,0,0,0,0,2010
GA,sewerage,0,0,0,0,0,0,0,0,2010
GA,parks and recreation,1244,3399034,633,442860,49322,1523,1877,3841894,2010
GA,housing and community development,0,0,0,0,0,0,0,0,2010
GA,natural resources,3619,11372487,1308,1453412,104838,4211,4927,12825899,2010
GA,water transport and terminals,0,0,0,0,0,0,0,0,2010
GA,electric power,0,0,0,0,0,0,0,0,2010
GA,gas supply,0,0,0,0,0,0,0,0,2010
GA,transit,0,0,0,0,0,0,0,0,2010
GA,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
GA,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
GA,education - higher education instructional,13787,86798759,15561,19492159,822179,18434,29348,106290918,2010
GA,education - higher education other,28201,119369953,22774,16626794,1236476,35189,50975,135996747,2010
GA,education - other,2750,11461840,768,1101177,61453,3097,3518,12563017,2010
GA,libraries,0,0,0,0,0,0,0,0,2010
GA,liquor stores,0,0,0,0,0,0,0,0,2010
GA,other and unallocable,2863,10910192,358,361909,23702,2999,3221,11272101,2010
HI,total,53439,210691614,20195,18515592,828576,58121,73634,229207206,2010
HI,financial administration,703,2434072,3,6748,276,705,706,2440820,2010
HI,other government administration,710,2617690,174,371526,10831,771,884,2989216,2010
HI,judicial and legal,2439,10132030,47,89302,2650,2454,2486,10221332,2010
HI,police protection - officers,0,0,0,0,0,0,0,0,2010
HI,police protection - other,0,0,0,0,0,0,0,0,2010
HI,corrections,2372,9475188,12,38582,886,2377,2384,9513770,2010
HI,highways,849,3476430,11,10500,858,854,860,3486930,2010
HI,air transportation,940,3539678,11,14986,836,945,951,3554664,2010
HI,water transport and terminals,203,783130,0,0,0,203,203,783130,2010
HI,public welfare,475,1778610,32,22224,2440,489,507,1800834,2010
HI,health,2051,8818956,54,169672,4728,2078,2105,8988628,2010
HI,hospitals,4073,18252306,573,1327842,39575,4297,4646,19580148,2010
HI,social insurance administration,317,1201288,28,56736,2236,330,345,1258024,2010
HI,solid waste management,0,0,0,0,0,0,0,0,2010
HI,sewerage,0,0,0,0,0,0,0,0,2010
HI,parks and recreation,141,474644,508,97192,6076,175,649,571836,2010
HI,housing and community development,0,0,0,0,0,0,0,0,2010
HI,natural resources,1002,4417460,279,288708,16342,1094,1281,4706168,2010
HI,water transport and terminals,0,0,0,0,0,0,0,0,2010
HI,electric power,0,0,0,0,0,0,0,0,2010
HI,gas supply,0,0,0,0,0,0,0,0,2010
HI,transit,0,0,0,0,0,0,0,0,2010
HI,education - elementary and secondary instructional,17762,69880690,8915,8081270,334390,19651,26677,77961960,2010
HI,education - elementary and secondary other,7337,15285854,2793,1167436,72734,7748,10130,16453290,2010
HI,education - higher education instructional,3545,23770588,1342,2863532,97494,4096,4887,26634120,2010
HI,education - higher education other,4361,18572356,5134,3704230,218578,5596,9495,22276586,2010
HI,education - other,119,465158,2,4516,160,120,121,469674,2010
HI,libraries,488,1475844,210,127948,11938,555,698,1603792,2010
HI,liquor stores,0,0,0,0,0,0,0,0,2010
HI,other and unallocable,3552,13839642,67,72642,5548,3583,3619,13912284,2010
ID,total,18313,78377334,10220,10539244,632841,21940,28533,88916578,2010
ID,financial administration,1157,5185541,187,334742,22387,1291,1344,5520283,2010
ID,other government administration,124,706994,198,496950,17565,229,322,1203944,2010
ID,judicial and legal,487,3650354,14,34878,1262,495,501,3685232,2010
ID,police protection - officers,256,1147009,0,0,0,256,256,1147009,2010
ID,police protection - other,171,513524,20,24890,1946,182,191,538414,2010
ID,corrections,1927,7871376,23,38590,2270,1940,1950,7909966,2010
ID,highways,1542,4985638,121,194124,16822,1637,1663,5179762,2010
ID,air transportation,0,0,0,0,0,0,0,0,2010
ID,water transport and terminals,0,0,0,0,0,0,0,0,2010
ID,public welfare,1576,5149460,146,193712,13441,1655,1722,5343172,2010
ID,health,1022,4200809,122,212930,8625,1071,1144,4413739,2010
ID,hospitals,649,1997347,128,147395,12007,717,777,2144742,2010
ID,social insurance administration,568,2796912,238,391659,16348,666,806,3188571,2010
ID,solid waste management,0,0,0,0,0,0,0,0,2010
ID,sewerage,0,0,0,0,0,0,0,0,2010
ID,parks and recreation,176,670540,78,87554,5994,212,254,758094,2010
ID,housing and community development,0,0,0,0,0,0,0,0,2010
ID,natural resources,1491,6995486,766,1089794,57030,1830,2257,8085280,2010
ID,water transport and terminals,0,0,0,0,0,0,0,0,2010
ID,electric power,0,0,0,0,0,0,0,0,2010
ID,gas supply,0,0,0,0,0,0,0,0,2010
ID,transit,0,0,0,0,0,0,0,0,2010
ID,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
ID,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
ID,education - higher education instructional,2182,12456650,2192,3117715,125449,2891,4374,15574365,2010
ID,education - higher education other,3706,13950050,5629,3706271,306371,5437,9335,17656321,2010
ID,education - other,351,1750824,144,246009,10890,417,495,1996833,2010
ID,libraries,0,0,0,0,0,0,0,0,2010
ID,liquor stores,166,608774,145,145414,10354,228,311,754188,2010
ID,other and unallocable,762,3740046,69,76617,4080,786,831,3816663,2010
IL,total,105848,563580096,52739,83154278,4416061,131352,158587,646734374,2010
IL,financial administration,4940,23014037,307,556271,33080,5141,5247,23570308,2010
IL,other government administration,2136,12830826,45,85747,3424,2156,2181,12916573,2010
IL,judicial and legal,2603,22084557,72,209556,5171,2634,2675,22294113,2010
IL,police protection - officers,2198,16334054,0,0,0,2198,2198,16334054,2010
IL,police protection - other,1475,8079548,14,49264,1134,1481,1489,8128812,2010
IL,corrections,11126,60983718,4,21138,366,11128,11130,61004856,2010
IL,highways,5974,33219039,1246,4753887,140148,6818,7220,37972926,2010
IL,air transportation,0,0,0,0,0,0,0,0,2010
IL,water transport and terminals,60,363456,0,0,0,60,60,363456,2010
