state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_employees,march_pay,year
AZ,housing and community development,0,0,0,0,0,0,0,0,2008
AZ,natural resources,2532,12311551,853,925916,65113,2901,3385,13237467,2008
AZ,water transport and terminals,0,0,0,0,0,0,0,0,2008
AZ,electric power,8,55794,0,0,0,8,8,55794,2008
AZ,gas supply,0,0,0,0,0,0,0,0,2008
AZ,transit,0,0,0,0,0,0,0,0,2008
AZ,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2008
AZ,education - elementary and secondary other,0,0,0,0,0,0,0,0,2008
AZ,education - higher education instructional,6693,45636805,8721,12580763,610464,10142,15414,58217568,2008
AZ,education - higher education other,12873,57532304,15468,11975358,960954,18302,28341,69507662,2008
AZ,education - other,3221,10475565,311,512407,27147,3375,3532,10987972,2008
AZ,libraries,0,0,0,0,0,0,0,0,2008
AZ,liquor stores,0,0,0,0,0,0,0,0,2008
AZ,other and unallocable,3625,14201740,237,407825,18276,3729,3862,14609565,2008
AR,total,56075,193972803,14263,12296167,890240,61103,70338,206268970,2008
AR,financial administration,1966,6083999,25,15161,1463,1973,1991,6099160,2008
AR,other government administration,684,2773166,138,175185,9886,739,822,2948351,2008
AR,judicial and legal,1462,4654886,156,116600,3877,1484,1618,4771486,2008
AR,police protection - officers,593,2361176,0,0,0,593,593,2361176,2008
AR,police protection - other,628,1794026,0,0,0,628,628,1794026,2008
AR,corrections,5239,13780142,5,3361,182,5240,5244,13783503,2008
AR,highways,3566,12375804,39,36214,3976,3588,3605,12412018,2008
AR,air transportation,0,0,0,0,0,0,0,0,2008
AR,water transport and terminals,0,0,0,0,0,0,0,0,2008
AR,public welfare,3987,10189601,0,0,0,3987,3987,10189601,2008
AR,health,4880,15217280,89,124532,5701,4912,4969,15341812,2008
AR,hospitals,5794,18217401,166,303546,15664,5882,5960,18520947,2008
AR,social insurance administration,1079,3469551,6,7692,296,1081,1085,3477243,2008
AR,solid waste management,0,0,0,0,0,0,0,0,2008
AR,sewerage,0,0,0,0,0,0,0,0,2008
AR,parks and recreation,699,1742243,4,1220,160,700,703,1743463,2008
AR,housing and community development,0,0,0,0,0,0,0,0,2008
AR,natural resources,1826,5598179,349,261599,20918,1943,2175,5859778,2008
AR,water transport and terminals,0,0,0,0,0,0,0,0,2008
AR,electric power,0,0,0,0,0,0,0,0,2008
AR,gas supply,0,0,0,0,0,0,0,0,2008
AR,transit,0,0,0,0,0,0,0,0,2008
AR,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2008
AR,education - elementary and secondary other,0,0,0,0,0,0,0,0,2008
AR,education - higher education instructional,6298,40055449,4892,6883255,382126,8458,11190,46938704,2008
AR,education - higher education other,13381,42480324,8317,4309376,443098,15888,21698,46789700,2008
AR,education - other,1525,4876656,46,34545,1464,1532,1571,4911201,2008
AR,libraries,0,0,0,0,0,0,0,0,2008
AR,liquor stores,0,0,0,0,0,0,0,0,2008
AR,other and unallocable,2468,8302920,31,23881,1429,2475,2499,8326801,2008
CA,total,338725,2002723495,150343,233223801,9780752,393989,489068,2235947296,2008
CA,financial administration,20330,93693759,3405,5657897,362137,22375,23735,99351656,2008
CA,other government administration,3818,21730747,340,796451,25509,3970,4158,22527198,2008
CA,judicial and legal,4613,28133653,478,1211190,34449,4806,5091,29344843,2008
CA,police protection - officers,7561,55833851,456,719086,13575,7638,8017,56552937,2008
CA,police protection - other,5323,22138193,783,881881,35594,5525,6106,23020074,2008
CA,corrections,59508,375313938,2011,6577379,203759,60659,61519,381891317,2008
CA,highways,20096,142066858,1143,4059481,133025,20847,21239,146126339,2008
CA,air transportation,0,0,0,0,0,0,0,0,2008
CA,water transport and terminals,0,0,0,0,0,0,0,0,2008
CA,public welfare,3664,17205705,302,837512,31586,3842,3966,18043217,2008
CA,health,11559,66937518,1531,3861088,124900,12264,13090,70798606,2008
CA,hospitals,36627,228752061,8259,25356437,749832,40864,44886,254108498,2008
CA,social insurance administration,16978,77653399,1260,3197577,135657,17744,18238,80850976,2008
CA,solid waste management,384,2199028,47,146696,4503,409,431,2345724,2008
CA,sewerage,0,0,0,0,0,0,0,0,2008
CA,parks and recreation,2341,11520133,1789,2992544,191341,3423,4130,14512677,2008
CA,housing and community development,0,0,0,0,0,0,0,0,2008
CA,natural resources,12749,70318979,2436,4295556,284870,14358,15185,74614535,2008
CA,water transport and terminals,0,0,0,0,0,0,0,0,2008
CA,electric power,0,0,0,0,0,0,0,0,2008
CA,gas supply,0,0,0,0,0,0,0,0,2008
CA,transit,0,0,0,0,0,0,0,0,2008
CA,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2008
CA,education - elementary and secondary other,0,0,0,0,0,0,0,0,2008
CA,education - higher education instructional,23075,193112986,31881,60303674,2333834,36260,54956,253416660,2008
CA,education - higher education other,86418,467812628,91524,106431628,4897282,114087,177942,574244256,2008
CA,education - other,3878,19116711,575,1009580,45598,4136,4453,20126291,2008
CA,libraries,0,0,0,0,0,0,0,0,2008
CA,liquor stores,0,0,0,0,0,0,0,0,2008
CA,other and unallocable,19803,109183348,2123,4888144,173301,20782,21926,114071492,2008
CO,total,53769,263524912,35865,53832209,2766613,69400,89634,317357121,2008
CO,financial administration,2086,9988527,114,215860,9041,2138,2200,10204387,2008
CO,other government administration,429,1742192,169,436943,24069,565,598,2179135,2008
CO,judicial and legal,3684,18039463,745,2078968,85358,4167,4429,20118431,2008
CO,police protection - officers,798,4531442,0,0,0,798,798,4531442,2008
CO,police protection - other,373,1410302,21,43823,1738,383,394,1454125,2008
CO,corrections,7090,29686155,84,281167,10780,7150,7174,29967322,2008
CO,highways,3057,13942480,175,425124,18861,3164,3232,14367604,2008
CO,air transportation,0,0,0,0,0,0,0,0,2008
CO,water transport and terminals,0,0,0,0,0,0,0,0,2008
CO,public welfare,1868,8513855,553,1258835,59080,2202,2421,9772690,2008
CO,health,1111,6172106,169,500145,17469,1209,1280,6672251,2008
CO,hospitals,4578,17987655,1094,2450455,118374,5247,5672,20438110,2008
CO,social insurance administration,879,4138057,60,138371,9000,930,939,4276428,2008
CO,solid waste management,0,0,0,0,0,0,0,0,2008
CO,sewerage,0,0,0,0,0,0,0,0,2008
CO,parks and recreation,265,1224290,109,105370,5609,297,374,1329660,2008
CO,housing and community development,0,0,0,0,0,0,0,0,2008
CO,natural resources,1396,7125113,284,486416,17742,1497,1680,7611529,2008
CO,water transport and terminals,0,0,0,0,0,0,0,0,2008
CO,electric power,0,0,0,0,0,0,0,0,2008
CO,gas supply,0,0,0,0,0,0,0,0,2008
CO,transit,0,0,0,0,0,0,0,0,2008
CO,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2008
CO,education - elementary and secondary other,0,0,0,0,0,0,0,0,2008
CO,education - higher education instructional,8761,64332505,11004,22603848,986837,14335,19765,86936353,2008
CO,education - higher education other,14972,63422044,20356,21236832,1333709,22506,35328,84658876,2008
CO,education - other,900,4142282,848,1371935,60664,1242,1748,5514217,2008
CO,libraries,0,0,0,0,0,0,0,0,2008
CO,liquor stores,0,0,0,0,0,0,0,0,2008
CO,other and unallocable,1522,7126444,80,198117,8282,1570,1602,7324561,2008
CT,total,56556,309941254,22597,36739855,1584655,66183,79153,346681109,2008
CT,financial administration,2798,13733260,200,573080,22979,2927,2998,14306340,2008
CT,other government administration,1239,6179734,230,839605,29440,1406,1469,7019339,2008
CT,judicial and legal,4810,22844298,363,624095,11507,4875,5173,23468393,2008
CT,police protection - officers,1473,7740395,2,5610,288,1475,1475,7746005,2008
CT,police protection - other,586,2729111,28,46073,2123,598,614,2775184,2008
CT,corrections,7649,40248928,136,405968,12203,7718,7785,40654896,2008
CT,highways,3105,17350476,9,34672,1502,3113,3114,17385148,2008
CT,air transportation,165,1048462,0,0,0,165,165,1048462,2008
CT,water transport and terminals,0,0,0,0,0,0,0,0,2008
CT,public welfare,5356,28952680,536,1782967,70676,5756,5892,30735647,2008
CT,health,1981,9981042,119,390933,12889,2054,2100,10371975,2008
CT,hospitals,7882,44573292,2929,10009929,345830,9864,10811,54583221,2008
CT,social insurance administration,621,3553800,33,49929,2660,636,654,3603729,2008
CT,solid waste management,52,357714,7,23526,715,56,59,381240,2008
CT,sewerage,0,0,0,0,0,0,0,0,2008
CT,parks and recreation,188,912553,27,31474,1603,197,215,944027,2008
CT,housing and community development,0,0,0,0,0,0,0,0,2008
CT,natural resources,1030,5285363,182,356066,13850,1112,1212,5641429,2008
CT,water transport and terminals,0,0,0,0,0,0,0,0,2008
CT,electric power,0,0,0,0,0,0,0,0,2008
CT,gas supply,0,0,0,0,0,0,0,0,2008
CT,transit,0,0,0,0,0,0,0,0,2008
CT,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2008
CT,education - elementary and secondary other,0,0,0,0,0,0,0,0,2008
CT,education - higher education instructional,4334,32144856,7899,12505229,452442,7189,12233,44650085,2008
CT,education - higher education other,8084,43258190,8600,7185619,516244,11342,16684,50443809,2008
CT,education - other,2417,13552991,944,1234015,57154,2741,3361,14787006,2008
CT,libraries,0,0,0,0,0,0,0,0,2008
CT,liquor stores,0,0,0,0,0,0,0,0,2008
CT,other and unallocable,2786,15494109,353,641065,30550,2959,3139,16135174,2008
DE,total,23424,97842620,8570,12035914,552615,26756,31994,109878534,2008
DE,financial administration,815,2814904,17,21562,1335,824,832,2836466,2008
DE,other government administration,316,1326231,153,362796,14316,403,469,1689027,2008
DE,judicial and legal,1704,7736243,60,111217,5637,1738,1764,7847460,2008
DE,police protection - officers,708,4898725,0,0,0,708,708,4898725,2008
DE,police protection - other,309,1199702,26,34330,2052,321,335,1234032,2008
DE,corrections,2932,11393382,62,92374,6804,2974,2994,11485756,2008
DE,highways,1592,5475702,6,16824,762,1597,1598,5492526,2008
DE,air transportation,0,0,0,0,0,0,0,0,2008
DE,water transport and terminals,361,1074201,0,0,0,361,361,1074201,2008
DE,public welfare,1752,6103719,130,218878,13709,1834,1882,6322597,2008
DE,health,2149,8009154,196,349865,19344,2265,2345,8359019,2008
DE,hospitals,1801,6152635,85,110058,7415,1846,1886,6262693,2008
DE,social insurance administration,318,1074733,23,41083,2155,331,341,1115816,2008
DE,solid waste management,185,613457,15,15212,1140,192,200,628669,2008
DE,sewerage,0,0,0,0,0,0,0,0,2008
DE,parks and recreation,221,718193,107,109100,9367,278,328,827293,2008
DE,housing and community development,0,0,0,0,0,0,0,0,2008
DE,natural resources,485,1862754,125,124341,6919,527,610,1987095,2008
DE,water transport and terminals,0,0,0,0,0,0,0,0,2008
DE,electric power,0,0,0,0,0,0,0,0,2008
DE,gas supply,0,0,0,0,0,0,0,0,2008
DE,transit,740,3134218,5,6724,392,742,745,3140942,2008
DE,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2008
DE,education - elementary and secondary other,0,0,0,0,0,0,0,0,2008
DE,education - higher education instructional,1506,10821310,3719,6195931,236631,2932,5225,17017241,2008
DE,education - higher education other,3488,14644376,3587,3991348,211371,4762,7075,18635724,2008
DE,education - other,357,2000923,25,57185,2670,373,382,2058108,2008
DE,libraries,0,0,0,0,0,0,0,0,2008
DE,liquor stores,0,0,0,0,0,0,0,0,2008
DE,other and unallocable,1685,6788058,229,177086,10596,1748,1914,6965144,2008
FL,total,171555,653343837,44572,54588343,3122165,189226,216127,707932180,2008
FL,financial administration,6823,25480455,282,277424,20777,6941,7105,25757879,2008
FL,other government administration,2349,10587855,165,216722,13352,2424,2514,10804577,2008
FL,judicial and legal,20401,83075618,1112,1914943,95332,20942,21513,84990561,2008
FL,police protection - officers,2191,9552674,57,65411,3082,2208,2248,9618085,2008
FL,police protection - other,2179,7537439,115,115747,9715,2234,2294,7653186,2008
FL,corrections,28911,88737005,288,546848,23541,29044,29199,89283853,2008
FL,highways,7387,30350836,126,104436,9091,7439,7513,30455272,2008
FL,air transportation,0,0,0,0,0,0,0,0,2008
FL,water transport and terminals,0,0,0,0,0,0,0,0,2008
FL,public welfare,9321,28440635,226,285746,20158,9435,9547,28726381,2008
FL,health,21977,65246296,1607,2676293,166616,22918,23584,67922589,2008
FL,hospitals,3813,11637478,73,157617,6772,3851,3886,11795095,2008
FL,social insurance administration,2210,7308256,69,101470,5833,2243,2279,7409726,2008
FL,solid waste management,0,0,0,0,0,0,0,0,2008
FL,sewerage,0,0,0,0,0,0,0,0,2008
FL,parks and recreation,1264,3083472,251,219768,17798,1365,1515,3303240,2008
FL,housing and community development,0,0,0,0,0,0,0,0,2008
FL,natural resources,8853,28929685,2325,2467000,158181,9746,11178,31396685,2008
FL,water transport and terminals,0,0,0,0,0,0,0,0,2008
FL,electric power,0,0,0,0,0,0,0,0,2008
FL,gas supply,0,0,0,0,0,0,0,0,2008
FL,transit,677,2843786,46,64962,6440,713,723,2908748,2008
FL,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2008
FL,education - elementary and secondary other,0,0,0,0,0,0,0,0,2008
FL,education - higher education instructional,15102,116041855,13178,19085770,920899,20309,28280,135127625,2008
FL,education - higher education other,27887,99662483,23905,25380552,1583174,36857,51792,125043035,2008
FL,education - other,3603,12302443,267,327046,21991,3727,3870,12629489,2008
FL,libraries,0,0,0,0,0,0,0,0,2008
FL,liquor stores,0,0,0,0,0,0,0,0,2008
FL,other and unallocable,6607,22525566,480,580588,39413,6830,7087,23106154,2008
GA,total,114668,427054864,41673,42551019,2665575,129749,156341,469605883,2008
GA,financial administration,4263,16497657,45,108461,2814,4280,4308,16606118,2008
GA,other government administration,1001,3717276,252,133125,6494,1038,1253,3850401,2008
GA,judicial and legal,3667,17827753,53,68533,2000,3678,3720,17896286,2008
GA,police protection - officers,1065,4421942,0,0,0,1065,1065,4421942,2008
GA,police protection - other,1015,3483565,18,22382,1720,1025,1033,3505947,2008
GA,corrections,20144,53792583,534,1189012,53384,20446,20678,54981595,2008
GA,highways,5883,18295833,26,6490,412,5885,5909,18302323,2008
GA,air transportation,0,0,0,0,0,0,0,0,2008
GA,water transport and terminals,1022,5416640,0,0,0,1022,1022,5416640,2008
GA,public welfare,8773,24872885,92,121640,7140,8813,8865,24994525,2008
GA,health,5355,17759400,271,345440,26360,5503,5626,18104840,2008
GA,hospitals,7616,20452971,249,709664,27564,7772,7865,21162635,2008
GA,social insurance administration,2159,6510530,139,198510,13608,2236,2298,6709040,2008
GA,solid waste management,0,0,0,0,0,0,0,0,2008
GA,sewerage,0,0,0,0,0,0,0,0,2008
GA,parks and recreation,1243,3138448,1780,2381511,221056,2492,3023,5519959,2008
GA,housing and community development,0,0,0,0,0,0,0,0,2008
GA,natural resources,4226,13426484,840,860752,63272,4584,5066,14287236,2008
GA,water transport and terminals,0,0,0,0,0,0,0,0,2008
GA,electric power,0,0,0,0,0,0,0,0,2008
GA,gas supply,0,0,0,0,0,0,0,0,2008
GA,transit,0,0,0,0,0,0,0,0,2008
GA,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2008
GA,education - elementary and secondary other,0,0,0,0,0,0,0,0,2008
GA,education - higher education instructional,12865,81897023,14893,19321936,870982,17793,27758,101218959,2008
GA,education - higher education other,28009,110976368,21491,15861369,1308765,35416,49500,126837737,2008
GA,education - other,3012,12508954,398,1028152,42914,3254,3410,13537106,2008
GA,libraries,0,0,0,0,0,0,0,0,2008
GA,liquor stores,0,0,0,0,0,0,0,0,2008
GA,other and unallocable,3350,12058552,592,194042,17090,3447,3942,12252594,2008
HI,total,53683,218194841,21059,22398969,1095082,59868,74742,240593810,2008
HI,financial administration,751,2904924,4,8276,394,754,755,2913200,2008
HI,other government administration,671,2682576,167,298765,11537,735,838,2981341,2008
HI,judicial and legal,2657,11601434,66,137984,4683,2683,2723,11739418,2008
HI,police protection - officers,0,0,0,0,0,0,0,0,2008
HI,police protection - other,0,0,0,0,0,0,0,0,2008
HI,corrections,2416,10436448,8,31590,732,2420,2424,10468038,2008
HI,highways,855,3843356,9,6258,702,859,864,3849614,2008
HI,air transportation,973,3654058,11,14910,838,978,984,3668968,2008
HI,water transport and terminals,212,875620,0,0,0,212,212,875620,2008
HI,public welfare,928,3566500,37,29544,3516,948,965,3596044,2008
HI,health,2319,10235784,74,219580,6624,2356,2393,10455364,2008
HI,hospitals,4052,17135934,583,1575336,50710,4339,4635,18711270,2008
HI,social insurance administration,247,991120,3,8796,278,249,250,999916,2008
HI,solid waste management,0,0,0,0,0,0,0,0,2008
HI,sewerage,0,0,0,0,0,0,0,0,2008
HI,parks and recreation,146,530366,511,91048,5974,180,657,621414,2008
HI,housing and community development,0,0,0,0,0,0,0,0,2008
HI,natural resources,1126,5044220,281,263288,16576,1220,1407,5307508,2008
HI,water transport and terminals,0,0,0,0,0,0,0,0,2008
HI,electric power,0,0,0,0,0,0,0,0,2008
HI,gas supply,0,0,0,0,0,0,0,0,2008
HI,transit,0,0,0,0,0,0,0,0,2008
HI,education - elementary and secondary instructional,19905,77917868,6922,6826056,315986,21690,26827,84743924,2008
HI,education - elementary and secondary other,5162,13489330,5468,3810038,265562,6662,10630,17299368,2008
HI,education - higher education instructional,2755,18471966,1700,4998284,147828,3590,4455,23470250,2008
HI,education - higher education other,4120,17918116,4868,3737762,236534,5456,8988,21655878,2008
HI,education - other,139,534732,3,6062,240,140,142,540794,2008
HI,libraries,473,1585514,305,280610,22654,601,778,1866124,2008
HI,liquor stores,0,0,0,0,0,0,0,0,2008
HI,other and unallocable,3776,14774975,39,54782,3714,3796,3815,14829757,2008
ID,total,18964,77874381,9639,10034230,664880,22721,28603,87908611,2008
ID,financial administration,1215,5096591,169,189368,19266,1324,1384,5285959,2008
ID,other government administration,152,765340,196,459600,20322,267,348,1224940,2008
ID,judicial and legal,472,3092561,26,75059,1627,481,498,3167620,2008
ID,police protection - officers,275,1169698,0,0,0,275,275,1169698,2008
ID,police protection - other,199,687288,23,22800,2241,212,222,710088,2008
ID,corrections,1960,7517805,41,92849,5770,1993,2001,7610654,2008
ID,highways,1494,5345482,139,221194,17635,1594,1633,5566676,2008
ID,air transportation,0,0,0,0,0,0,0,0,2008
ID,water transport and terminals,0,0,0,0,0,0,0,0,2008
ID,public welfare,1673,5943403,177,303894,24496,1811,1850,6247297,2008
ID,health,1144,4909642,186,372083,17030,1241,1330,5281725,2008
ID,hospitals,747,2273005,128,103524,8402,794,875,2376529,2008
ID,social insurance administration,419,2001600,222,560500,37387,630,641,2562100,2008
ID,solid waste management,0,0,0,0,0,0,0,0,2008
ID,sewerage,0,0,0,0,0,0,0,0,2008
ID,parks and recreation,210,676618,72,70788,6458,246,282,747406,2008
ID,housing and community development,0,0,0,0,0,0,0,0,2008
ID,natural resources,1669,7044724,734,977905,72672,2080,2403,8022629,2008
ID,water transport and terminals,0,0,0,0,0,0,0,0,2008
ID,electric power,0,0,0,0,0,0,0,0,2008
ID,gas supply,0,0,0,0,0,0,0,0,2008
ID,transit,0,0,0,0,0,0,0,0,2008
ID,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2008
ID,education - elementary and secondary other,0,0,0,0,0,0,0,0,2008
ID,education - higher education instructional,2239,12112214,1983,2818351,122921,2933,4222,14930565,2008
ID,education - higher education other,3672,13233340,5256,3423056,276343,5234,8928,16656396,2008
ID,education - other,433,1913319,101,161166,16323,525,534,2074485,2008
ID,libraries,0,0,0,0,0,0,0,0,2008
ID,liquor stores,153,509151,156,143864,13122,227,309,653015,2008
ID,other and unallocable,838,3582600,30,38229,2865,854,868,3620829,2008
IL,total,109118,536204731,53365,51871562,3368213,128605,162483,588076293,2008
IL,financial administration,5231,26399427,315,570433,33357,5432,5546,26969860,2008
IL,other government administration,2377,12682586,45,82701,2450,2391,2422,12765287,2008
IL,judicial and legal,2587,20620440,55,151542,3936,2610,2642,20771982,2008
IL,police protection - officers,2281,14752348,0,0,0,2281,2281,14752348,2008
IL,police protection - other,1639,7951218,4,5830,272,1641,1643,7957048,2008
IL,corrections,12058,58568542,7,31330,662,12062,12065,58599872,2008
IL,highways,6204,30496958,1443,4499708,72321,6640,7647,34996666,2008
IL,air transportation,0,0,0,0,0,0,0,0,2008
IL,water transport and terminals,79,401184,0,0,0,79,79,401184,2008
