state,year,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_full_time_and_part_time_employees,total_march_pay
AZ,2014,education - elementary and secondary other,0,0,0,0,0,0,0,0
AZ,2014,education - higher education total,22103,134339502,28206,30583209,2044216,33651,50309,164922711
AZ,2014,education - higher education instructional,7163,55545321,10461,13731945,725651,11262,17624,69277266
AZ,2014,education - higher education other,14940,78794181,17745,16851264,1318565,22389,32685,95645445
AZ,2014,education - other,2800,10307622,288,467723,28583,2962,3088,10775345
AZ,2014,libraries,0,0,0,0,0,0,0,0
AZ,2014,liquor stores,0,0,0,0,0,0,0,0
AZ,2014,other and unallocable,3157,13788891,180,247920,11525,3226,3337,14036811
AR,2014,total,57220,229653824,15899,15161005,875179,62170,73119,244814829
AR,2014,financial administration,2281,8967935,14,25993,1714,2291,2295,8993928
AR,2014,other government administration,701,3182388,176,242657,13092,775,877,3425045
AR,2014,judicial and legal,1312,5054398,143,447795,12799,1385,1455,5502193
AR,2014,police protection total,1233,4674509,14,22725,1449,1242,1247,4697234
AR,2014,police protection - officers,557,2483586,0,0,0,557,557,2483586
AR,2014,police protection - other,676,2190923,14,22725,1449,685,690,2213648
AR,2014,fire protection total,0,0,0,0,0,0,0,0
AR,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
AR,2014,fire protection - other,0,0,0,0,0,0,0,0
AR,2014,corrections,5552,17580647,10,18602,989,5557,5562,17599249
AR,2014,highways,3353,13313400,28,55201,3594,3373,3381,13368601
AR,2014,air transportation,3,19601,0,0,0,3,3,19601
AR,2014,water transport and terminals,0,0,0,0,0,0,0,0
AR,2014,public welfare,4047,12714423,53,71233,4054,4070,4100,12785656
AR,2014,health,3672,14007506,147,334274,14501,3755,3819,14341780
AR,2014,hospitals,6418,23777825,527,984537,61048,6763,6945,24762362
AR,2014,social insurance administration,1179,4253255,7,36737,903,1184,1186,4289992
AR,2014,solid waste management,0,0,0,0,0,0,0,0
AR,2014,sewerage,0,0,0,0,0,0,0,0
AR,2014,parks and recreation,966,2133238,0,0,0,966,966,2133238
AR,2014,housing and community development,0,0,0,0,0,0,0,0
AR,2014,natural resources,1827,6606053,367,276768,22224,1953,2194,6882821
AR,2014,water transport and terminals,0,0,0,0,0,0,0,0
AR,2014,electric power,0,0,0,0,0,0,0,0
AR,2014,gas supply,0,0,0,0,0,0,0,0
AR,2014,transit,0,0,0,0,0,0,0,0
AR,2014,education total,22654,105660588,14374,12591240,735860,26814,37028,118251828
AR,2014,education - elementary and secondary total,0,0,0,0,0,0,0,0
AR,2014,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
AR,2014,education - elementary and secondary other,0,0,0,0,0,0,0,0
AR,2014,education - higher education total,21289,100456611,14356,12555507,734177,25438,35645,113012118
AR,2014,education - higher education instructional,6629,48607630,5529,6941304,326907,8475,12158,55548934
AR,2014,education - higher education other,14660,51848981,8827,5614203,407270,16963,23487,57463184
AR,2014,education - other,1365,5203977,18,35733,1683,1376,1383,5239710
AR,2014,libraries,49,160486,0,0,0,49,49,160486
AR,2014,liquor stores,0,0,0,0,0,0,0,0
AR,2014,other and unallocable,1973,7547572,39,53243,2952,1990,2012,7600815
CA,2014,total,333050,2227704726,166112,373775445,12711885,404879,499162,2601480171
CA,2014,financial administration,25031,126448079,2767,5710505,328390,26886,27798,132158584
CA,2014,other government administration,3777,21500145,342,953048,32545,3975,4119,22453193
CA,2014,judicial and legal,6167,41115236,553,1226718,32994,6355,6720,42341954
CA,2014,police protection total,11310,88874562,243,176349,6443,11347,11553,89050911
CA,2014,police protection - officers,7761,73727719,191,74565,1784,7771,7952,73802284
CA,2014,police protection - other,3549,15146843,52,101784,4659,3576,3601,15248627
CA,2014,fire protection total,0,0,0,0,0,0,0,0
CA,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
CA,2014,fire protection - other,0,0,0,0,0,0,0,0
CA,2014,corrections,52312,387740179,1804,6209725,192133,53397,54116,393949904
CA,2014,highways,18758,145549790,1098,4850425,163383,19680,19856,150400215
CA,2014,air transportation,0,0,0,0,0,0,0,0
CA,2014,water transport and terminals,0,0,0,0,0,0,0,0
CA,2014,public welfare,3538,17372297,288,616404,20280,3653,3826,17988701
CA,2014,health,13417,84038701,2241,6749779,255248,14858,15658,90788480
CA,2014,hospitals,30437,229509385,17514,104993211,2120115,42416,47951,334502596
CA,2014,social insurance administration,13120,67752780,1265,3538140,136946,13894,14385,71290920
CA,2014,solid waste management,599,3473251,84,177816,8993,650,683,3651067
CA,2014,sewerage,0,0,0,0,0,0,0,0
CA,2014,parks and recreation,2115,11100835,1996,3028587,206295,3280,4111,14129422
CA,2014,housing and community development,0,0,0,0,0,0,0,0
CA,2014,natural resources,13754,87617381,2699,4700950,330578,15619,16453,92318331
CA,2014,water transport and terminals,0,0,0,0,0,0,0,0
CA,2014,electric power,0,0,0,0,0,0,0,0
CA,2014,gas supply,0,0,0,0,0,0,0,0
CA,2014,transit,0,0,0,0,0,0,0,0
CA,2014,education total,119313,797929806,131384,226307579,8746529,168730,250697,1024237385
CA,2014,education - elementary and secondary total,0,0,0,0,0,0,0,0
CA,2014,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
CA,2014,education - elementary and secondary other,0,0,0,0,0,0,0,0
CA,2014,education - higher education total,115249,777081152,130935,225475476,8707459,164445,246184,1002556628
CA,2014,education - higher education instructional,25161,229935751,33189,64829103,1939743,36121,58350,294764854
CA,2014,education - higher education other,90088,547145401,97746,160646373,6767716,128324,187834,707791774
CA,2014,education - other,4064,20848654,449,832103,39070,4285,4513,21680757
CA,2014,libraries,0,0,0,0,0,0,0,0
CA,2014,liquor stores,0,0,0,0,0,0,0,0
CA,2014,other and unallocable,19402,117682299,1834,4536209,131013,20139,21236,122218508
CO,2014,total,57780,310949390,46793,82486829,4097173,81631,104573,393436219
CO,2014,financial administration,1771,9071799,64,148227,7488,1812,1835,9220026
CO,2014,other government administration,428,1934513,172,447174,25645,574,600,2381687
CO,2014,judicial and legal,4470,23518683,535,1587235,60160,4810,5005,25105918
CO,2014,police protection total,1218,6715847,17,39125,1390,1226,1235,6754972
CO,2014,police protection - officers,754,4572712,0,0,0,754,754,4572712
CO,2014,police protection - other,464,2143135,17,39125,1390,472,481,2182260
CO,2014,fire protection total,0,0,0,0,0,0,0,0
CO,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
CO,2014,fire protection - other,0,0,0,0,0,0,0,0
CO,2014,corrections,7098,30148943,51,208548,7139,7139,7149,30357491
CO,2014,highways,2949,14080013,181,488899,28358,3109,3130,14568912
CO,2014,air transportation,0,0,0,0,0,0,0,0
CO,2014,water transport and terminals,0,0,0,0,0,0,0,0
CO,2014,public welfare,2145,9604266,315,789132,45774,2404,2460,10393398
CO,2014,health,1191,6814997,151,506330,17526,1290,1342,7321327
CO,2014,hospitals,4856,20356247,1044,4726507,157615,5791,5900,25082754
CO,2014,social insurance administration,976,4643918,218,583288,33833,1167,1194,5227206
CO,2014,solid waste management,0,0,0,0,0,0,0,0
CO,2014,sewerage,0,0,0,0,0,0,0,0
CO,2014,parks and recreation,879,4372686,232,328621,19062,987,1111,4701307
CO,2014,housing and community development,0,0,0,0,0,0,0,0
CO,2014,natural resources,976,5271187,224,419893,21032,1094,1200,5691080
CO,2014,water transport and terminals,0,0,0,0,0,0,0,0
CO,2014,electric power,0,0,0,0,0,0,0,0
CO,2014,gas supply,0,0,0,0,0,0,0,0
CO,2014,transit,0,0,0,0,0,0,0,0
CO,2014,education total,26494,161790468,43521,72030810,3662557,47846,70015,233821278
CO,2014,education - elementary and secondary total,0,0,0,0,0,0,0,0
CO,2014,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
CO,2014,education - elementary and secondary other,0,0,0,0,0,0,0,0
CO,2014,education - higher education total,25372,156014567,42385,70442520,3571947,46213,67757,226457087
CO,2014,education - higher education instructional,9491,79422072,15536,39267972,1547491,18565,25027,118690044
CO,2014,education - higher education other,15881,76592495,26849,31174548,2024456,27648,42730,107767043
CO,2014,education - other,1122,5775901,1136,1588290,90610,1633,2258,7364191
CO,2014,libraries,0,0,0,0,0,0,0,0
CO,2014,liquor stores,0,0,0,0,0,0,0,0
CO,2014,other and unallocable,2329,12625823,68,183040,9594,2382,2397,12808863
CT,2014,total,53003,340330368,24387,41917537,1587129,62313,77390,382247905
CT,2014,financial administration,1724,11060427,57,156711,4981,1752,1781,11217138
CT,2014,other government administration,1485,9419235,236,784050,25508,1629,1721,10203285
CT,2014,judicial and legal,6087,36185018,333,921229,16434,6179,6420,37106247
CT,2014,police protection total,1913,13826882,241,169484,6211,1947,2154,13996366
CT,2014,police protection - officers,1258,9968192,3,4176,208,1259,1261,9972368
CT,2014,police protection - other,655,3858690,238,165308,6003,688,893,4023998
CT,2014,fire protection total,0,0,0,0,0,0,0,0
CT,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
CT,2014,fire protection - other,0,0,0,0,0,0,0,0
CT,2014,corrections,5730,36887356,65,229652,5695,5762,5795,37117008
CT,2014,highways,3184,17938936,7,26306,835,3189,3191,17965242
CT,2014,air transportation,144,970466,0,0,0,144,144,970466
CT,2014,water transport and terminals,0,0,0,0,0,0,0,0
CT,2014,public welfare,5143,32974326,420,1793227,60490,5484,5563,34767553
CT,2014,health,3621,22165436,499,1788271,43156,3883,4120,23953707
CT,2014,hospitals,5183,34054894,1808,7504697,226946,6465,6991,41559591
CT,2014,social insurance administration,693,4573973,2,2338,91,694,695,4576311
CT,2014,solid waste management,43,280213,3,8262,359,45,46,288475
CT,2014,sewerage,0,0,0,0,0,0,0,0
CT,2014,parks and recreation,155,890307,18,26073,1149,161,173,916380
CT,2014,housing and community development,44,307219,0,0,0,44,44,307219
CT,2014,natural resources,679,3938012,83,164291,5932,712,762,4102303
CT,2014,water transport and terminals,0,0,0,0,0,0,0,0
CT,2014,electric power,0,0,0,0,0,0,0,0
CT,2014,gas supply,0,0,0,0,0,0,0,0
CT,2014,transit,0,0,0,0,0,0,0,0
CT,2014,education total,14748,99346267,20230,27781607,1164773,21658,34978,127127874
CT,2014,education - elementary and secondary total,0,0,0,0,0,0,0,0
CT,2014,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
CT,2014,education - elementary and secondary other,0,0,0,0,0,0,0,0
CT,2014,education - higher education total,12168,83278849,19274,25943754,1092248,18669,31442,109222603
CT,2014,education - higher education instructional,4532,37625889,7808,14986515,438556,7170,12340,52612404
CT,2014,education - higher education other,7636,45652960,11466,10957239,653692,11499,19102,56610199
CT,2014,education - other,2580,16067418,956,1837853,72525,2989,3536,17905271
CT,2014,libraries,0,0,0,0,0,0,0,0
CT,2014,liquor stores,0,0,0,0,0,0,0,0
CT,2014,other and unallocable,2427,15511401,385,561339,24569,2565,2812,16072740
DE,2014,total,23214,104852849,7513,9338676,476158,26083,30727,114191525
DE,2014,financial administration,809,2647819,24,24391,1223,816,833,2672210
DE,2014,other government administration,391,1710555,98,131643,3703,414,489,1842198
DE,2014,judicial and legal,1774,8267291,47,96846,4828,1803,1821,8364137
DE,2014,police protection total,1055,6860782,17,34851,1727,1065,1072,6895633
DE,2014,police protection - officers,790,5565979,0,0,0,790,790,5565979
DE,2014,police protection - other,265,1294803,17,34851,1727,275,282,1329654
DE,2014,fire protection total,0,0,0,0,0,0,0,0
DE,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
DE,2014,fire protection - other,0,0,0,0,0,0,0,0
DE,2014,corrections,2847,11656963,51,70137,5049,2878,2898,11727100
DE,2014,highways,1493,5414314,1,1426,124,1494,1494,5415740
DE,2014,air transportation,0,0,0,0,0,0,0,0
DE,2014,water transport and terminals,273,1118192,0,0,0,273,273,1118192
DE,2014,public welfare,1519,5448849,124,194645,10684,1584,1643,5643494
DE,2014,health,2047,7796932,168,300291,16984,2150,2215,8097223
DE,2014,hospitals,1323,4611715,112,158818,10470,1386,1435,4770533
DE,2014,social insurance administration,322,1065753,22,38598,1658,332,344,1104351
DE,2014,solid waste management,118,477726,20,32304,2502,133,138,510030
DE,2014,sewerage,0,0,0,0,0,0,0,0
DE,2014,parks and recreation,303,780341,27,20281,1473,312,330,800622
DE,2014,housing and community development,0,0,0,0,0,0,0,0
DE,2014,natural resources,434,1707979,50,71744,4601,462,484,1779723
DE,2014,water transport and terminals,0,0,0,0,0,0,0,0
DE,2014,electric power,0,0,0,0,0,0,0,0
DE,2014,gas supply,0,0,0,0,0,0,0,0
DE,2014,transit,867,3712467,32,49870,2232,880,899,3762337
DE,2014,education total,5958,34483086,6463,7839076,393540,8329,12421,42322162
DE,2014,education - elementary and secondary total,0,0,0,0,0,0,0,0
DE,2014,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
DE,2014,education - elementary and secondary other,0,0,0,0,0,0,0,0
DE,2014,education - higher education total,5611,32432664,6441,7812668,392183,7974,12052,40245332
DE,2014,education - higher education instructional,1507,12319531,2884,5325996,153710,2434,4391,17645527
DE,2014,education - higher education other,4104,20113133,3557,2486672,238473,5540,7661,22599805
DE,2014,education - other,347,2050422,22,26408,1357,355,369,2076830
DE,2014,libraries,0,0,0,0,0,0,0,0
DE,2014,liquor stores,0,0,0,0,0,0,0,0
DE,2014,other and unallocable,1681,7092085,257,273755,15360,1772,1938,7365840
FL,2014,total,159004,676020796,46153,56391682,3103238,176537,205157,732412478
FL,2014,financial administration,6270,22306492,147,173367,11960,6338,6417,22479859
FL,2014,other government administration,1973,8740229,244,241915,20469,2088,2217,8982144
FL,2014,judicial and legal,18968,78449299,756,1249134,62524,19321,19724,79698433
FL,2014,police protection total,4147,16349104,407,513120,22162,4272,4554,16862224
FL,2014,police protection - officers,2285,9895221,197,226555,5881,2318,2482,10121776
FL,2014,police protection - other,1862,6453883,210,286565,16281,1954,2072,6740448
FL,2014,fire protection total,0,0,0,0,0,0,0,0
FL,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
FL,2014,fire protection - other,0,0,0,0,0,0,0,0
FL,2014,corrections,23012,72979580,166,146195,10405,23071,23178,73125775
FL,2014,highways,6335,27584591,61,39820,2998,6352,6396,27624411
FL,2014,air transportation,0,0,0,0,0,0,0,0
FL,2014,water transport and terminals,0,0,0,0,0,0,0,0
FL,2014,public welfare,8882,28124002,279,305880,21823,9005,9161,28429882
FL,2014,health,16881,56656131,934,1981795,98400,17437,17815,58637926
FL,2014,hospitals,3865,13142046,63,125329,5354,3895,3928,13267375
FL,2014,social insurance administration,3081,10099938,162,233032,14440,3163,3243,10332970
FL,2014,solid waste management,0,0,0,0,0,0,0,0
FL,2014,sewerage,0,0,0,0,0,0,0,0
FL,2014,parks and recreation,1211,3032863,267,300902,17533,1310,1478,3333765
FL,2014,housing and community development,0,0,0,0,0,0,0,0
FL,2014,natural resources,7782,26886276,760,844267,62812,8137,8542,27730543
FL,2014,water transport and terminals,0,0,0,0,0,0,0,0
FL,2014,electric power,0,0,0,0,0,0,0,0
FL,2014,gas supply,0,0,0,0,0,0,0,0
FL,2014,transit,682,3103273,71,119045,8791,732,753,3222318
FL,2014,education total,50097,287830798,41478,49670273,2715753,65440,91575,337501071
FL,2014,education - elementary and secondary total,0,0,0,0,0,0,0,0
FL,2014,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
FL,2014,education - elementary and secondary other,0,0,0,0,0,0,0,0
FL,2014,education - higher education total,47259,277690963,41189,49436609,2703230,62531,88448,327127572
FL,2014,education - higher education instructional,13808,137422892,15465,29073122,1210366,20646,29273,166496014
FL,2014,education - higher education other,33451,140268071,25724,20363487,1492864,41885,59175,160631558
FL,2014,education - other,2838,10139835,289,233664,12523,2909,3127,10373499
FL,2014,libraries,0,0,0,0,0,0,0,0
FL,2014,liquor stores,0,0,0,0,0,0,0,0
FL,2014,other and unallocable,5818,20736174,358,447608,27814,5976,6176,21183782
GA,2014,total,114056,461957092,48124,47104017,2506384,128224,162180,509061109
GA,2014,financial administration,3153,12012291,121,174057,11581,3219,3274,12186348
GA,2014,other government administration,1208,3968898,34,70370,3140,1226,1242,4039268
GA,2014,judicial and legal,3743,15732730,80,139024,6855,3783,3823,15871754
GA,2014,police protection total,2906,10070098,33,45256,3250,2924,2939,10115354
GA,2014,police protection - officers,1724,5912880,9,11932,748,1728,1733,5924812
GA,2014,police protection - other,1182,4157218,24,33324,2502,1196,1206,4190542
GA,2014,fire protection total,0,0,0,0,0,0,0,0
GA,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
GA,2014,fire protection - other,0,0,0,0,0,0,0,0
GA,2014,corrections,17022,44343474,515,740164,33526,17211,17537,45083638
GA,2014,highways,4886,14266222,24,10922,990,4892,4910,14277144
GA,2014,air transportation,2,8426,0,0,0,2,2,8426
GA,2014,water transport and terminals,983,6943284,0,0,0,983,983,6943284
GA,2014,public welfare,7030,23432617,20,24275,908,7036,7050,23456892
GA,2014,health,3678,16298169,103,170796,7071,3718,3781,16468965
GA,2014,hospitals,7600,30034695,556,818955,34039,7793,8156,30853650
GA,2014,social insurance administration,1692,4323770,82,136276,8486,1740,1774,4460046
GA,2014,solid waste management,0,0,0,0,0,0,0,0
GA,2014,sewerage,0,0,0,0,0,0,0,0
GA,2014,parks and recreation,2791,6996315,857,992086,107330,3397,3648,7988401
GA,2014,housing and community development,0,0,0,0,0,0,0,0
GA,2014,natural resources,4303,14843910,1198,1282530,95950,4845,5501,16126440
GA,2014,water transport and terminals,0,0,0,0,0,0,0,0
GA,2014,electric power,0,0,0,0,0,0,0,0
GA,2014,gas supply,0,0,0,0,0,0,0,0
GA,2014,transit,0,0,0,0,0,0,0,0
GA,2014,education total,50756,250521791,44419,42366070,2185952,63109,95175,292887861
GA,2014,education - elementary and secondary total,0,0,0,0,0,0,0,0
GA,2014,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
