GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,YEAR.id,GOVEMPFUNCT.id,GOVEMPFUNCT.display-label,EMPFT,EMPFT_CV,PAYANNFT,PAYANNFT_CV,EMPPT,EMPPT_CV,PAYANNPT,PAYANNPT_CV,HRSPT,HRSPT_CV,EMPFTE,EMPFTE_CV,EMP,EMP_CV,PAYANN,PAYANN_CV
0100000US,,United States,,2014,1300,Solid Waste Management,96202,0.26,402263439,0.23,14950,0.52,15043912,0.44,1253134,0.54,103266,0.29,111152,0.24,417307351,0.23
0100000US,,United States,,2014,1320,Sewerage,119310,0.24,570716847,0.26,10579,0.27,9411340,0.23,559313,0.19,122330,0.24,129889,0.22,580128187,0.26
0100000US,,United States,,2014,1340,Parks and Recreation,150902,0.26,615342488,0.26,218678,0.42,165448725,0.39,13377287,0.40,227252,0.31,369580,0.27,780791213,0.22
0100000US,,United States,,2014,1360,Housing and Community Development,98933,0.29,455235922,0.26,12664,0.34,16104504,0.45,954695,0.37,104465,0.29,111597,0.26,471340426,0.25
0100000US,,United States,,2014,1380,Natural Resources,34730,0.41,151911118,0.43,9004,0.34,8186551,0.60,520008,0.53,37683,0.42,43734,0.34,160097669,0.41
0100000US,,United States,,2014,1400,Water Supply,164138,0.24,803663475,0.26,16803,0.17,15860874,0.23,943993,0.15,169164,0.24,180941,0.22,819524349,0.25
0100000US,,United States,,2014,1420,Electric Power,71799,0.28,499191346,0.25,2648,0.25,5633341,0.29,246083,0.29,73204,0.28,74447,0.27,504824687,0.24
0100000US,,United States,,2014,1440,Gas Supply,10814,0.46,51535873,0.42,471,0.45,619493,0.27,41424,0.27,11053,0.45,11285,0.44,52155366,0.41
0100000US,,United States,,2014,1460,Transit,191866,0.15,1059140008,0.13,19166,0.48,36207162,0.35,2140991,0.43,204085,0.16,211032,0.14,1095347170,0.13
0100000US,,United States,,2014,1480,Education Total ,6068729,0.21,25608557601,0.23,2123905,0.24,2456812455,0.29,140961040,0.27,6907501,0.20,8192634,0.17,28065370056,0.21
0100000US,,United States,,2014,1481,Education - Elementary and Secondary Total ,5829830,0.22,24349163835,0.24,1772130,0.27,2051564919,0.33,124686885,0.30,6574161,0.21,7601960,0.18,26400728754,0.22
0100000US,,United States,,2014,14811,Education - Elementary and Secondary Instructional             ,4196418,0.27,19583962131,0.29,984530,0.37,1189502949,0.45,66779189,0.41,4592171,0.28,5180948,0.23,20773465080,0.27
0100000US,,United States,,2014,14812,Education - Elementary and Secondary Other ,1633412,0.30,4765201704,0.29,787600,0.41,862061970,0.46,57907696,0.43,1981990,0.30,2421012,0.24,5627263674,0.25
0100000US,,United States,,2014,1482,Education - Higher Education Total ,238899,0.48,1259393766,0.45,351775,0.52,405247536,0.55,16274155,0.55,333340,0.47,590674,0.36,1664641302,0.37
0100000US,,United States,,2014,14821,Education - Higher Education Instructional,87829,0.65,590295197,0.66,201150,0.67,283828030,0.68,7578163,0.74,131818,0.64,288979,0.51,874123227,0.50
0100000US,,United States,,2014,14822,Education - Higher Education Other ,151070,0.65,669098569,0.62,150625,0.81,121419506,0.91,8695992,0.79,201522,0.65,301695,0.52,790518075,0.54
0100000US,,United States,,2014,1483,Education - Other,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
0100000US,,United States,,2014,1500,Libraries                          ,86654,0.20,337617012,0.21,97652,0.29,99946351,0.30,7282428,0.31,128754,0.22,184306,0.18,437563363,0.18
0100000US,,United States,,2014,1560,State liquor stores,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
0100000US,,United States,,2014,1580,All other and unallocable,235348,0.25,1083656246,0.23,75583,0.29,68711850,0.37,4596070,0.36,261259,0.26,310931,0.20,1152368096,0.22
0400000US01,01,Alabama,,2014,1000,Total - All Government Employment Functions,181893,0.83,619051063,0.88,28413,0.61,30388450,0.36,2100124,0.49,194331,0.80,210306,0.72,649439513,0.84
0400000US01,01,Alabama,,2014,1020,Financial Administration,3784,1.91,13551282,1.49,227,1.42,225987,5.10,18053,3.57,3885,1.70,4011,1.81,13777269,1.47
0400000US01,01,Alabama,,2014,1040,Other Government Administration,2625,2.20,9044053,1.81,2072,1.11,1290374,1.28,63300,1.10,2976,2.16,4697,1.32,10334427,1.59
0400000US01,01,Alabama,,2014,1060,Judicial and Legal,1536,0.80,5614580,0.65,435,1.00,432932,0.92,25434,1.07,1673,0.94,1971,0.66,6047512,0.61
0400000US01,01,Alabama,,2014,1100,Police Protection Total,12063,1.83,46208133,1.61,1293,1.08,1255826,1.08,113447,1.31,12712,1.70,13356,1.66,47463959,1.57
0400000US01,01,Alabama,,2014,1101,Police Protection - Persons with Power of Arrest       ,10028,2.18,40209472,1.84,556,1.37,586195,1.38,49790,1.66,10318,2.05,10584,2.06,40795667,1.81
0400000US01,01,Alabama,,2014,1102,Police Protection - Other ,2035,1.76,5998661,1.47,737,1.60,669631,1.62,63657,1.93,2394,1.94,2772,1.36,6668292,1.33
0400000US01,01,Alabama,,2014,1120,Fire Protection Total ,5790,1.21,24483786,1.06,909,0.80,644227,1.51,54823,1.89,6100,1.29,6699,1.05,25128013,1.03
0400000US01,01,Alabama,,2014,1121,Fire Protection - Firefighters,5495,1.27,23274980,1.11,851,0.85,619524,1.57,53041,1.95,5794,1.36,6346,1.11,23894504,1.08
0400000US01,01,Alabama,,2014,1122,Fire Protection - Other ,295,0.43,1208806,0.49,58,2.03,24703,3.35,1782,1.16,306,0.56,353,0.49,1233509,0.48
0400000US01,01,Alabama,,2014,1140,Corrections,3338,1.46,9604784,1.01,237,2.46,263378,1.14,23863,1.24,3471,1.53,3575,1.38,9868162,0.98
0400000US01,01,Alabama,,2014,1160,Highways,5973,2.48,18225799,2.04,294,0.62,346709,0.81,33729,0.74,6164,2.47,6267,2.36,18572508,2.00
0400000US01,01,Alabama,,2014,1180,Air Transportation,476,1.98,1804214,1.43,44,1.02,46124,1.00,4198,0.99,501,1.99,520,1.82,1850338,1.40
0400000US01,01,Alabama,,2014,1200,Water Transport and Terminals       ,6,0.01,16375,0.01,3,0.01,2616,0.01,320,0.01,9,0.01,9,0.01,18991,0.01
0400000US01,01,Alabama,,2014,1220,Public Welfare,856,1.86,1963425,2.03,486,3.14,455288,3.00,44573,3.57,1110,2.73,1342,1.64,2418713,1.74
0400000US01,01,Alabama,,2014,1240,Health,5896,1.46,17023233,1.45,1431,0.56,1363552,0.50,103673,0.56,6487,1.41,7327,1.18,18386785,1.34
0400000US01,01,Alabama,,2014,1260,Hospitals,21550,0.01,88357650,0.01,6357,0.01,13582432,0.00,625507,0.00,25429,0.01,27907,0.01,101940082,0.00
0400000US01,01,Alabama,,2014,1280,Social Insurance Administration,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
0400000US01,01,Alabama,,2014,1300,Solid Waste Management,3424,1.82,9195822,1.48,179,0.92,216856,0.91,20160,1.23,3540,1.65,3603,1.73,9412678,1.45
0400000US01,01,Alabama,,2014,1320,Sewerage,1361,1.51,5287758,1.17,54,2.89,61246,2.39,4529,1.48,1384,1.52,1415,1.46,5349004,1.16
0400000US01,01,Alabama,,2014,1340,Parks and Recreation,3013,1.35,9168120,1.17,2356,1.27,1752081,1.16,169527,1.41,3971,1.46,5369,0.94,10920201,1.00
0400000US01,01,Alabama,,2014,1360,Housing and Community Development,1957,1.06,7100249,0.96,267,0.39,265833,0.30,20394,0.40,2077,1.01,2224,0.93,7366082,0.93
0400000US01,01,Alabama,,2014,1380,Natural Resources,519,0.13,1321565,0.16,79,1.37,89727,1.11,6883,1.42,561,0.39,598,0.21,1411292,0.16
0400000US01,01,Alabama,,2014,1400,Water Supply,3832,1.65,14989691,1.55,283,0.04,251729,0.05,19020,0.06,3938,1.61,4115,1.53,15241420,1.52
0400000US01,01,Alabama,,2014,1420,Electric Power,1093,0.96,5317754,0.80,32,0.10,39971,0.08,3225,0.08,1112,0.95,1125,0.93,5357725,0.79
0400000US01,01,Alabama,,2014,1440,Gas Supply,872,1.71,3652514,1.85,53,0.65,46969,0.76,4712,0.75,898,1.77,925,1.62,3699483,1.83
0400000US01,01,Alabama,,2014,1460,Transit,441,0.14,1356299,0.08,136,0.37,170449,0.27,15433,0.35,529,0.18,577,0.14,1526748,0.08
0400000US01,01,Alabama,,2014,1480,Education Total ,96170,1.54,307342707,1.74,9825,1.69,6167830,1.64,582372,1.63,99675,1.52,105995,1.40,313510537,1.71
0400000US01,01,Alabama,,2014,1481,Education - Elementary and Secondary Total ,96170,1.54,307342707,1.74,9825,1.69,6167830,1.64,582372,1.63,99675,1.52,105995,1.40,313510537,1.71
0400000US01,01,Alabama,,2014,14811,Education - Elementary and Secondary Instructional             ,66784,1.98,249617594,2.08,6422,2.21,4168470,1.95,367286,2.01,68960,1.96,73206,1.82,253786064,2.05
0400000US01,01,Alabama,,2014,14812,Education - Elementary and Secondary Other ,29386,2.24,57725113,2.24,3403,2.56,1999360,2.98,215086,2.77,30715,2.23,32789,2.03,59724473,2.17
0400000US01,01,Alabama,,2014,1482,Education - Higher Education Total ,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
0400000US01,01,Alabama,,2014,14821,Education - Higher Education Instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
0400000US01,01,Alabama,,2014,14822,Education - Higher Education Other ,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
0400000US01,01,Alabama,,2014,1483,Education - Other,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
0400000US01,01,Alabama,,2014,1500,Libraries                          ,900,1.27,2780284,1.05,704,0.72,772637,0.63,71368,0.75,1303,1.18,1604,0.78,3552921,0.84
0400000US01,01,Alabama,,2014,1560,State liquor stores,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
0400000US01,01,Alabama,,2014,1580,All other and unallocable,4418,1.57,15640986,1.19,657,1.54,643677,1.53,71581,1.43,4826,1.61,5075,1.38,16284663,1.14
0400000US02,02,Alaska,,2014,1000,Total - All Government Employment Functions,24858,0.23,129833898,0.25,7482,0.54,7610448,0.87,388944,0.76,27114,0.26,32340,0.22,137444346,0.24
0400000US02,02,Alaska,,2014,1020,Financial Administration,876,1.49,4847997,1.07,83,5.69,114791,3.62,5994,3.74,910,1.60,959,1.45,4962788,1.04
0400000US02,02,Alaska,,2014,1040,Other Government Administration,980,0.74,4872131,0.75,739,1.05,426250,3.26,19263,3.61,1089,1.08,1719,0.62,5298381,0.74
0400000US02,02,Alaska,,2014,1060,Judicial and Legal,103,0.01,676582,0.01,2,0.01,5226,0.01,240,0.01,104,0.01,105,0.01,681808,0.01
0400000US02,02,Alaska,,2014,1100,Police Protection Total,1152,1.18,7925847,0.91,85,0.84,78183,0.98,4814,1.10,1180,1.16,1237,1.10,8004030,0.90
0400000US02,02,Alaska,,2014,1101,Police Protection - Persons with Power of Arrest       ,813,1.67,6093140,1.19,47,0.48,42394,0.79,2786,0.66,829,1.64,860,1.58,6135534,1.18
0400000US02,02,Alaska,,2014,1102,Police Protection - Other ,339,0.23,1832707,0.12,38,1.78,35789,1.93,2028,2.44,351,0.36,377,0.27,1868496,0.12
0400000US02,02,Alaska,,2014,1120,Fire Protection Total ,771,0.54,6367479,0.43,451,0.06,205064,0.08,13669,0.09,847,0.52,1222,0.34,6572543,0.42
0400000US02,02,Alaska,,2014,1121,Fire Protection - Firefighters,675,0.58,5640607,0.47,443,0.06,194074,0.08,12887,0.10,747,0.56,1118,0.35,5834681,0.46
0400000US02,02,Alaska,,2014,1122,Fire Protection - Other ,96,1.48,726872,0.81,8,0.01,10990,0.01,782,0.01,100,1.42,104,1.37,737862,0.80
0400000US02,02,Alaska,,2014,1140,Corrections,74,0.01,331559,0.01,6,0.01,14568,0.01,572,0.01,77,0.01,80,0.01,346127,0.01
0400000US02,02,Alaska,,2014,1160,Highways,639,0.43,3879943,0.37,92,0.74,126678,0.43,6101,0.30,675,0.46,731,0.39,4006621,0.36
0400000US02,02,Alaska,,2014,1180,Air Transportation,59,0.01,339624,0.01,5,0.01,8789,0.01,375,0.01,62,0.01,64,0.01,348413,0.01
0400000US02,02,Alaska,,2014,1200,Water Transport and Terminals       ,163,0.83,814574,0.75,17,2.21,22950,3.20,1218,3.52,171,0.91,180,0.78,837524,0.73
0400000US02,02,Alaska,,2014,1220,Public Welfare,128,0.60,527237,0.34,24,0.01,38848,0.01,2004,0.01,140,0.55,152,0.51,566085,0.32
0400000US02,02,Alaska,,2014,1240,Health,217,0.44,1156006,0.50,274,0.01,218871,0.01,13172,0.01,291,0.33,491,0.20,1374877,0.42
0400000US02,02,Alaska,,2014,1260,Hospitals,654,0.01,4033632,0.01,275,0.01,847833,0.01,27140,0.01,811,0.01,929,0.01,4881465,0.01
0400000US02,02,Alaska,,2014,1280,Social Insurance Administration,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
0400000US02,02,Alaska,,2014,1300,Solid Waste Management,312,0.48,1508367,0.47,74,0.78,105427,0.49,5881,0.83,344,0.45,386,0.42,1613794,0.44
0400000US02,02,Alaska,,2014,1320,Sewerage,274,0.64,1672841,0.49,52,1.74,53649,2.34,3298,1.14,296,0.77,326,0.60,1726490,0.48
0400000US02,02,Alaska,,2014,1340,Parks and Recreation,393,1.09,1718991,0.55,558,0.31,583840,0.27,38083,0.29,613,0.76,951,0.49,2302831,0.42
0400000US02,02,Alaska,,2014,1360,Housing and Community Development,659,5.91,3551068,5.52,188,13.62,412698,14.27,18343,14.43,771,6.67,847,5.50,3963766,5.16
0400000US02,02,Alaska,,2014,1380,Natural Resources,57,0.01,334169,0.01,2,0.01,6452,0.01,220,0.01,58,0.01,59,0.01,340621,0.01
0400000US02,02,Alaska,,2014,1400,Water Supply,279,0.98,1619860,0.58,69,0.87,84778,0.29,4503,0.23,309,0.98,348,0.80,1704638,0.55
0400000US02,02,Alaska,,2014,1420,Electric Power,451,0.33,3589381,0.22,61,0.89,67196,0.54,3410,0.48,469,0.32,512,0.31,3656577,0.21
0400000US02,02,Alaska,,2014,1440,Gas Supply,6,0.01,30458,0.01,8,0.01,6441,0.01,426,0.01,8,0.01,14,0.01,36899,0.01
0400000US02,02,Alaska,,2014,1460,Transit,230,0.01,1269689,0.01,49,0.01,187716,0.01,7085,0.01,271,0.01,279,0.01,1457405,0.01
0400000US02,02,Alaska,,2014,1480,Education Total ,15387,0.23,73747363,0.31,3786,0.77,3357919,0.72,176656,0.56,16410,0.23,19173,0.24,77105282,0.30
0400000US02,02,Alaska,,2014,1481,Education - Elementary and Secondary Total ,15306,0.23,73297597,0.31,3743,0.78,3308615,0.73,174629,0.57,16317,0.24,19049,0.24,76606212,0.30
0400000US02,02,Alaska,,2014,14811,Education - Elementary and Secondary Instructional             ,9705,0.33,54521984,0.41,2032,1.03,2286173,0.65,114640,0.61,10366,0.33,11737,0.33,56808157,0.39
0400000US02,02,Alaska,,2014,14812,Education - Elementary and Secondary Other ,5601,0.23,18775613,0.28,1711,1.19,1022442,1.85,59989,1.19,5951,0.30,7312,0.33,19798055,0.28
0400000US02,02,Alaska,,2014,1482,Education - Higher Education Total ,81,0.01,449766,0.01,43,0.01,49304,0.01,2027,0.01,93,0.01,124,0.01,499070,0.01
0400000US02,02,Alaska,,2014,14821,Education - Higher Education Instructional,10,0.01,60107,0.01,16,0.01,17170,0.01,295,0.01,12,0.01,26,0.01,77277,0.01
0400000US02,02,Alaska,,2014,14822,Education - Higher Education Other ,71,0.01,389659,0.01,27,0.01,32134,0.01,1732,0.01,81,0.01,98,0.01,421793,0.01
0400000US02,02,Alaska,,2014,1483,Education - Other,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
0400000US02,02,Alaska,,2014,1500,Libraries                          ,185,0.42,858924,0.50,228,1.69,307284,1.70,16775,2.01,279,0.67,413,0.95,1166208,0.58
0400000US02,02,Alaska,,2014,1560,State liquor stores,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
0400000US02,02,Alaska,,2014,1580,All other and unallocable,809,0.49,4160176,0.35,354,1.83,328997,2.62,19702,1.85,929,0.78,1163,0.65,4489173,0.38
0400000US04,04,Arizona,,2014,1000,Total - All Government Employment Functions,181977,1.02,775839713,0.85,58523,1.25,74941769,1.16,4518442,1.46,207979,1.04,240500,0.83,850781482,0.78
0400000US04,04,Arizona,,2014,1020,Financial Administration,4451,1.19,22115903,1.17,147,1.60,285594,1.51,14622,1.74,4535,1.20,4598,1.16,22401497,1.16
0400000US04,04,Arizona,,2014,1040,Other Government Administration,3750,1.53,19689146,1.56,389,2.87,471791,1.37,24889,2.40,3897,1.58,4139,1.41,20160937,1.53
0400000US04,04,Arizona,,2014,1060,Judicial and Legal,8367,0.76,38698421,0.69,535,0.87,1094272,0.60,46916,0.77,8639,0.78,8902,0.71,39792693,0.67
0400000US04,04,Arizona,,2014,1100,Police Protection Total,17360,0.99,95995233,0.98,263,1.59,430604,1.26,23844,1.35,17490,0.99,17623,0.97,96425837,0.97
0400000US04,04,Arizona,,2014,1101,Police Protection - Persons with Power of Arrest       ,12916,1.26,75893110,1.20,56,0.01,90634,0.01,4177,0.01,12937,1.25,12972,1.25,75983744,1.20
0400000US04,04,Arizona,,2014,1102,Police Protection - Other ,4444,1.26,20102123,1.13,207,2.02,339970,1.60,19667,1.63,4553,1.29,4651,1.21,20442093,1.11
0400000US04,04,Arizona,,2014,1120,Fire Protection Total ,8475,0.53,51596231,0.48,1698,0.36,1383434,0.06,95692,0.11,8978,0.51,10173,0.44,52979665,0.47
0400000US04,04,Arizona,,2014,1121,Fire Protection - Firefighters,7302,0.60,45680807,0.54,1404,0.16,1127826,0.06,78096,0.13,7705,0.59,8706,0.51,46808633,0.52
0400000US04,04,Arizona,,2014,1122,Fire Protection - Other ,1173,0.60,5915424,0.57,294,1.96,255608,0.19,17596,0.21,1273,0.60,1467,0.62,6171032,0.55
0400000US04,04,Arizona,,2014,1140,Corrections,5299,1.17,20006445,0.91,196,2.58,316722,2.89,17686,3.57,5398,1.19,5495,1.13,20323167,0.90
0400000US04,04,Arizona,,2014,1160,Highways,3743,1.86,16107880,1.56,108,4.23,166492,1.69,9974,2.81,3797,1.90,3851,1.81,16274372,1.54
0400000US04,04,Arizona,,2014,1180,Air Transportation,1150,0.26,5430305,0.25,48,3.18,47559,3.70,4204,3.89,1175,0.35,1198,0.28,5477864,0.25
0400000US04,04,Arizona,,2014,1200,Water Transport and Terminals       ,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
0400000US04,04,Arizona,,2014,1220,Public Welfare,985,0.58,4078406,0.55,300,0.08,371031,0.16,26575,0.14,1136,0.54,1285,0.44,4449437,0.51
0400000US04,04,Arizona,,2014,1240,Health,3539,0.39,14081126,0.27,594,0.49,1007606,0.29,62018,0.28,3889,0.38,4133,0.34,15088732,0.25
0400000US04,04,Arizona,,2014,1260,Hospitals,2366,0.01,14154715,0.01,835,0.01,1893396,0.01,59849,0.01,2704,0.01,3201,0.01,16048111,0.01
0400000US04,04,Arizona,,2014,1280,Social Insurance Administration,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
0400000US04,04,Arizona,,2014,1300,Solid Waste Management,2178,1.42,8724027,0.98,40,6.29,67712,7.03,4576,7.94,2206,1.60,2218,1.40,8791739,0.97
0400000US04,04,Arizona,,2014,1320,Sewerage,1589,2.15,6627812,2.33,92,0.83,145004,0.62,7590,0.79,1633,2.11,1681,2.03,6772816,2.28
0400000US04,04,Arizona,,2014,1340,Parks and Recreation,2898,1.89,11371090,1.91,3782,2.48,3231200,1.95,275804,2.29,4462,2.16,6680,1.63,14602290,1.55
0400000US04,04,Arizona,,2014,1360,Housing and Community Development,1322,0.83,5911552,0.68,255,0.02,234679,0.07,17699,0.04,1421,0.77,1577,0.69,6146231,0.66
0400000US04,04,Arizona,,2014,1380,Natural Resources,696,5.93,2880955,5.41,55,0.30,75772,0.51,3567,0.60,712,5.86,751,5.50,2956727,5.28
0400000US04,04,Arizona,,2014,1400,Water Supply,3540,1.40,17757613,1.30,101,1.07,131217,0.99,7654,1.26,3585,1.42,3641,1.36,17888830,1.29
0400000US04,04,Arizona,,2014,1420,Electric Power,4931,0.06,40004007,0.04,129,0.26,400237,0.21,16071,0.16,5021,0.06,5060,0.06,40404244,0.04
0400000US04,04,Arizona,,2014,1440,Gas Supply,98,0.65,561875,0.30,0,0.01,0,0.01,0,0.01,98,0.65,98,0.65,561875,0.30
0400000US04,04,Arizona,,2014,1460,Transit,671,12.47,3144219,13.49,111,9.39,148102,7.87,10717,8.32,730,11.48,782,10.78,3292321,12.89
0400000US04,04,Arizona,,2014,1480,Education Total ,100081,1.83,357918317,1.80,47347,1.54,61290948,1.41,3673272,1.79,121341,1.77,147428,1.34,419209265,1.55
0400000US04,04,Arizona,,2014,1481,Education - Elementary and Secondary Total ,91718,1.99,310802762,2.07,36386,1.94,49172194,1.74,2929835,2.19,108744,1.97,128104,1.53,359974956,1.80
0400000US04,04,Arizona,,2014,14811,Education - Elementary and Secondary Instructional             ,61160,2.59,228813844,2.62,21544,2.51,32808334,2.23,1644810,3.13,70645,2.60,82704,2.02,261622178,2.31
0400000US04,04,Arizona,,2014,14812,Education - Elementary and Secondary Other ,30558,2.97,81988918,2.84,14842,3.05,16363860,2.70,1285025,2.99,38099,2.89,45400,2.24,98352778,2.41
0400000US04,04,Arizona,,2014,1482,Education - Higher Education Total ,8363,1.48,47115555,1.27,10961,1.65,12118754,1.13,743437,1.96,12597,1.49,19324,1.13,59234309,1.04
0400000US04,04,Arizona,,2014,14821,Education - Higher Education Instructional,2292,2.70,17316382,2.00,4721,2.68,6107132,1.97,272120,4.38,3853,3.00,7013,2.01,23423514,1.56
0400000US04,04,Arizona,,2014,14822,Education - Higher Education Other ,6071,1.76,29799173,1.64,6240,2.08,6011622,1.10,471317,1.77,8744,1.69,12311,1.36,35810795,1.38
0400000US04,04,Arizona,,2014,1483,Education - Other,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
0400000US04,04,Arizona,,2014,1500,Libraries                          ,1255,1.44,4891859,1.46,1138,0.43,1280767,0.38,89831,0.42,1757,1.08,2393,0.78,6172626,1.16
0400000US04,04,Arizona,,2014,1560,State liquor stores,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
0400000US04,04,Arizona,,2014,1580,All other and unallocable,3233,0.89,14092576,1.05,360,0.90,467630,1.08,25392,1.39,3375,0.92,3593,0.81,14560206,1.01
0400000US05,05,Arkansas,,2014,1000,Total - All Government Employment Functions,99604,0.72,317631268,0.82,20468,0.75,12994834,0.77,1075330,0.94,105803,0.71,120072,0.61,330626102,0.79
0400000US05,05,Arkansas,,2014,1020,Financial Administration,2153,2.20,6408824,1.53,387,0.29,238637,0.34,19373,0.40,2258,2.18,2540,1.87,6647461,1.47
0400000US05,05,Arkansas,,2014,1040,Other Government Administration,1965,2.80,5479874,2.30,2680,0.76,963182,1.36,58687,2.11,2300,3.08,4645,1.26,6443056,1.97
0400000US05,05,Arkansas,,2014,1060,Judicial and Legal,1580,2.06,4416134,1.85,448,0.97,351646,0.86,23466,0.82,1712,2.11,2028,1.62,4767780,1.71
